,mean,std,5%,50%,95%
q_d_n,0.3238620489835739,0.28217364815694757,0.04569051191210747,0.21872951835393906,0.8007794857025143
q_d,0.7307026863098145,0.1394909950139138,0.5742654114961624,0.7639184594154358,0.9127897411584853
q_s_n,0.544579166173935,0.28344346702161366,0.21195010244846343,0.5035824775695801,0.9214550286531448
q_s,0.7278065621852875,0.12995672161862162,0.5379488319158554,0.7206150591373444,0.8980267941951751
inv_temp,83.32024002075195,14.262661644179683,58.86940803527832,86.41914749145508,97.70275917053222
cost_stop_error,0.534173417759887,0.32190061072121184,0.19164323630875185,0.44872797225806266,1.0694217847140928
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001
cost_go_error,1.0,0.0,1.0,1.0,1.0
cost_go_missing,1.0,0.0,1.0,1.0,1.0
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666
