,mean,std,5%,50%,95%
q_d_n,0.48781958818435667,0.13596586723905074,0.34950986206531526,0.4645766168832779,0.6947630703449246
q_d,0.7677885711193084,0.13717921802613287,0.5778244405984878,0.7929885685443878,0.9452020347118377
q_s_n,0.35847614593803884,0.3120355017041555,0.07311601247638463,0.2990797609090805,0.9158438831567762
q_s,0.7644885420799256,0.1113870863173402,0.6200051993131638,0.768328458070755,0.9193454891443251
inv_temp,86.21016387939453,8.62577817982451,72.8773235321045,85.27664566040039,96.99095916748047
cost_stop_error,0.44355695688743024,0.17679067604282941,0.22062968381868756,0.46064100886671955,0.691891139799987
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001
cost_go_error,1.0,0.0,1.0,1.0,1.0
cost_go_missing,1.0,0.0,1.0,1.0,1.0
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666
