q_d_n,q_d,q_s_n,q_s,inv_temp,cost_stop_error,cost_time,cost_go_error,cost_go_missing
0.07740629,0.765961,0.07848976,0.90181756,91.423744,1.7896086,0.0055420212,0.04974084,0.07868251
0.3091594,0.736457,0.040220253,0.9157424,83.73022,2.4422355,0.007956037,0.14310548,0.05543679
0.6999718,0.95826757,0.08188976,0.93498254,70.469154,1.8498335,0.0042917193,0.06704362,0.067477696
0.20310777,0.7330529,0.045762155,0.81188273,74.84735,1.4566323,0.0031225914,0.09609947,0.0103738895
0.5368353,0.7766975,0.035910558,0.9021435,87.038,1.3549323,0.002898864,0.1439122,0.07311277
0.5480254,1.022964,0.07014547,0.9165032,63.418007,1.5004985,0.0019310563,0.035931725,0.036318786
0.13285744,0.7058846,0.08162892,0.90413296,66.42009,1.4306113,0.0023683985,0.22750564,0.023737995
0.043996632,0.72387445,0.03452278,0.9360321,83.35985,1.5489706,0.003662394,0.07665014,0.0104220975
0.80314505,0.9624585,0.030016689,0.8045912,83.22121,1.0363407,0.0017612298,0.08427546,0.4502754
0.29240227,0.8181818,0.021509012,0.9321263,65.45258,2.1569812,0.0043155835,0.060864966,1.1690453
0.18143934,0.73969114,0.07056193,0.8642765,67.93706,1.6151307,0.0033605855,0.21692258,0.1646063
0.71964467,0.85452586,0.050720524,0.8170856,75.62988,1.3336067,0.0025786932,0.13621141,0.008848383
0.27498055,0.7442679,0.059914432,0.8932706,75.10278,1.304379,0.0021652568,0.12018864,0.08081072
0.1377269,0.8399486,0.032167047,0.89955616,77.178314,1.595438,0.0030365176,0.049142934,0.03428966
0.2277354,0.74246997,0.019492444,0.95855224,81.54426,1.8227781,0.004626553,0.07775961,1.4492311
0.08006036,0.8709816,0.011837432,0.851592,97.040146,1.4554118,0.0038761634,0.038442217,0.9527718
0.6728647,0.9788256,0.07215871,0.8550285,56.976055,1.8752941,0.0032153577,0.06997819,0.14710118
0.32934153,0.8173972,0.028829424,0.9516134,65.170616,1.1319457,0.0013387643,0.073148265,0.21204753
0.49653506,0.89428526,0.036861114,0.98049974,80.17024,1.6296637,0.003761411,0.05546389,1.8355078
0.14624369,0.7091163,0.028460305,0.9444654,66.66028,1.842431,0.0046498375,0.1356947,1.4521676
0.44183168,0.84215415,0.033869185,0.8357749,55.62097,1.9341649,0.0031447012,0.0761103,0.0135651855
0.5856834,0.85038733,0.08894904,0.9469336,96.276436,1.2990385,0.0029924675,0.082102746,0.096251845
0.6404027,0.9416169,0.07713745,0.94753337,79.19159,1.791656,0.0031760342,0.045036905,0.018496014
0.52788913,0.7848767,0.03525233,0.7410965,89.644646,1.8554467,0.005820512,0.093808025,0.28988844
0.4132972,0.94413257,0.048360158,0.8240256,70.42542,1.9784919,0.004476872,0.047213715,0.009756815
0.63822854,0.81679,0.050448373,0.98269856,97.34891,1.1150191,0.0020851798,0.08665729,1.4337001
0.1942082,0.70375794,0.015886158,0.82084954,95.49199,1.7827269,0.005807194,0.12217435,0.9843622
0.35976267,0.7126461,0.04387184,0.89772666,69.67291,1.1982646,0.0025306402,0.34874165,0.018559922
0.076957345,0.7227849,0.024790496,0.9072329,88.501526,1.2859997,0.002552777,0.05696327,0.09289942
0.056192994,0.72165036,0.012871952,0.93228847,75.59054,1.9391091,0.0051420783,0.09606605,0.015457085
0.7948706,0.8993748,0.02667241,0.9751724,82.40797,2.1585505,0.005822921,0.07876525,0.8948188
0.5138134,0.83924305,0.07294799,0.94869065,92.91715,1.7954448,0.004768413,0.05173337,0.03939208
0.37372097,0.77839935,0.038262762,0.8083978,89.96615,1.279978,0.0024723448,0.087359175,0.08909341
0.2857437,0.81560224,0.06634794,0.93031085,88.02229,1.7621095,0.0049586603,0.054584038,0.04655163
0.5191727,0.8396237,0.08430433,0.87613815,75.66856,1.3147961,0.0024088095,0.060849354,0.019839419
0.17423457,0.89220107,0.015028707,0.96415246,85.61961,1.2380602,0.0017763582,0.043883063,1.1246622
0.6117315,0.869963,0.019425752,0.9668257,58.502495,1.4072428,0.0014691022,0.09727103,1.9724332
0.5777354,0.82949424,0.040467296,0.96676254,59.94404,1.7963063,0.0027350052,0.12519099,1.4103693
0.25258136,0.999731,0.023464115,0.7405611,77.23401,1.978608,0.00447512,0.04194216,0.27746105
0.13854408,0.78637576,0.022321586,0.81710494,87.4411,1.5636815,0.0044102357,0.33678856,0.07213821
-0.021972775,0.68433404,0.07186384,0.89963853,73.55572,1.7820383,0.004162601,0.16913222,0.08634376
0.4764468,0.76335967,0.02412611,0.92345786,83.12523,1.8132588,0.0047067306,0.083106086,0.26030827
0.38379008,0.771611,0.031447604,0.84897584,93.26551,2.7501261,0.007703682,0.05622762,0.7206745
0.26815534,0.70966345,0.053888533,0.8936734,72.50874,1.6120276,0.0038377133,0.11529943,0.27204776
0.13755232,0.8568497,0.028778553,0.8173504,75.02393,1.7038223,0.003968374,0.051758956,1.7696693
0.6155857,0.8266123,0.024102814,0.91402006,80.85143,1.6105379,0.0040056263,0.28020576,0.28831074
0.31358385,0.91991866,0.045089252,0.87815213,93.52845,1.4719121,0.0030013532,0.041141517,0.67493534
0.28662074,0.92448264,0.025674378,0.83228594,69.869736,1.4502003,0.0024144768,0.051213056,0.22994432
0.47147486,0.778621,0.035317324,0.917079,71.88306,1.4052138,0.002748238,0.14437312,0.18367992
0.5209385,0.9769943,0.023798224,0.88819623,56.430645,1.8523871,0.0030174626,0.05929764,0.046172783
0.35378826,0.9561431,0.02884949,0.9536478,57.985447,1.6698223,0.0016813411,0.051124353,0.44425744
0.2610848,0.92315406,0.049231965,0.7838041,83.60422,1.4672151,0.0026839683,0.034883775,0.30566674
0.08853066,1.0101142,0.053834975,0.8974633,91.236435,1.8436869,0.0053941854,0.0441004,0.2181519
0.03863448,0.95421773,0.01733584,0.9994043,79.10339,1.9899943,0.0036055832,0.03871145,1.9582009
0.17875725,0.84267294,0.054069705,0.80343115,73.82826,1.6927619,0.0039296327,0.05536817,0.16415364
0.19398749,0.8475619,0.055526305,0.9991121,70.72867,1.4094133,0.0023323516,0.051237702,0.061396915
0.7805965,0.9084901,0.035617147,0.7575383,97.267044,1.4942178,0.004561291,0.12139139,0.9055799
0.12255603,0.8871686,0.033792302,0.8632252,84.68716,1.7767328,0.0039462843,0.042462256,0.03452745
0.261132,0.9846909,0.085696824,0.9178833,83.22108,1.2669523,0.0021980244,0.04304673,0.011033079
0.5134116,0.81823456,0.07690742,0.83809036,83.63867,1.2644988,0.0018872877,0.07417262,0.49349442
0.6082016,0.87069464,0.017595509,0.9055578,73.2693,1.832655,0.0040668906,0.062242117,0.5612569
0.29661155,0.7869659,0.04743134,0.9503732,73.46301,0.7191768,0.00014995922,0.083737396,0.4012481
0.36079156,0.9005621,0.04004788,0.9647677,90.734604,1.526045,0.0030381083,0.031486716,0.067331836
0.4022362,0.78202116,0.07676261,0.94204676,87.55951,1.718796,0.004034278,0.057405714,0.07128466
0.21833777,0.90520936,0.12413776,0.87084126,72.41866,2.2243044,0.0048628906,0.049967784,0.10064088
0.4998206,0.78628945,0.029179452,0.8934343,75.686775,1.8672487,0.0038035144,0.07361944,0.047090363
0.024188757,0.92456263,0.031365607,0.8118795,55.590298,2.0981839,0.0032415774,0.062469475,0.028162733
0.4782445,0.96443665,0.065343305,0.92262554,88.195885,1.5268595,0.0038010268,0.03454461,0.027217185
0.23264074,0.7786591,0.032710727,0.80389595,58.3867,1.2762251,0.001281705,0.0757296,0.15579902
0.72750336,0.88187534,0.015954725,0.89640063,68.446655,1.5720465,0.002799138,0.11451495,1.2051259
0.62484455,0.8848039,0.041163318,0.92094123,94.756004,1.2755698,0.0022085556,0.043268617,0.44317424
0.76330614,0.961432,0.021268606,0.8071225,85.545876,1.3088524,0.0022805508,0.06230342,0.43065685
0.6928244,0.9015989,0.032447856,0.83246636,77.50761,1.8330957,0.0042329435,0.06754558,0.05525452
0.28493142,0.914552,0.021226898,0.8052138,60.609814,1.1338073,0.0010409073,0.06131732,0.18085393
0.7869836,0.983305,0.059002955,0.8455946,59.861885,1.8387955,0.003019201,0.06485598,0.5153915
0.12835848,0.7261794,0.074121475,0.8725427,80.12499,1.7533174,0.004329209,0.06604086,0.14966516
0.7246152,0.8751951,0.031304915,0.94696045,95.51718,1.3386265,0.0034346392,0.0985365,1.8714308
0.5606952,0.8284356,0.07268967,0.8836527,92.64219,1.7575336,0.0042098095,0.088721186,0.86309946
0.25667584,0.86668706,0.12790522,0.80578315,71.10783,1.8288394,0.004119347,0.06276949,0.29979408
0.023095727,0.7827809,0.026242463,0.9672706,67.9553,1.4541112,0.002014143,0.042961776,1.886327
0.49489528,0.817529,0.045803923,0.92481923,91.45689,1.7462486,0.0046183844,0.047785148,1.8654
0.53913194,0.9852928,0.0571779,0.9899663,53.876995,2.0921636,0.003038363,0.052983318,0.28738254
0.70247644,0.8962784,0.013522676,0.8526409,96.44386,1.1586809,0.0021300346,0.03761788,0.738166
0.22227597,0.7519494,0.06135548,0.9613527,82.49391,1.1633567,0.0014659737,0.08815312,0.025008822
0.29734874,0.8809277,0.08064667,0.82924694,61.527893,1.54173,0.002085275,0.06614041,0.22974092
0.19519448,0.75619674,0.0045117657,0.9044254,87.497734,1.6108145,0.0038986818,0.078818925,1.8952556
0.7336707,0.9568324,0.04504023,0.9442773,92.417656,1.3369915,0.0026981751,0.048095893,1.736973
0.2087543,0.80406535,0.08337054,0.96983564,61.633224,1.8060147,0.0029937678,0.064703785,0.19275926
0.714588,0.82264006,0.0555003,0.8106551,86.837036,1.3129474,0.0025939173,0.16916704,0.51874256
0.58790314,0.76158184,0.11570352,1.0058243,57.43032,2.1928258,0.0048725833,0.22663346,0.12004215
0.2046234,0.970804,0.040419333,0.84794277,71.44885,1.1178694,0.0015673136,0.051667795,0.05387116
0.67036283,0.97910154,0.09788719,0.8424908,65.82941,1.3875915,0.0017220158,0.05634315,0.030177493
0.07734209,0.73261523,0.07028388,0.80655694,99.00109,1.3704364,0.0033155072,0.042651802,0.04859504
0.28024817,0.9248538,0.08103404,0.8849913,86.05573,1.7585151,0.004022656,0.052812032,0.717155
0.47297356,0.8688974,0.11679723,0.9562637,59.452545,1.638363,0.0022022459,0.08281017,1.2430415
0.35754585,0.7966752,0.0986138,0.9837458,79.36529,1.7226532,0.003975751,0.07488643,0.012391722
0.7129527,0.8299413,0.0750578,0.9881143,94.70307,1.708976,0.004669007,0.06569876,0.26567245
