q_d_n,q_d,q_s_n,q_s,inv_temp,cost_stop_error,cost_time,cost_go_error,cost_go_missing,rate_stop_trial
0.4626176357269287,0.9223540425300598,0.8220745325088501,0.7041648030281067,93.19551086425781,1.0384256033433967,0.001,1.0,1.0,0.16666666666666666
0.9415817856788635,0.8029074668884277,0.30995702743530273,0.6034250259399414,66.25955963134766,0.31520623471031195,0.001,1.0,1.0,0.16666666666666666
0.4570978283882141,0.8235648274421692,0.5338158011436462,0.7556536793708801,74.887939453125,0.44284186702787454,0.001,1.0,1.0,0.16666666666666666
0.33465203642845154,0.9021700024604797,0.2689599096775055,0.8029074668884277,92.835205078125,0.8968593421425874,0.001,1.0,1.0,0.16666666666666666
0.3428645431995392,0.6858155727386475,0.5520317554473877,0.6844196915626526,96.94609069824219,0.5594827417334661,0.001,1.0,1.0,0.16666666666666666
0.25661128759384155,0.8901873230934143,0.4130043089389801,0.8651983737945557,84.77229309082031,0.4893946988783609,0.001,1.0,1.0,0.16666666666666666
0.14760254323482513,0.8245790004730225,0.36440226435661316,0.5416988134384155,89.60661315917969,0.4407915589142169,0.001,1.0,1.0,0.16666666666666666
0.07263584434986115,0.9262492656707764,0.11675821244716644,0.9372718930244446,80.39176177978516,0.28224757710377923,0.001,1.0,1.0,0.16666666666666666
0.047166839241981506,0.9907853007316589,0.05282948538661003,0.7383330464363098,97.65657806396484,0.3386314045818702,0.001,1.0,1.0,0.16666666666666666
0.241997629404068,0.878819465637207,0.5875664949417114,0.6420193910598755,76.2497787475586,0.38806691636302165,0.001,1.0,1.0,0.16666666666666666
