,mean,std,5%,50%,95%
q_d_n,0.33048279732465746,0.2583254710318547,0.058627891540527347,0.29563166201114655,0.7260479182004924
q_d,0.8647432267665863,0.08457902394397468,0.7385069251060485,0.8845033943653107,0.9617440849542617
q_s_n,0.40213997922837735,0.2313658619429449,0.08159741256386041,0.38870328664779663,0.7165459156036375
q_s,0.727509218454361,0.11980791015988401,0.5694756090641022,0.7212489247322083,0.9048388093709945
inv_temp,85.28013305664062,10.557793242268964,70.14233055114747,87.189453125,97.33685874938965
cost_stop_error,0.5191947944798886,0.2526024806849672,0.29707897302671893,0.44181671297104574,0.9747207858030325
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001
cost_go_error,1.0,0.0,1.0,1.0,1.0
cost_go_missing,1.0,0.0,1.0,1.0,1.0
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666
