,mean,std,5%,50%,95%
q_d_n,0.4229233846068382,0.17148539258209672,0.2001250095665455,0.40336357057094574,0.6913218587636948
q_d,0.7482281744480133,0.1224244171741488,0.5877427965402603,0.7173197269439697,0.9154933869838713
q_s_n,0.4803690200671554,0.32579414994829403,0.05071670869365335,0.3858891576528549,0.8729550421237945
q_s,0.729582154750824,0.10202166758114153,0.5966013520956039,0.7157482206821442,0.8804818361997604
inv_temp,85.57451705932617,9.196008026223241,71.44816436767579,87.2924690246582,95.7875991821289
cost_stop_error,0.4685642274300001,0.2723834350003411,0.23010767748569175,0.37327721645807943,0.9142469779014717
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001
cost_go_error,1.0,0.0,1.0,1.0,1.0
cost_go_missing,1.0,0.0,1.0,1.0,1.0
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666
