subject_id,eta,rho,q_d_n,q_d,q_s_n,q_s,cost_stop_error,inv_temp
NDAR_INV92Z37BWN,0.49646723,0.32458913,0.93803984,0.8188034,0.043235827,0.6252918,1.6507086,44.90283
NDAR_INVYBBAHJWV,-0.021292359,0.6626138,0.8423789,0.87846386,0.053389292,0.664908,1.66448,30.155195
NDAR_INVCR43W7MR,4.9010367,0.9769184,0.8818826,0.87120533,0.02330742,0.59995997,1.8204894,75.760864
NDAR_INV1BR989ED,5.17397,0.7407309,0.8835805,0.7384473,0.04637163,0.6629435,1.4665084,57.87702
NDAR_INVCTDL9XAC,3.6712587,0.9199123,0.89351815,0.7971839,0.03061697,0.6170051,1.8249315,81.9148
NDAR_INVL5TG7F2T,1.1170964,0.6822205,0.7705608,0.8618489,0.01939836,0.7975283,1.7460115,61.971172
NDAR_INVUAHG246H,1.1647563,0.4011202,0.9566209,0.9775536,0.019158997,0.7005799,1.5936029,61.94828
NDAR_INVYLNVG3N7,2.5402513,0.29173404,0.94992113,0.9854145,0.06290278,0.8559283,1.5798693,69.605934
NDAR_INVY609D78A,-0.0992155,0.3524169,0.8481604,0.8656801,0.048589487,0.6508613,1.6625321,32.508995
NDAR_INVJP9XWZFR,0.6457544,0.53074586,0.9179678,0.917744,0.018126497,0.6247915,1.5033205,27.989128
NDAR_INVX4GZFHDA,0.047573626,0.13045996,0.8727699,0.91512066,0.047249313,0.7267066,1.5266284,26.519878
NDAR_INVHPT4RWK5,0.42497128,0.59352845,0.91184187,0.8588015,0.022542013,0.59737223,1.661538,29.342037
NDAR_INV8M3DC6NP,0.13631189,0.6124281,0.8795164,0.81514734,0.028893542,0.6250845,1.6960751,24.495102
NDAR_INVRUKL1DUN,0.031743404,0.29655513,0.9447557,1.0385151,0.06386095,0.975703,1.6452652,44.106987
NDAR_INVPVT0X3NH,0.2811847,0.657314,0.8645173,0.8992469,0.024998082,0.6781763,1.6322365,24.801298
NDAR_INV6D3TTBKJ,0.3471477,0.523855,0.91737854,0.8974658,0.027727656,0.7416559,1.6530291,68.339264
NDAR_INVDV9BCU3J,0.6284997,0.36511436,0.84685683,0.8520087,0.026610212,0.65039915,1.7055848,19.254211
NDAR_INVEU6H3VU0,0.9058558,0.80065244,0.82490265,0.8650719,0.016647182,0.6657811,1.7944424,59.248833
NDAR_INVR6PPY0VL,0.112022,0.52971244,0.9345865,0.9012091,0.03503256,0.6091373,1.5007093,22.564047
NDAR_INVP0WKD3JY,2.335338,0.81990004,0.9575273,0.9362837,0.0260284,0.6535634,1.6485546,55.725784
NDAR_INVYCRTDT3X,4.476667,0.6827278,0.61202276,0.67622745,0.030904166,1.0265307,1.4440705,61.689087
NDAR_INVRU1UMG5J,0.48249292,0.58837706,0.884388,0.86863226,0.022653352,0.5840145,1.6175969,23.952269
NDAR_INVVMHTUJHX,1.4417423,0.7294674,0.88005775,0.85299635,0.022526661,0.68002796,1.7747349,44.3327
NDAR_INVP2E79N2K,1.6788528,0.61414975,0.8643168,0.8769144,0.07967293,1.006199,1.529366,92.24758
NDAR_INV2MMLMDG6,3.8618493,0.8452993,0.80003965,0.77598536,0.023567354,0.6687339,1.774845,58.492146
NDAR_INVUEP9AVEL,0.08109893,0.26593193,0.9174497,0.9494635,0.027522689,0.6747334,1.4871273,38.884155
NDAR_INVBZJGG4AN,0.013262535,0.27120003,0.831651,0.80974454,0.02796373,0.6765245,1.8012882,15.2207575
NDAR_INVVEMKCEWD,0.19055185,0.6208963,0.8896082,0.8774488,0.02749054,0.58579695,1.677233,20.36617
NDAR_INVFXG8A4V4,0.3452093,0.6381808,0.8974901,0.8592702,0.0343478,0.6918251,1.590982,36.95492
NDAR_INVCA6UX1YE,-0.020350438,0.82231206,0.85580117,0.87265146,0.041328564,0.81625706,1.6675028,43.072174
NDAR_INVFJLN9GJA,-0.106748655,0.4507185,0.87675095,0.8766632,0.030767323,0.8381416,1.6552018,20.102306
NDAR_INVRPYECTJJ,0.5291443,0.8877835,0.9314884,0.91682684,0.033113465,0.57253337,1.5999422,35.980316
NDAR_INVW17VYJ0L,2.2247562,0.40223664,0.95093125,0.926908,0.037471257,0.61846983,1.4785436,56.121353
NDAR_INV7TJ9713F,0.9153321,0.13760607,0.94180816,0.8877603,0.031537686,0.63304245,1.4665295,26.154646
NDAR_INV51ZUKMA3,0.11473501,0.3598741,0.86756504,0.8290875,0.044201713,0.6238909,1.6561501,28.761301
NDAR_INVYJK3Y0NG,0.6917087,0.87044233,0.7941873,0.8203747,0.018620435,0.7656121,1.7565675,48.326138
NDAR_INV83PDDV47,1.5451914,0.75460535,0.95524037,0.96091735,0.03574542,0.7421617,1.7064899,75.712585
NDAR_INV8JE4ME3N,4.616881,0.8095037,0.66027313,0.75396353,0.02383725,0.6523099,1.7202916,57.52614
NDAR_INVP47A7DPL,1.5225257,0.67298895,0.9220445,0.9182653,0.024700494,0.6970057,1.4962949,37.638428
NDAR_INVWU30WE1X,3.1457052,0.91413337,0.82549334,0.845447,0.03195928,0.6650574,1.9439358,93.341
NDAR_INV1ZY3ZR47,-0.0967029,0.51679313,0.83506745,0.9633451,0.038179185,0.8305701,1.6230481,35.563206
NDAR_INVHYH97A58,0.72847235,0.56015164,0.93691015,0.969661,0.032064226,0.7620299,1.5175447,49.451347
NDAR_INVC9DWTY95,4.674048,0.9059208,0.9172611,0.8537749,0.019570036,0.6417714,1.6710932,46.338028
NDAR_INVUB02MCBC,0.3008853,0.83923185,0.7402696,0.817883,0.023709375,0.76105654,1.6972646,55.261654
NDAR_INVGMZBFT9W,0.06396781,0.20323953,0.8627383,0.89572966,0.028096173,0.6843673,1.5555819,39.747913
NDAR_INVAR90UWGC,-0.18444139,0.42793152,0.72926915,0.86498487,0.063640654,0.70056015,1.7504144,13.733394
NDAR_INVDB8CUMHL,-0.07826962,0.37342682,0.84739786,0.7591135,0.054343857,0.67541814,1.836652,10.866555
NDAR_INVWDLCWZL7,0.024404485,0.26707032,0.83620894,0.8284559,0.029192196,0.65809715,1.6846105,18.40631
NDAR_INVNA0D3G9K,3.5580244,0.17121927,0.58138454,0.6668963,0.028788757,0.9964513,1.6406252,83.34808
NDAR_INVB6AN7YDK,1.2268609,0.5847448,0.9331445,0.9521446,0.024273366,0.7059603,1.5810702,36.25657
NDAR_INVKTJZFMAM,0.004600519,0.7039473,0.80166364,0.8698984,0.038159553,0.7743528,1.6616507,41.778557
NDAR_INVVJPMKNCY,1.1774755,0.7012671,0.84225005,0.8524867,0.022542054,0.72162735,1.7752522,31.558083
NDAR_INVL8HJ4BVC,0.12426798,0.29421243,0.8236671,0.8410307,0.041565914,0.62782365,1.6356195,25.343977
NDAR_INV02H7G2T6,0.30959722,0.62584186,0.8924301,0.86678433,0.031209825,0.69473743,1.652855,29.1637
NDAR_INV8BTF3TP9,5.551233,0.9241918,0.79884154,0.840206,0.019711984,0.914999,1.7711779,59.190662
NDAR_INVUBLUW5AM,0.32004508,0.19178075,0.91034704,0.89427483,0.043766707,0.6512881,1.5057968,39.08026
NDAR_INVA06511K8,0.48861605,0.71835035,0.8072876,0.8914124,0.02106648,0.7536619,1.7281195,40.37188
NDAR_INVPBVUXEJZ,1.5319514,0.32454774,0.8494062,0.7697898,0.033630542,0.6124971,1.7421464,56.692966
NDAR_INVXX3MZNV7,0.09257082,0.8491584,0.7756629,0.86842537,0.023679849,0.6392207,1.935507,83.79392
NDAR_INV28CB48M3,0.9750632,0.78616583,0.7602563,0.7641039,0.032232765,0.72564864,1.7566469,15.568581
NDAR_INVHY2NHY1C,2.3780475,0.562845,0.5460459,0.7288865,0.023171267,0.9999159,1.8222047,88.00176
NDAR_INV8B8WV7MT,1.033888,0.53971636,0.9151046,0.89586824,0.016990112,0.6885047,1.7261889,54.24501
NDAR_INV8XTC7XWY,-0.030572783,0.27600324,0.8585496,0.90453124,0.042504933,0.81945634,1.6138903,32.6631
NDAR_INVPAJ2K2CD,-0.076615535,0.5385224,0.84577316,0.8484708,0.04149905,0.68493253,1.7047288,11.131693
NDAR_INV8C983NCV,0.0024298057,0.45998555,0.77126974,0.8422773,0.054484695,0.6560863,1.7559522,15.831724
NDAR_INVB349E4D3,0.20276307,0.6390652,0.9043728,0.8637747,0.021043116,0.6446675,1.7091042,25.800514
NDAR_INV01AJ15N9,1.4948415,0.6525564,0.8874151,0.8984524,0.016316641,0.6759135,1.6944656,51.104446
NDAR_INVZP06U57U,-0.19208187,0.54098654,0.8341368,0.8287039,0.054878227,0.64560235,1.7938052,17.279724
NDAR_INVVFM4VWWG,0.13163589,0.56423753,0.86507124,0.89385045,0.038067438,0.6878195,1.5165714,36.10602
NDAR_INVTDY8YE3L,1.31055,0.84776986,0.9083701,0.80937004,0.026508432,0.6487406,1.7176564,65.802605
NDAR_INVRFGCXLTN,0.51076967,0.8705917,0.8477077,0.9040729,0.019840326,0.7531057,1.7671351,39.007504
NDAR_INV5JMX50MK,0.67310745,0.48275796,0.86334044,0.8273003,0.015948271,0.633323,1.7324716,25.266727
NDAR_INVW1A54N56,1.4867432,0.73421645,0.8540705,0.83327955,0.022004375,0.6687518,1.8112893,69.82088
NDAR_INVFA3PW5BW,3.4701176,0.85217315,0.91982186,0.85875946,0.02327539,0.58806527,1.8510385,59.927322
NDAR_INVM7B2FF2Y,0.06130243,0.62353283,0.82318026,0.8520889,0.025155265,0.7815408,1.7427069,23.06102
NDAR_INVH7X044A7,0.57821536,0.70694876,0.76457983,0.7811534,0.02930534,0.6309046,1.648149,45.1972
NDAR_INVM7FJXJRR,0.27090925,0.5845922,0.76943123,0.8612185,0.026219621,0.62948376,1.6022857,34.699814
NDAR_INVDPM9DWBB,0.008701817,0.58156216,0.88933223,0.85997033,0.034406755,0.6613065,1.744302,52.491657
NDAR_INVRLXEPYKB,0.17697385,0.392887,0.87631613,0.8461423,0.0243424,0.6604078,1.6333476,20.300299
NDAR_INVRCA6BCK0,0.04880054,0.6691129,0.85262096,0.7930217,0.033041976,0.6735083,1.8197252,13.299093
NDAR_INVXHWJ76VR,2.1023545,0.75695133,0.9223109,0.89365214,0.01701053,0.6434703,1.8228697,58.866047
NDAR_INVD59HZA15,1.7737913,0.80652595,0.77096844,0.7823116,0.023289468,0.8124839,1.6009986,70.96265
NDAR_INVTWB035Y1,0.107587285,0.79335135,0.7514577,0.8765211,0.02269311,0.8053546,1.8277596,29.399149
NDAR_INVWPL8UB72,0.82479835,0.5487095,0.94780165,0.9331137,0.020572798,0.6528374,1.8936551,78.639366
NDAR_INVW04H37XX,0.09866503,0.8513272,0.9149319,0.9379461,0.019048782,0.6746827,1.8014747,38.687134
NDAR_INV75EWTV73,0.12830125,0.8592035,0.8497722,0.75577104,0.05395535,0.6436721,1.7567511,27.073973
NDAR_INV9YE4BWY8,3.2592452,0.7430758,0.95207787,0.9190656,0.02070401,0.6547814,1.7162673,63.29402
NDAR_INVU2HD8LW9,0.6058604,0.7934561,0.8172258,0.8293275,0.020778107,0.7364628,1.7964615,56.007412
NDAR_INVZMB15684,1.3146304,0.79028517,0.80672914,0.862682,0.025539609,0.6906504,1.7732865,29.633291
NDAR_INVWYH5Z4YR,0.88564,0.5015173,0.64838964,0.7318586,0.022283494,0.8281111,1.612443,37.31738
NDAR_INVVGLUUM39,5.285878,0.36899856,0.9305724,0.88721216,0.017009,0.6594006,1.725103,61.22624
NDAR_INV5UBKJ57C,2.872744,0.8497843,0.81771284,0.8496986,0.014897008,0.6559068,1.813629,54.349518
NDAR_INVKG6D9CM4,-0.09797597,0.7043102,0.826136,0.87949103,0.037691753,0.7533756,1.757178,21.434944
NDAR_INV9RJGJECN,0.103509165,0.8468371,0.8498407,0.79499376,0.030659216,0.6963076,1.7246891,21.31381
NDAR_INVBBE2GWRH,4.819464,0.7995154,0.6778221,0.7826749,0.027827773,0.8700225,1.6657994,77.923325
NDAR_INV4BRAVBYU,2.7122684,0.33906892,0.53159237,0.6568579,0.01897145,0.69507605,1.7057949,78.8487
NDAR_INV39YDHFR8,0.7633376,0.7461743,0.9439249,0.9359975,0.013712102,0.66846883,1.8685243,60.46442
NDAR_INVBMBVZTAG,1.2560463,0.64822084,0.8578071,0.9021108,0.026853353,0.7478547,1.5922383,32.098145
NDAR_INVMHJ04F4G,-0.061600924,0.3567723,0.8619356,0.84814084,0.029530797,0.63154304,1.7371042,25.195423
NDAR_INVVAWB3BNR,2.572404,0.8804399,0.75792557,0.8213066,0.019577034,0.7029051,1.8062439,75.91727
NDAR_INVWXW22AJX,1.566533,0.8662124,0.86366993,0.8192359,0.021328265,0.6573446,1.8059795,43.91505
NDAR_INV2LA00BUD,-0.080639035,0.44852462,0.8419561,0.84861946,0.05408622,0.65618616,1.5259829,28.905842
NDAR_INVB13JP45V,0.7706333,0.6885972,0.9276807,0.9329239,0.027948404,0.75911045,1.6645138,44.062782
NDAR_INV0VVG7LYB,0.972211,0.23013529,0.9386205,0.9630141,0.04108728,0.76276755,1.48313,58.700584
NDAR_INVBK0V5AJK,1.1769115,0.8762124,0.9429555,0.92087436,0.0141962785,0.65544796,1.7496037,56.05481
NDAR_INVHJX7K8DN,2.713356,0.744714,0.918443,0.8828149,0.029343829,0.6972965,1.658031,67.94943
NDAR_INV6R8YX29J,1.6376975,0.8380523,0.931383,0.92277884,0.016175145,0.6446437,1.7624708,53.196205
NDAR_INV0CKA3YZX,2.7206035,0.53231275,0.81656814,0.79400563,0.019642847,0.63359374,1.70687,29.12326
NDAR_INVWPL4MXG2,1.2279599,0.3667416,0.74751055,0.82151914,0.036699258,0.9906928,1.4021645,77.87674
NDAR_INV2TGLF2NG,6.192941,0.56605285,0.95550925,0.95668566,0.031107524,0.7535275,1.8290572,77.625305
NDAR_INV097LUBWX,1.7399782,0.945791,0.83323485,0.75726223,0.031774037,0.6117129,1.889674,53.00595
NDAR_INV79ZF8916,0.19833386,0.60087883,0.8667952,0.85753024,0.045583848,0.70891887,1.6622657,22.80161
NDAR_INVVR93TB4C,0.96474636,0.7355292,0.7175476,0.7922897,0.01861871,0.81843984,1.644292,53.130054
NDAR_INVG0PD8MBV,-0.14899275,0.50086296,0.7775374,0.79170024,0.06537776,0.66602033,1.7777735,18.08508
NDAR_INVJAUU039W,3.6796114,0.843982,0.86906964,0.87586,0.016169138,0.633179,1.7763023,48.36799
NDAR_INVCLA2CZ2U,0.4275511,0.72652054,0.5130131,0.6541299,0.022558898,0.99257505,1.4197487,60.037067
NDAR_INVVZJC6YFE,0.46702957,0.7182661,0.9231074,0.9113762,0.022714132,0.6548612,1.8528044,83.031136
NDAR_INVJWAPD83W,-0.18122403,0.49881265,0.79761773,0.8327929,0.07918079,0.70577455,1.7569103,17.565136
NDAR_INVK638E3TP,1.5861104,0.5824217,0.94628507,1.0013909,0.022342488,0.83246374,1.8184922,73.01046
NDAR_INV0T7889MV,0.24070129,0.8112521,0.77388966,0.8572717,0.027339943,0.63198435,1.6704594,33.103943
NDAR_INV24V8FLZ3,-0.080894604,0.38992086,0.790698,0.8086916,0.050721224,0.74615437,1.7948027,9.807642
NDAR_INVPNUWHMJP,3.4041505,0.2697868,0.9756346,1.0303444,0.05467814,0.851442,1.7457632,97.09027
NDAR_INVEVN5HV9V,0.3323931,0.8906748,0.8690672,0.9135208,0.02090922,0.6053451,1.8950933,60.332912
NDAR_INVRBTUEV72,0.047215637,0.53366,0.78239876,0.8341385,0.030192742,0.72786623,1.693075,16.71821
NDAR_INV4VX4LN70,-0.0688696,0.32989082,0.6638018,0.7881346,0.43600965,0.6748055,1.8795712,11.799598
NDAR_INVCJA85ZRD,1.0966532,0.73775613,0.6202142,0.7722293,0.053480614,0.8124415,2.093432,97.38753
NDAR_INVLMU4CC2J,0.4479763,0.55955803,0.86479133,0.9062482,0.035284236,0.77774274,1.5706352,46.012337
NDAR_INVHBD1ZUWB,0.13276902,0.7920367,0.8282989,0.88007754,0.018878303,0.7447269,1.7037961,37.95639
NDAR_INVA52KHGAJ,5.476582,0.27243286,0.04874259,0.63139296,0.05442946,0.97825783,2.046931,99.2533
NDAR_INV5NHWRD1C,0.41473952,0.809755,0.85486114,0.9069196,0.014689256,0.68258595,1.7789547,50.872677
NDAR_INVC9XCZW0F,-0.11629056,0.3318691,0.8427368,0.89936554,0.03510458,0.719726,1.5589697,23.65006
NDAR_INV84EPJRY1,1.2541039,0.7176275,0.91363925,0.95048916,0.019062012,0.7110722,1.6705396,36.0769
NDAR_INV9VW8MT82,-0.010057397,0.6569844,0.8502372,0.9305717,0.026550313,0.7837042,1.6448008,38.233006
NDAR_INV4UHNX2WX,2.6037617,0.7035937,0.68522054,0.70058435,0.07373675,0.83327794,1.6333516,77.33661
NDAR_INVEE6R9ATH,0.00865664,0.3558468,0.825734,0.85184467,0.038637348,0.6078979,1.6193252,19.608854
NDAR_INVZ88J0G50,2.1354005,0.69764405,0.79767364,0.8059077,0.02900669,0.97690177,1.5349686,83.85816
NDAR_INVJLDR7ZUA,6.9690237,0.87451553,0.9195312,0.91358227,0.026704114,0.62747157,1.6983309,51.353523
NDAR_INVUPPU9A5W,0.7177664,0.14822777,0.8761759,0.83642006,0.028726716,0.66388,1.6468495,69.00859
NDAR_INVTMRGF3F4,-0.072179034,0.71274,0.8536729,0.9045826,0.029238796,0.74175495,1.6296924,29.016722
NDAR_INVR2160CB7,-0.08399953,0.48811615,0.7218215,0.8180224,0.07466115,0.809287,1.8321668,9.544054
NDAR_INVR2R52JP7,-0.034872916,0.44015974,0.79964113,0.786286,0.03764233,0.62068856,1.7975531,17.107382
NDAR_INVR62XCRKN,-0.11006373,0.5227397,0.76513183,0.8956779,0.05723492,0.7659407,1.6907711,26.928616
NDAR_INVWZ40YVLE,2.0828967,0.62256634,0.9035726,0.8560219,0.022439754,0.6789136,1.6959748,26.276646
NDAR_INVDTAY6VX0,0.072961695,0.787186,0.82152003,0.85035884,0.025553213,0.64469266,1.714533,36.28282
NDAR_INVHK3PFELX,0.22236437,0.75448793,0.8967087,0.9192139,0.023402372,0.6133914,1.7766633,57.66843
NDAR_INVGB21KKU9,-0.022903074,0.4089731,0.85482764,0.8745998,0.028554434,0.66039664,1.639071,35.139526
NDAR_INV7ZVJYLM3,0.5625209,0.5145228,0.81634384,0.8243464,0.033281025,0.62041587,1.6319697,26.40218
NDAR_INVV37537GK,0.895636,0.8100206,0.43865553,0.6890903,0.044611536,0.9819603,1.862188,88.29558
NDAR_INVLTJFH518,4.1783423,0.8236187,0.9498501,0.9279214,0.018683296,0.6542952,1.8434159,72.80604
NDAR_INV2L3VG13G,0.26958546,0.8056277,0.9462255,0.9831226,0.018222336,0.6832603,1.8548005,69.749596
NDAR_INVTFBVU6CV,0.23247464,0.6184915,0.90717083,0.8777028,0.025218347,0.65394783,1.7565953,75.345665
NDAR_INV0MF9V4P1,-0.014570728,0.83964735,0.8277908,0.84442055,0.03687746,0.71253365,1.7303352,36.456593
NDAR_INVARTCY0CW,0.08883147,0.8359716,0.7659639,0.789822,0.04444972,0.7828101,1.7477471,72.118515
NDAR_INVF5YHY0Z0,1.6275241,0.4689523,0.94325876,0.9722488,0.019947676,0.72177607,1.8029222,56.826885
NDAR_INVHMM33T0B,2.8955011,0.54196525,0.92759484,0.8680595,0.0353995,0.6627226,1.5258229,51.57955
NDAR_INVL0G212AD,0.19662409,0.6802454,0.9388641,0.92157495,0.042888515,0.6075569,1.450555,36.881493
NDAR_INV69NJR4DR,0.23786199,0.29473463,0.9021378,0.9217928,0.024474693,0.6423284,1.5786108,48.6331
NDAR_INV6G8X0EP0,-0.040856194,0.6608473,0.86473227,0.8684161,0.02695339,0.71141046,1.677369,25.529041
NDAR_INVLLGNHY2A,1.3830292,0.42955452,0.9272414,0.9141856,0.023218984,0.6220807,1.5769018,44.33794
NDAR_INVU9PBHU15,0.11496763,0.8269405,0.8004292,0.8201382,0.031329773,0.6603889,1.7932147,82.195816
NDAR_INVYTX6A82H,0.36431873,0.7345927,0.7623099,0.7793116,0.022633655,0.70696324,1.8568338,15.538308
NDAR_INVTE65EW0X,0.102054104,0.3477489,0.80228925,0.87203443,0.030969463,0.66242826,1.6339357,21.560732
NDAR_INVZZZNB0XC,2.737371,0.7837894,0.9355168,0.89556956,0.016225336,0.60501134,1.7781023,54.260307
NDAR_INV0XFVW4LF,0.37264466,0.915718,0.78545713,0.85047746,0.026732361,0.75921404,1.7980855,41.782722
NDAR_INVW323P74D,0.7408092,0.25357345,0.9749221,0.96853995,0.027823955,0.88623804,1.5600914,67.31898
NDAR_INVZ9788MGY,0.0100635495,0.43568698,0.943165,1.0270613,0.017416866,0.8046722,1.7586898,23.74188
NDAR_INVT6R0PBWC,2.0187232,0.76016134,0.8951727,0.8375274,0.03206037,0.63875914,1.6382916,48.505737
NDAR_INVMFMZ8KKG,-0.23203066,0.35252964,0.8225047,0.8450576,0.038445834,0.70501256,1.7569143,13.067958
NDAR_INVTE7EH6CE,0.30874583,0.65243727,0.88562584,0.89052296,0.020633997,0.66804945,1.6976207,70.201454
NDAR_INV3PKNX1E3,1.6527117,0.84896815,0.89411443,0.83970237,0.020725079,0.68647134,1.8306065,29.017233
NDAR_INVZN9E45NT,1.8633211,0.7592718,0.95638776,0.90274173,0.021553004,0.60307825,1.7356315,45.464516
NDAR_INVYYA36DVL,0.11058533,0.7501906,0.822562,0.867823,0.028335718,0.6401174,1.7379292,44.626053
NDAR_INVCX5X4BAH,0.13054655,0.32848018,0.93241173,0.9597473,0.027909854,0.7723161,1.5852168,43.35467
NDAR_INVXNCB4UPY,2.3603108,0.6879087,0.8835973,0.8370805,0.028349822,0.6012974,1.6746547,26.556952
NDAR_INV42ELB372,1.0926323,0.4604081,0.9352793,0.9151846,0.027947152,0.64667577,1.6348642,56.97981
NDAR_INVC5L95ZPX,5.2520156,0.49458566,0.90906274,0.8809991,0.029487846,0.75497675,1.6851757,74.25372
NDAR_INVXVFTLZM9,0.6632399,0.6567306,0.7701302,0.7727864,0.039066877,0.64488405,1.7887292,45.392826
NDAR_INVEKN9FWNN,0.3195381,0.69293755,0.8658634,0.8885722,0.024254594,0.7202529,1.6665323,39.91159
NDAR_INV5CY4JX3U,3.5280433,0.799209,0.89429253,0.84053993,0.0288459,0.6402878,1.6873143,65.3154
NDAR_INVCAL4W4CW,0.75763017,0.31522998,0.87300247,0.87284994,0.027370071,0.632061,1.5346794,29.629148
NDAR_INVA7WZE75W,0.7571119,0.7248089,0.92270446,0.91266346,0.02359368,0.6148116,1.7059009,61.41656
NDAR_INVWMM5T2PL,-0.10614115,0.6418367,0.81153154,0.87066185,0.028811656,0.86526614,1.7646221,20.71374
NDAR_INVY3N5BMUP,1.6527774,0.54703563,0.96750027,1.0362676,0.010511318,0.8726734,1.9481443,71.29969
NDAR_INV493AHEA8,3.3843203,0.85648614,0.8831761,0.8683331,0.04381368,0.629224,1.7427026,61.924328
NDAR_INV3PZ5UBCM,-0.013223011,0.5221801,0.8382714,0.86635995,0.026404245,0.7212091,1.7080977,21.261406
NDAR_INVNTD0Y2TZ,0.8057061,0.48777884,0.84111553,0.82152855,0.022517722,0.678793,1.7948962,22.439486
NDAR_INV5K9CU40G,0.5337591,0.2729792,0.912617,0.94100034,0.022936529,0.6722629,1.57482,42.53314
NDAR_INV5F61GNU7,3.7694266,0.8364375,0.8274349,0.8754581,0.049268,0.851637,1.7382195,76.353935
NDAR_INVAYPCGB15,2.2815988,0.568036,0.92924225,0.9581961,0.024851453,0.7675426,1.9763205,82.842804
NDAR_INVA66XU98A,0.63483644,0.36875573,0.9275191,0.9425003,0.022759022,0.633903,1.5086285,44.689556
NDAR_INVG2535VYH,3.8704183,0.597054,0.9059651,0.924914,0.058919206,0.97458625,1.8476918,94.14193
NDAR_INVK62C7NW4,0.36518934,0.8307391,0.87103546,0.90350485,0.015442916,0.7395346,1.7826928,44.52331
NDAR_INVGZW216YD,0.17134891,0.36691615,0.8853975,0.81119883,0.029053165,0.6375505,1.7073603,48.307476
NDAR_INVHJJ00HZ2,0.37323222,0.12657431,0.9256458,1.3809261,0.020173183,0.89537543,1.7226369,58.696693
NDAR_INV7RZA3Y8A,0.25197446,0.540808,0.8936366,0.79803115,0.03887495,0.6356069,1.6141874,23.160433
NDAR_INVBENKM4B0,0.11671845,0.66418535,0.8413349,0.87700164,0.03854359,0.793302,1.5972548,25.300184
NDAR_INVWGXZKM4X,0.95756716,0.22284293,0.9737505,1.0487163,0.05340012,0.88861394,1.6968558,80.11743
NDAR_INVU5DHD2B7,0.52703595,0.9179976,0.7827151,0.8318157,0.017893553,0.70336276,1.7970649,65.61229
NDAR_INVNNA7JH41,1.3394785,0.6843108,0.80005395,0.8430717,0.023286892,0.8170459,1.6083019,49.934055
NDAR_INVXU9WL7P7,0.046311982,0.3543941,0.9152469,0.9506758,0.035137095,0.748266,1.5347486,41.859318
NDAR_INV3ZX15022,0.1931283,0.70418376,0.9261031,0.95508176,0.015242479,0.6920229,1.7429199,56.131897
NDAR_INVWMPDRV7H,1.387799,0.5911679,0.878423,0.90744644,0.021621902,0.686229,1.6083364,34.52294
NDAR_INVBUR63H05,1.3023045,0.4328241,0.8177835,0.9123955,0.019041121,0.9580196,1.7700502,81.10227
NDAR_INVDJ81TV7Z,1.2011178,0.6826779,0.91259265,0.90744,0.026401902,0.6744472,1.5795289,64.02595
NDAR_INVJA30PYR6,1.8507022,0.78841,0.92086774,0.89465606,0.020480426,0.694645,1.6073884,51.000465
NDAR_INVBV461JTB,1.1186001,0.072310776,0.8803924,0.8821333,0.02364142,0.6722116,1.4842552,38.26892
NDAR_INVZRR4D9LW,0.42474115,0.6373888,0.950467,1.0369015,0.016505497,0.73347235,1.6092253,44.862373
NDAR_INVYNANG2B0,0.94026595,0.8579609,0.6342528,0.76386297,0.024363514,0.6559627,1.7957625,43.36027
NDAR_INVP5GR1HMP,-0.07231918,0.33720136,0.8236494,0.82544017,0.047445074,0.6451208,1.7213262,13.630315
NDAR_INVM0DUMRDX,3.2619715,0.8988818,0.9275572,0.8710738,0.018782204,0.58141744,1.9192492,84.31054
NDAR_INVG19M2F39,0.53694475,0.65749025,0.94383204,0.81300366,0.023046276,0.61099714,1.5398399,23.605635
NDAR_INVN133CPC0,3.8308306,0.87238246,0.9220567,0.90702295,0.034164324,0.6389845,1.7550544,73.777695
NDAR_INVRN93HUJE,1.0225034,0.7185253,0.92920333,0.9042989,0.026920173,0.6146342,1.8073556,66.2442
NDAR_INVA6RWBHZ7,5.2264075,0.90630203,0.8498219,0.8210982,0.030432414,0.6303383,1.7958239,49.97083
NDAR_INVBY8XVNJT,2.2240195,0.8440171,0.9511908,0.9904406,0.027494239,0.7138947,1.7881844,60.711
NDAR_INVY5AB6YNB,0.14432529,0.65542364,0.8423205,0.85776734,0.03341891,0.62073815,1.7097913,27.406818
NDAR_INVY6M92H2Y,0.21067646,0.7278366,0.83940595,0.8567085,0.026672412,0.69493014,1.7470826,64.84946
NDAR_INVA7RNTEHU,0.7798293,0.78153807,0.8768454,0.8158338,0.03527282,0.6073885,1.7012777,39.260513
NDAR_INVX0KUKVL4,0.031789582,0.49487743,0.81780225,0.8130709,0.06710917,0.6243924,1.6714363,23.671297
NDAR_INVUL3AET2P,1.6912317,0.38957363,0.8507885,0.8772627,0.016554404,0.7060464,1.811556,70.93281
NDAR_INVM8LL41UF,-0.098661475,0.38326705,0.82786095,0.8915583,0.023055326,0.7569324,1.7464089,24.579584
NDAR_INVFF0AUTMG,-0.13350548,0.7280639,0.8230026,0.87244225,0.044931762,0.7424741,1.7511237,22.139313
NDAR_INVT76BYDNU,0.82321656,0.5850622,0.95210475,0.9655991,0.023603888,0.72518253,1.6850773,57.74958
NDAR_INVNE8U2H3X,-0.012770729,0.42230478,0.8461342,0.8852197,0.025632933,0.6907029,1.6256127,32.220882
