subject_id,eta,rho,q_d_n,q_d,q_s_n,q_s,cost_stop_error,inv_temp
NDAR_INVDMT3XG3K,0.6205402,0.24802783,0.95066476,0.97462773,0.02834619,0.7589781,1.5106456,58.966198
NDAR_INVZ4V1KGHH,3.3328831,0.5265777,0.730574,0.7127651,0.030174613,0.61340517,1.6851686,53.470856
NDAR_INVTC53X138,0.22917634,0.83137673,0.9547634,0.9881625,0.018011784,0.65291876,1.810986,62.558052
NDAR_INVK4JJ20YY,0.4689396,0.3884378,0.8932158,0.85492957,0.028158857,0.7225831,1.6443526,29.322512
NDAR_INVBTWHMF8T,0.04218012,0.7534884,0.85366035,0.86039853,0.04482786,0.78874743,1.692725,22.405592
NDAR_INV7L9EAFEX,0.87062174,0.8061671,0.9148914,0.9349476,0.016537007,0.6902296,1.7054089,42.206905
NDAR_INVC2V6LPG4,0.4898879,0.24831489,0.9265917,0.9309789,0.038432416,0.7257109,1.5149283,55.487465
NDAR_INVVYY8ZHN5,1.4963727,0.8398406,0.8850521,0.9597206,0.021123406,0.631312,1.8338963,70.54588
NDAR_INV0T41MTFH,-0.0029011415,0.6949019,0.8383615,0.90747756,0.027730756,0.7457533,1.6831971,40.632515
NDAR_INVLX0YXH5F,2.3159614,0.4898037,0.90796435,0.91714156,0.025884308,0.7542958,1.670674,67.99183
NDAR_INVWAFKK7PK,-0.026218079,0.27049628,0.90118086,0.9096271,0.033633072,0.7178824,1.5725937,28.25903
NDAR_INVLG9JZFNH,1.7173039,0.6512753,0.6146758,0.7819053,0.031926963,0.9370861,1.9579841,95.55526
NDAR_INVDTHJM3Y9,0.2982063,0.39396107,0.9360916,0.97682405,0.017747473,0.6992759,1.692593,49.884953
NDAR_INVB2ZN28L8,4.4040394,0.58768284,0.92323005,0.90368396,0.028719874,0.71190906,1.7208602,74.443214
NDAR_INVY60AA8PN,-0.07986527,0.5365419,0.73904026,0.8575754,0.068211816,0.8912162,1.7469624,16.737125
NDAR_INVDAMXKG0G,5.2627077,0.8378754,0.9481422,0.8680824,0.02571897,0.6690756,1.6337786,59.17486
NDAR_INVU3ZHJV5Z,0.51395476,0.5702907,0.92047614,0.87600434,0.029452978,0.64457226,1.7124451,61.471622
NDAR_INV8K2UWB1D,0.18356624,0.5199043,0.8537719,0.8159162,0.04033078,0.6193658,1.7058806,17.12944
NDAR_INVE4YNZCW7,1.7590086,0.8251742,0.92215633,0.8958385,0.018408222,0.6526732,1.7911748,71.29537
NDAR_INV1JERB432,0.6375164,0.4662701,0.90253305,0.8739449,0.02573991,0.6924007,1.6282197,24.741789
NDAR_INVH5XZL20U,0.09083347,0.8183975,0.8754899,0.89116853,0.025730101,0.7037417,1.8149921,71.92365
NDAR_INV6AR8A46Z,0.5784364,0.7191045,0.87755793,0.8024601,0.0386182,0.73826873,1.6738249,59.82959
NDAR_INVUJ7CJMWD,0.3943041,0.87370986,0.5000194,0.7592289,0.017542016,0.9215182,1.8317257,85.350914
NDAR_INV3YJA47GG,0.7053561,0.5750892,0.9109637,0.91368294,0.022680797,0.6352591,1.583101,25.11571
NDAR_INV39Z1U19N,0.3076282,0.75504106,0.9105831,0.89811647,0.024377203,0.71161914,1.6634408,41.80512
NDAR_INVXF3EU2H1,0.4696274,0.5518993,0.86206615,0.8858171,0.029888367,0.73029095,1.7015684,41.46389
NDAR_INVHWPUPM4D,-0.14603174,0.72773796,0.78612125,0.92078906,0.05568216,0.87204814,1.6592228,32.09662
NDAR_INV89FBL8RM,1.4979149,0.7081267,0.3431255,0.6389127,0.017408365,0.98912245,1.6620879,87.09969
NDAR_INVEYTXWY7X,2.5131881,0.8064931,0.8852367,0.8473597,0.018525196,0.7131504,1.766575,29.429207
NDAR_INVAVJXHAEC,4.0617485,0.65642637,0.9349494,0.8386841,0.029840333,0.7378595,1.454505,63.880756
NDAR_INVRUVFBX1L,-0.0218487,0.54503936,0.80697155,0.8576158,0.025870439,0.7768421,1.7185533,22.090794
NDAR_INV87XG4274,0.22690222,0.77827734,0.8965739,0.7981808,0.03232323,0.66723335,1.672548,33.381474
NDAR_INVABT64EYE,-0.07358511,0.72384804,0.85143054,0.902055,0.034877423,0.76532435,1.6282239,36.136017
NDAR_INV3DDJKN73,3.6498795,0.7208434,0.94180363,0.9067837,0.023549318,0.6232504,1.656671,35.744946
NDAR_INVXDHB28GU,-0.014698184,0.6129395,0.867407,0.84741676,0.035167605,0.8735912,1.6421137,44.058495
NDAR_INVY2BPM655,-0.045176424,0.2197392,0.8399465,0.84856176,0.03589177,0.69113153,1.6868393,16.073357
NDAR_INV8UF58XPK,4.7563124,0.7426154,0.62755245,0.74111414,0.03609191,0.7255726,1.5452343,65.50934
NDAR_INVJZRPKRLG,3.799906,0.802315,0.86696523,0.77834857,0.018975915,0.7003797,1.7999771,31.04323
NDAR_INVN3YUHW7U,0.084861524,0.40241963,0.7441391,0.901907,0.045693427,0.7641605,1.5981536,38.567043
NDAR_INVLKDHWPWF,0.7180134,0.6993996,0.8226169,0.86653817,0.0253712,0.7078079,1.6545774,43.40691
NDAR_INVD0Y8TLGZ,0.4396497,0.6892397,0.8827467,0.7965485,0.036380168,0.6941863,1.6595327,22.700174
NDAR_INVV00NCT0L,0.21413285,0.3180972,0.90909815,0.934058,0.030342538,0.66867983,1.4988526,46.268612
NDAR_INVHXY3TJAT,0.8939323,0.80301964,0.6822402,0.7829089,0.03803481,0.65277195,2.0031486,101.13951
NDAR_INVXTT06FAP,0.606217,0.31438568,0.86813354,0.86813045,0.017723344,0.6114686,1.740279,39.073536
NDAR_INV0RKF6F11,0.04088241,0.44927284,0.8254841,0.83016455,0.031184329,0.6646171,1.7820886,23.778425
NDAR_INVREMB1VEK,0.20694047,0.6691505,0.96560115,0.98446405,0.014088975,0.6383858,1.954054,70.649796
NDAR_INVEYHJ6V3Z,-0.21344365,0.4354365,0.6500294,0.9089017,0.092149004,0.8355031,1.7102123,22.632248
NDAR_INVL0WTR0H9,0.28697836,0.18347813,0.926493,0.9708649,0.03089809,0.7339606,1.4076148,32.805267
NDAR_INVHZ1URTX6,0.07927255,0.5525231,0.9235879,0.9577073,0.02694146,0.6492403,1.5306164,37.58673
NDAR_INV43TD8G0E,0.14342278,0.4970644,0.8553843,0.8681842,0.027218603,0.6647509,1.6808078,22.399927
NDAR_INV29Y8ZRVC,0.20773625,0.48962608,0.918294,0.9778862,0.039264534,0.91018736,1.5527877,46.482216
NDAR_INVE3MEFJL5,1.2618167,0.4346928,0.8839696,0.84541893,0.02628362,0.67139244,1.6616471,18.673513
NDAR_INVL8EJK2VY,0.2921377,0.564907,0.9183745,0.82482576,0.023894096,0.62204474,1.5679929,21.443264
NDAR_INVGVPPRTDN,-0.1777389,0.40220124,0.80162615,0.84762424,0.05338679,0.7624398,1.7784109,12.619405
NDAR_INVMTDA24C7,0.20367919,0.76581436,0.8022267,0.82748306,0.040088035,0.7175368,1.8341228,43.750183
NDAR_INVYM29ZAGR,0.31647623,0.6853622,0.7611376,0.82841,0.021309681,0.7895371,1.7223523,32.943058
NDAR_INV2P5N7AMV,-0.09298214,0.44612953,0.8693932,0.87371695,0.045787837,0.6769371,1.5944055,21.839811
NDAR_INVF5G6PA74,2.266962,0.47923416,0.75064856,0.78245795,0.021783618,0.76888406,1.6725215,40.29914
NDAR_INV2T5K2NDJ,0.9885725,0.8518681,0.83690417,0.8178407,0.027974727,0.6395639,1.7103692,37.57706
NDAR_INV9PLKGRTV,0.72099,0.81111807,0.9262386,0.9381412,0.012483315,0.63707566,1.8565583,59.264484
NDAR_INVNBMXW84N,-0.049013343,0.5393173,0.87653697,0.9218129,0.026004292,0.8579041,1.6474476,31.896046
NDAR_INVH1WJETZ1,0.36123466,0.48073483,0.844007,0.85080695,0.03302653,0.626312,1.6417539,26.478334
NDAR_INVF5JET3CJ,5.6063533,0.61419266,0.87201786,0.8021237,0.06555704,0.98326826,1.7607831,91.732086
NDAR_INVE85HG9YD,0.40326577,0.84348375,0.8636908,0.9061084,0.021113252,0.71911895,1.769704,69.66042
NDAR_INVGTKYE3LD,3.5463657,0.8360638,0.9274375,0.89060265,0.021437066,0.63166875,1.8532164,71.72488
NDAR_INVD9ZEJ36L,-0.09670827,0.5228904,0.8639308,0.89539057,0.030288294,0.6905757,1.6203535,39.876083
NDAR_INVE4T6ZUA5,2.2359564,0.8429257,0.57756644,0.69162935,0.023972051,0.8637118,1.699658,49.47383
NDAR_INVP3WMBTEH,4.29132,0.62652946,0.9018771,0.78400636,0.06290603,0.8907852,1.3654696,53.3456
NDAR_INVRNCKGLJR,4.0182757,0.41794455,0.10328383,0.620661,0.06011831,0.74942833,2.0241976,95.12828
NDAR_INVN6MYRELB,-0.0033426892,0.53343534,0.8580396,0.8200534,0.041000366,0.61107665,1.7195554,20.23424
NDAR_INVD7969NZ4,-0.15954351,0.32753167,0.81264186,0.84797883,0.027905336,0.7618868,1.785285,13.0149
NDAR_INV9HR4XXJ2,2.4649684,0.7297442,0.92831576,0.962896,0.026353013,0.6844739,1.540294,49.672634
NDAR_INVY19N2XDD,-0.0035352947,0.6065075,0.76919955,0.84392136,0.047835235,0.70848286,1.8024791,24.868765
NDAR_INV0P96MUM9,1.9946725,0.8371365,0.9345235,0.9161732,0.020005578,0.6797727,1.6958916,51.816063
NDAR_INVMWHAGKYU,1.9310868,0.39434567,0.9349515,0.9169498,0.025747335,0.6634311,1.4259712,55.758266
NDAR_INVEZ9M70BX,0.032970503,0.6983494,0.7921856,0.89639115,0.019998863,0.7481987,1.682643,36.943405
NDAR_INV1TFVYFMB,0.061416514,0.53867155,0.83639896,0.8822328,0.018237455,0.7882072,1.6850677,49.50347
NDAR_INVV23Y1DXH,0.00012014524,0.62939394,0.81719196,0.8044698,0.049595363,0.74542606,1.7026327,35.8096
NDAR_INVJBM9XT23,2.9193485,0.45248622,0.92802763,0.9271723,0.04417317,0.75743073,1.5139079,49.85981
NDAR_INVA354YMUE,0.6878879,0.78318036,0.83338314,0.8349136,0.027622197,0.6801821,1.7427801,26.18579
NDAR_INVWK3JMGX5,1.0765792,0.6480266,0.90272635,0.88479084,0.028772317,0.69822454,1.624983,31.428278
NDAR_INVTBHHD1UX,0.36166552,0.7140977,0.8689767,0.8870111,0.02609524,0.73915863,1.7747133,62.62091
NDAR_INVMRH2PB50,0.13596329,0.84117424,0.7786484,0.873253,0.01895309,0.68643314,1.7473456,48.567474
NDAR_INVNXXDV17F,1.2803775,0.7876491,0.9448993,0.9480034,0.035874266,0.8423533,1.7005571,72.09273
NDAR_INVRXEE3K3Y,-0.052197516,0.5072207,0.7969305,0.8340491,0.033792112,0.86925375,1.746247,19.936573
NDAR_INVN0LY056B,3.4931102,0.8015403,0.37303475,0.6788416,0.047294434,0.97493786,1.6948162,92.47756
NDAR_INVWMTTWY8K,0.40513742,0.6946979,0.43343523,0.64822793,0.032818723,0.8818007,1.8321687,88.42847
NDAR_INVJCGH65N1,0.24778605,0.70205975,0.8024832,0.8332076,0.03840822,0.6457163,1.6780703,29.679615
NDAR_INVPRX26ZJ6,-0.11789413,0.6546309,0.8030543,0.83623457,0.07127232,0.7158087,1.691804,20.93234
NDAR_INVKTE32NVP,1.8137903,0.39008904,0.9573107,0.97103167,0.019156488,0.68408215,1.4717056,65.091484
NDAR_INVABMADLKV,0.6065365,0.55556315,0.8967447,0.93160176,0.032441944,0.7631258,1.4807014,41.234566
NDAR_INVWB92DZLU,0.28925565,0.71746147,0.94938964,0.962,0.054625366,0.7752881,1.6408437,73.22324
NDAR_INVYM9J1XYN,1.2124265,0.8226527,0.856803,0.8833902,0.018737698,0.69197655,1.8015541,76.859505
NDAR_INVPC925RZE,0.77747715,0.7136742,0.8406608,0.88155574,0.022621984,0.6747044,1.6798308,29.534218
NDAR_INV2ZGK3ZBW,0.15300213,0.8947284,0.55560607,0.84288013,0.040052567,0.61855286,1.8634268,89.26654
NDAR_INV2NMMXZ45,2.4069865,0.6892567,0.8641216,0.89918053,0.021467792,0.6795742,1.7046914,38.91105
NDAR_INVWUHH5YTP,0.06373918,0.8000805,0.94456995,0.98450136,0.015613968,0.71517533,1.6549468,50.049976
NDAR_INVGTVKTXXU,0.7007083,0.53244865,0.8215653,0.83991957,0.019543922,0.6864356,1.7172104,24.751602
NDAR_INVAW1XZUW5,-0.04055594,0.55082715,0.85278416,0.7795106,0.05525008,0.67107266,1.7288092,11.729798
NDAR_INVBNGM6V1R,0.6710362,0.6729905,0.90968066,0.90049917,0.017145453,0.6402459,1.7481763,46.638676
NDAR_INVEU6NMEWP,1.3345319,0.13805377,0.960031,1.7029513,0.065160304,0.8694808,1.8419724,72.833466
NDAR_INVTHW9XF3F,0.40338045,0.79693174,0.7819598,0.85141397,0.019912401,0.70783716,1.7948297,48.444057
NDAR_INV420P2HTM,0.6270226,0.6412306,0.83341503,0.8870238,0.027324867,0.6698063,1.6545877,24.607063
NDAR_INV49YTZ5Z4,1.7165985,0.4527499,0.936765,0.9618262,0.025549866,0.67531574,1.5603263,57.212395
NDAR_INV3PJ552TW,6.1055317,0.74082994,0.57299215,0.6259029,0.03584302,0.81128895,1.5837709,72.38117
NDAR_INVK15CAZPG,0.1824896,0.649404,0.75090945,0.8018189,0.16030273,0.6336813,1.8028244,39.932384
NDAR_INVR3B0DNU6,0.12745067,0.27847317,0.9362018,0.9396324,0.045896363,0.7689907,1.4633218,49.71066
NDAR_INVZXF5C635,-0.03195292,0.7497808,0.79807633,0.89062214,0.023101643,0.9415387,1.5710351,45.219395
NDAR_INVLKEDD3PV,0.60438603,0.727727,0.8915546,0.85273653,0.026363863,0.65175986,1.6324611,19.911015
NDAR_INVZJ7AEU7T,-0.14693227,0.55300343,0.8118987,0.829494,0.054015666,0.63595396,1.7243667,28.01184
NDAR_INVC5FFBPE9,0.85547674,0.18798092,0.93100095,0.9448296,0.033505246,0.7052403,1.4318806,47.77458
NDAR_INVCZKCFP32,7.1132383,0.90709907,0.8674749,0.79315495,0.026881663,0.68232274,1.5286448,51.384754
NDAR_INV1H63RRB3,0.20524463,0.2677776,0.92257446,0.9754255,0.03428758,0.6916537,1.467289,48.385788
NDAR_INVJV3VFJD1,-0.05922971,0.46295246,0.8876473,0.8500285,0.03738219,0.76952004,1.6099107,21.512646
NDAR_INVC0W9C4R6,0.024361491,0.6469636,0.8766381,0.9116616,0.025391702,0.77401125,1.6605453,39.020786
NDAR_INV7GDD5D2D,-0.070581,0.5529435,0.81126326,0.86498356,0.038278494,0.684047,1.6865917,20.08931
NDAR_INVAPL25X3B,6.3459725,0.72651315,0.75890553,0.7786314,0.0339783,0.7951167,1.7736666,81.22059
NDAR_INVLLC8XX9N,2.615155,0.62306315,0.8700367,0.8562947,0.025350496,0.70851684,1.7011977,37.94568
NDAR_INVKV39ALMD,0.6623172,0.6063438,0.8696188,0.91599226,0.014674275,0.6439995,1.7300373,36.22605
NDAR_INVHYK6GFFE,0.7322906,0.77623063,0.9489347,0.9318724,0.02327033,0.62350065,1.8021028,63.693546
NDAR_INV1V752R9N,4.3891964,0.7598263,0.8592836,0.87080574,0.03780048,0.8703842,1.706661,72.740105
NDAR_INVZ4NNCTMH,0.71239597,0.64457387,0.90646267,0.9282106,0.026329374,0.78332055,1.9497478,90.52716
NDAR_INV30BGMG0D,0.042344727,0.8242492,0.8107685,0.8395767,0.02873886,0.68243027,1.7717911,20.735205
NDAR_INVFUZWJMH9,0.4583606,0.5984932,0.80315477,0.8173274,0.040972967,0.6360481,1.746739,19.42066
NDAR_INVPHMZV0N7,-0.15987752,0.50089383,0.78844136,0.8081902,0.07573094,0.6669978,1.8202207,15.388851
NDAR_INV2ZLBBMTU,-0.18711813,0.62464404,0.7916099,0.8967464,0.059720825,0.82389754,1.6783652,24.579103
NDAR_INVDWR71C3N,0.23476945,0.7114777,0.93093675,0.92572534,0.023104683,0.7176944,1.5725373,32.58007
NDAR_INVKB7UD17H,7.069185,0.53965616,0.9446317,0.9628493,0.057967827,0.9568298,1.9821306,95.737366
NDAR_INVM5GN30FZ,0.2588054,0.34670123,0.85929495,0.914783,0.04535244,0.629762,1.46139,32.578983
NDAR_INV10KWCWVG,-0.01830199,0.7060723,0.7524664,0.8471445,0.02690587,0.7362001,1.707918,32.197323
NDAR_INVV7NEVHLK,-0.12242241,0.77130276,0.7696747,0.8891368,0.043808572,0.92051756,1.791463,16.478788
NDAR_INVD25VAT32,1.2029939,0.837439,0.90488964,0.88157356,0.01988652,0.6215749,1.6307601,43.141766
NDAR_INVH9ARHTRT,-0.064508684,0.79221743,0.8864053,0.94912803,0.015122319,0.71798134,1.7438861,42.44129
NDAR_INVUDXAL2AW,0.12735912,0.7924337,0.8877644,0.93692255,0.021654723,0.6771442,1.7627777,53.286102
NDAR_INVNU44R23M,1.2913237,0.8996949,0.79397064,0.85221505,0.016498625,0.6623752,1.8651687,43.182083
NDAR_INVED05HV5A,0.78451896,0.4447584,0.9509169,1.0115917,0.023966787,0.7540978,1.7341805,71.56403
NDAR_INVJZJK5N4L,0.32429367,0.11712785,0.9726135,1.0572987,0.02918688,0.9227853,1.6996063,55.296207
NDAR_INVZYC44GB8,-0.1140951,0.5873722,0.8166707,0.8912145,0.05160583,0.7849572,1.6848584,23.428751
NDAR_INVBM143U2H,0.16164215,0.8426004,0.8526807,0.84156924,0.030661467,0.6596306,1.6902567,21.981188
NDAR_INV6G091ALC,3.4155586,0.45415297,0.8001147,0.7750053,0.024689442,0.6672567,1.7875037,43.806976
NDAR_INVTT6DWKXA,0.19519179,0.5042921,0.86771727,0.751882,0.03343172,0.7351856,1.6167529,25.13452
NDAR_INVTTFR6F0H,0.6650226,0.23538871,0.89077336,0.88179314,0.023036173,0.6541086,1.5763203,34.977505
NDAR_INVEA2VND20,0.02708039,0.7414908,0.8451611,0.9011982,0.016546665,0.7666215,1.7752354,59.076077
NDAR_INV9ZFFC49P,0.25090036,0.32990113,0.63262206,0.7101525,0.043974753,0.67606366,1.5571747,30.4366
NDAR_INVHR1HZ6FC,4.418005,0.5901455,0.936006,0.90475225,0.01940559,0.6331245,1.536856,44.593254
NDAR_INVHFZ6EMM2,-0.09514426,0.40676954,0.86207724,0.8624602,0.035201814,0.6592859,1.6627393,14.39467
NDAR_INVAY9W0F99,-0.07482374,0.5065686,0.8255986,0.8647274,0.048365247,0.66190994,1.6502303,19.004534
NDAR_INVYHC8PGG9,0.049662735,0.5195268,0.84825945,0.8568996,0.02041575,0.69602764,1.7623702,31.145306
NDAR_INVRKJGUNH6,1.7438816,0.22784176,0.9416938,0.9102844,0.03017464,0.6380782,1.407236,38.900566
NDAR_INV07RAHHYH,0.20103039,0.8972223,0.8040019,0.83297384,0.07878249,0.6485837,1.8267624,32.376602
NDAR_INVKN0URLJE,1.4872549,0.8604448,0.9189249,0.9535874,0.016704425,0.61023206,1.9564928,78.755066
NDAR_INVP7UFXE5A,0.23456532,0.7599635,0.73853856,0.81985676,0.031266447,0.7618591,1.8052969,26.019873
NDAR_INV7ZPBL89M,0.16670969,0.63695693,0.9112838,0.82143253,0.055114295,0.69090813,1.7870818,73.81003
NDAR_INV40LC0P0V,8.444746,0.6160838,0.7804382,0.73653066,0.05703822,0.95347524,1.5852053,86.42122
NDAR_INV7ZGKDCX1,2.9918563,0.4550869,0.9433324,0.93792665,0.020511359,0.6517622,1.585895,59.4395
NDAR_INV4Z6WBWBG,0.84916925,0.8655142,0.5814976,0.7629505,0.029185727,0.6533481,1.9017072,90.463264
NDAR_INVDHJV77RB,1.375749,0.60763884,0.89687574,0.9110807,0.019113548,0.6723248,1.9132031,85.77437
NDAR_INVF7K681U5,0.3767715,0.66239005,0.9130147,0.8885428,0.039137565,0.627743,1.5754211,51.15056
NDAR_INVEV2TLTFZ,2.131276,0.74688345,0.9260759,0.89955544,0.020607796,0.6338046,1.7145727,56.422363
NDAR_INVLL15HE4W,1.9205725,0.84335846,0.9086115,0.81887794,0.01938393,0.6289953,1.7064489,32.643635
NDAR_INVLTDF7P86,0.21617906,0.83885455,0.8932889,0.9349959,0.019062756,0.7058785,1.7500067,47.629322
NDAR_INV3CUDM6MC,0.40913698,0.5209744,0.9297899,0.9694495,0.017155964,0.72712624,1.6450777,55.65679
NDAR_INVNR53UYUX,0.3588535,0.8863871,0.8596221,0.8998507,0.016148748,0.6564031,1.8390721,55.835342
NDAR_INVMUX0BWLZ,0.2875431,0.56622666,0.7465171,0.81403613,0.046291642,0.6286514,1.7282438,23.337734
NDAR_INVADJMFTFP,0.089733414,0.64398795,0.94658744,0.995734,0.05186658,0.955676,1.777801,77.31596
NDAR_INVAA1NVE4B,3.0020533,0.7315636,0.8823314,0.87012804,0.02417215,0.6350274,1.7428753,41.71293
NDAR_INV7JUL4TDF,0.5118704,0.18680528,0.91044056,0.89323556,0.04603413,0.73043644,1.4049702,37.39064
NDAR_INV1ERVN8M1,1.3980863,0.14755948,0.9630994,0.921873,0.033920974,0.6716354,1.4140773,61.15589
NDAR_INVPWY97N4C,1.4376633,0.75636554,0.7802716,0.84499633,0.027316209,0.776644,1.7669253,40.0132
NDAR_INVM4ZC6HW9,0.51795554,0.847232,0.8125342,0.8103415,0.029838296,0.88896537,1.7294662,54.256275
NDAR_INV5C2HRHM2,0.5076932,0.7266629,0.8146627,0.81750715,0.023727011,0.62392056,1.7450063,28.952398
NDAR_INVVPDNL3D5,8.080256,0.8383007,0.8697126,0.8034879,0.02482858,0.6370822,1.7671021,77.02463
NDAR_INVP3UGFYAT,2.6983035,0.7616353,0.7910142,0.84831464,0.018769495,0.65335214,1.7017102,48.478443
NDAR_INVEYXZ3PDP,-0.040735655,0.49305424,0.75268495,0.8488792,0.17518058,0.71487767,1.7347269,25.09706
NDAR_INV1415W413,0.1816576,0.217668,0.87811387,0.86880106,0.029806938,0.72048557,1.527145,35.325203
NDAR_INV52CVLNFF,0.3151001,0.5061504,0.9503219,0.89504945,0.025865223,0.6816716,1.5686555,39.053192
NDAR_INVVVTG7PLK,2.7292025,0.37858394,0.47266558,0.65191215,0.03797526,1.012054,1.5478685,88.89224
NDAR_INVPM59P2MU,3.713766,0.7429385,0.935728,0.9236008,0.05052887,0.921834,1.638929,71.704834
NDAR_INVH8FRH0UK,0.120865025,0.7941816,0.866349,0.9126366,0.024689011,0.77032876,1.7852056,55.5224
NDAR_INVUC3J0UH9,0.014974594,0.63462764,0.8251159,0.84443736,0.034186445,0.88528085,1.7229427,34.550163
NDAR_INV5HJF8AGA,0.002604219,0.6944624,0.8522435,0.87835395,0.040372543,0.6683551,1.7200973,31.876764
NDAR_INVP4ZN3TT1,1.040216,0.82876635,0.8302124,0.8760123,0.032317344,0.66993916,1.7592628,63.248703
NDAR_INVBY912AK4,1.126277,0.7815536,0.87472105,0.8608119,0.02276823,0.65011585,1.7185795,32.212265
NDAR_INV4W2U0GZN,0.6952578,0.7912029,0.9126923,0.9201565,0.033143286,0.8076496,1.665858,42.446774
NDAR_INVL4UEG9G0,-0.10350205,0.38652045,0.8574392,0.91912025,0.018797664,0.745903,1.7196157,20.976707
NDAR_INVLH3PCFW1,0.69618595,0.8883278,0.87266564,0.8626708,0.03528526,0.6610658,1.6958336,38.58439
NDAR_INV43DEA5HT,-0.14258665,0.58677113,0.7754355,0.8444318,0.030431526,0.75245905,1.8428831,28.029585
NDAR_INVBG7FNXZB,1.3988209,0.71275574,0.924925,0.9268092,0.046034075,0.7953188,1.4720325,52.75189
NDAR_INVBVDU98XG,0.7175605,0.3024765,0.9201095,0.8859725,0.07893945,0.97478783,1.7827017,92.75959
NDAR_INVA68KVBKG,0.12842982,0.4459421,0.8794411,0.86686385,0.041020267,0.6678963,1.5007888,20.689554
NDAR_INVXKP1PCCM,2.3510604,0.34130153,0.86120087,0.86383456,0.022632845,0.96283686,1.8572478,93.553024
NDAR_INVDBBYXNYH,-0.19303766,0.361206,0.8037591,0.84133697,0.05192502,0.73671573,1.8378414,13.735756
NDAR_INV0VBJ9TP2,1.0421823,0.2974611,0.9169391,0.86892295,0.029298028,0.70319504,1.5110155,29.125816
NDAR_INV4BAX2G31,0.12002766,0.6149336,0.74624,0.7681513,0.022086645,0.70339525,1.6702851,45.95331
NDAR_INVMP7JC377,0.20891473,0.33930033,0.87095916,0.84398496,0.028688408,0.6767996,1.7109576,15.79497
NDAR_INVB4Z46M1B,0.10328684,0.3846444,0.8495611,0.8626619,0.028072132,0.71428573,1.6392027,33.35965
NDAR_INVHUD7MU7R,0.6233205,0.38627005,0.80250144,0.80151224,0.047509085,0.60672975,1.7525852,30.36533
NDAR_INVTM4YT5UD,0.10052107,0.7841252,0.8094912,0.86073005,0.020720769,0.69460094,1.7587886,35.274796
NDAR_INVB8J23RH6,-0.18783656,0.5839345,0.8441027,0.8171813,0.0465565,0.7433355,1.7752023,15.653108
NDAR_INV6WXU5DEY,0.13794222,0.65371925,0.83599114,0.7886432,0.025894225,0.6487826,1.802184,22.174719
NDAR_INVN98XYXM3,2.6589613,0.6563391,0.8414835,0.8521527,0.023207005,0.66797674,1.6782811,54.514538
NDAR_INVT6RF977F,-0.16025111,0.555998,0.7961825,0.82604647,0.06162861,0.71631104,1.7660321,12.978299
NDAR_INVT9LPE86G,0.036709026,0.43506557,0.8121871,0.83010817,0.03320696,0.7099393,1.7682766,18.514555
NDAR_INVK1HM1MWX,7.5817823,0.42575923,0.625879,0.6507571,0.03010195,0.99848557,1.7739221,85.6525
NDAR_INVDAJ4P19P,0.49167794,0.7132273,0.90282714,0.81862736,0.028098177,0.6152902,1.6643662,17.407135
NDAR_INV330E63GH,4.148735,0.38939294,0.6637608,0.78525,0.033957276,0.8912456,1.6063069,59.432587
NDAR_INV5WE268D9,1.4472908,0.081226654,0.93552375,0.9196907,0.035486165,0.6612459,1.3570963,40.793774
NDAR_INVTX64M9AF,0.4936946,0.8902554,0.88026744,0.8358414,0.047333322,0.97609556,1.6744847,69.39493
NDAR_INVMLFXUXUL,0.10017373,0.77998257,0.879606,0.9335804,0.019018369,0.9372893,1.7349745,51.271755
NDAR_INV63H879ZC,4.7911153,0.33794504,0.71568674,0.69686466,0.05157192,0.9860498,1.5358535,77.981865
NDAR_INV3V05U0Z7,5.6902556,0.6934758,0.94562495,0.9002172,0.021417681,0.6061905,1.5768687,42.06401
NDAR_INVFWU0HW96,-0.17489389,0.58315235,0.75692904,0.81692964,0.08120971,0.7203376,1.8213266,14.69863
NDAR_INVXCP03V21,0.5433971,0.7345781,0.8132214,0.91510594,0.025156463,0.6190689,1.8457053,75.330605
NDAR_INV9XHNUHUZ,1.2452652,0.121732354,0.9684285,1.0036501,0.051860347,0.9084016,1.5078992,58.72914
NDAR_INVDT71ACZT,1.7343808,0.55361086,0.89349663,0.9034783,0.01986954,0.8024454,1.7922909,78.97671
NDAR_INVA9ZW33TZ,0.42808557,0.8674572,0.82706594,0.8067088,0.029567463,0.7038705,1.7780758,26.935963
NDAR_INVH8NGBTPP,0.6617048,0.64703816,0.8698294,0.8264216,0.035339467,0.7148129,1.6027118,18.704264
NDAR_INV36TXKJEW,0.7610276,0.78240716,0.83034134,0.87704724,0.02708717,0.6735318,1.6270705,35.828526
NDAR_INV46P89PTE,0.42590424,0.85459906,0.8576641,0.87396765,0.019051965,0.6494411,1.7816566,56.291542
NDAR_INV53AA4BL6,0.41156396,0.8724867,0.9399266,0.92898154,0.016860174,0.6706566,1.793507,42.584854
NDAR_INV06DP74KL,0.2274397,0.46463045,0.84092367,0.7371632,0.035776597,0.7555065,1.78191,21.201944
NDAR_INV0JAG7BGC,0.14489454,0.7918704,0.8669117,0.89014435,0.02216201,0.6828027,1.6360667,40.901077
NDAR_INVUWH8GXXW,0.13366218,0.30237475,0.8562664,0.8770106,0.030457601,0.64924395,1.7564104,62.079487
