subject_id,cost_go_error,cost_go_missing,cost_stop_error,cost_time,inv_temp,q_d,q_d_n,q_s,q_s_n,rate_stop_trial
INV030W95VP,1.0,1.0,1.6761096913001097,0.001,42.23246993350983,0.8281785296201706,0.7271641992194345,0.7073669165372849,0.0389370464239546,0.1666666666666666
INV030X9ZNH,1.0,1.0,1.7038597222692629,0.001,87.6831855392456,0.7061434080600738,0.5055607767947949,0.8034102864265442,0.0426891319268388,0.1666666666666666
INV0387TP8R,1.0,1.0,1.7433624402231962,0.001,55.994791604995726,0.8243224482238293,0.782757820174098,0.8061016627550125,0.0809089811862213,0.1666666666666666
INV03BDCNWM,1.0,1.0,1.524685649789138,0.001,69.89006205749511,0.8180491389930248,0.8090461808759719,0.7146699821949005,0.067025869748124,0.1666666666666666
INV03XVEBPM,1.0,1.0,1.2224902605881511,0.001,78.1782614955902,0.6593482059538365,0.6295184886775678,0.8035592233538628,0.1668401616860646,0.1666666666666666
INV042UJKFB,1.0,1.0,1.5826261519193814,0.001,63.80669507789612,0.800324914008379,0.7789893987160176,0.8335063090920448,0.0186126771183763,0.1666666666666666
INV04CLBZAD,1.0,1.0,1.6757647611976572,0.001,23.98062369966507,0.69064943754673,0.3610469603258834,0.7267140542566777,0.1885089185081888,0.1666666666666666
INV04EUBGTM,1.0,1.0,1.7443741399823562,0.001,26.8738669052124,0.7690293189585209,0.7362584453504533,0.745565465927124,0.0474362164059971,0.1666666666666666
INV059VLAHF,1.0,1.0,1.6221593529304916,0.001,32.29398552703857,0.8474546759128571,0.7313660628013313,0.8169496651291848,0.0241297913414719,0.1666666666666666
INV05CA3VX5,1.0,1.0,1.554091471038727,0.001,47.362068831443786,0.8492487035393715,0.8614699141383171,0.7381777240335942,0.0248568234286898,0.1666666666666666
INV05LGG3GZ,1.0,1.0,1.782574000528543,0.001,74.23118928527832,0.7958720001578331,0.8495839253142476,0.66362514808774,0.0314740140544068,0.1666666666666666
INV05X0LM1N,1.0,1.0,1.7510408152444688,0.001,41.13667094898224,0.8780612596869468,0.8011739303332288,0.7032407336235046,0.0256595775869336,0.1666666666666666
