,mean,std,5%,50%,95%
q_d_n,0.46328955292701723,0.19490408348934812,0.20226134210824967,0.5156551748514175,0.7059300929307937
q_d,0.7950052499771119,0.175637460739346,0.5325412064790725,0.8841637670993805,0.9524611562490463
q_s_n,0.3232000883668661,0.1711572131208671,0.06547343153506519,0.3419487625360489,0.531925106048584
q_s,0.7607539892196655,0.13519752311136363,0.5551375836133957,0.7802586257457733,0.9332530796527863
inv_temp,82.93968353271484,10.67486111835337,66.58657875061036,84.99214553833008,95.54484329223632
cost_stop_error,0.33766038781960805,0.14274958693746526,0.204561313537868,0.29752031834781356,0.5848062359761719
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001
cost_go_error,1.0,0.0,1.0,1.0,1.0
cost_go_missing,1.0,0.0,1.0,1.0,1.0
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666
