q_d_n,q_d,q_s_n,q_s,inv_temp,cost_stop_error,cost_time,cost_go_error,cost_go_missing,rate_stop_trial
0.4674345552921295,0.9859733581542969,0.27588868141174316,0.6078300476074219,86.18106079101562,0.4626741079733871,0.001,1.0,1.0,0.16666666666666666
0.34605544805526733,0.9900436997413635,0.5025960206985474,0.7178559303283691,91.27591705322266,0.33166489071727934,0.001,1.0,1.0,0.16666666666666666
0.4017921984195709,0.5749868154525757,0.8964827060699463,0.825710117816925,92.08436584472656,0.28797108021658085,0.001,1.0,1.0,0.16666666666666666
0.2209140956401825,0.7775911688804626,0.4602285921573639,0.8559933304786682,83.42347717285156,0.3079399492922455,0.001,1.0,1.0,0.16666666666666666
0.3794543743133545,0.7756577134132385,0.4605244994163513,0.9480062127113342,86.45286560058594,0.7919733033027482,0.001,1.0,1.0,0.16666666666666666
0.4325050413608551,0.7858974933624268,0.6622671484947205,0.8649200201034546,87.15409851074219,0.24779304174546699,0.001,1.0,1.0,0.16666666666666666
0.21204529702663422,0.9574877619743347,0.06256166100502014,0.686275064945221,96.47993469238281,0.34026081081626713,0.001,1.0,1.0,0.16666666666666666
0.7734250426292419,0.9349109530448914,0.7250323295593262,0.7567834258079529,77.22819519042969,0.3933037048711631,0.001,1.0,1.0,0.16666666666666666
0.5412576794624329,0.8831305503845215,0.08121390640735626,0.6795654296875,96.81999969482422,0.8538370779474648,0.001,1.0,1.0,0.16666666666666666
0.5907309055328369,0.6954612135887146,0.9574940204620361,0.6210533380508423,97.82255554199219,0.9139618176375824,0.001,1.0,1.0,0.16666666666666666
