q_d_n,q_d,q_s_n,q_s,inv_temp,cost_stop_error,cost_time,cost_go_error,cost_go_missing,rate_stop_trial
0.3656274378299713,0.7643284797668457,0.23114004731178284,0.817755937576294,59.538272857666016,0.9984362428776812,0.001,1.0,1.0,0.16666666666666666
0.31479939818382263,0.8990184664726257,0.5860328078269958,0.8061267137527466,77.83956909179688,0.5342780287095212,0.001,1.0,1.0,0.16666666666666666
0.2819589376449585,0.7424037456512451,0.0037416405975818634,0.5504840612411499,80.82026672363281,1.0431430327567297,0.001,1.0,1.0,0.16666666666666666
0.5621976256370544,0.908919632434845,0.3272486925125122,0.8074432015419006,91.55982208251953,1.6640768892617157,0.001,1.0,1.0,0.16666666666666666
0.618394672870636,0.9301930665969849,0.6876423954963684,0.8220013380050659,97.35028839111328,0.7527944566213312,0.001,1.0,1.0,0.16666666666666666
0.36789947748184204,0.6534137725830078,0.8076329231262207,0.7499608993530273,84.97100067138672,0.2550313271479762,0.001,1.0,1.0,0.16666666666666666
0.6455754041671753,0.90511554479599,0.5323159694671631,0.8590870499610901,98.96897888183594,0.9986776108031482,0.001,1.0,1.0,0.16666666666666666
0.20602726936340332,0.6551780104637146,0.9075737595558167,0.8969932794570923,82.5702133178711,0.19331949576393967,0.001,1.0,1.0,0.16666666666666666
0.2643360197544098,0.576396107673645,0.11426538974046707,0.9099777340888977,78.20694732666016,0.7400220178928366,0.001,1.0,1.0,0.16666666666666666
0.5419259667396545,0.9927480220794678,0.35098662972450256,0.7027540802955627,94.09492492675781,0.8368909280107378,0.001,1.0,1.0,0.16666666666666666
