,mean,std,5%,50%,95%
q_d_n,0.41687422096729276,0.16022278102324602,0.23226620703935624,0.3667634576559067,0.6333440750837326
q_d,0.8027714848518371,0.14290325451879263,0.6110540568828583,0.8316734731197357,0.9645982921123504
q_s_n,0.4548580255359411,0.29878071902041137,0.053477327711880206,0.4416512995958328,0.8626003831624983
q_s,0.7922584295272828,0.10514852608767358,0.6190055698156357,0.8125995695590973,0.9041347295045853
inv_temp,84.59202842712402,11.741844784585304,67.7738561630249,83.7706069946289,98.24056816101074
cost_stop_error,0.8016670029845617,0.4252340882562641,0.2210898198867561,0.7948426923160345,1.3846566538344713
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001
cost_go_error,1.0,0.0,1.0,1.0,1.0
cost_go_missing,1.0,0.0,1.0,1.0,1.0
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666
