index,mean,std,5%,50%,95%,subject_id,subject_year
q_s_n,0.6139747381210328,0.19942225792025156,0.37758645266294477,0.589989423751831,0.8986996829509734,SUB,021.csv
q_s,0.6748803973197937,0.09980976483837858,0.5201606035232544,0.6872465908527374,0.7851725906133652,SUB,021.csv
inv_temp,84.17539138793946,8.516631819016233,71.63609619140625,84.55864715576172,95.71544570922852,SUB,021.csv
cost_stop_error,0.45425307659896585,0.23809388933251446,0.23900624481215044,0.3625918885269571,0.8391272888185758,SUB,021.csv
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001,SUB,021.csv
cost_go_error,1.0,0.0,1.0,1.0,1.0,SUB,021.csv
cost_go_missing,1.0,0.0,1.0,1.0,1.0,SUB,021.csv
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666,SUB,021.csv
q_d_n,0.3238620489835739,0.28217364815694757,0.04569051191210747,0.21872951835393906,0.8007794857025143,SUB,022.csv
q_d,0.7307026863098145,0.1394909950139138,0.5742654114961624,0.7639184594154358,0.9127897411584853,SUB,022.csv
q_s_n,0.544579166173935,0.28344346702161366,0.21195010244846343,0.5035824775695801,0.9214550286531448,SUB,022.csv
q_s,0.7278065621852875,0.12995672161862162,0.5379488319158554,0.7206150591373444,0.8980267941951751,SUB,022.csv
inv_temp,83.32024002075195,14.262661644179683,58.86940803527832,86.41914749145508,97.70275917053222,SUB,022.csv
cost_stop_error,0.534173417759887,0.32190061072121184,0.19164323630875185,0.44872797225806266,1.0694217847140928,SUB,022.csv
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001,SUB,022.csv
cost_go_error,1.0,0.0,1.0,1.0,1.0,SUB,022.csv
cost_go_missing,1.0,0.0,1.0,1.0,1.0,SUB,022.csv
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666,SUB,022.csv
q_d_n,0.5196736104786396,0.20368760842059586,0.2167775820940733,0.545320600271225,0.755769994854927,SUB,023.csv
q_d,0.8030807316303253,0.13411046119095457,0.5995111584663391,0.8176842033863068,0.9853593170642853,SUB,023.csv
q_s_n,0.3795412205159664,0.207784517201985,0.1437887530773878,0.37496061623096466,0.6986887335777282,SUB,023.csv
q_s,0.7623283922672272,0.08374099478713119,0.6618033051490784,0.7481013536453247,0.8891475260257721,SUB,023.csv
inv_temp,85.03688316345215,13.748098185190742,64.01111316680908,86.4630126953125,97.76923179626465,SUB,023.csv
cost_stop_error,0.3639056112049942,0.11398336502911759,0.18463703515209942,0.38534430456454694,0.5043561110378023,SUB,023.csv
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001,SUB,023.csv
cost_go_error,1.0,0.0,1.0,1.0,1.0,SUB,023.csv
cost_go_missing,1.0,0.0,1.0,1.0,1.0,SUB,023.csv
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666,SUB,023.csv
q_d_n,0.2908682405948639,0.14126668996320083,0.10437611043453217,0.27337421476840973,0.49629506170749654,SUB,024.csv
q_d,0.7395884096622467,0.13928132734639612,0.541005203127861,0.7683702111244202,0.8831918567419051,SUB,024.csv
q_s_n,0.4628845237195492,0.24915309398373933,0.12781341336667537,0.5040491223335266,0.7549761652946472,SUB,024.csv
