q_d_n,q_d,q_s_n,q_s,inv_temp,cost_stop_error,cost_time,cost_go_error,cost_go_missing,rate_stop_trial
0.39001670479774475,0.858165442943573,0.7909087538719177,0.7043147683143616,95.38126373291016,0.8716134280618958,0.001,1.0,1.0,0.16666666666666666
0.3129379153251648,0.8661433458328247,0.11623226851224899,0.6605408787727356,94.04763793945312,0.556259927226909,0.001,1.0,1.0,0.16666666666666666
0.27568039298057556,0.8894548416137695,0.7110585570335388,0.9711214900016785,92.63247680664062,0.6625876831920307,0.001,1.0,1.0,0.16666666666666666
0.05375748872756958,0.6878804564476013,0.5724128484725952,0.7717400193214417,77.84803009033203,0.24777325125006353,0.001,1.0,1.0,0.16666666666666666
0.166243314743042,0.5945805907249451,0.7064470648765564,0.8572133183479309,86.64473724365234,0.5938408568546123,0.001,1.0,1.0,0.16666666666666666
0.2710680365562439,0.570548415184021,0.1643320471048355,0.6357502937316895,88.56437683105469,0.9647889075298551,0.001,1.0,1.0,0.16666666666666666
0.4366341233253479,0.875537097454071,0.5188516974449158,0.7695936560630798,82.98970794677734,1.0409314425255862,0.001,1.0,1.0,0.16666666666666666
0.1881372034549713,0.7717536091804504,0.41738730669021606,0.7975009083747864,75.40470886230469,0.3792445489042718,0.001,1.0,1.0,0.16666666666666666
0.2690986692905426,0.516833484172821,0.48924654722213745,0.6252869367599487,77.16805267333984,0.7880499208578369,0.001,1.0,1.0,0.16666666666666666
0.5451085567474365,0.7649868130683899,0.14196814596652985,0.7658079266548157,88.32556915283203,0.6113476416778751,0.001,1.0,1.0,0.16666666666666666
