,mean,std,5%,50%,95%
q_d_n,0.3831372559070587,0.18285456999939786,0.13708112835884095,0.4259946942329407,0.6319970846176147
q_d,0.7345632493495942,0.14011115611036415,0.5655551791191101,0.7201024889945984,0.9469080448150635
q_s_n,0.5684613706544042,0.3031298650666492,0.0901082823984325,0.5948044955730438,0.9488027215003966
q_s,0.6561490356922149,0.11284914368784207,0.5122189968824387,0.6388207674026489,0.8276793152093888
inv_temp,86.35547637939453,8.472196086776847,72.15751914978027,88.31100082397461,94.05882034301757
cost_stop_error,0.43810656707635315,0.16969587617045584,0.2531630819360947,0.3998567146384335,0.6560777810630734
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001
cost_go_error,1.0,0.0,1.0,1.0,1.0
cost_go_missing,1.0,0.0,1.0,1.0,1.0
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666
