q_d_n,q_d,q_s_n,q_s,inv_temp,cost_stop_error,cost_time,cost_go_error,cost_go_missing,rate_stop_trial
0.24561727046966553,0.9436318874359131,0.018566446378827095,0.5931892991065979,94.14717102050781,0.3484062347043655,0.001,1.0,1.0,0.16666666666666666
0.4329809248447418,0.5162097215652466,0.4897361397743225,0.7418307662010193,92.33927917480469,0.28715134390188485,0.001,1.0,1.0,0.16666666666666666
0.25154414772987366,0.7304385304450989,0.44103386998176575,0.5177630186080933,86.55065155029297,0.45130719457250146,0.001,1.0,1.0,0.16666666666666666
0.4386213421821594,0.637121856212616,0.9998640418052673,0.6217974424362183,91.5786361694336,0.2837599550377738,0.001,1.0,1.0,0.16666666666666666
0.1957034170627594,0.6387361288070679,0.8863944411277771,0.8317896127700806,90.07135009765625,0.22812927667108454,0.001,1.0,1.0,0.16666666666666666
0.08911743760108948,0.9495885372161865,0.7662150263786316,0.6078044772148132,93.95083618164062,0.5777903293689878,0.001,1.0,1.0,0.16666666666666666
0.4190084636211395,0.7900311946868896,0.17754830420017242,0.8226556181907654,84.26575469970703,0.6155632533219526,0.001,1.0,1.0,0.16666666666666666
0.6040076017379761,0.8042418956756592,0.7156464457511902,0.5076829791069031,78.92829895019531,0.6013734597230749,0.001,1.0,1.0,0.16666666666666666
0.6548975706100464,0.6258662939071655,0.5926860570907593,0.6611330509185791,66.61779022216797,0.6892260310330813,0.001,1.0,1.0,0.16666666666666666
0.49987438321113586,0.7097664475440979,0.5969229340553284,0.6558440923690796,85.10499572753906,0.2983585924288248,0.001,1.0,1.0,0.16666666666666666
