,mean,std,5%,50%,95%
q_d_n,0.4430673040449619,0.18887397330115338,0.1909446906298399,0.4782773405313492,0.6888164699077604
q_d,0.7964342176914215,0.1044661315187196,0.6660806089639664,0.8192441165447235,0.9258513867855072
q_s_n,0.410395834594965,0.2468340215936992,0.14438306950032712,0.33718131482601166,0.8183613032102582
q_s,0.7194762110710144,0.10765244279382058,0.568607610464096,0.720470517873764,0.878904291987419
inv_temp,87.33967208862305,9.243288369239263,72.98673515319824,86.43981170654297,98.74497299194336
cost_stop_error,0.540758885376836,0.4078235970597059,0.2207698407088827,0.39286549319578656,1.225099428501585
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001
cost_go_error,1.0,0.0,1.0,1.0,1.0
cost_go_missing,1.0,0.0,1.0,1.0,1.0
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666
