,mean,std,5%,50%,95%
q_d_n,0.5748619019985199,0.1788212566199458,0.297447469830513,0.5930846035480499,0.7877848923206329
q_d,0.7528523206710815,0.15136985408575102,0.5418641954660416,0.7468274235725403,0.9527811616659164
q_s_n,0.575417023897171,0.3079947792381518,0.19347990602254866,0.6284779906272888,0.9478311210870742
q_s,0.6755697667598725,0.09891940664954744,0.547353196144104,0.6566114723682404,0.8016130656003951
inv_temp,87.63839569091797,11.341581807041964,68.89635009765625,90.6231918334961,98.03551292419434
cost_stop_error,0.68201175233948,0.3609953638469886,0.36020511858041,0.6115968010588256,1.25538247796443
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001
cost_go_error,1.0,0.0,1.0,1.0,1.0
cost_go_missing,1.0,0.0,1.0,1.0,1.0
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666
