,mean,std,5%,50%,95%
q_d_n,0.4790417444484774,0.3030129103744048,0.042989785698591736,0.4860773980617523,0.8663661777973175
q_d,0.7434388935565949,0.13888620996672166,0.5678767532110214,0.7076590657234192,0.9276329159736633
q_s_n,0.489721854031086,0.3042606484124012,0.15193410441279412,0.5306177139282227,0.9437924742698669
q_s,0.7523767113685608,0.1282845749105164,0.6153894394636155,0.6979788541793823,0.9442549705505371
inv_temp,77.50812873840331,13.34797195006659,56.726822471618654,78.99301528930664,93.52640647888182
cost_stop_error,0.6368120962329861,0.4238239574125061,0.24096972796039778,0.5232678057596368,1.323091839419277
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001
cost_go_error,1.0,0.0,1.0,1.0,1.0
cost_go_missing,1.0,0.0,1.0,1.0,1.0
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666
