q_d_n,q_d,q_s_n,q_s,tau,inv_temp,cost_stop_error,cost_time,cost_go_error,cost_go_missing
0.3258394,0.72084135,-0.010149121,0.9240781,7.477748,43.49443,2.1028574,0.02753334,1.7855444,0.03355793
0.30556858,0.7370695,0.02529335,0.8801654,7.556923,82.74439,1.3126024,0.014423212,0.85122204,0.021888921
0.19141996,0.72769177,0.08003044,0.9716023,8.806006,73.51207,1.5242413,0.0233548,1.3293484,0.035264764
0.22593713,0.7036791,0.06983614,0.8655051,7.7384186,73.286736,0.7922814,0.012451313,0.8649782,0.07454048
0.47098944,0.7501579,0.008258462,0.98702586,7.2280083,87.68134,1.5231327,0.021583898,1.5923499,0.16875708
0.6484294,0.80417335,0.015501261,0.8410642,8.060807,86.07888,1.7143465,0.02259337,1.2081765,0.0732119
0.23905087,0.7103482,0.014752865,0.9759276,8.351268,47.81079,1.5632296,0.022505213,1.3994418,0.21569234
0.1141479,0.6957888,0.037959576,0.8023422,7.506377,82.31097,1.2726306,0.016717661,1.0237548,0.027562883
0.15114713,0.7433553,-0.0038378239,0.9222226,7.440929,56.086735,0.913187,0.007902906,0.8637277,0.015691541
0.2004776,0.7499508,0.0065004826,0.90307367,8.372841,83.22549,0.95033747,0.010890515,0.65315086,0.02617337
0.21017551,0.7246788,0.03655398,0.898696,7.388529,105.7254,1.0238754,0.014840287,1.0731591,0.27351055
0.61607397,0.79380214,0.06015742,0.9532101,7.142703,76.10912,1.3791302,0.013864035,0.86234945,0.16000095
0.35999507,0.79743004,0.06682205,0.76836514,8.242467,23.337513,1.9817466,0.017134327,1.1394277,0.03615741
0.046758056,0.70325565,-0.0030927658,0.8877059,8.481701,63.475338,1.2410575,0.017240254,1.1092895,0.14493507
0.30192268,0.7383295,0.10401368,0.97111404,7.913498,83.726776,0.8957481,0.016453244,1.3726039,0.04699152
-0.014965355,0.6685325,0.18775061,0.99230254,7.067742,70.648384,1.4119405,0.017282866,1.331473,0.12184448
0.4132512,0.73271966,0.1436785,0.8514265,8.563738,80.84565,0.6182086,0.0068798894,0.44125852,0.03249479
0.25892162,0.7387471,0.031865597,0.9556682,7.958887,59.55372,1.1405034,0.011553208,0.7480652,0.027805328
0.16613722,0.6932792,0.028765917,0.9816767,7.094412,69.29864,0.9335787,0.009955965,0.82216066,0.02600058
0.5878427,0.8435821,0.10649943,0.9178368,8.739134,48.870632,1.7643198,0.026343461,1.5349449,0.013591958
0.049621284,0.7142584,0.035954714,0.98000336,9.236161,45.75027,1.3359356,0.0116268555,0.42703035,0.0116006825
0.44905382,0.7881071,-0.0029245615,0.8725016,7.391379,30.465649,1.1725625,0.0057264604,0.53587675,0.37584117
0.19894922,0.7173394,0.026497602,0.9389672,8.330151,79.534294,0.8670628,0.012058213,0.91449213,0.059524145
0.5717436,0.805542,0.024759889,0.9979557,9.210599,45.798645,1.3680906,0.015909314,0.71959424,0.16916282
0.24983442,0.71238595,0.023222446,0.97090435,7.828196,85.42351,1.3755293,0.019029338,1.1296736,0.08661088
0.15297747,0.7388567,0.024676204,0.857063,8.374152,67.03727,0.86120254,0.007244169,0.33372298,0.20957999
-0.012072802,0.6749953,0.17701292,0.98048705,8.129541,83.26626,1.3167349,0.018108256,1.1753134,0.048838187
0.17695558,0.738583,0.05087447,0.92766607,8.409269,81.039604,1.2778995,0.016332554,0.85659146,0.04703666
0.66492295,0.90346473,0.082286954,0.8874015,7.836101,91.40609,1.3320644,0.011009231,0.28976834,0.011452979
-0.00074344873,0.7031721,0.07005894,0.8793076,7.634493,44.066498,1.626384,0.021761553,1.5228668,0.0645373
0.23198771,0.75069934,0.100991845,0.9576508,8.194616,86.44051,0.6818816,0.0097785555,0.8690222,0.03208902
0.088626504,0.70337224,0.13341331,0.79566056,8.500756,89.17116,2.1625106,0.037799075,1.6606877,0.03886728
0.13415277,0.7073884,0.016441464,0.9837643,8.281837,75.96137,0.4852325,0.005447997,0.3551772,0.009967304
