q_d_n,q_d,q_s_n,q_s,tau,inv_temp,cost_stop_error,cost_time,cost_go_error,cost_go_missing
0.4980694,0.78054094,0.08628142,0.9564512,8.459938,27.920494,1.7805434,0.016195148,1.3958554,0.011512372
-0.010495305,0.68907315,0.2524543,0.9687036,7.4219675,78.9138,1.5912539,0.018376343,1.0306499,0.018905044
0.24204206,0.71658933,0.007903576,0.9520469,7.52801,63.17098,0.34452957,0.0056584436,0.8658319,0.052901633
0.23266196,0.7171184,0.10648334,0.9434912,8.04343,59.878307,1.7375829,0.025982825,1.9511639,0.013242781
0.11881614,0.7040411,0.0060908794,0.9397032,7.666323,75.721535,0.4535349,0.0040255245,0.37657544,0.033954658
0.24300027,0.7322567,0.12810993,0.9814602,7.8065147,80.90188,1.6185322,0.02280118,1.4485623,0.094224945
0.6282848,0.7919085,-0.0069595575,0.7915726,7.972832,68.0543,1.6197296,0.02475976,1.8081949,0.21455476
0.23098898,0.72887504,0.079292536,0.9417537,8.59591,53.394455,1.6795615,0.02777399,1.4623636,0.016514279
0.094891965,0.703743,0.15329307,0.9370614,8.209385,42.64647,0.7980934,0.01129667,1.1832167,0.012794042
0.48799717,0.73526895,0.10554826,0.9982631,7.719795,59.749874,1.3972834,0.0144659085,0.82811046,0.28199795
0.12913716,0.7211539,0.075467706,0.976835,7.1098266,68.3893,1.3927062,0.0144407805,0.76403564,0.01135831
0.46050447,0.76586515,0.05794418,0.9276039,7.7848067,52.008266,0.924094,0.008707298,0.67755985,0.17317486
0.44092333,0.7499157,0.069805264,0.98702466,7.7097073,86.83442,1.8367478,0.021720603,1.0049939,0.31095695
0.53981936,0.78934336,0.11444938,0.9047507,7.9603176,73.34135,1.6780046,0.02207762,1.1149824,0.011598488
0.14801347,0.71806264,0.050710797,0.968593,8.530922,29.165453,1.1900145,0.013507624,1.2379127,0.48560378
0.05889964,0.71165204,0.18234192,0.9300133,7.210124,89.06806,2.2062855,0.025707094,1.2619196,0.03159838
0.17103148,0.7301761,0.021098256,0.8984989,7.449481,82.72806,0.5121288,0.0054773064,0.54815865,0.021979216
0.10762799,0.7137885,0.014358163,0.7393237,7.416274,86.64371,0.72118264,0.0071724313,0.486646,0.012666194
0.16452229,0.6978272,0.090290785,0.96261704,7.42858,85.71476,0.55778414,0.005734291,0.38913116,0.069957614
0.00039112568,0.7116526,0.1498908,0.97688544,8.544342,74.65743,0.66277057,0.007335921,0.55259466,0.010325914
0.106003284,0.68772054,0.093373895,0.9917466,7.9330153,56.0404,1.3178937,0.0136763975,0.63847315,0.022617528
0.012333572,0.7148646,0.09395015,0.89105034,7.6200724,71.336685,0.70448726,0.0071785464,0.7331892,0.21358855
0.12581193,0.7317392,0.05548966,0.83562684,7.6084924,86.29884,1.195027,0.01050467,0.39877525,0.1293573
0.5334757,0.76873755,0.03315687,0.9644884,8.527641,47.774975,1.178701,0.011400911,0.9865261,0.5229147
0.33313262,0.7461494,0.10381317,0.9678674,7.990191,36.045006,2.5384576,0.028745776,1.2714095,0.043379575
0.06829363,0.69620454,0.14450814,0.9944838,7.8074236,60.558285,1.7328509,0.02471488,1.2884549,0.024005376
0.4215613,0.909907,0.11333978,0.99648523,7.905611,57.642666,2.1233184,0.01371725,0.0895671,0.11405278
0.7980613,0.9304278,0.14363667,0.9155097,8.493539,36.74622,1.8615854,0.022386134,1.230075,0.043224335
0.20752871,0.7196845,0.062407017,0.9582603,7.5934577,81.83465,1.1732163,0.01564081,1.3884207,0.02184707
0.25481343,0.70459247,0.082840204,0.97637016,8.176219,85.3036,0.68485177,0.01117608,0.7759654,0.101779446
0.14280081,0.72144336,0.065720916,0.9664287,7.7356257,42.87328,1.4731416,0.015667906,1.1147485,0.013083744
0.27794957,0.7032795,-0.0070072412,0.9732355,7.252063,74.4083,1.2576342,0.016467804,1.1985332,0.045995016
0.1345154,0.7272866,0.045464754,0.90434444,8.337143,61.09311,1.4590807,0.013092394,0.56690633,0.36237785
0.07006055,0.7029467,0.069444776,0.90933686,8.277315,82.96421,0.77717334,0.01258645,1.0086378,0.010616785
0.19380462,0.73140335,0.07857144,0.8771403,7.319465,78.16171,1.7797039,0.020405194,1.7793177,0.12522861
0.13151097,0.76827735,0.031347275,0.8807113,8.697323,64.013245,1.7567375,0.014667163,0.23167498,0.18485504
0.17699337,0.7176915,0.11984646,0.9483286,8.151833,62.176388,1.5207944,0.024702592,2.0889678,0.034647424
0.08925122,0.6739857,0.016938925,0.6589294,7.8333673,80.06778,0.37899694,0.005076276,0.51207113,0.054925334
0.083691895,0.70729375,0.025959611,0.94575477,7.1889944,45.420895,1.3216112,0.016952561,1.2085816,0.22860688
0.20722044,0.72768176,0.108763576,0.9884896,7.8862696,107.40433,0.71893233,0.0082659,0.4876183,0.07697464
0.41009983,0.78404355,0.11880398,0.9879729,8.362141,47.23748,0.8053776,0.0076862713,0.7185505,0.014749542
0.36128944,0.7384701,0.034802556,0.8373555,6.914647,87.97273,1.739021,0.01886301,1.0034047,0.08662127
0.70772207,0.8454074,0.032209158,0.88245535,8.14904,62.73293,1.6064276,0.013786516,0.39414066,0.08625205
0.19014895,0.71980554,0.07033491,0.8606359,8.134897,89.29677,1.5769588,0.021627475,0.9669031,0.22942843
0.04484105,0.6942128,0.04945779,0.7997074,8.53841,53.764862,0.8841172,0.008896983,0.49992132,0.014484386
0.27081823,0.72308946,0.112683415,0.87701446,7.9331384,83.843,1.8847089,0.026614986,1.1328183,0.051860124
0.04451263,0.70252305,0.07387543,0.97529227,8.277609,75.562904,0.18479463,0.0024210017,0.42016855,0.011462786
0.1633724,0.7093719,0.15035163,0.9138275,7.1656914,57.85167,1.4291153,0.018371005,1.3800368,0.122995995
0.31068695,0.7302336,0.05277145,0.9692998,7.11532,50.460518,0.620759,0.005621284,0.67362255,0.09966941
0.100978315,0.7180352,0.0849911,0.8993907,7.9358997,64.95022,0.38301542,0.0068176677,0.94873697,0.014883381
0.08801991,0.7123394,0.058397293,0.8708531,8.351059,63.339497,0.37431657,0.0028188194,0.4183581,0.014210866
0.06254178,0.7191257,0.08277941,0.9682611,8.723941,58.979954,1.5102422,0.024585113,1.2834305,0.01439365
0.23703396,0.7218503,0.072321415,0.8484437,8.292103,75.62841,0.63170487,0.0035172915,0.14925069,0.021152573
0.25020874,0.7531339,0.13377833,0.95866275,8.691893,35.991623,1.4626012,0.01963504,1.2340469,0.113420516
0.5536247,0.8080427,0.0202564,0.8800607,6.620655,51.423546,1.5130144,0.0097131785,0.36988157,0.030705886
0.20544958,0.71428376,0.11001754,0.9794435,6.9397564,74.70779,1.8601843,0.016354546,0.56850755,0.00882807
0.2220037,0.702727,0.056858897,0.9082235,8.195589,78.73771,1.1434896,0.01585314,0.87757,0.11310374
0.36710224,0.71793664,-0.014066577,0.8306899,7.662567,63.293148,1.636892,0.020809714,1.0166858,0.067742735
0.07199359,0.7187828,0.13297665,0.9702319,8.522503,94.79103,1.2145778,0.019384397,1.3634316,0.1024502
0.5129542,0.77772325,0.12084901,0.9415587,8.405661,65.89491,1.6513745,0.021937504,0.95611,0.028593037
0.38972527,0.75568587,0.12560892,0.9740019,7.7050447,73.41066,1.4291793,0.021856468,1.2946744,0.041974325
0.29906738,0.7067521,0.009771705,0.97948766,8.102306,68.33144,0.5163861,0.0050158603,0.44345605,0.063247584
0.54757863,0.963954,0.00699234,0.9098923,7.8656683,71.04116,1.2162104,0.007429522,0.0771174,0.422514
-0.021874726,0.699868,0.07094669,0.9272177,6.6333666,48.913857,1.057832,0.009335468,0.8502667,0.3173253
0.028949142,0.70519125,0.08901906,0.95162094,8.001477,34.33482,1.4750098,0.016940296,1.29769,0.2087905
0.11965442,0.71869516,0.0122715235,0.9507985,7.5910864,75.30098,2.2588968,0.026651347,1.3328687,0.20114768
0.17881787,0.7563694,0.040937543,0.8019124,7.1406927,86.26527,0.87809956,0.007406383,0.39551,0.020922892
0.6720321,0.8576877,0.036771894,0.98816353,8.543363,70.966034,1.1635042,0.018356435,1.6146479,0.031656757
0.5491431,0.8008952,0.13786697,0.9050065,8.472752,26.494452,1.1458027,0.007535927,0.6052927,0.18914926
0.29553938,0.7318233,0.1149441,0.8631909,8.063623,85.01707,0.8855471,0.011295527,0.5784963,0.08652444
0.21759748,0.6991544,0.14659609,0.90020835,7.923453,82.59822,1.0520772,0.016321298,0.93130326,0.04805391
0.19001734,0.95704603,0.11467159,0.9042717,7.8349547,68.68359,1.6526892,0.012889255,0.056904983,0.0274405
0.044616997,0.7325582,0.054263473,0.95287764,7.63221,52.84358,1.8666548,0.016753675,0.6111193,0.044718593
0.4344942,0.80832803,0.038151264,0.838379,7.1186247,61.27571,0.9794115,0.007586577,0.5550734,0.013541293
0.18579638,0.69906574,0.06828451,0.8880676,6.4454756,86.696815,1.4152508,0.021846727,1.6359851,0.065136135
0.1307813,0.7339791,0.018349767,0.95700353,8.486279,43.993645,0.67611367,0.0052009644,0.4607044,0.019826543
0.15469193,0.7117835,0.10274601,0.98526466,8.197234,35.71828,1.3375201,0.02374027,2.5030978,0.012153059
0.24196887,0.7202097,0.026838303,0.9306148,8.107942,76.64211,0.37244242,0.004878465,0.6005241,0.016470263
-0.019092381,0.67791283,0.4204052,0.75921184,7.325989,73.07893,1.6986443,0.023553085,1.9102442,0.19062738
0.23130023,0.7460975,0.047857046,0.99851763,7.4731326,78.9726,0.5091504,0.0038078642,0.49864393,0.2181388
0.061359644,0.69744134,0.064195156,0.90727836,7.664724,79.87304,0.526542,0.0029502038,0.1904597,0.041528624
0.3739292,0.7479515,0.12323904,0.9290768,7.6617594,76.526344,1.9308429,0.030258656,1.3413484,0.013330256
0.0635367,0.69239545,0.031933427,0.9968846,8.379421,66.33021,1.2371922,0.015119116,0.70703006,0.011024832
0.04776025,0.70636195,0.14331484,0.7749157,7.8048487,79.45,1.501974,0.024808925,1.5082121,0.09127295
0.2737528,0.7321421,0.12670493,1.0038468,7.7713733,70.37785,0.9234452,0.0066285674,0.2647304,0.07204952
0.509013,0.79026467,0.06972051,0.96203065,8.152408,47.03916,1.8569273,0.017337484,0.61754066,0.015038407
0.5114845,0.78111684,0.07588112,1.0009167,8.321366,78.42117,0.32328495,0.004578163,0.49682543,0.68305767
0.47937685,0.7603991,0.02463293,0.87890023,8.871146,69.04296,0.8657498,0.009743889,0.5733857,0.0175022
-0.0047635436,0.6861063,0.16293953,0.9621087,7.947735,82.132576,1.372886,0.012990092,0.37612918,0.038816795
0.08725673,0.71224487,0.04220116,0.9853402,8.158588,69.09341,0.82161677,0.009729098,0.60299146,0.04262313
0.07280439,0.69147485,0.042138457,0.8964336,8.297529,82.60736,1.0707597,0.0130837,0.7021856,0.06761671
0.5879806,0.8067421,0.023809195,0.9378972,8.226811,82.159805,0.54048216,0.0061171954,0.52277887,0.15310964
0.20895684,0.72408473,0.13473248,0.97549987,8.156523,51.710785,1.7351726,0.021462863,1.30335,0.04191724
0.045382023,0.70144874,0.13710058,0.9638277,7.1981554,79.79009,1.5440533,0.018901862,1.2253852,0.08650104
0.6397302,0.88339454,0.06457424,0.90776724,7.946807,43.768368,1.4737619,0.010393694,0.5610898,0.014422381
0.03434658,0.7162211,0.07201123,0.939584,7.2865705,51.073223,2.295048,0.027618613,1.8894986,0.043062873
0.03465432,0.6933696,0.028666615,0.8491132,7.2160587,71.069954,1.5047905,0.020265581,1.3304887,0.24269088
0.13243341,0.71892273,0.09875822,0.99682426,9.043466,84.67806,0.7095212,0.011070262,0.6101104,0.01305133
0.41222858,0.75059295,0.007063985,0.98859173,7.3012047,59.013565,1.296505,0.014258719,0.74772,0.009831739
0.54914427,0.8370127,0.13145947,0.9478724,8.391233,70.549034,1.0716884,0.00857551,0.3022662,0.02440992
0.13408983,0.72486424,0.12190664,0.9268354,8.575053,67.03581,0.4181497,0.0032780685,0.3688197,0.009480459
0.1292429,0.7593453,0.11456227,0.92841923,8.110561,24.385845,1.3769276,0.0094624935,1.1176438,0.10695546
0.34535816,0.75141096,0.09617126,0.9226476,7.581598,81.68339,1.6430674,0.019913204,1.3975805,0.14606935
0.19746077,0.723148,0.12695885,0.98975587,7.775214,69.49997,0.61882526,0.004206495,0.2730402,0.064051166
0.33104682,0.7599873,0.07633352,1.0008202,8.349706,53.67408,1.176068,0.00985462,0.48321375,0.0107694995
0.48080495,0.73170114,0.09441066,0.88069224,7.4259243,48.662415,1.9007193,0.022136986,1.3532594,0.87250584
0.73260635,0.91414875,0.02016604,0.7868991,8.552142,66.02094,1.8283451,0.020679833,1.1083896,0.18111402
0.29615808,0.734693,0.066937566,0.97615093,8.7192335,46.540657,1.7256805,0.020681756,0.9403161,0.12884282
0.5922109,0.8033495,0.06292486,0.9820255,7.3635917,89.92301,1.4154849,0.01493498,0.90318084,0.040453274
0.36473662,0.72681534,0.057005882,0.9514173,8.455137,77.13869,1.2863725,0.01773973,0.92107755,0.026769133
0.1726805,0.7460232,0.10340595,0.9433415,8.033122,58.983353,1.8975914,0.022346972,1.7308046,1.0946373
0.20075047,0.7189621,0.13349605,0.9503723,7.2380276,81.67649,1.4596918,0.021685772,1.2037171,0.020029254
0.10501689,0.71700746,0.06005609,0.9453176,6.579236,71.43203,1.6062025,0.023150265,1.1950994,0.054042924
0.47431093,0.8618476,0.085975885,0.896706,8.29807,75.327736,1.1494999,0.009675131,0.17827097,0.083355844
0.2614851,0.71033204,0.09776449,0.88671505,7.19152,86.494606,1.3066106,0.016869666,1.3040159,0.012163814
0.25649762,0.73275036,0.13990141,0.96980286,8.353291,92.4162,1.2408024,0.011204071,0.2977727,0.041640103
0.052725673,0.71940696,0.04576969,0.91925824,8.263435,85.98768,0.52017844,0.0058049983,0.4071574,0.012342788
0.43162605,0.751031,0.0396533,0.98540914,8.231179,89.20118,0.7694867,0.012182051,0.93754077,0.011789758
0.61924237,0.83206326,0.12496829,0.94643515,8.268224,84.71696,0.844047,0.008163642,0.42299217,0.19981153
0.3170488,0.74992454,0.099817276,0.9838463,7.4723325,77.11787,1.5710304,0.016377069,0.88807666,0.3141418
0.5877807,0.78916407,0.051148176,0.9633117,7.7365565,94.98858,0.9592669,0.011738111,0.689824,0.33480275
0.09654844,0.7011721,0.062663555,0.8836249,6.822924,64.77059,1.996741,0.01570807,0.66328686,0.53551835
0.2913735,0.74310434,0.07742536,0.9841084,8.172092,56.39272,0.95463806,0.009836471,0.49171242,0.08661288
0.53257936,0.78974724,0.018042922,0.98147607,7.8896194,63.5736,1.5161747,0.014610496,0.70661384,0.0662872
0.5176439,0.80563164,0.015948892,0.9538045,8.798858,69.03894,1.198955,0.01121126,0.42652062,0.04470797
0.07042849,0.69991726,0.043557644,0.9638747,8.019321,63.50058,1.4406551,0.021650413,1.5088774,0.08364876
0.32137334,0.7325388,0.10033345,0.92653006,8.142263,93.83109,1.4327393,0.01783474,0.87170416,0.70149744
0.12263954,0.7175988,0.12763608,0.87278235,7.697379,54.60638,1.5872308,0.016394079,0.87828964,0.06403556
0.7887471,0.9668156,0.07103622,0.90846467,8.931404,56.357773,0.6480723,0.003160504,0.24198945,0.03224764
0.1169219,0.7190882,0.038269043,0.99115944,8.64113,82.83353,1.1192352,0.013017686,0.51101357,0.042952772
0.4216004,0.7225371,0.10447109,0.9806112,7.3822374,101.54944,1.476877,0.018354021,0.6906119,0.022618808
0.43172288,0.7554212,0.012268305,0.9494704,8.984238,37.785378,1.4831488,0.01822301,1.1842146,0.30161056
0.12302494,0.74557877,0.09727335,0.8994204,8.353586,60.7169,0.7575222,0.009451544,0.9554496,0.01200599
0.28754056,0.76199293,0.11022806,0.96169484,8.650495,58.459827,1.226659,0.012970212,0.5570565,0.40231648
0.25590384,0.73907727,0.01529932,0.97833395,7.9113984,72.96229,1.6157038,0.020066973,1.1695812,0.013193203
0.39170504,0.7320113,0.09566486,0.94961673,7.3953047,97.605,1.2095093,0.016242828,1.1056036,0.085277215
0.121539235,0.70423925,0.03398907,0.9681537,7.2401876,67.22531,0.9449448,0.009754131,0.71606255,0.09946379
0.20594609,0.71159226,0.07415438,0.949376,7.3781524,84.77826,1.2581602,0.015544912,1.0152204,0.094676204
0.46575463,0.7414379,0.06878686,0.94332683,8.062918,81.0345,1.6637716,0.017024908,0.5773705,0.030614343
0.4145584,0.74001104,0.032644987,0.8996415,9.133381,56.28027,1.4950906,0.01762159,0.5874185,0.03912866
0.25832844,0.71259344,-0.019990683,0.78734326,7.6036506,83.83317,1.444481,0.016652469,1.1226668,0.40551236
0.027263343,0.7019694,0.12959862,0.99977756,7.529705,50.682213,0.96474355,0.008897204,0.82444555,0.012354234
0.25680506,0.740167,0.08868742,0.9223528,7.506504,63.369465,1.6447802,0.020488799,1.312486,0.013780141
0.2533654,0.7194256,0.02097392,0.8952254,8.541208,51.48626,1.2567799,0.014207932,0.6403501,0.2107526
-0.024843514,0.69820845,0.05790472,0.979638,8.074895,74.07175,0.5323383,0.008170476,0.90035456,0.017588908
0.21547735,0.730162,0.08263743,0.9942748,6.907483,84.01217,1.1298783,0.01033902,0.52912843,1.2370447
0.27012634,0.728472,0.062585235,0.956196,8.357952,78.20697,0.61296254,0.0074229613,0.5124106,0.012692862
0.52357835,0.84056634,0.07852912,1.0067477,7.6697702,69.229614,1.0234371,0.007338062,0.36571681,0.013021218
0.0065562725,0.69670093,0.23215577,0.99201006,7.452629,67.40965,1.3767025,0.015799401,1.0798392,0.049857646
0.047868073,0.70549774,0.030252337,0.67456484,7.6402693,54.732212,1.8147553,0.027147233,1.9815782,0.25165844
-0.0400666,0.6889968,0.095421314,0.96678257,7.3464527,79.18086,0.38706133,0.0034159706,0.4035346,0.043171406
0.13278508,0.7047549,0.1160301,0.95399123,8.471325,106.14483,1.1817625,0.020756377,1.069736,0.26147288
0.050665557,0.69427717,0.10394943,0.9236516,8.686186,65.90971,0.45224133,0.0030024154,0.2657221,0.021923961
0.050608575,0.70488554,0.17203373,0.8582959,7.857282,62.203587,1.1505961,0.016988264,1.5346953,0.03668781
0.011553466,0.6866018,0.1543675,0.97403157,7.360202,74.446304,1.1014975,0.01717236,1.096138,0.3534656
0.18258488,0.7038866,0.06281042,0.8801826,8.067226,86.51317,1.4289654,0.024210272,1.6720933,0.011992419
0.21889937,0.71706724,0.073617935,0.9010986,7.3689666,94.82014,1.202237,0.013952586,0.77972716,0.053763736
0.20568502,0.66846615,0.110259056,0.9710072,7.554874,92.88839,0.8381182,0.0079308,0.3601703,0.60722804
0.32646763,0.7967949,0.08989465,0.89313245,6.608738,97.17952,1.3963282,0.011361035,0.34759346,0.22998145
-0.014523745,0.6944884,0.026519895,0.97279644,7.9157214,51.172794,0.7227725,0.00602149,0.6736016,0.12228594
0.3219627,0.7554401,0.055539727,0.9786856,8.163614,85.38792,1.2214766,0.012703264,0.50849193,0.02268814
0.098132074,0.72089314,0.06342018,0.91289544,7.6363864,61.478333,1.6523677,0.014265131,0.44377375,0.19609639
0.12221527,0.6960853,0.1216079,0.8779669,7.6881056,75.36284,1.3633561,0.0150742475,0.53783685,1.5125743
0.06292844,0.7067055,0.034974933,0.9294603,7.4404635,71.26441,0.8178678,0.007740334,0.60353285,0.016787993
0.030549288,0.7025336,-0.009601951,0.9424689,8.3190975,89.934456,0.9490246,0.012013671,0.6979224,0.011807474
0.14834559,0.6901084,0.13369954,0.90983677,7.4771647,91.47411,1.5846239,0.021263786,1.0851911,0.031211384
0.36343244,0.7080372,0.0038309097,0.9064207,7.937105,62.119785,1.332861,0.014912678,0.9770927,0.031200962
0.025662959,0.694234,0.15885791,0.7552886,8.3134365,47.997,1.3192456,0.01942939,1.1633577,0.024667913
0.4526192,0.7535873,0.012197375,0.9248171,8.098475,63.323456,1.7716205,0.018498836,0.7376196,0.04410045
0.006679058,0.71690077,0.075133085,0.9619037,7.071677,65.14682,1.3657539,0.014417169,0.7479846,0.07303007
0.081950486,0.70955294,0.02994144,0.9137573,7.7052193,81.65862,0.7810407,0.010624311,0.74028313,0.03755749
0.35953647,0.74820876,-0.014221072,0.9796132,7.7079883,75.09971,0.70800066,0.006183368,0.4449248,0.13406426
-0.0009832382,0.69958895,0.36782265,0.9546132,7.618419,77.04376,1.3185362,0.019796092,1.2868106,0.18090333
0.6686468,0.8957075,0.10885024,0.8162205,8.044492,87.77496,0.8460686,0.0067178006,0.1936078,0.023177415
0.4917416,0.7911142,0.08862615,0.9155945,7.1405773,77.810486,1.4470685,0.012466755,0.5038933,0.22242717
0.014071524,0.69546723,0.07191527,0.95128953,7.303556,83.84567,0.77534926,0.007141864,0.42996812,0.026471296
0.0080292225,0.70799834,0.03897631,0.9632497,8.387882,73.524864,0.39392987,0.0028981897,0.2549986,0.019525137
0.09713715,0.67897713,0.011983871,0.9271195,7.122958,73.44084,0.40588388,0.0013768075,0.18974671,0.026791314
0.12984157,0.71440613,0.03851056,0.72902733,7.3848033,65.12786,1.4296674,0.017860781,1.14022,0.017921738
-0.0032690763,0.6778016,0.18837942,0.9139191,7.3276877,64.29704,1.526374,0.020143898,1.4559143,0.05947841
0.33606303,0.7372843,0.07765281,0.9331379,8.668738,68.653694,0.9909621,0.013600517,0.7625682,0.27040017
0.65628695,0.82814956,0.08831346,0.78375095,8.267666,61.202103,1.6859977,0.020929039,1.3752931,0.044263314
0.25320768,0.7297267,0.091941595,0.90788096,8.469609,82.51642,1.6721799,0.019928325,0.73878086,0.05562015
0.039577246,0.69991165,0.2900915,0.8944558,7.8281384,62.883568,1.4331601,0.013733265,0.61782813,0.046678226
0.01927203,0.702719,0.22995532,0.97385955,7.466777,83.54616,0.7837493,0.01277266,1.1513838,0.012666471
0.59480983,0.8795288,0.113913536,0.9013521,8.362032,62.42316,1.3362522,0.012994274,0.47939438,0.017062
0.06203407,0.7082627,0.05029893,0.976655,8.115511,25.027136,1.1297555,0.012563401,1.340943,0.091895156
0.21459377,0.7256933,0.08348262,0.9885622,7.548832,80.572334,0.4681516,0.01195207,1.3342301,0.030842798
0.5348012,0.7726255,0.028017282,0.9191538,7.697399,39.489765,1.7715758,0.019182447,1.5091242,0.022879696
0.6920324,0.82670385,-0.0048191547,0.96729106,8.163071,91.22609,1.5675209,0.017444767,0.69675666,0.8560725
0.13323712,0.70826113,0.082915306,0.97107756,8.043953,58.311356,0.923267,0.019842682,1.3336372,0.17424902
0.5077271,0.76733315,0.0735414,0.7664726,8.353085,63.184383,2.2075074,0.021214502,0.78556687,0.018283186
0.013412535,0.68464506,0.024881124,0.89040387,7.908788,71.08603,0.39994743,0.004602152,0.37301242,0.023025185
0.30823398,0.7434443,0.07776642,0.87028784,8.616056,30.205523,1.4356818,0.015015243,0.79756683,0.74215776
0.23678958,0.7560972,0.075442076,0.95822775,8.866269,69.763535,1.1976813,0.013676267,0.65844876,0.08392547
-0.026571214,0.69100463,0.42748997,0.95168877,7.656651,60.680466,1.48135,0.02164487,1.6735959,0.27092806
0.050151825,0.71396136,0.15276843,0.93187016,8.042032,50.961292,1.8208671,0.02583376,1.5628308,0.025765654
0.30233896,0.7237693,0.040726542,0.8878521,8.262428,79.265144,1.726659,0.022334997,1.1398679,0.03551491
0.103220224,0.71829283,0.086788416,0.9762013,8.366678,64.66351,0.5522609,0.0044857105,0.3790174,0.071238816
0.03399682,0.7209873,0.009812832,0.94615865,8.147853,56.723843,1.00082,0.007330627,0.36169422,0.1236219
0.23274004,0.7183259,-0.010261416,0.7508075,7.448818,93.26823,1.5904788,0.020368349,1.3216181,0.14212462
0.10757649,0.71750253,-0.007575035,0.88138264,7.7578487,72.48604,1.8383284,0.022614542,1.6524628,0.076772645
0.21867728,0.72111547,0.060230613,0.93731266,6.528475,77.338745,2.0034351,0.02433944,1.5211555,0.04590014
0.161394,0.7169656,0.08765864,0.9812826,8.119731,51.061672,1.0054666,0.015442918,1.1270194,0.1447044
0.031451583,0.69304395,0.005007267,0.95225704,8.325513,52.19507,1.6139581,0.019582793,0.84944236,0.1198424
0.36187106,0.70969355,0.08211553,0.967263,7.6785398,90.99252,1.1766744,0.017495206,1.2026488,0.1301499
0.12519014,0.6940331,0.110218525,0.9199164,8.59602,83.9202,1.0426184,0.013849605,0.67542917,0.021427054
0.042737544,0.6932253,0.09049535,0.8604005,7.217705,87.07453,1.6370612,0.01899325,1.0080363,0.011353501
0.067062914,0.69284475,0.16722943,1.0022821,7.531553,67.88405,1.3145448,0.015556412,0.7585738,0.18310687
0.2919016,0.7388228,0.07493889,0.88551307,8.024116,83.30628,0.48398238,0.0045665205,0.28388622,0.04689628
0.65439236,0.8131503,0.039098263,0.96096337,8.084728,60.33858,1.927385,0.018262912,0.8673129,0.03484175
0.44184205,0.76836574,0.081253886,0.9665448,8.631689,53.698013,1.0995853,0.012719394,0.8194359,0.5316119
0.0792194,0.7145812,0.12264252,0.94417095,8.849629,67.77273,1.5050094,0.024452977,1.5141402,0.0210441
-0.004737854,0.69409657,0.17115909,0.9124001,8.233841,73.08698,0.31074554,0.001907337,0.28924868,0.022907581
0.41621152,0.7451081,0.10294342,0.9775451,8.407279,39.582672,1.3766277,0.014788008,0.9663826,0.113018826
0.15413594,0.72793597,0.11366367,0.95105904,8.207617,52.73436,0.9352617,0.009240001,0.7261932,0.02931948
0.034077287,0.7062463,0.18088216,0.80374295,8.300617,72.63862,1.3730241,0.0250648,1.8246025,0.01894745
0.0181607,0.6986728,0.13852738,0.95658517,8.264259,55.739815,0.73193383,0.0068634897,0.4770062,0.017728642
0.10945964,0.71161425,0.09430814,0.89968246,8.574302,82.96081,1.2724138,0.0144506525,0.7195243,0.010883537
0.057334125,0.6952522,0.083069086,0.83920264,8.566055,67.09766,1.2579203,0.013740575,0.5221611,0.010025371
0.25339413,0.7183479,0.12685382,0.9584036,7.523792,50.438736,1.6195899,0.019436348,1.2729521,0.07531339
-0.037439346,0.7099345,0.060350537,0.7420143,8.445141,41.533268,0.89925146,0.005458547,0.22977774,1.114312
0.7717743,0.8859621,0.10537779,0.92928743,8.464531,83.51848,1.06618,0.012943799,0.7929325,0.3746578
0.33315265,0.72482896,0.00942862,0.8421358,6.9121695,91.726875,1.3764006,0.015306953,0.80974555,0.08684172
0.034497738,0.7017678,0.15342195,0.988145,8.758756,71.04922,1.2828877,0.015333572,0.73290503,0.045431323
0.41400418,0.7530257,0.12354088,0.93376184,7.0859194,65.43005,1.5285742,0.015885534,0.99469924,0.010577517
0.013961494,0.6883051,0.27116567,0.90763736,8.071004,72.70893,1.7533884,0.023573747,1.1678331,0.015824553
0.12416613,0.72213507,0.038722634,0.9297103,7.618066,90.3343,1.3808893,0.016932866,1.1296304,0.014973259
0.08218366,0.7012621,0.05652988,0.95570564,7.476072,66.655,1.0369809,0.013912212,0.9741126,0.057402976
0.19405031,0.7523118,0.1036551,0.9850625,8.625122,48.62749,0.8208508,0.0065783453,0.495146,0.030096877
0.5929272,0.7569314,0.15830913,0.98283285,7.1030445,93.55258,1.6210742,0.017306484,0.7620891,0.048137568
0.16173172,0.6911179,0.02326727,0.94024575,6.092017,66.974144,1.5891535,0.016576186,1.0929804,0.02659288
0.2645545,0.7293637,0.11743963,0.97734106,8.218365,36.397934,1.4216404,0.023803465,1.757578,0.03153206
0.15921724,0.72304857,0.05924797,0.9049076,8.328069,60.788925,0.3806883,0.0029427684,0.34143466,1.1006277
0.053756475,0.73796725,-0.0039325953,0.7154542,7.350165,71.4537,0.7643633,0.008107674,0.5135266,0.94906676
0.19297254,0.7213454,0.06182027,0.957329,7.3361526,82.93661,1.4635627,0.015744064,0.9356114,0.066547945
0.4119956,0.74624693,0.09223354,0.99313015,8.1998205,84.714615,0.9412259,0.010570307,0.66491836,0.020997733
0.2567749,0.73843855,0.1257863,0.8323901,7.9958687,69.49566,1.8975934,0.02157116,1.294859,0.012139141
0.31402206,0.7347169,0.022207022,0.93972385,6.949307,102.65132,1.0106714,0.01167908,0.8408117,1.766635
