case,gt_q_d_n,mu_q_d_n,hit90_q_d_n,gt_q_d,mu_q_d,hit90_q_d,gt_q_s_n,mu_q_s_n,hit90_q_s_n,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_inv_temp,mu_inv_temp,hit90_inv_temp,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time,gt_cost_go_error,mu_cost_go_error,hit90_cost_go_error,gt_cost_go_missing,mu_cost_go_missing,hit90_cost_go_missing
148,0.8175639841103964,0.7176831,1.0,0.8705010687843435,0.86485314,1.0,0.0305385082564521,0.46922028,0.0,0.8255347277731593,0.8154686,1.0,15.026283590881796,14.784391,1.0,31.684351980437537,62.2038,1.0,0.02235736205325202,0.04542618,1.0,0.0006666001777928996,0.0015072948,1.0,1.2389374606518226,1.3357706,1.0,1.1183209849689715,76.98178,1.0
149,0.7529544442882312,0.5398386,1.0,0.6393354275427111,0.73297936,1.0,0.25657768529109126,0.24698652,1.0,0.9767768290443419,0.930334,1.0,10.660251805569722,10.696012,1.0,55.77274880235062,33.313156,1.0,0.32923064831444104,0.7131107,1.0,0.00036587112798148027,0.0011946814,1.0,0.011384103455300713,0.051432423,1.0,0.0706785912668505,0.44573346,1.0
150,0.043606487214352896,0.18403064,1.0,0.9559132638781631,0.90280783,1.0,0.6756794196136787,0.5969994,1.0,0.8117240535110611,0.7173595,1.0,12.207415372623464,12.217484,1.0,70.56790439084656,42.207508,1.0,0.09006310623964835,0.5906689,1.0,0.0007267371778979127,0.010603811,1.0,0.07096863620732285,0.3856316,1.0,0.013633744435939713,0.4101097,0.0
151,0.07368344465103771,0.5668121,1.0,0.7060477846329063,0.6959095,1.0,0.20886615413644682,0.510946,1.0,0.5774228823576624,0.7290941,1.0,12.37336318088429,12.366646,1.0,62.969820192386884,64.25514,1.0,0.032291254672615656,0.22384547,1.0,0.03222054038653513,0.03199583,1.0,0.01066441676437827,0.10853197,0.0,0.8586246289639898,0.39138258,1.0
152,0.13224051631837452,0.57535046,1.0,0.7010308225986228,0.69851553,1.0,0.9661715387687105,0.5259254,0.0,0.9230281719917122,0.7429175,1.0,12.59050160674097,12.579499,1.0,38.936285803396764,31.505323,1.0,0.05267637806114057,0.3273383,1.0,0.019271078847089916,0.015829755,1.0,0.07498939363828479,0.10162186,1.0,0.6784507960563358,0.40380612,1.0
153,0.42743405983618976,0.30334175,1.0,0.6675642099841937,0.6814176,1.0,0.7214825640060508,0.53590053,1.0,0.7195647608657976,0.69476247,1.0,12.041159176776242,12.080376,1.0,66.41683068343286,30.870329,1.0,0.04138314607974165,0.08246277,1.0,0.0007656040376483595,0.0012017629,1.0,0.23252501277271934,0.5371176,1.0,1.041381258211864,0.5254087,1.0
154,0.5694897409206644,0.62018853,1.0,0.5862493195913283,0.6586532,1.0,0.7822179481124524,0.5150488,1.0,0.5260356455684145,0.7334524,1.0,12.809786576703328,12.794941,1.0,82.7064209600916,36.43519,0.0,0.02878626351638869,0.22839843,1.0,0.012314415766198199,0.026560184,1.0,0.01924306145703638,0.119123295,1.0,0.053761025049060225,0.40918696,1.0
155,0.458083185954408,0.6124047,1.0,0.5637712242523703,0.6881127,1.0,0.6261402972314017,0.58100885,1.0,0.9083821945590225,0.8458836,1.0,9.012682785807485,9.031133,1.0,45.74020655352018,52.767956,1.0,0.8629369457075621,0.885561,1.0,0.00934435591527258,0.006733928,1.0,0.23716111538586065,0.08121177,1.0,0.4023602139432447,0.4175588,1.0
156,0.6602377393797045,0.5312241,1.0,0.5284373745563042,0.5310994,1.0,0.012199282632470387,0.43635687,0.0,0.7598698313063739,0.85405165,1.0,6.35020357492713,6.692558,1.0,58.89298766553371,51.794052,1.0,0.015690285017153846,0.039509214,1.0,0.002630191376635868,0.001979966,1.0,1.7941183431871548,1.4660561,1.0,0.01324305448027803,0.059912123,1.0
157,0.7125353728703762,0.58183885,1.0,0.5073334571391493,0.6669906,0.0,0.7707711747830706,0.5135858,1.0,0.6450288247888103,0.73009545,1.0,15.926090759764254,15.926425,1.0,23.22255103789694,28.742643,1.0,0.03999669207144997,0.15688722,1.0,0.010868352175239073,0.018641243,1.0,0.28748369273093655,0.12847689,1.0,0.07255660080733389,0.42428166,1.0
158,0.5148583365493681,0.45792884,1.0,0.8836072464850635,0.87458193,1.0,0.4485301782832445,0.4643109,1.0,0.944516924961546,0.9640123,1.0,14.70970111091652,14.597339,1.0,11.72221105555279,46.204407,0.0,1.184297533449767,0.7392626,1.0,0.0007311705111306304,0.0022965365,1.0,1.1627070950681964,0.34295747,0.0,0.375947233892973,0.4395557,1.0
159,0.7692452451992793,0.4143292,1.0,0.6071341767132863,0.60860145,1.0,0.42124694340770796,0.5148767,1.0,0.9447108360824689,0.90481997,1.0,11.542489211971425,10.652325,1.0,41.67369642671073,75.75054,0.0,1.6614543260414851,1.3271047,1.0,0.00014116076286342064,0.00061047066,1.0,0.6906246476693624,0.44723997,1.0,1.850150247447191,0.8392553,0.0
160,0.37540911546370603,0.56517965,1.0,0.7594289660155726,0.69816846,1.0,0.2723345006003992,0.51481164,1.0,0.93831661882008,0.72896266,1.0,13.16445456345911,13.159103,1.0,19.591861274573034,38.752357,1.0,0.08446761247983238,0.12562574,1.0,0.0380948673724044,0.026134009,1.0,0.04736301353053833,0.1461083,1.0,0.9573840520821444,0.39611018,1.0
161,0.5399368798579323,0.5952429,1.0,0.857221286919671,0.8918852,1.0,0.007861879262117788,0.47141755,0.0,0.8290997917118437,0.7576212,1.0,7.590098818962183,7.520387,1.0,87.23661642307718,43.656776,0.0,0.019775336207229755,0.08371245,1.0,0.0002841157958049437,0.0016350036,1.0,0.27638481818375826,1.0946513,0.0,0.7235549705913614,0.3893679,1.0
162,0.37399767776855075,0.45525727,1.0,0.821131001393044,0.76940715,1.0,0.6138569167106932,0.57811415,1.0,0.9385633122642782,0.69673574,1.0,7.978328970153541,7.9978437,1.0,14.704664789205305,35.93077,1.0,0.014881364274769658,0.3336746,0.0,0.004920005819068442,0.0048544775,1.0,0.12372049396002795,0.1488235,1.0,1.9757814556202815,219531.48,0.0
163,0.52881605568103,0.2939685,0.0,0.9901367969630863,0.979435,1.0,0.6390535669848051,0.51880276,1.0,0.699578712101997,0.7457236,1.0,13.309129664942738,13.321679,1.0,47.45771097477512,62.138,1.0,0.19449142725901875,0.17015725,1.0,0.027077462096634062,0.009235479,1.0,1.7676814636648164,0.71758306,0.0,0.055624406829232476,0.39627257,1.0
164,0.5305810220196985,0.4350314,1.0,0.8617031869635934,0.82357115,1.0,0.4820210815547634,0.58019704,1.0,0.9980904300497467,0.6874216,0.0,6.185074980488507,6.1993933,1.0,54.92968868728665,36.919773,1.0,0.03270553666586554,0.24400152,1.0,0.00032671096166315375,0.0036107248,1.0,0.04864707530805129,0.17357257,1.0,0.05815015560448009,130489.67,1.0
165,0.18117484629559855,0.63172835,1.0,0.8337150022817719,0.6478352,1.0,0.8427384348145727,0.50319886,1.0,0.7357889830659354,0.73870605,1.0,10.367589922486447,10.36636,1.0,38.698639731450214,46.765285,1.0,0.05930353887706603,0.16692087,1.0,0.01522507422444402,0.025655163,1.0,0.012026821735486179,0.1500607,1.0,0.17770147953804932,0.39748958,1.0
166,0.7500291016829636,0.5551165,1.0,0.7390717551291497,0.7565988,1.0,0.07960997634728562,0.12262252,1.0,0.7785091777529018,0.78951865,1.0,9.29502607635704,9.285782,1.0,19.928407924910505,34.88039,1.0,0.9198389130179542,0.8243975,1.0,0.0006168277589628153,0.0009837905,1.0,0.07311452352025904,0.056497127,1.0,0.0897066326408104,0.44181302,1.0
167,0.5896210829390741,0.4295065,0.0,0.9525940193705247,0.9314499,1.0,0.00711985586196906,0.42289087,0.0,0.7345338928053515,0.83409923,1.0,8.273643662519628,8.292492,1.0,65.67253348516445,59.24068,1.0,0.01796405613176387,0.05747207,1.0,0.002033170409916241,0.0049631903,1.0,0.5560625442996371,1.1576334,1.0,0.0868627265339613,0.40673852,1.0
168,0.14468761521169016,0.1521145,1.0,0.5947551595274398,0.5941112,1.0,0.07682624629972579,0.63105017,0.0,0.5221663442747599,0.6507325,1.0,4.014579510568327,4.137384,1.0,65.54847959619599,72.19269,1.0,0.5982269983493871,0.13114661,0.0,0.002355687757757984,0.0014667044,1.0,1.0458133969153143,1.1927334,1.0,0.7353731302964991,1.093645,1.0
169,0.04651883422001124,0.28625003,1.0,0.7612658758604502,0.8680813,0.0,0.9674265373921063,0.056989554,0.0,0.5288738647863109,0.73600924,0.0,11.32953545069951,11.842552,1.0,49.03024688058778,48.61836,1.0,1.9681464817698986,0.8847497,0.0,0.010081815999051807,0.0033160357,0.0,1.3859608879825087,0.66776717,1.0,0.03461540805826194,0.13461354,1.0
170,0.04024732179506285,0.62221414,0.0,0.6807651310660625,0.6428808,1.0,0.9330881625908242,0.5389127,1.0,0.5151616008407794,0.7300337,0.0,9.737792695076964,9.731346,1.0,37.88920630823606,40.08004,1.0,1.0979323439319408,0.3808656,1.0,0.01726256164310374,0.025936084,1.0,0.04730704987611313,0.103642896,1.0,0.48429026829535093,0.4001454,1.0
171,0.7461977204888866,0.45385736,1.0,0.7711965719905145,0.7594876,1.0,0.8964418127201158,0.50848335,1.0,0.7355025648668516,0.73376364,1.0,10.487479116003865,10.479638,1.0,77.92295633833108,30.741673,0.0,0.04704350965129655,0.10165175,1.0,0.0008491892523808108,0.0032120831,1.0,0.032767774202101654,0.10280546,1.0,0.8500698539445668,0.38878265,1.0
172,0.6377141629029777,0.57398874,1.0,0.562233240895694,0.67720705,1.0,0.5225972065964533,0.5035554,1.0,0.5333254675076995,0.7224656,1.0,10.772709250600723,10.764497,1.0,19.17305149547028,27.141981,1.0,0.405169013928852,0.06258248,0.0,0.014568141171915534,0.0035716495,0.0,0.8125251727691314,0.079906054,0.0,0.6684244478713656,0.41345266,1.0
173,0.1958561004960162,0.35461083,1.0,0.653873876771059,0.7273326,0.0,0.6651395459920766,0.4964828,1.0,0.8470438259472879,0.7832319,1.0,13.520439534838099,13.503577,1.0,30.20703890240497,29.063961,1.0,0.0827861290657853,0.095186725,1.0,0.00465500130400766,0.002737048,1.0,0.5630377489096551,0.52076954,1.0,0.9100724327846758,0.36164036,1.0
174,0.53802668846839,0.34866446,1.0,0.9499799477380059,0.8493777,1.0,0.8626732368104894,0.4983418,1.0,0.6476250780658075,0.7310211,1.0,12.991578924547323,12.997932,1.0,23.907426347034644,32.2816,1.0,0.09837058963092345,0.07850665,1.0,0.0021111069656029524,0.0054075755,1.0,0.07400143951622286,0.11853515,1.0,0.23623948419449586,0.39854902,1.0
175,0.5354197327062682,0.603455,1.0,0.8098614888918556,0.83401465,1.0,0.08888797607917542,0.17673379,1.0,0.755419103399099,0.85820615,1.0,13.027795841574205,11.445566,0.0,88.54053840268442,63.572327,1.0,0.13935755771220157,0.48141006,0.0,0.00037147110468348303,0.00078143313,1.0,1.0826445940462592,1.483287,1.0,0.01646724546888764,0.71830195,0.0
176,0.47016220119009666,0.59557444,1.0,0.7071187770006335,0.7003966,1.0,0.9590931712451055,0.5403268,1.0,0.5004445481352697,0.71484023,0.0,15.918679463417025,15.939978,1.0,31.604115156609378,28.427425,1.0,0.11024969716679513,0.16462585,1.0,0.0007720619423213103,0.0014380994,1.0,0.08866848885999361,0.16953239,1.0,0.11062147864569044,0.3994882,1.0
177,0.3807841219875905,0.42210987,1.0,0.6560991598273251,0.66905504,1.0,0.8421376117903525,0.5560573,1.0,0.7849696641065236,0.6896539,1.0,4.156205720726176,4.0875835,1.0,19.578533184355685,41.066345,1.0,0.0110681219585147,0.10780486,0.0,0.00012533403817650317,0.00075634086,1.0,1.6619166577802291,1.1207265,1.0,0.18600825300722448,0.0800531,1.0
178,0.6093813235196391,0.46276137,1.0,0.7200176208758213,0.7819828,1.0,0.9425113628736751,0.502077,1.0,0.7867376643073445,0.73615444,1.0,8.242663571889599,8.248918,1.0,50.34563643420553,31.14998,1.0,0.014669024078967,0.09109008,1.0,0.004152019162396797,0.0035871605,1.0,0.07784627725432995,0.07063603,1.0,0.06718598276690946,0.39453295,1.0
179,0.5099132186951228,0.5508748,1.0,0.5194975661066001,0.68707055,0.0,0.7298303267628288,0.5120744,1.0,0.5164947487455047,0.73738116,0.0,9.328659395940718,9.325395,1.0,40.53583272999695,31.169601,1.0,0.1459078966325771,0.09631365,1.0,0.00011657861711350401,0.0038030485,1.0,0.2929265639369037,0.31677005,1.0,0.1977724593872202,0.43152615,1.0
180,0.9116552628316361,0.6567602,1.0,0.5612158071451336,0.61534095,1.0,0.4890271094701236,0.4914331,1.0,0.6075810262323147,0.7275916,1.0,7.282600033982142,7.293841,1.0,33.18028894198171,43.564926,1.0,0.079028846208311,0.24705942,1.0,0.04427423645296844,0.028203588,1.0,0.5756096106378128,0.12511353,0.0,0.022111923164863354,0.42236555,1.0
181,0.9298578361127185,0.89598423,1.0,0.6334077437463106,0.689699,1.0,0.593945835421352,0.547063,1.0,0.5952313316245152,0.7289646,1.0,6.05014822118873,6.0618734,1.0,79.2178692759895,35.494144,1.0,0.027784588700033728,0.15115514,1.0,0.00019599017741435426,0.00085475715,1.0,0.24408573572920847,0.61959606,1.0,1.3281962427385041,0.5728636,1.0
182,0.9586682711947738,0.5931925,1.0,0.9676746179843267,0.68145156,0.0,0.6806988701425677,0.5118773,1.0,0.885066259840581,0.722632,1.0,8.282934854881919,8.283004,1.0,13.905564519761949,28.301031,1.0,0.014939624045988085,0.08344891,1.0,0.002081939987001346,0.0044679367,1.0,0.011231219246499264,0.07770832,1.0,0.6461970320922797,0.42311585,1.0
183,0.7325663332178344,0.46485662,1.0,0.7690122915050399,0.6662092,1.0,0.18806504174822858,0.5135042,1.0,0.8552447739142137,0.7280643,1.0,7.112883810973635,7.126743,1.0,30.8095880749702,34.917873,1.0,0.036878505092327964,0.07995062,1.0,0.00011758595587634531,0.0036312614,0.0,0.11411704273178469,0.41320732,1.0,0.4612679488263602,0.49632946,1.0
184,0.34736298892455797,0.48365742,1.0,0.9357593700936484,0.9373495,1.0,0.24214674644605017,0.40390772,1.0,0.9796492375098268,0.8336804,1.0,7.100485637478921,7.109789,1.0,15.710218377731383,56.33497,1.0,0.010160474205573571,0.061349582,0.0,0.000248905234586731,0.005070275,1.0,1.8625293160338077,1.1341821,1.0,0.3421106195299008,0.35032085,1.0
185,0.7299137737273621,0.40770823,1.0,0.8345346417452517,0.8274828,1.0,0.004806945500286042,0.5096085,0.0,0.9809163433676342,0.7389093,0.0,6.077610619045332,6.0904045,1.0,18.119051434015756,35.00946,1.0,0.17500708361905928,0.12747185,1.0,0.021693970268025067,0.01200613,1.0,0.27332477045044395,0.094042405,1.0,0.022204116313970675,0.42979467,1.0
186,0.1022174662359513,0.5813524,1.0,0.6372430700574123,0.6915068,1.0,0.23278391616880922,0.50861835,1.0,0.5347197127722556,0.7254091,1.0,7.862214242370257,7.8704143,1.0,27.439813996621115,33.36741,1.0,0.1415873694862685,0.24202868,1.0,0.023292274617807838,0.021957668,1.0,0.04191080856469443,0.10175038,1.0,0.1680568217141487,0.37685767,1.0
187,0.5873609226766917,0.5722335,1.0,0.9705765861467988,0.9155517,1.0,0.8766490099599278,0.8321389,1.0,0.9957128907058309,0.9712011,1.0,5.4266624195487685,5.663999,1.0,15.32046586390151,42.267776,1.0,1.2294803113772725,0.667411,1.0,0.000497125759438489,0.0009550591,1.0,1.8434774327788757,0.7378251,0.0,1.8303227368961417,0.34019208,0.0
188,0.41919943424909056,0.51035935,1.0,0.6123118815548816,0.69047594,1.0,0.6754674335456357,0.55535305,1.0,0.5734362882336761,0.68651277,1.0,10.79064199846814,10.801469,1.0,67.65537589566704,29.535488,1.0,0.055330762564347116,0.199942,1.0,0.00028607034040408267,0.0010347258,1.0,0.07304448688977448,0.19723056,1.0,0.042899962245478124,0.38327459,1.0
189,0.6708553094321372,0.70279783,1.0,0.8337089033976784,0.69811016,1.0,0.9425525986355603,0.7691753,0.0,0.6302906679705996,0.8049663,1.0,4.128362613814987,4.0275455,1.0,63.79337772695091,64.82799,1.0,1.0808748681955909,1.139919,1.0,0.0007281967190138777,0.0013132538,1.0,0.04105442955415589,0.6563108,0.0,0.015792254801165383,0.0753712,1.0
190,0.30742556506227225,0.19536695,1.0,0.941099664150829,0.9180015,1.0,0.6750071497480105,0.55066127,1.0,0.6167543059939091,0.7275042,1.0,14.575960245637134,14.567918,1.0,12.451323328212439,40.053326,0.0,0.062365282232474374,0.32984197,1.0,0.030784431290098984,0.012023052,1.0,0.5281823267234567,0.23453817,1.0,0.5500011583910522,0.39206943,1.0
191,0.7951493097728236,0.5935642,1.0,0.8298583252418914,0.6359904,1.0,0.4262152532764334,0.5356316,1.0,0.7121143083509822,0.7253682,1.0,10.798213729557363,10.783742,1.0,19.71742877647324,27.730682,1.0,0.04875762921392361,0.106480956,1.0,0.0041930676352215455,0.004134425,1.0,0.012771203030152679,0.07014917,1.0,0.010958123088902094,0.42108363,0.0
192,0.8127184927472747,0.5872537,1.0,0.9588002309098587,0.6461651,0.0,0.7493030706502491,0.5310391,1.0,0.9868532981198441,0.7813447,0.0,9.787163948447684,9.776798,1.0,10.972890902963869,27.731283,1.0,0.31021002348039506,0.15679315,1.0,0.001979724751075213,0.0011158173,1.0,0.02757223756119044,0.08932664,1.0,0.35132925311121466,0.43587598,1.0
193,0.6780605105407497,0.5952918,1.0,0.8916819623447862,0.8630727,1.0,0.9583199030129914,0.46866208,0.0,0.5149891323220093,0.75835586,1.0,8.885236758422867,8.84581,1.0,75.0216265905084,60.167896,1.0,0.08065165225194944,0.079909086,1.0,0.000765611296549256,0.0011500452,1.0,0.6727552763337141,1.1903865,1.0,0.016235644630903014,0.48038512,1.0
194,0.09243250109738754,0.30977172,1.0,0.8611771756223606,0.8610714,1.0,0.14487715577261395,0.49894866,1.0,0.7973200859470755,0.7332215,1.0,5.4227063627123275,5.4373336,1.0,22.53855839445264,79.190765,1.0,0.021817403432326615,0.105761185,1.0,0.0003364780267325212,0.008110301,0.0,0.055682301402736674,0.12190335,1.0,0.7963153420275821,0.38035128,1.0
195,0.20465433284128665,0.5703562,1.0,0.5551982393183397,0.66245896,1.0,0.10052863824628488,0.5512066,1.0,0.5089851973051509,0.7202712,0.0,9.751186240243813,9.743941,1.0,25.292501589614496,27.638845,1.0,0.07760780373479781,0.09236615,1.0,0.00012164069175274274,0.0020651922,0.0,0.04292518474601644,0.08088568,1.0,0.06182742489297882,0.40412623,1.0
196,0.165398769122722,0.6218861,1.0,0.6985814046626146,0.65423393,1.0,0.7877071187740209,0.51636875,1.0,0.879628410037957,0.7318772,1.0,11.489076911069205,11.473107,1.0,22.476239939210554,45.457268,1.0,0.010634790993900623,0.3230037,0.0,0.036729102160896795,0.024464672,1.0,0.02736440183229079,0.10033584,1.0,1.0812479819857528,0.4372495,1.0
197,0.6210231034678095,0.40038097,1.0,0.8085543487815705,0.8135507,1.0,0.6638985777514935,0.52508765,1.0,0.613272905494257,0.7375131,1.0,8.604121642953917,8.607673,1.0,26.60852335495072,38.151173,1.0,1.4613488848023641,1.1807649,0.0,0.017695005971785742,0.013154652,1.0,0.16763575904742964,0.11751319,1.0,0.08954211032890953,0.39364746,1.0
198,0.05891899063031725,0.24756818,1.0,0.8347645560564467,0.91127646,1.0,0.9672148865254119,0.48839492,0.0,0.9814255002489042,0.72992784,0.0,14.89804984930774,14.898767,1.0,18.865322333400094,35.516747,1.0,0.018172339403057566,0.091481276,1.0,0.014652785317444485,0.011491349,1.0,0.24748076356396584,0.2056801,1.0,0.3915097729456881,0.3729622,1.0
199,0.4981588998980041,0.41312262,1.0,0.8302518131953156,0.81381667,1.0,0.7520615147077558,0.54220235,1.0,0.519393452111488,0.7243832,1.0,9.049372970702212,9.055527,1.0,77.15635135607829,34.0734,1.0,0.035306970763870446,0.17209895,1.0,0.0007189514101387047,0.0039883694,1.0,0.01979107228436713,0.110271,1.0,0.9781683151855639,0.38246846,1.0
