model_name,n_subjects,total_distance,dis_perc_gs,dis_perc_ge,dis_perc_gm,dis_perc_ss,dis_ws_rt_gs,dis_ws_rt_ge,dis_ws_rt_se,dis_ks_rt_gs,dis_ks_rt_se,dis_ssd_mean
10_Param,5345,4.098307254453513,0.051446598368831656,0.0176756491942868,0.04230924239021222,0.029442906372160144,0.05159551906700104,0.16623403007715648,0.11115307297004211,0.1687599973751725,0.3128903067114268,3.146799931927223
