case,gt_q_d_n,mu_q_d_n,hit90_q_d_n,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_inv_temp,mu_inv_temp,hit90_inv_temp,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time,gt_cost_go_error,mu_cost_go_error,hit90_cost_go_error
25,0.3463080693704861,0.3638168,1.0,0.6782897634081864,0.6988357,1.0,0.5459731488037329,0.6346536,1.0,22.201141049635332,30.938614,1.0,0.3011018326533659,0.15788315,1.0,0.002187599494386648,0.0011381523,1.0,0.546906843129868,0.6184792,1.0
26,0.6883558573207688,0.7733598,1.0,0.5976989549211045,0.6793791,1.0,0.6830639138105703,0.7284726,1.0,89.9435713520216,30.56282,0.0,0.022038400382755365,0.07816197,1.0,0.00037127609985709533,0.0020035193,1.0,0.16732698556406012,0.6585483,1.0
27,0.8184537265086571,0.45795584,1.0,0.8129916061131622,0.75031495,1.0,0.7048543264609747,0.7622202,1.0,88.25631177081547,71.09803,1.0,1.7076181651602935,1.0644038,1.0,0.03982121432561896,13.915734,1.0,0.541581445345154,0.101473175,0.0
28,0.3495747416683087,0.4581615,1.0,0.9014348577189668,0.9138436,1.0,0.7683552217640273,0.72538036,0.0,37.83498788579873,37.522842,1.0,0.6510416627901521,0.97336805,1.0,0.00035519386137804963,0.0013325772,1.0,0.45961556189538366,0.89543325,1.0
29,0.5136397098457504,0.48380262,1.0,0.7580837164746336,0.7964874,1.0,0.7355186574727544,0.7301599,1.0,52.364652378684,38.909542,1.0,0.5564687967267129,1.0378468,1.0,0.00019071691775945717,0.0008046137,1.0,0.01826907717089793,0.04558297,1.0
30,0.8838792624744454,0.91390675,1.0,0.7948625348471705,0.8240621,1.0,0.5384017840977211,0.6447495,1.0,97.87644312732267,64.613144,0.0,0.0263445680250912,0.04087086,1.0,0.0002334421629625045,0.000913323,1.0,0.7270014743056519,1.4226664,0.0
31,0.9934591243865326,0.5653613,0.0,0.8016499002368929,0.6521057,1.0,0.767761812628412,0.79938096,1.0,23.412975873018343,36.590828,1.0,1.5114088697720023,1.0744824,1.0,0.00392258665655567,0.0021620567,1.0,0.024972855156145918,0.0385851,1.0
32,0.7529302957270181,0.60645753,1.0,0.8358117571215242,0.76228225,1.0,0.7754977301932504,0.86207986,1.0,15.921813767747386,31.386368,1.0,0.07100665907023099,0.06249988,1.0,0.006223163571187228,0.0037005397,1.0,1.4630540443304758,0.9094462,1.0
33,0.4966843551231147,0.5240988,1.0,0.9278878853188959,0.9477068,1.0,0.8518472213918162,0.812006,1.0,23.96960226383889,36.16689,1.0,0.03739478217570507,0.064298004,1.0,0.0017845604147595986,0.008327489,1.0,0.5252792978578605,1.0073063,1.0
34,0.38645147795127,0.50516593,1.0,0.7778458929218816,0.87317127,1.0,0.7454912844715362,0.72977877,1.0,42.96338381782392,384.80734,1.0,0.11996815268400039,0.34450042,1.0,0.0002606441311831212,0.0012732261,1.0,0.08962990758466678,0.13452923,1.0
35,0.881944486655327,0.8948592,1.0,0.9638570402869804,0.9640942,1.0,0.969523127170895,0.7671476,1.0,68.80264617138228,55.809376,1.0,0.011744315228442888,0.0860804,1.0,0.0025915453152648813,0.009666694,1.0,1.2572899525281112,1.4223,1.0
36,0.6960316681146842,0.52446663,1.0,0.8339189188386872,0.72999084,1.0,0.619135007139664,0.7618132,1.0,19.944782517325653,116.26016,1.0,0.13135337319036747,0.124346025,1.0,0.00011207537250117215,0.0014035773,0.0,0.018934769115274464,0.12802975,1.0
37,0.281557102244664,0.56104934,1.0,0.6582341305810309,0.7164807,1.0,0.6095140805656739,0.73234206,1.0,10.046573759447156,26.17521,0.0,0.05589405921418329,0.098219834,1.0,0.00916851033133949,0.015094471,1.0,0.017500666483998516,0.12420822,1.0
38,0.726556551806704,0.5354206,1.0,0.9287908587535258,0.7073151,1.0,0.9108417622395203,0.72089285,1.0,15.248103873330724,28.434126,1.0,0.13276814177674254,0.09556157,1.0,0.00011818704305055808,0.0036786797,0.0,0.06252005494577074,0.31451386,1.0
39,0.9033354941853418,0.60619515,1.0,0.6320930392198969,0.6292764,1.0,0.569300014150075,0.7343232,1.0,53.75235530152025,24.549835,1.0,0.012653792841208938,0.092932194,1.0,0.000840318663816777,0.010002323,0.0,0.011176296019872594,0.14597183,1.0
40,0.3728447273213702,0.38565773,1.0,0.9070101642638717,0.9166962,1.0,0.6817773562278737,0.67781764,1.0,46.613017060077645,59.917145,1.0,0.9859549056852888,1.0191895,1.0,0.0006497489928713822,0.0010866092,1.0,1.501755949148972,1.1420742,1.0
41,0.524251673387671,0.55141646,1.0,0.607942729989561,0.725837,1.0,0.8443037123266226,0.7583263,1.0,57.82733518488322,30.288616,1.0,0.024997662216184487,0.078628615,1.0,0.003136995058406787,0.0057325372,1.0,0.240621955211132,0.34961304,1.0
42,0.34400403317238704,0.24028733,1.0,0.9703724319138376,0.92416894,1.0,0.5626722510079687,0.7791956,1.0,15.615427084884242,32.749874,1.0,0.08816195580922914,0.098776355,1.0,0.0010316511234151962,0.0058833417,1.0,0.3228490123825983,0.2661006,1.0
43,0.6318981182787792,0.76497483,1.0,0.7542244466339738,0.8648733,1.0,0.8167441798541157,0.7616688,0.0,47.70811240298623,67.73875,1.0,1.2843711550527064,1.33906,1.0,0.003216985605326954,0.0046524634,1.0,0.5002082128071441,0.47508287,1.0
44,0.8023168953632432,0.47093776,1.0,0.5987019879526059,0.77745974,1.0,0.5396979627965411,0.7342044,1.0,88.0458856187316,42.888515,0.0,0.3519690975065817,0.15197802,1.0,0.015337595993290465,0.030261748,1.0,0.2722444197738416,0.11793861,1.0
45,0.8755174048753117,0.6646731,1.0,0.5845070396826133,0.6260255,1.0,0.7107017969915108,0.7701243,1.0,23.80628081854735,45.249405,1.0,0.04873139711621694,0.07710103,1.0,0.0227404198243164,0.027444469,1.0,0.06911267850943703,0.59742516,1.0
46,0.07531875591592652,0.37736258,1.0,0.792758669750335,0.84131724,1.0,0.8144757284956319,0.7356085,1.0,18.230874527847252,31.82802,1.0,0.022625289078068267,0.076665804,1.0,0.00038671897464457954,0.0052825822,1.0,0.13302488402053222,0.18550554,1.0
47,0.969680955037998,0.9465939,1.0,0.8960136517043166,0.7939494,1.0,0.5060488320141822,0.7075878,0.0,25.60997703685039,31.083267,1.0,0.09103305775241316,0.12701367,1.0,0.00010742178106675844,0.0028286513,0.0,0.20526711389361582,0.71950454,1.0
48,0.613289414903729,0.5246912,1.0,0.9406346299374998,0.8814822,1.0,0.5756330845933959,0.73740715,1.0,21.33017521257106,38.865444,1.0,0.34152612716333247,0.17078318,1.0,0.011771520602313774,0.015300856,1.0,0.3616429022587808,0.41167098,1.0
49,0.6716672856736274,0.59034777,1.0,0.5476366089950597,0.6429404,1.0,0.615112315945243,0.7250004,1.0,23.575745663063252,24.954624,1.0,0.014250984905846299,0.15348384,1.0,0.002036206428576774,0.005026717,1.0,0.06678283164615362,0.09098687,1.0
50,0.6075910468365501,0.5466534,1.0,0.7452762201222523,0.716048,1.0,0.5330723851593335,0.746147,1.0,32.50884901406184,31.516937,1.0,0.013520832362244184,0.082773834,1.0,0.0056152812336866705,0.009430799,1.0,0.15208430677116716,0.4607782,1.0
51,0.05630004096365504,0.5632702,1.0,0.5381770647944177,0.6795207,1.0,0.5329524995641315,0.5507405,1.0,42.373594747837124,33.972233,1.0,0.6042912168429762,0.87444335,1.0,0.0014656376238993802,0.0021814804,1.0,0.054001092321631756,0.0919868,1.0
52,0.7629217216127079,0.4812536,1.0,0.7935990280333644,0.73903644,1.0,0.9060851929739031,0.74144065,1.0,31.367077402564732,24.812887,1.0,0.02714117863939295,0.09469031,1.0,0.00702935832262606,0.009077209,1.0,0.019577499036161003,0.09401283,1.0
53,0.28531372872067917,0.32436046,1.0,0.8688232136126113,0.90090096,1.0,0.8498385112446074,0.88659453,1.0,56.11286075306578,35.007885,1.0,0.07979336887729659,0.20814377,1.0,0.00011549251030685358,0.00072595314,1.0,0.031451173227715186,0.10896352,1.0
54,0.7656984210974285,0.5921057,1.0,0.6227608926543744,0.66980463,1.0,0.5776843573638012,0.7385607,1.0,55.95293182451881,53.202217,1.0,0.04595398321908644,0.16316727,1.0,0.02544645319569331,0.033599433,1.0,0.01390204977533713,0.1396022,1.0
55,0.2698445085342299,0.5630526,1.0,0.555091406237327,0.66361254,1.0,0.7440569100488528,0.7563575,1.0,13.468231785409268,31.041279,1.0,0.8202512846150748,0.66721034,1.0,0.00966160924873861,0.00692377,1.0,0.4131743481614163,0.07347439,0.0
56,0.35015905451322704,0.41473177,1.0,0.7732393002010753,0.7809923,1.0,0.5173402520187091,0.7424778,0.0,96.62892328742166,81.3223,1.0,0.012845154652614824,0.5840358,0.0,0.045755156585804195,0.047209848,1.0,0.016788406257303542,0.07056401,1.0
