case,gt_q_d_n,mu_q_d_n,hit90_q_d_n,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_inv_temp,mu_inv_temp,hit90_inv_temp,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time,gt_cost_go_error,mu_cost_go_error,hit90_cost_go_error
94,0.3093669159284157,0.10354863,0.0,0.836419084927134,0.8088168,1.0,0.7319200041951683,0.61420155,1.0,36.1632406725231,33.840633,1.0,0.19736497762827707,0.19286667,1.0,0.002508812079147091,0.0038676576,1.0,0.3818284717992435,0.7104544,1.0
95,0.8811940036986309,0.6121723,1.0,0.5591315732278537,0.651285,1.0,0.8056944457786397,0.7341302,1.0,50.26084893094568,23.906712,1.0,0.04639034835919087,0.10869576,1.0,0.016306185604168175,0.011364809,1.0,0.8120583497678838,0.1304858,0.0
96,0.42166089696027864,0.5249565,1.0,0.5287962254180396,0.70280063,1.0,0.910064726673935,0.7346897,1.0,14.244608761046333,25.31456,1.0,0.017422727910890976,0.06950119,1.0,0.010944139128940388,0.003832937,1.0,0.4392577468057243,0.1366698,1.0
97,0.26381325212959694,0.13839227,1.0,0.9088591788830862,0.9120934,1.0,0.6028776836821144,0.69870555,1.0,13.289840275249437,36.787548,1.0,0.0391943256578559,0.1384017,1.0,0.03256987657119368,0.004570468,0.0,1.0592721783773975,0.32118875,0.0
98,0.41063871900821725,0.634898,1.0,0.5504389671230068,0.65488464,1.0,0.6694481723641938,0.716657,1.0,14.845819975079978,31.862047,1.0,0.022917139741774038,0.06833119,1.0,0.0008627874974122265,0.0039780256,1.0,0.9950513642161647,0.7570704,1.0
99,0.7970431788313473,0.8267113,1.0,0.9263820172401406,0.9528718,1.0,0.8229469215176,0.6470601,1.0,78.39859298156036,44.937508,1.0,0.0243084172472582,0.105779506,1.0,0.00039587560396196146,0.0012353227,1.0,0.48562672131540546,1.177377,1.0
100,0.7850769250317431,0.4171849,1.0,0.8759446906237389,0.83033293,1.0,0.7612033571406964,0.78502905,1.0,44.17704720671188,37.622078,1.0,0.22589045438059607,0.55924696,1.0,0.000568980479983303,0.001991828,1.0,0.043361524325314725,0.0647703,1.0
101,0.21668724828599606,0.22145806,1.0,0.9200761257020381,0.95422256,1.0,0.9208517691615139,0.9229811,1.0,14.576107934731347,34.28452,1.0,0.21730163878757616,0.078611456,1.0,0.02213780852355486,0.010087915,1.0,0.9585517616733779,0.6431792,1.0
102,0.6668684984773108,0.5829226,1.0,0.5514754597314366,0.66487354,1.0,0.6999337838277411,0.73207945,1.0,11.37642701758922,23.95047,1.0,0.010462928048577572,0.0686345,0.0,0.00036547751514072127,0.0043272944,1.0,0.06905322287571326,0.15312825,1.0
103,0.7885063822407905,0.64283264,1.0,0.67077457761749,0.6627803,1.0,0.5739674384238762,0.74464566,1.0,40.30128328440742,30.325996,1.0,0.08680043447262477,0.07058202,1.0,0.00021687831496132456,0.0023771073,1.0,0.1220120823363371,0.5332715,1.0
104,0.5873477325552067,0.4983789,1.0,0.9017299549725826,0.71832407,1.0,0.7733681609099883,0.73550916,1.0,15.382920578393373,23.753004,1.0,0.016701772683664944,0.061529253,1.0,0.0003438396644997249,0.0025596085,1.0,0.042495541204174085,0.12327357,1.0
105,0.625242545424013,0.68347704,1.0,0.783950485940688,0.8301077,1.0,0.9807244258193544,0.7290795,0.0,15.723763223978223,35.618195,1.0,0.03024304413979615,0.12960193,1.0,0.00039744828285344873,0.0020876194,1.0,0.5373868668727998,0.38440737,1.0
106,0.8593630762552046,0.7580217,1.0,0.8564206747816292,0.7548108,1.0,0.5855039271170001,0.7002215,1.0,10.864786944906989,31.828178,0.0,0.04135287350550828,0.11270187,1.0,0.001992664291112457,0.0022718343,1.0,0.9250694005725384,0.5985175,1.0
107,0.14205130035659408,0.5995375,1.0,0.5427967986679749,0.6530919,1.0,0.7487131408903734,0.7327333,1.0,13.52151508627303,27.131166,1.0,0.053976854838980605,0.22751588,1.0,0.0034271796241149375,0.014181368,1.0,0.015828748484511677,0.10077767,1.0
108,0.1501264038701816,0.45239055,1.0,0.7876037624888876,0.7831017,1.0,0.5409052978002264,0.7326736,1.0,15.30555663788559,27.761934,1.0,0.7873333037395769,0.08711406,0.0,0.012017932775841707,0.011272891,1.0,0.06146937295907046,0.116196305,1.0
109,0.024762274713344024,0.56902,0.0,0.573089026615198,0.68443996,1.0,0.5053875136873921,0.60007316,0.0,14.151330539751289,27.163807,1.0,0.6179730964646127,0.44490504,1.0,0.0008691439541296737,0.00096366694,1.0,0.10894747463110561,0.12549002,1.0
110,0.11790334841499017,0.16072118,1.0,0.9280044312202143,0.93937933,1.0,0.9765534409373624,0.77244115,1.0,12.163686168774827,35.52144,1.0,0.19406496522608796,0.15631063,1.0,0.022691230997482503,0.015236298,1.0,0.5217304119241624,0.298709,1.0
111,0.3362416870779299,0.6141817,1.0,0.6420244029817197,0.6384226,1.0,0.6701744969997872,0.6721021,1.0,31.603122079612906,29.39023,1.0,1.2043312730875773,1.4974855,1.0,0.00029992841078906415,0.00048141385,1.0,0.011101311720300901,0.11456073,1.0
112,0.07361505035105831,0.23748156,1.0,0.7792145234510224,0.8588211,1.0,0.5946733066299854,0.6003565,1.0,93.10207919330566,79.09772,1.0,1.0139341641301793,1.1650969,1.0,0.0007995875962694686,0.0006584233,1.0,0.9910360107002762,0.7857627,1.0
113,0.1749246069529048,0.27173758,1.0,0.9656000566602401,0.90314573,1.0,0.6296268141816619,0.7248069,1.0,21.213142978669023,35.466805,1.0,0.013401607642479645,0.15158124,1.0,0.0009756106152290154,0.010849403,1.0,0.10663873851184807,0.22514653,1.0
114,0.332161238153557,0.38201115,1.0,0.6970333330639211,0.80973154,1.0,0.510597395902985,0.5238844,1.0,48.907672812989375,48.21164,1.0,0.9694844164182724,1.0202969,1.0,0.0009181352064510571,0.0003645553,0.0,0.0664945533254409,0.05253682,1.0
115,0.2511477550364706,0.28954065,1.0,0.8586147145017151,0.8622822,1.0,0.7226230660145905,0.7628769,1.0,18.21628205477761,30.350544,1.0,0.013539030978221352,0.08965389,1.0,0.0006585904873126541,0.0041251834,1.0,0.40933532991418997,0.48132026,1.0
116,0.48891677581136006,0.38523346,1.0,0.9935803524018676,0.8272825,0.0,0.6435437833188751,0.72278386,1.0,35.44687729741796,28.547937,1.0,0.01364804375515929,0.06743596,1.0,0.00450563959550861,0.006220693,1.0,0.02413050768977475,0.11752519,1.0
117,0.8043582087293423,0.62508595,1.0,0.5277223371538271,0.61122286,1.0,0.7097616894118425,0.724666,1.0,43.19665190616855,54.428524,1.0,0.9953103479595605,1.1008909,1.0,0.00010878197216312087,0.00037566767,0.0,0.03918950126235235,0.0380019,1.0
118,0.48949224200465025,0.27645355,0.0,0.9533283340155492,0.9556859,1.0,0.5836432554517926,0.5405331,1.0,87.20475885846552,39.94556,1.0,0.22070376179999682,0.6564793,1.0,0.0008167021012034664,0.0011830721,1.0,0.4292237957032588,0.93393415,1.0
119,0.33981698884904343,0.24962613,1.0,0.9430548274735792,0.9326868,1.0,0.8342148683720237,0.8122492,1.0,49.149052855019455,39.773533,1.0,0.1982923862490777,0.5513845,1.0,0.0026023980294912186,0.009491537,1.0,0.07637747987413292,0.17272587,1.0
120,0.912308269892756,0.5066483,0.0,0.8011582913135956,0.7848281,1.0,0.6875754509336357,0.7405155,1.0,16.782142516861196,33.67501,1.0,0.3477912089888238,0.38514027,1.0,0.026297577368012238,0.019947063,1.0,0.012074116758197513,0.10411775,0.0
121,0.6285570770215418,0.5783247,1.0,0.5833614484246603,0.66891736,1.0,0.803832777200819,0.7038516,1.0,56.505719795693416,25.38188,1.0,0.07057982329408657,0.35079747,0.0,0.00021800524234400607,0.001368005,1.0,0.013182080899216936,0.07011782,1.0
122,0.3842332246266723,0.38158265,1.0,0.803590460803603,0.7895305,1.0,0.7949471364463176,0.67326105,1.0,10.246678900423698,31.580975,0.0,0.10049171360623843,0.11065204,1.0,0.0003071847327189155,0.0018707898,1.0,1.6144437147084265,0.8339104,1.0
123,0.7330037185223226,0.5067206,1.0,0.7340750719140059,0.76515526,1.0,0.5055454530555715,0.73213637,0.0,40.88537251220478,44.494884,1.0,0.021375023501087304,0.12886178,1.0,0.019331708357150975,0.030063206,1.0,0.031200005875593417,0.13926773,1.0
124,0.10951657049488006,0.25927013,1.0,0.9752942474559045,0.8073556,0.0,0.5382748728011699,0.6578423,1.0,12.378360753483864,38.399242,1.0,0.6503258601812861,0.31985638,1.0,0.00037855787604091024,0.007788186,1.0,0.14843359790990404,0.31470543,1.0
125,0.7362054645145478,0.47923675,1.0,0.6129372727411238,0.7398778,1.0,0.550699450348964,0.7282656,1.0,23.379311470709773,24.968079,1.0,0.020840962037640225,0.07528077,1.0,0.023954921853096552,0.0030820847,0.0,1.0057755762558573,0.114045516,0.0
126,0.9345963281790118,0.55935067,1.0,0.5488121260054214,0.6524161,1.0,0.6757685327357922,0.74586403,0.0,12.807822597945627,23.356874,1.0,1.2569574696752677,0.5364654,0.0,0.005313519392983108,0.0014446591,1.0,0.6609442241339374,0.06175743,0.0
127,0.059731788197840974,0.33081916,1.0,0.7357340848585239,0.85040647,1.0,0.5173304256012552,0.7045233,1.0,14.611808555382797,30.564192,1.0,0.04340748047554906,0.060324434,1.0,0.002355871915803028,0.007939407,1.0,0.16198374758895812,0.18004261,1.0
128,0.37843725145376605,0.5935532,1.0,0.5461565644950064,0.669827,1.0,0.640672115623812,0.638337,1.0,78.97621213507976,42.290985,0.0,1.0286919259114822,1.5703169,1.0,0.001503337899760379,0.0008260539,1.0,0.22690228392353964,0.1351553,1.0
129,0.08559052904159992,0.29434082,1.0,0.7978090976638625,0.92202675,0.0,0.92878565423903,0.77731663,0.0,95.72881087227763,65.76284,0.0,0.7179944767704832,1.3163357,0.0,0.0011365271503521546,0.0028160724,1.0,0.08457548395988693,0.3503338,0.0
130,0.7245724721929656,0.38830474,0.0,0.9994833693575579,0.82905674,0.0,0.6264638456502549,0.7050923,1.0,80.05713024952625,31.051453,1.0,0.055058781288802205,0.0890347,1.0,0.00024136225083407284,0.003647973,1.0,0.03794138891766409,0.24965528,0.0
131,0.5375494749677262,0.3443503,1.0,0.9927526431266906,0.8843844,0.0,0.6152943432582226,0.80877024,1.0,67.29536709596385,31.07588,1.0,0.056594510026465025,0.070786595,1.0,0.000405291200968405,0.0053411378,1.0,0.04609521501029791,0.2424985,0.0
132,0.4709285201655917,0.3680669,1.0,0.7824309570351753,0.7980804,1.0,0.6382116833613374,0.7217338,1.0,20.87157245161517,32.62851,1.0,0.5181121179672378,0.21430105,1.0,0.006687914387511081,0.0078948205,1.0,0.09770520744217692,0.15648316,1.0
133,0.4012237839819658,0.35291705,1.0,0.9964725859126328,0.8619385,0.0,0.5069563837882272,0.7329426,0.0,79.84213875287008,53.993984,1.0,0.027645275559771604,0.1565465,1.0,0.020403761834663293,0.031515904,1.0,0.011834185013518628,0.085885875,0.0
134,0.32629953613043927,0.30496928,1.0,0.7526154060071444,0.7553098,1.0,0.846414563530711,0.8063413,1.0,11.682251938086683,30.138235,1.0,0.04149888036911073,0.073564045,1.0,0.00012796802670808467,0.0026828565,0.0,1.3517447797151139,0.97439206,1.0
135,0.4182887739916733,0.3864367,1.0,0.7891413137750578,0.8429029,1.0,0.6290934379276859,0.64220434,1.0,73.99872287056948,43.14656,1.0,0.12072511235261,0.3951206,1.0,0.0001972474818417408,0.00055298983,1.0,0.06783304098721638,0.12750673,1.0
136,0.422337284780693,0.47978395,1.0,0.6341236013089089,0.7143964,1.0,0.5695918829621065,0.66538256,1.0,29.24879790927629,27.672256,1.0,0.010807597216696904,0.24281551,0.0,0.00035689191883934784,0.0008092484,1.0,0.1565280801220199,0.17990634,1.0
137,0.06274016072139554,0.624795,0.0,0.5079393617322286,0.6502725,1.0,0.5787218517236509,0.7358199,1.0,11.437313634591751,24.57747,1.0,0.1721537565381969,0.06807904,1.0,0.0033753485392615567,0.0068582534,1.0,0.8211211739189602,0.16527253,1.0
138,0.7869951974224315,0.5105326,1.0,0.5320216450380599,0.6787089,1.0,0.5489326667526273,0.6047891,1.0,27.25414205672772,28.0409,1.0,0.3994637175636212,0.47211114,1.0,0.00025957606360698055,0.0011917808,1.0,0.09250756929789251,0.15086193,1.0
139,0.06355857179623559,0.50358,1.0,0.760514627868788,0.71837044,1.0,0.5480766878204546,0.72245836,1.0,15.242066162708083,25.583982,1.0,0.2043053071866227,0.09273823,1.0,0.00017778483331614661,0.0021404505,1.0,0.01860564487362951,0.1376578,1.0
140,0.13130072938859616,0.2985866,1.0,0.7753825944162942,0.7604572,1.0,0.6108258881743163,0.625706,1.0,45.47830664936747,40.48624,1.0,0.3507967390662053,0.49780297,1.0,0.002174412661833663,0.0069173328,1.0,0.05494858098324354,0.23515573,1.0
141,0.9249400676289488,0.518846,1.0,0.904595552916457,0.7156974,1.0,0.8160455972336167,0.72901464,1.0,47.57749612036733,24.502573,1.0,0.014193058129401262,0.083979875,1.0,0.0004995957337999685,0.005657796,1.0,0.01823729512269179,0.09676529,1.0
142,0.30964922210150647,0.29477516,1.0,0.6736159513198627,0.7065743,1.0,0.5106220336780145,0.6294813,0.0,49.83630960962502,32.78263,1.0,0.01678528608304466,0.20832077,1.0,0.00031269754133012663,0.0009623965,1.0,0.17982738232144393,0.33454144,1.0
143,0.6976374517992128,0.59663415,1.0,0.5333941147775421,0.7273583,1.0,0.8890446084256244,0.8834388,1.0,27.877860818114527,32.097855,1.0,0.38176567994956784,0.96826774,1.0,0.009381025656175457,0.021377418,1.0,0.1481165337459759,0.10166926,1.0
144,0.08904579152575487,0.42033985,1.0,0.7099915352312656,0.83084774,1.0,0.9855507563298236,0.73741966,0.0,17.397585984790425,35.634586,1.0,0.09143018015417356,0.12610665,1.0,0.038132241462500584,0.02229986,1.0,0.2031333153867765,0.13274787,1.0
145,0.9162483838173736,0.55767965,1.0,0.8997181226672084,0.6825475,1.0,0.9894847159396946,0.84445596,0.0,11.794908615275828,25.872074,1.0,0.27440799513552666,0.27698117,1.0,0.00031184440314959404,0.0010662797,1.0,0.045745434445606935,0.050084572,1.0
146,0.13752642754726718,0.59595346,1.0,0.5391131234446342,0.6488969,1.0,0.6911480623826995,0.7389597,1.0,13.421962070005593,23.298128,1.0,0.011019134240730411,0.059420004,0.0,0.00019678771823169056,0.0033755873,1.0,0.016430455359187975,0.15748236,1.0
147,0.8949361105904643,0.5411028,1.0,0.786404964634754,0.7244267,1.0,0.6910641548793103,0.6935994,1.0,22.99192063904023,50.83572,0.0,1.993471087551518,1.0771902,0.0,0.00056568096155944,0.00044728458,1.0,0.029876287534199134,0.06262043,1.0
148,0.4205987333283516,0.6192308,1.0,0.54566503793794,0.63093406,1.0,0.8335442743216089,0.83783823,1.0,40.123491605217204,33.573925,1.0,0.592327082748729,0.7973803,1.0,0.01301642007095177,0.015674103,1.0,0.31100083130771383,0.12299074,1.0
149,0.5361437021106622,0.58078015,1.0,0.7804104540583905,0.6606699,1.0,0.6983294536694291,0.7386311,1.0,21.697759746530778,23.68975,1.0,0.04147899959965232,0.06308411,1.0,0.0002951455408736387,0.0043746517,1.0,0.010406303518989878,0.15426278,0.0
150,0.07469796868163425,0.6067855,1.0,0.5576410477556135,0.62431014,1.0,0.956715929909489,0.7412318,0.0,20.901720490245015,49.005318,1.0,1.95285789628678,1.1891142,1.0,0.04389448724505357,0.02093092,0.0,0.1404763303602393,0.10156394,1.0
151,0.275258081288526,0.44531852,1.0,0.7895569404626754,0.7974442,1.0,0.7913536841290308,0.7234368,1.0,37.94667218746548,27.951971,1.0,0.08082185827451127,0.09234616,1.0,0.005919036680167384,0.011027676,1.0,0.03116328512386652,0.10159325,1.0
152,0.1498391058508982,0.5231751,1.0,0.7827554545546502,0.7183826,1.0,0.5296471394540718,0.73848623,1.0,24.153187437454356,26.264153,1.0,0.16472411067542966,0.132789,1.0,0.013413444617568144,0.005624427,1.0,0.05205853884194531,0.08935582,1.0
153,0.6127445260464489,0.45801306,1.0,0.9105956919874886,0.861665,1.0,0.904931258202063,0.92571306,1.0,75.37068952449701,50.666435,1.0,0.5548513246125448,1.1388042,1.0,0.00027002013796187743,0.0011686654,1.0,0.019940455976443224,0.05072208,0.0
154,0.957154331709694,0.64918447,1.0,0.6949498572449333,0.631743,1.0,0.521727605733455,0.7279111,0.0,27.664586114630843,26.56663,1.0,0.133481887055888,0.11570426,1.0,0.013856464524533601,0.015617951,1.0,0.109249652769703,0.15338005,1.0
155,0.5039946484799542,0.5164035,1.0,0.7348020656535732,0.7399411,1.0,0.5328256057645497,0.6952501,1.0,26.29289992319282,34.51239,1.0,0.9890150489146134,0.1791127,0.0,0.013413336381685697,0.0026148495,0.0,1.116120750599974,0.709139,1.0
156,0.7724480617050481,0.64534265,1.0,0.8059338304869132,0.7605216,1.0,0.9219815900997528,0.87132883,1.0,12.558550202279047,32.50686,1.0,0.045760698828089204,0.090892844,1.0,0.004285904415823636,0.009442042,1.0,0.645212350929915,0.6481543,1.0
157,0.4976975633643308,0.5617664,1.0,0.6198658946132352,0.7413159,1.0,0.741694752734989,0.8225437,1.0,15.125046762155858,28.916578,1.0,1.1744305711873033,0.5217043,0.0,0.013117656194116067,0.007280108,1.0,0.0993755735374033,0.08142885,1.0
158,0.7139739866958544,0.3332834,0.0,0.9607816963164204,0.8240564,1.0,0.5185980603376223,0.74444777,0.0,90.20770302291173,53.199,0.0,0.6577009940047961,0.6065895,1.0,0.017746255407805056,0.030235324,1.0,0.09285841641953431,0.12078465,1.0
159,0.8891818720721325,0.8472108,1.0,0.9315412309654565,0.8736903,1.0,0.5258010110819815,0.7447948,1.0,84.51941626712663,32.27744,0.0,0.017211230465234,0.09945699,1.0,0.0005368692460356759,0.008488226,1.0,0.07470640936701499,0.49051106,0.0
160,0.27152128410642595,0.19898744,1.0,0.8792346628584444,0.90129197,1.0,0.7206812253325368,0.6660287,1.0,25.176512971358598,50.104546,1.0,0.11641067410315785,0.10035031,1.0,0.0009544273612066719,0.00071008905,1.0,1.4207395362704955,1.135635,1.0
161,0.3428204696693523,0.16351849,1.0,0.9931169505865937,0.9486211,1.0,0.5757414592525458,0.54246294,1.0,43.30186206573742,51.02521,1.0,0.8755591258864432,0.7217228,1.0,0.003806986711378802,0.0025784024,1.0,0.12011976685627748,0.18267359,1.0
162,0.10693166223414574,0.23538719,1.0,0.9233631386989536,0.93626034,1.0,0.8762514274173047,0.8802157,1.0,28.37443000794504,33.48262,1.0,0.06980463981828088,0.04784775,1.0,0.004696842917881298,0.0024183746,1.0,0.9620046879384946,1.0341613,1.0
163,0.8032632707204234,0.5062435,1.0,0.6724981196068944,0.743242,1.0,0.9955082680269802,0.954632,0.0,58.92650305255306,56.120228,1.0,1.0791975684911788,1.3856758,1.0,0.0005038531105163266,0.00093590806,1.0,0.014363727476816707,0.030866452,1.0
164,0.12510186356945507,0.4609301,1.0,0.6818904799230826,0.7456781,1.0,0.7540255998706469,0.7238569,1.0,10.151909899918428,25.570574,0.0,0.01657934913654665,0.061835017,1.0,0.009972284000948345,0.0052602435,1.0,0.014261454729870768,0.10580295,1.0
165,0.5801101393379208,0.376987,1.0,0.9241586952828806,0.90248615,1.0,0.9832158807918596,0.9766217,1.0,69.9653525213462,56.602375,1.0,0.8435038649095418,1.3872371,1.0,0.00027353555212092026,0.0008839471,1.0,0.18235518807487092,0.66160935,1.0
166,0.3674352579707205,0.25859174,1.0,0.9098967220174354,0.9091633,1.0,0.9921290152431743,0.7459363,0.0,36.43844411660476,34.100346,1.0,0.010923998556685022,0.09859938,0.0,0.004202649826654406,0.014818027,1.0,0.085035062078878,0.20565279,1.0
167,0.9379248882854995,0.9176626,1.0,0.857320827883572,0.834917,1.0,0.5911976595659942,0.6976043,1.0,19.91081616818705,31.268476,1.0,0.23598533449816111,0.100059904,1.0,0.0019836981358577026,0.0017189726,1.0,0.4709494883604623,0.54010314,1.0
168,0.4110547253235617,0.3731174,1.0,0.7188279474672472,0.73380065,1.0,0.8799899238951274,0.8657892,1.0,49.59545931838625,34.487038,1.0,0.4960792565642336,0.702968,1.0,0.0011019524414521557,0.00054567674,1.0,0.5167236418976283,1.0104659,1.0
169,0.7462127442370106,0.5774155,1.0,0.8336712018759244,0.83123404,1.0,0.9315325465892785,0.8828319,1.0,55.64363606205288,50.973076,1.0,1.0108840976417117,1.4073261,1.0,0.00027428131492905655,0.00040675898,1.0,0.18618509412617998,0.17727795,1.0
170,0.945469191263019,0.61455774,1.0,0.9124015475563063,0.6494526,1.0,0.9003720467537085,0.80005336,1.0,43.34544330106662,28.4937,1.0,0.06442068676843908,0.1510498,1.0,0.00023144714688350305,0.00056719925,1.0,0.05322563189134892,0.31765333,1.0
171,0.2160426192940521,0.64731604,1.0,0.5167896981872022,0.5829466,1.0,0.9262909150230183,0.79180825,1.0,71.00619950709721,51.188446,1.0,0.01452577876754051,0.070473716,1.0,0.0011104478382149099,0.00965579,1.0,0.6125237278055757,1.3028809,1.0
172,0.5403825796300833,0.53869855,1.0,0.6324529750743078,0.77727044,1.0,0.6533799273560854,0.7340594,1.0,51.76554045439982,45.2954,1.0,1.3408323006166363,0.9815503,1.0,0.021387596838735385,0.022623163,1.0,0.3683109849556502,0.1403121,1.0
173,0.7331818882275519,0.1293361,0.0,0.9230248071880178,0.749147,0.0,0.9853051821083332,0.6501329,0.0,62.88831365396248,33.54243,1.0,0.051182164208593214,0.20208068,1.0,0.00017659129552099795,0.0012698834,1.0,0.13866196196692457,0.4977568,1.0
174,0.7931383416263607,0.43498284,1.0,0.9150617254875553,0.82278705,1.0,0.9764715598051525,0.73554224,0.0,58.222662294983984,55.725273,1.0,0.03595243590883924,0.37556103,1.0,0.04518887393382293,0.03335131,1.0,0.11297304017155722,0.08347324,1.0
175,0.7076286186031484,0.5712164,1.0,0.8831760118858025,0.8360298,1.0,0.8260225654738949,0.7074639,1.0,11.361929068371625,30.320204,1.0,0.015335003407166963,0.08800762,1.0,0.002703778066564174,0.003998956,1.0,0.505946823436485,0.31459162,1.0
176,0.6260854447001992,0.7734734,1.0,0.6019216616296348,0.68813455,1.0,0.7353775144766468,0.7296541,1.0,49.87888963814159,34.422398,1.0,0.33150389371633826,0.63243407,1.0,0.00022454287504826016,0.00038872063,1.0,0.12563387291032505,0.35816327,1.0
177,0.15759719822559837,0.48966312,1.0,0.5404927729986082,0.7212531,1.0,0.5306961491235234,0.74015236,1.0,12.250424549263537,26.640287,1.0,0.04257985605255735,0.10449848,1.0,0.0006558752941641392,0.0041141454,1.0,0.04302577253060626,0.101813965,1.0
178,0.5656254126227213,0.5309363,1.0,0.790299550532165,0.7581913,1.0,0.7348783432450323,0.7480322,1.0,65.25835492332143,36.12231,1.0,0.24249283012452635,0.4891023,1.0,0.00048822967658965373,0.00063919387,1.0,0.012405578022380835,0.082530074,1.0
179,0.5372910655274715,0.60630995,1.0,0.5866936786608814,0.6438433,1.0,0.6951702364941083,0.7034843,1.0,30.300453093343304,32.989952,1.0,0.5722692817961841,0.6063324,1.0,0.0012966273484488848,0.0014871801,1.0,0.012730390079974143,0.30088288,1.0
180,0.8381143552211027,0.62282336,1.0,0.6934922668354947,0.72697186,1.0,0.5407747180386508,0.7356698,1.0,59.81947894190709,28.731857,1.0,0.05838541027832384,0.10685184,1.0,0.00043847114346834285,0.0015048006,1.0,0.07766052801898554,0.26781464,1.0
181,0.216593633704795,0.4787804,1.0,0.9064696302923604,0.8586206,1.0,0.6086329087485565,0.6468384,1.0,37.92058439538065,36.766582,1.0,0.3754607895657106,0.3697491,1.0,0.00035672332526707454,0.00055733137,1.0,0.05365332699968815,0.15538907,1.0
182,0.579592718485568,0.31836224,1.0,0.8793942436892042,0.86267924,1.0,0.9630186351971384,0.73136497,1.0,46.79001084054539,38.27275,1.0,0.047804882697433285,0.18244448,1.0,0.011583150946347053,0.021631515,1.0,0.07431177986465376,0.13164406,1.0
183,0.8420140307216416,0.5802496,1.0,0.656571475200421,0.6728797,1.0,0.5730169727075711,0.70902866,1.0,77.11801696067528,26.717394,0.0,0.08429810875945513,0.15304066,1.0,0.001050166451096349,0.0009196066,1.0,0.10211283432630829,0.22835055,1.0
184,0.8976448952581866,0.6043942,1.0,0.5560198431247387,0.58893603,1.0,0.7539385159801123,0.7461258,1.0,78.9718953907372,106.53756,0.0,0.3841847428237535,1.1168704,1.0,0.00010754753108092675,0.0002745812,0.0,0.17386468558138055,0.45237157,1.0
185,0.45135099394034073,0.47889733,1.0,0.593201634485094,0.7459385,1.0,0.770161556688144,0.73383474,1.0,31.93706923310432,24.755219,1.0,0.0788576884897468,0.094477475,1.0,0.01264034688027423,0.0042255204,1.0,0.32997671722252686,0.09473123,1.0
186,0.5546891407568543,0.5539573,1.0,0.6009621192660117,0.6585089,1.0,0.6581526715774568,0.72455996,1.0,40.52116202845677,24.459915,1.0,0.15441124332999,0.085994676,1.0,0.0020928312661803693,0.0039682267,1.0,0.02067126531375705,0.101185516,1.0
187,0.43078302933832,0.42713094,1.0,0.7246103583044341,0.8327981,1.0,0.7931347396470818,0.76135767,1.0,56.81732701637053,43.702286,1.0,0.35233671401701466,0.79573554,1.0,0.009660910379059,0.018481847,1.0,0.14801931015370592,0.20576172,1.0
188,0.9354748366590296,0.7161722,1.0,0.69799318567277,0.64617,1.0,0.8184620572163848,0.82207036,1.0,16.459959228657006,27.598875,1.0,1.3018632689143574,1.1051748,1.0,0.00012912735108159567,0.00047887146,1.0,0.12604306456664172,0.251897,1.0
189,0.19915712294553356,0.6377474,1.0,0.5072734224755379,0.6437152,1.0,0.647113451439687,0.7386659,1.0,41.86530014141669,47.30739,1.0,0.8245640003667168,0.23913223,1.0,0.028565713835281125,0.030884644,1.0,0.8897787556913495,0.11344344,0.0
190,0.6907590447663118,0.7261794,1.0,0.5820703696060638,0.6160736,1.0,0.9194227777122592,0.9228847,1.0,84.8077419542127,59.54761,1.0,0.41827957187422066,0.50069124,1.0,0.004381678360646835,0.0058196345,1.0,0.8275530778231858,1.1229972,1.0
191,0.20804166330882734,0.19937153,1.0,0.9737282264887389,0.93237317,1.0,0.9085501921015597,0.7349941,1.0,88.95718879225251,40.76285,1.0,0.06145271056810244,0.1500271,1.0,0.002924569177533437,0.01759731,1.0,0.06126921220151706,0.26928386,1.0
192,0.0888792939541212,0.5436326,1.0,0.5417487587965863,0.658169,1.0,0.6695195662040612,0.72220427,1.0,86.86139080660543,30.101652,0.0,0.04577436178110317,0.08849196,1.0,0.0034427119474386794,0.0029216944,1.0,0.4685698155143311,0.4401576,1.0
193,0.27446676558216254,0.51584107,0.0,0.7106351966827864,0.7373684,1.0,0.6282709032327398,0.6259713,1.0,45.0448226823554,37.43545,1.0,0.11105422634762172,0.12758416,1.0,0.0025568547239158135,0.010598634,1.0,0.37258588770704937,1.0305562,1.0
194,0.5076993525713489,0.26012188,1.0,0.8909012788571572,0.8584538,1.0,0.7350635172987952,0.7125334,1.0,10.088509394210462,61.450726,0.0,0.04164104330594815,0.12019915,1.0,0.005189879663591868,0.009317556,1.0,0.17600643429357082,0.14052893,1.0
195,0.628952817238452,0.4978209,1.0,0.9837421253034305,0.73368007,0.0,0.9269802059110184,0.8596146,0.0,32.34891507108428,26.443523,1.0,0.2510817383595607,0.673559,1.0,0.0003806434482494988,0.0026202265,1.0,0.023161518005926404,0.053234473,1.0
196,0.5692293004638621,0.61762846,1.0,0.7530851646078448,0.7732851,1.0,0.5159964486830073,0.620369,1.0,82.36960565525159,36.65315,1.0,0.07288427512309817,0.112347685,1.0,0.0009408119063474585,0.0019135927,1.0,0.37212459770167805,1.0058519,1.0
