case,gt_q_d_n,mu_q_d_n,hit90_q_d_n,gt_q_d,mu_q_d,hit90_q_d,gt_q_s_n,mu_q_s_n,hit90_q_s_n,gt_q_s,mu_q_s,hit90_q_s,gt_inv_temp,mu_inv_temp,hit90_inv_temp,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time,gt_cost_go_error,mu_cost_go_error,hit90_cost_go_error,gt_cost_go_missing,mu_cost_go_missing,hit90_cost_go_missing
77,0.0419156427543782,0.19189917,1.0,0.948399287455381,0.916089,1.0,0.32420437986742445,0.32118744,1.0,0.9221704624838835,0.8508512,1.0,61.24550068960557,45.089703,1.0,0.15942209715693395,0.7614691,0.0,0.0013020607036667747,0.012019348,0.0,0.04589030705193246,0.20625748,0.0,1.1354716673778642,0.42660207,1.0
78,0.1333697104199093,0.60123414,1.0,0.527555569504365,0.60739344,1.0,0.5985284296933572,0.6016198,1.0,0.8095274466435882,0.82227534,1.0,22.012080590608004,26.192663,1.0,0.8268952659382551,1.0624336,1.0,0.00042075326115212597,0.0015139944,1.0,0.010550436375115867,0.06890874,1.0,0.41122177033027346,0.4015546,1.0
79,0.71110262920323,0.59606826,1.0,0.565234185799982,0.66139853,1.0,0.6845110506508828,0.531242,1.0,0.6124348682485974,0.72175854,1.0,27.399364724247558,25.364763,1.0,0.18870139229411423,0.12677917,1.0,0.001042619788890869,0.0012873745,1.0,0.12051033465618305,0.13762656,1.0,0.3877251573626338,0.42500257,1.0
80,0.29527646182227185,0.3504718,1.0,0.642722161916009,0.75840515,1.0,0.5011124382992646,0.50083816,1.0,0.9938061636174593,0.98179007,1.0,55.44523482964137,42.029556,1.0,0.564988338923409,0.8936945,1.0,0.0033194651669499592,0.002353402,1.0,0.18402586160401005,0.13784035,1.0,0.019692187827163463,0.40760893,1.0
81,0.09565419391312358,0.18160556,1.0,0.9270329762565286,0.9529148,1.0,0.8717579356392329,0.5229496,1.0,0.8912878228234932,0.7568447,1.0,28.97466391859863,45.248055,1.0,0.23342168041552971,0.20702249,1.0,0.011073732369921561,0.02025246,1.0,0.16704645445883132,0.23951171,1.0,0.02438479336273697,0.3533532,1.0
82,0.8735477974648659,0.9636231,0.0,0.6474638993567763,0.8573013,0.0,0.45509719419191297,0.49212122,1.0,0.7924406022350501,0.7045614,1.0,74.30370117043904,38.124092,1.0,0.02491867551823422,0.07602412,1.0,0.005326193946669198,0.0050092693,1.0,0.730685580011125,0.6425587,1.0,1.9768475339293676,0.60255665,0.0
83,0.7652113765491892,0.43769738,1.0,0.5645082801399604,0.5565531,1.0,0.16463329605392496,0.52327645,1.0,0.6555087454105996,0.7252042,1.0,98.03598788245081,53.86786,0.0,1.051612096098919,1.0879616,1.0,0.0007091015956753812,0.00057974947,1.0,0.1311678630672212,0.61874014,1.0,0.016997218656510556,0.11498744,1.0
84,0.7298846489328367,0.56418437,1.0,0.9076465679737786,0.8233661,1.0,0.8140939114102774,0.41860378,1.0,0.6231087192489746,0.80314404,1.0,15.252548511262876,31.9887,1.0,1.2113320744518714,0.07699858,0.0,0.007616432109280444,0.0018484257,1.0,0.5800993112358335,0.44567296,1.0,0.8008887082957016,0.42214426,1.0
85,0.550800758274139,0.47656626,1.0,0.9246850465676022,0.7535505,1.0,0.23374743694141975,0.5422095,1.0,0.777317047478665,0.72872376,1.0,13.587072457266611,28.80029,1.0,0.019232512309907114,0.074841514,1.0,0.005599228446380942,0.003100296,1.0,0.05948684346992251,0.08343979,1.0,0.0531750592098331,0.40942466,1.0
86,0.15671275182982336,0.21593797,1.0,0.9378055333802666,0.96523094,1.0,0.38217717961384945,0.41107538,1.0,0.9398627768584729,0.96796304,1.0,46.17977900158993,47.81802,1.0,0.5729996122817782,1.0086998,1.0,0.0025403468287166883,0.006338103,1.0,0.3049855171799821,0.61491746,1.0,0.04093124576427993,0.5088936,1.0
87,0.7429778074940097,0.4984937,1.0,0.6883571662440493,0.7164186,1.0,0.14085278228708553,0.52520066,1.0,0.5928837061278313,0.73580635,1.0,58.53320604102042,43.281258,1.0,0.01674876449411606,0.18423063,1.0,0.022245731624444907,5.480392,1.0,0.20339840338679097,0.13915901,1.0,0.8994990921160345,0.3617589,1.0
88,0.7315723108826598,0.626195,1.0,0.750042114653295,0.65935683,1.0,0.3839310199744891,0.52497244,1.0,0.8240212917367529,0.7140222,1.0,55.83157771758943,63.04568,1.0,0.03175222741274399,0.11312149,1.0,0.03407716618236834,0.030871376,1.0,0.03161641777826436,0.23775905,1.0,0.6708953732998898,0.40362805,1.0
89,0.8871933125473064,0.90204024,1.0,0.699456104591172,0.73198926,1.0,0.00868619800314252,0.57115,0.0,0.7518275370032013,0.67880565,1.0,35.943381226647425,51.972054,1.0,0.05003903393105986,0.18277004,1.0,0.0005217517959992839,0.00041740193,1.0,1.8955814320952236,1.2354739,1.0,0.24167888756058908,0.11867075,1.0
90,0.8650795114480956,0.8510786,1.0,0.9196272796988803,0.90580547,1.0,0.7099046405286881,0.52160436,1.0,0.6291594123579142,0.7610534,1.0,92.46419790928907,44.34596,0.0,0.010919399345301286,0.07110711,0.0,0.010873345807248674,0.0073019615,1.0,1.4790076951948232,1.0081494,1.0,0.21413780640625651,0.39650378,1.0
91,0.6480292676211586,0.4372951,1.0,0.8337905639297796,0.77280396,1.0,0.8976824385142204,0.533387,1.0,0.5522304257560122,0.7352821,1.0,26.730024859805635,28.853743,1.0,0.06479990629074597,0.06728073,1.0,0.0005396218955867604,0.0033543992,1.0,0.04243328412355658,0.11146861,1.0,1.5399078723931647,0.39877972,1.0
92,0.25054383176181316,0.6324428,1.0,0.557380877095814,0.60682493,1.0,0.7630815732797988,0.6995541,0.0,0.9377593530807482,0.8962095,1.0,59.79784217303773,55.15972,1.0,0.9578158248937715,1.1705688,1.0,0.009449545238458213,0.010299625,1.0,0.021060568177979584,0.05326183,1.0,0.13858699404074482,0.5132029,1.0
93,0.15336444042622932,0.16641963,1.0,0.963732105458412,0.97043324,1.0,0.3756998108272559,0.5512183,1.0,0.7506592637723661,0.7065382,1.0,17.826705128179125,32.51265,1.0,0.18363653814322511,0.10712846,1.0,0.004180482222865553,0.0043041874,1.0,1.2451983817975774,0.7485269,1.0,0.011018828220737256,0.40637112,0.0
94,0.3102424160060169,0.38340336,1.0,0.7011244890084598,0.8399216,1.0,0.36080771825477675,0.7342882,0.0,0.9374353538969484,0.9529398,1.0,10.05373503802573,32.63704,0.0,0.31913287068162155,0.3190436,1.0,0.004097747225599341,0.0030376601,1.0,0.20321545634676516,0.059541855,0.0,0.18786809549119965,0.41277272,1.0
95,0.5372724295947581,0.52880573,1.0,0.9469571707665487,0.7315275,1.0,0.3676433023284118,0.5307255,1.0,0.7765198432519613,0.72811866,1.0,34.77519772821976,29.524216,1.0,0.06345943704540234,0.13519529,1.0,0.0002704890672832777,0.0021780555,1.0,0.02401893917638112,0.1597654,1.0,0.012882415916481954,0.4403039,0.0
96,0.9062336606250804,0.47233966,1.0,0.6193740602712339,0.7309821,1.0,0.3586923955754958,0.5381533,1.0,0.8485756957909238,0.74137074,1.0,27.18217541604018,26.990898,1.0,0.03264395014883953,0.09103,1.0,0.00728290766342224,0.007926212,1.0,0.1195823085720638,0.10924115,1.0,0.028543112042085504,0.38980937,1.0
97,0.09093040963172294,0.21524534,1.0,0.7693570083206331,0.8826318,1.0,0.1024816484055806,0.5602024,1.0,0.5637394556069673,0.73839456,1.0,28.54193222713389,37.001785,1.0,0.010782119977670904,0.11954982,0.0,0.014613410929301705,0.007859932,1.0,0.22912837278210416,0.16801356,1.0,0.026603385015948482,0.42873812,1.0
98,0.6281233353321033,0.48073038,1.0,0.9741342381265178,0.8597308,1.0,0.6442556825665924,0.4821111,1.0,0.8612844040482842,0.76083255,1.0,11.738343381203064,31.689835,1.0,0.1495303956727343,0.05498849,1.0,0.001113489632561443,0.0068630585,1.0,0.14852902747427407,0.19768067,1.0,0.15540388015366166,0.38791326,1.0
99,0.010846628822169357,0.43705413,0.0,0.7481135697244231,0.8013093,1.0,0.8060290202306521,0.5329921,1.0,0.8293289679722922,0.737975,1.0,18.74401682339456,32.88767,1.0,0.08428344136875424,0.07767461,1.0,0.00023018724941755434,0.004371198,1.0,0.07411349270819721,0.16168964,1.0,0.4306369539312917,0.39974043,1.0
100,0.0506593870506582,0.34717792,1.0,0.9465936453446826,0.81100345,1.0,0.4593145477881272,0.57871646,1.0,0.5109121506487482,0.73262066,0.0,30.51557866708694,30.984932,1.0,0.015817517122339492,0.07277519,1.0,0.003182240477305345,0.0086111035,1.0,0.01283280237915594,0.13936126,1.0,0.05022230262087697,0.3494645,1.0
101,0.40760719414897206,0.37575293,1.0,0.7429951317571378,0.7446105,1.0,0.9594814555853197,0.567129,1.0,0.7160194877323008,0.6807598,1.0,20.213290961656572,46.385654,1.0,0.1481696881397289,0.08601033,1.0,0.0009534740764316306,0.00095259666,1.0,1.761543708703005,1.1089462,1.0,0.10919236082487227,0.4381078,1.0
102,0.5595191210801065,0.7076381,0.0,0.6663769895761724,0.64914304,1.0,0.9929558007748203,0.7457444,0.0,0.9256720877173674,0.6592616,0.0,15.731336899167305,39.267094,1.0,1.788413593785977,0.6714342,0.0,0.00017766659843081642,0.0003872888,1.0,1.1812546795943453,1.0968779,1.0,0.03255335500558017,0.07597793,1.0
103,0.20232434724307446,0.30115852,1.0,0.9187114937318291,0.9179342,1.0,0.8522711744359911,0.6490519,1.0,0.7455802881509165,0.8075029,1.0,16.298273498464344,33.715908,1.0,0.3388363409449688,0.26486462,1.0,0.00015127939955179208,0.0019880454,1.0,0.45051021433262894,0.4480097,1.0,0.18720072870161383,0.3902277,1.0
104,0.9308780117497899,0.51344496,1.0,0.889228399107906,0.6375727,0.0,0.6895111225005095,0.6795488,1.0,0.9968590218624787,0.96834636,1.0,40.064037715208435,32.778385,1.0,0.988547414842063,1.2983794,1.0,0.00010155256485331399,0.00029764086,0.0,0.01682457143717633,0.0603382,1.0,0.31905015248672547,0.36226478,1.0
105,0.9437951562174552,0.511171,1.0,0.6012073096549317,0.7225749,1.0,0.9268761330642538,0.6214985,1.0,0.7672870617266783,0.7728857,1.0,31.957264620213227,30.300367,1.0,0.22668495563810706,0.3487122,1.0,0.0005484263826130211,0.0021686244,1.0,0.07008649931998304,0.1259006,1.0,0.05842916243805955,0.4017666,1.0
106,0.4673368601091431,0.417773,1.0,0.7402434881518816,0.82534534,1.0,0.8329347408033121,0.8002824,1.0,0.9006206139567499,0.9345052,1.0,18.78801207982931,32.68078,1.0,0.6527917413843718,0.39404422,1.0,0.005291013175367199,0.0028142913,1.0,0.0697462668962038,0.06419608,1.0,0.060453275321140275,0.3601345,1.0
107,0.5464558356320508,0.37824848,1.0,0.9548305650408463,0.94353294,1.0,0.8652123455220739,0.87131447,1.0,0.9565952505829939,0.9457328,1.0,68.1690583448819,51.556335,1.0,0.4437144850747793,0.41066685,1.0,0.0020247529630174985,0.0005347549,0.0,1.0265488032246803,1.3648956,1.0,0.07738290097163492,0.4151792,1.0
108,0.9049064221747551,0.54584444,1.0,0.7833179011331495,0.69753367,1.0,0.994984897124931,0.5439262,0.0,0.6097068250754534,0.76022667,1.0,28.263058065603804,32.720505,1.0,0.027488771860137734,0.0721167,1.0,0.004330123426549264,0.0066577345,1.0,0.1999415588093634,0.3824334,1.0,0.2878672637112119,0.41160303,1.0
109,0.35249433742195957,0.33036533,1.0,0.9377584991397692,0.8695795,1.0,0.7205705202161001,0.8132912,1.0,0.6866144198024853,0.6960018,1.0,50.67096014461426,47.54724,1.0,0.6911903856190941,0.9890875,1.0,0.00011389201985516439,0.00064438663,0.0,0.43534687729924254,0.98462534,1.0,0.016946915096009638,0.04589134,1.0
110,0.4979831378851908,0.30329785,1.0,0.7845370374377181,0.76861703,1.0,0.06952949889210835,0.11539599,1.0,0.6892322423910822,0.7784632,0.0,44.48330257598336,55.452686,1.0,1.631794331758544,1.2762865,1.0,0.01932566781975317,0.01734037,1.0,0.28271042879864,0.32674634,1.0,0.019659575733713432,0.30016258,1.0
111,0.6379067591799367,0.5750947,1.0,0.7401625470540732,0.67139584,1.0,0.373705638963447,0.5473898,1.0,0.5173437605046343,0.7401767,0.0,18.47305884404678,36.476074,1.0,0.09145837765374647,0.16675565,1.0,0.04570836598642454,0.025012678,1.0,0.04361789999646479,0.12514071,1.0,0.10567743905927567,0.42229086,1.0
112,0.624586031629397,0.28215584,0.0,0.8680988862341441,0.78133494,1.0,0.02826749231236414,0.6408827,0.0,0.7173754580812189,0.7241946,1.0,15.553627927546144,34.37644,1.0,0.18272477039680485,0.17972288,1.0,0.0003118247890008088,0.0013772887,1.0,0.3513382069451987,0.32765588,1.0,0.3065940268892887,0.39857185,1.0
113,0.8862362742431862,0.73443496,1.0,0.5514672137033582,0.5785759,1.0,0.8737155566490681,0.6027515,1.0,0.5522476980439786,0.563169,1.0,25.26976504376128,32.66402,1.0,1.4569058836125885,1.2968482,1.0,0.0014331227614170143,0.00050170405,1.0,0.3928895327298759,0.2038927,1.0,0.15817103239400698,0.075850256,1.0
114,0.2525213942674619,0.37774238,1.0,0.7340591852068421,0.8126964,1.0,0.2699249093226769,0.5676812,1.0,0.8386672191287011,0.7491099,1.0,14.970749243864173,34.24097,1.0,0.30435344745330084,0.14664026,1.0,0.006493167823846583,0.0028931291,1.0,0.28172506719585527,0.14676206,1.0,0.10618109770953706,0.4069367,1.0
115,0.5971060256239188,0.48177695,1.0,0.6797452364771676,0.69693214,1.0,0.6364812871168268,0.53503746,1.0,0.5609409176196896,0.72849184,1.0,66.58513051987995,33.79982,1.0,0.1840269879516062,0.12912382,1.0,0.00560989360623444,0.005596442,1.0,0.2811873224650007,0.44580346,1.0,0.029871428161917905,0.28722274,1.0
116,0.5823329326211572,0.529814,1.0,0.7988890658746504,0.7561427,1.0,0.6878179272991864,0.63183486,1.0,0.7728615649653258,0.84010166,1.0,11.205736853588293,30.739124,1.0,0.8359200349065856,0.37939367,1.0,0.0014360147349691444,0.0010329467,1.0,0.07272267968228417,0.113651246,1.0,0.027063986717746062,0.4580446,1.0
117,0.6846231435359044,0.5421251,1.0,0.6605064143337211,0.69114333,1.0,0.09565655158449038,0.5240858,1.0,0.7659171330309227,0.73680335,1.0,35.19662052019704,28.108606,1.0,0.03448510457590672,0.11163853,1.0,0.0016287865664682444,0.011518221,1.0,0.01908275152036082,0.11931001,1.0,0.08101203713765104,0.4052127,1.0
118,0.5665116354540096,0.5986617,1.0,0.519696705214635,0.6392235,1.0,0.5780693172633339,0.5181454,1.0,0.7593071842228514,0.9224858,0.0,77.98404411076277,35.520145,1.0,0.2776625929999077,0.8865594,1.0,0.004681129358700679,0.01831553,0.0,0.03581599929993557,0.124924436,1.0,0.06265059040651937,0.437088,1.0
119,0.6461506927258638,0.2752478,1.0,0.8522024780898839,0.8284187,1.0,0.7276089085186257,0.55024207,1.0,0.8349239839956912,0.74323475,1.0,73.92305088385577,59.407776,1.0,0.24869613113589212,0.28358608,1.0,0.0321790168445967,0.029715108,1.0,0.23981970514868123,0.096479125,1.0,0.45149855439587844,0.37147447,1.0
120,0.7403519521250259,0.5095962,1.0,0.6465109263500507,0.6712188,1.0,0.16881354213319988,0.5868064,1.0,0.8041144379618055,0.7432293,1.0,90.25884594620695,32.668983,0.0,0.02123571637305861,0.09586644,1.0,0.001052053374427844,0.0040488476,1.0,0.1297699360238514,0.41666278,1.0,0.18734096553163399,0.48480964,1.0
121,0.1359269708533819,0.51817226,1.0,0.5669078975038458,0.6883965,1.0,0.07847607532297651,0.22472815,1.0,0.7093188947101935,0.7430269,1.0,61.419017160971784,26.665684,1.0,0.08343054107491073,0.33668664,0.0,0.02034736660267035,0.0012430449,0.0,1.2610387476271832,0.095234014,0.0,0.0216413184270441,0.2858668,1.0
122,0.9117257339246878,0.5948832,1.0,0.8094112273690222,0.6562661,1.0,0.7551986693041103,0.5306601,1.0,0.9889381180606285,0.7427505,0.0,10.283093639714476,29.800976,0.0,0.014707779828349301,0.16693567,1.0,0.033052246749739,0.019745378,1.0,0.012457012461857426,0.09224447,1.0,0.01385407998712246,0.39504734,1.0
123,0.5912221768107354,0.4566682,1.0,0.7517277057993603,0.729483,1.0,0.3071633666693464,0.27233148,1.0,0.6754592928131183,0.7280637,1.0,56.31696827918901,48.396767,1.0,0.37563886936640745,0.25643322,1.0,0.0036546410315218174,0.001477374,1.0,0.7899165129733491,0.83577895,1.0,0.17207906733787143,0.6561875,1.0
124,0.24436870874623595,0.57831997,1.0,0.5136012674463042,0.6880354,1.0,0.10469966179473367,0.53573704,1.0,0.5121543640392225,0.7452581,0.0,11.11659547361995,26.32685,1.0,0.0384248771657828,0.06185478,1.0,0.00044255001752233146,0.004770634,1.0,0.06503610866533546,0.1489309,1.0,0.6412333079098533,0.41002533,1.0
125,0.7787591057909364,0.7453476,1.0,0.7183283486149452,0.73430777,1.0,0.9860945938941171,0.5007649,0.0,0.9500472495044785,0.7971647,1.0,81.11854426635061,47.117714,1.0,0.014595387988078645,0.055265624,1.0,0.0001326201839994499,0.0014552055,1.0,0.34907994187766517,0.95670825,0.0,1.4243091061904751,0.87116504,1.0
126,0.5383305969816808,0.5165767,1.0,0.7346114833923834,0.7779136,1.0,0.8365457250474064,0.56125695,1.0,0.8588606199144482,0.7361454,1.0,10.765218537519816,42.299595,0.0,0.5652745465548727,0.5497743,1.0,0.02200634882927159,0.012855886,1.0,0.2496991800958097,0.13717596,1.0,0.037443304608954446,0.42542955,1.0
127,0.5503378491893579,0.47912225,1.0,0.8057434296569663,0.70070004,1.0,0.9070464048188062,0.5492563,1.0,0.9082895393179169,0.7497727,1.0,11.280814012030445,31.265282,1.0,0.14017128010245328,0.0579301,1.0,0.004581589556926063,0.006166621,1.0,0.2104178429838475,0.29925662,1.0,1.3187381140693584,0.4121751,1.0
128,0.2669529242968114,0.5599025,1.0,0.5291903029560503,0.6945511,1.0,0.3236387685057015,0.52886146,1.0,0.866034917596852,0.73946774,1.0,16.411014493055937,26.9105,1.0,0.01605175793959206,0.06940856,1.0,0.00033710500166859997,0.0042896476,1.0,0.012896074504259714,0.11492027,1.0,0.9832596238381704,0.39696872,1.0
129,0.740672798978056,0.6304537,1.0,0.6155174054215624,0.6203519,1.0,0.6372343958039874,0.5197508,1.0,0.7538742408277259,0.73959386,1.0,28.313219549594397,28.210281,1.0,0.04638017103901157,0.14763567,1.0,0.007349989253405524,0.017768694,1.0,0.010290527715643054,0.10431575,0.0,0.03921651346567694,0.3949582,1.0
130,0.2309730237789257,0.45418903,1.0,0.7951344203751219,0.7986068,1.0,0.03346075129818771,0.7214124,0.0,0.5079724689704874,0.5528195,1.0,59.550527753603355,68.37984,1.0,1.2716597433549488,1.4618789,1.0,0.000557062105295172,0.0011875439,1.0,0.028153715831245898,0.035188496,1.0,0.41752760958245627,0.81979203,1.0
131,0.21403357827087655,0.18624574,1.0,0.8065403149332314,0.8507944,1.0,0.2280344566671465,0.56415737,1.0,0.8703650737087245,0.72901857,1.0,49.44456504699157,68.55171,1.0,0.5674406560288486,0.27044684,1.0,0.031723190896090964,1.5684505,1.0,0.1128153228697551,0.11524783,1.0,0.09031076862531619,0.3730708,1.0
132,0.277824985709911,0.3123895,1.0,0.9148753385034172,0.89055115,1.0,0.6502905614673393,0.56043655,1.0,0.8364702319543477,0.7174919,1.0,12.92844269314005,39.73478,1.0,0.0238798271817007,0.12062303,1.0,0.0015395719114207624,0.009782795,1.0,0.7065959161280213,0.44648692,1.0,0.017463963070522417,0.3641023,1.0
133,0.06096414121831906,0.50496113,1.0,0.9751389928102454,0.71245223,0.0,0.316311591051499,0.53564584,1.0,0.8092163517566964,0.7389973,1.0,12.787197824315804,27.939953,1.0,0.021149964761527248,0.103491515,1.0,0.00015717835809489204,0.0022598095,1.0,0.02472517940722139,0.093396276,1.0,0.010605286107067218,0.39860284,0.0
134,0.028847251148507613,0.11596492,1.0,0.6392824433953588,0.6790668,0.0,0.2097781733718158,0.44135788,1.0,0.7710411810699476,0.72643423,1.0,21.227470616381307,37.132984,1.0,0.37014951226565895,0.31250378,1.0,0.0030401534027610587,0.006161949,1.0,0.463994270479657,0.6787107,1.0,0.018300831809192727,0.25351262,1.0
135,0.8089567180812501,0.55443096,1.0,0.6794805698188697,0.6300955,1.0,0.8566680266714328,0.8361157,1.0,0.9395138294820294,0.86417466,1.0,23.045907026615314,31.499617,1.0,0.5365501458618444,0.706671,1.0,0.0013543158271544747,0.0015503435,1.0,0.2937802181713314,0.379854,1.0,0.012061704412713722,0.17320281,1.0
136,0.1542596938578965,0.18211621,1.0,0.9390620008656057,0.93527013,1.0,0.06506446203657001,0.5412385,1.0,0.6221481897796018,0.72214687,1.0,33.21092847927734,35.891747,1.0,0.013251078816082671,0.123491175,1.0,0.0052416257350996545,0.01610344,1.0,0.133842827596807,0.2743695,1.0,0.4358235231532954,0.36662447,1.0
137,0.5761004486245873,0.34204495,1.0,0.9672674061464608,0.86125904,1.0,0.698625906884386,0.6849568,1.0,0.9642647229727498,0.9812578,1.0,24.133478401734127,34.778305,1.0,0.9117882599783533,0.65384984,1.0,0.003279827480654723,0.001854083,1.0,0.07238497732866137,0.10728226,1.0,0.18116986352759115,0.38501623,1.0
138,0.01901600546331539,0.042080566,1.0,0.7980765328826649,0.7740122,1.0,0.0838231258016161,0.54120654,1.0,0.5633874279204572,0.68810785,1.0,35.996817006750796,57.794983,1.0,0.037460874006560695,0.34353307,1.0,0.005431620864968643,0.01468205,1.0,0.8731193760004411,1.0147704,1.0,0.1337824060983554,0.34247637,1.0
139,0.5939994077338863,0.543317,1.0,0.9289440394393813,0.91675407,1.0,0.8638456269345786,0.38696864,1.0,0.5400308604319606,0.858082,0.0,64.88939278094719,41.147423,1.0,0.025368556229335197,0.06688421,1.0,0.0012576842895494931,0.0090768505,1.0,0.3020870458863729,0.9863295,1.0,0.37870316053809894,0.35287154,1.0
140,0.912098761650896,0.9003301,1.0,0.6456262415904646,0.6769415,1.0,0.8929339791303899,0.86832327,1.0,0.8132389257711015,0.8391594,1.0,86.02470179596212,35.719883,1.0,0.6512091775440385,0.62986326,1.0,0.002726352515896258,0.0010153146,1.0,0.7076675319006012,0.865953,1.0,0.12777649053065965,0.06795989,1.0
141,0.2606898717353857,0.5440874,1.0,0.5404605939586908,0.7061091,1.0,0.23046480058324914,0.51866716,1.0,0.5324585988507584,0.7422978,1.0,15.963005645762795,25.769218,1.0,0.966586487974988,0.06327128,0.0,0.008299160870802302,0.0042124894,1.0,0.5005407800521853,0.10051778,0.0,0.07424197927617453,0.3930721,1.0
142,0.3805787782729706,0.26369494,0.0,0.9088179993162953,0.924119,1.0,0.45531904681289437,0.5720294,1.0,0.6556780740803712,0.6938494,1.0,52.39430093601319,66.29989,1.0,0.014394209574259622,0.081791244,1.0,0.010794670485557037,0.0042373696,1.0,1.8347873466875468,1.538686,1.0,1.2215197087712857,0.4832275,1.0
143,0.8099135886834541,0.5898829,1.0,0.7609656173096664,0.7389547,1.0,0.4857929797336642,0.5350698,1.0,0.5757430903848885,0.74357563,1.0,40.98446731106008,34.879623,1.0,0.2949005401700299,0.43500593,1.0,0.006161894193063318,0.013911333,1.0,0.03493972423457655,0.10706593,1.0,0.07814022741946235,0.41844827,1.0
144,0.14937496953262497,0.43971854,1.0,0.9256024053652883,0.8193209,1.0,0.019670469885854747,0.0631141,1.0,0.7385455227434967,0.7308148,1.0,36.29253012487324,30.645887,1.0,0.4986096082749461,0.96620023,1.0,0.0001436981030755138,0.0013579567,1.0,0.023313422145838515,0.07755115,1.0,0.4352898818416908,0.28974274,1.0
145,0.05476995782791927,0.43784222,1.0,0.8800362349094477,0.8820231,1.0,0.11308344537142356,0.20425016,1.0,0.732002697312774,0.7637172,1.0,11.08957350257868,34.512592,0.0,0.2805613847056852,0.28928736,1.0,0.0001480865960308547,0.003449344,0.0,0.21668737896008736,0.1899419,1.0,0.16952955809098666,0.36861295,1.0
146,0.8314604664690993,0.5685701,1.0,0.529749444869172,0.5213746,1.0,0.4268929636513811,0.54652214,1.0,0.5176084974167754,0.74427307,0.0,92.97941696965327,55.243633,0.0,1.0441417139749787,0.61887527,1.0,0.0006955877492932437,0.0012296526,1.0,0.1517192114420888,1.2232925,0.0,0.030520629260454044,0.08032077,1.0
147,0.997477092684407,0.47888625,0.0,0.7099464574070947,0.56313795,0.0,0.14670079906063016,0.24610348,1.0,0.602239523846374,0.6952511,1.0,42.69741976682713,33.543056,1.0,0.5834868585431422,0.41321087,1.0,0.002831130727836067,0.0028313082,1.0,0.21709759975342574,0.4880155,1.0,0.04396406332824332,0.08588052,1.0
148,0.4146470856613097,0.36132464,1.0,0.6679587823837907,0.7765942,1.0,0.38610161732599735,0.4271343,1.0,0.9389366072871133,0.92366785,1.0,39.76177704470742,52.83265,1.0,0.47798296482148694,1.2368654,1.0,0.002591638804524642,0.009410718,1.0,0.1605101599338333,0.10246753,1.0,0.9833304110140407,0.41451928,1.0
149,0.3261477576512931,0.577218,1.0,0.5317242231472674,0.68070847,1.0,0.250540251952694,0.60778123,1.0,0.5426355690113227,0.66180944,1.0,22.427502006942035,28.605837,1.0,0.592444292162542,0.2975589,1.0,0.0004932089877548191,0.00082768395,1.0,0.13912291496564275,0.18358065,1.0,0.30685943778700026,0.3105896,1.0
150,0.9022989124779477,0.9032473,1.0,0.9378902378979237,0.9363041,1.0,0.37680986003605077,0.5020514,1.0,0.994486666782086,0.76364493,0.0,19.49495788152266,45.71909,1.0,0.014813914674736979,0.064419374,1.0,0.00040091133165890986,0.0019894983,1.0,1.8951762989244612,1.1652215,1.0,0.011072022902955322,0.21230228,0.0
151,0.5779369197341118,0.4928099,1.0,0.974684827925778,0.77396905,1.0,0.34156342924912386,0.49861705,1.0,0.9956275486067776,0.73460037,0.0,59.59868371091007,35.653133,1.0,0.13968838405964532,0.12949185,1.0,0.005356388212049452,0.023720881,0.0,0.012235885857005888,0.13383532,0.0,0.05408304942528705,0.38797754,1.0
152,0.8718451320118024,0.8679459,1.0,0.852929748332614,0.8676486,1.0,0.942223576831847,0.70547044,1.0,0.554791896612262,0.6338266,1.0,62.80279686372195,39.749176,1.0,0.32636931312775,0.8183229,1.0,0.00022701414545060137,0.0011535648,1.0,0.228887776544715,0.60203254,1.0,0.03129010971210268,0.32822216,0.0
153,0.4027046433226411,0.3068086,1.0,0.7691470276666106,0.8723325,1.0,0.6987517521629022,0.61975724,1.0,0.7214123627636098,0.72900724,1.0,98.67003191914395,73.87847,0.0,1.6402127322830191,1.6029477,1.0,0.0009392003270824326,0.00036357297,0.0,0.6218800750433243,0.92198753,1.0,0.01828400086971242,0.042716056,1.0
154,0.08490042109097518,0.15407012,1.0,0.5528060241573645,0.5598568,1.0,0.6852156943176811,0.5025544,1.0,0.7144311231943599,0.7488753,1.0,51.46693827959664,32.75654,1.0,0.36617254887368134,0.5880226,1.0,0.0006017952997921474,0.000988756,1.0,0.3188178747031745,0.7787471,1.0,0.04388887132629882,0.122940145,1.0
155,0.24275839016811118,0.20991702,1.0,0.7523673651304885,0.83396494,0.0,0.787245381418732,0.6051111,1.0,0.6529355951407345,0.6977948,1.0,53.24292005289627,62.030834,1.0,0.6054293370023536,0.7319159,1.0,0.0007503228778889125,0.0016139183,1.0,0.8778721180722924,1.2450224,1.0,0.3065773401796637,0.74041325,1.0
156,0.3553322278588359,0.31417516,1.0,0.8887498413159365,0.9062014,1.0,0.47296863383901055,0.49238816,1.0,0.6721016878743068,0.74679226,1.0,19.23070618381748,32.102417,1.0,0.09845424418880591,0.063202605,1.0,0.009453567524760037,0.005990295,1.0,0.2906648140997088,0.2440398,1.0,0.1259322634547477,0.39891985,1.0
