model_name,n_subjects,total_distance,dis_perc_gs,dis_perc_ge,dis_perc_gm,dis_perc_ss,dis_ws_rt_gs,dis_ws_rt_ge,dis_ws_rt_se,dis_ks_rt_gs,dis_ks_rt_se,dis_ssd_mean
5p_v2_CV_Out_of_Sample,3567,6.178215405470151,0.09695095331942348,0.04557794307716436,0.05321849707122781,0.07354621819910409,0.0670453667375826,0.3082274816226666,0.08188486331464741,0.19267325756088388,0.36618128546753875,4.892909539099912
