model_name,n_subjects,total_distance,dis_perc_gs,dis_perc_ge,dis_perc_gm,dis_perc_ss,dis_ws_rt_gs,dis_ws_rt_ge,dis_ws_rt_se,dis_ks_rt_gs,dis_ks_rt_se,dis_ssd_mean
10p_v1_CV_Out_of_Sample,3567,5.067060302348353,0.055023513334188194,0.0280904713092664,0.046268975398439494,0.07632783236949592,0.058550621876098836,0.31551754910224067,0.14058362647393235,0.21062946923681503,0.4115640115778324,3.724504231670043
