model_name,n_subjects,total_distance,dis_perc_gs,dis_perc_ge,dis_perc_gm,dis_perc_ss,dis_ws_rt_gs,dis_ws_rt_ge,dis_ws_rt_se,dis_ks_rt_gs,dis_ks_rt_se,dis_ssd_mean
5p_v1_CV_Out_of_Sample,3567,4.821318003762751,0.058214929006357184,0.027570446257787366,0.05243580248172502,0.0742794589045723,0.046779930768424814,0.2731285903576778,0.08627944611022885,0.16943829327805646,0.3556918843532785,3.6774992222446423
