q_d_n,q_d,q_s_n,q_s,inv_temp,cost_stop_error,cost_time,cost_go_error,cost_go_missing,rate_stop_trial
0.3616490960121155,0.5607903599739075,0.31945517659187317,0.6684553027153015,82.5012435913086,0.3002244202184862,0.001,1.0,1.0,0.16666666666666666
0.4266034960746765,0.5755036473274231,0.9925509095191956,0.7462136745452881,51.042484283447266,0.09417012408523846,0.001,1.0,1.0,0.16666666666666666
0.2640671730041504,0.5585318207740784,0.5181161761283875,0.7128119468688965,85.4626235961914,0.27452032589624725,0.001,1.0,1.0,0.16666666666666666
0.42027929425239563,0.7177032828330994,0.6899719834327698,0.6656165719032288,91.08704376220703,0.3077812224803045,0.001,1.0,1.0,0.16666666666666666
0.44363343715667725,0.5062955617904663,0.38788455724716187,0.8046770691871643,88.79032135009766,0.3264390315306226,0.001,1.0,1.0,0.16666666666666666
0.6159572601318359,0.9935411810874939,0.644334077835083,0.6542737483978271,87.30162048339844,0.33057241355994516,0.001,1.0,1.0,0.16666666666666666
0.07284577935934067,0.8665207624435425,0.5673137903213501,0.6937786936759949,77.7421875,0.18498958119518702,0.001,1.0,1.0,0.16666666666666666
0.588330864906311,0.5257589221000671,0.06638789176940918,0.7145503163337708,95.38732147216797,0.6961911611285302,0.001,1.0,1.0,0.16666666666666666
0.5100099444389343,0.8046131134033203,0.6980906128883362,0.8164540529251099,98.71652221679688,0.2921445574822668,0.001,1.0,1.0,0.16666666666666666
0.4675573408603668,0.7318575978279114,0.176934614777565,0.5173819661140442,81.81748962402344,0.4413821033120782,0.001,1.0,1.0,0.16666666666666666
