q_d_n,q_d,q_s_n,q_s,inv_temp,cost_stop_error,cost_time,cost_go_error,cost_go_missing,rate_stop_trial
0.2725811004638672,0.7969127297401428,0.5665633678436279,0.7415726780891418,69.79004669189453,0.23730586636255532,0.001,1.0,1.0,0.16666666666666666
0.47934049367904663,0.7769611477851868,0.403408020734787,0.7681771516799927,81.73776245117188,0.21109344560891813,0.001,1.0,1.0,0.16666666666666666
0.5308282971382141,0.7755115032196045,0.3662010133266449,0.8414983153343201,86.24333190917969,0.2684498894537013,0.001,1.0,1.0,0.16666666666666666
0.5414164066314697,0.7605504989624023,0.4499984383583069,0.7788196206092834,74.54087829589844,0.36240010213041973,0.001,1.0,1.0,0.16666666666666666
0.5401664972305298,0.5543433427810669,0.5830153822898865,0.8187392354011536,79.94854736328125,0.19065120897339266,0.001,1.0,1.0,0.16666666666666666
0.6497176289558411,0.7221634387969971,0.947209358215332,0.7116640210151672,85.62434387207031,0.2503097773382388,0.001,1.0,1.0,0.16666666666666666
0.5021384954452515,0.7804582118988037,0.526336133480072,0.8394250869750977,89.00202941894531,0.2860840210732219,0.001,1.0,1.0,0.16666666666666666
0.5022886991500854,0.8904892802238464,0.3103444576263428,0.7520341873168945,84.62754821777344,0.21195354737121325,0.001,1.0,1.0,0.16666666666666666
0.3646186888217926,0.7022016644477844,0.3711984157562256,0.9079247117042542,75.54502868652344,0.24269481344033061,0.001,1.0,1.0,0.16666666666666666
0.21344062685966492,0.5478541851043701,0.6635489463806152,0.6563043594360352,82.50592041015625,0.17993662116912146,0.001,1.0,1.0,0.16666666666666666
