,mean,std,5%,50%,95%
q_d_n,0.4596536934375763,0.13458435196950982,0.24005383998155594,0.5022135972976685,0.6009820789098739
q_d,0.7307446002960205,0.1069013599818952,0.5507743060588837,0.7680310010910034,0.8483798325061798
q_s_n,0.5187823534011841,0.18783087422920278,0.33547990769147873,0.48816728591918945,0.8195621728897091
q_s,0.781615936756134,0.07266595394417905,0.6812162071466445,0.7734983861446381,0.8780328333377837
inv_temp,80.95654373168945,6.028703959953755,71.92792091369628,82.12184143066406,87.76061553955078
cost_stop_error,0.24408792929211134,0.05326425054935539,0.1847581856810435,0.24000033990144298,0.32805786565468065
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001
cost_go_error,1.0,0.0,1.0,1.0,1.0
cost_go_missing,1.0,0.0,1.0,1.0,1.0
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666
