model_name,n_subjects,total_distance,dis_perc_gs,dis_perc_ge,dis_perc_gm,dis_perc_ss,dis_ws_rt_gs,dis_ws_rt_ge,dis_ws_rt_se,dis_ks_rt_gs,dis_ks_rt_se,dis_ssd_mean
7p_v2_Filtered,3567,4.322328527994475,0.030737363338708027,0.013202179492925176,0.03802756008660385,0.03219673494216927,0.030440177235574822,0.1500847688193644,0.08830696098749553,0.09483196605884242,0.21820810749511363,3.6262927095376782
