model_name,n_subjects,total_distance,dis_perc_gs,dis_perc_ge,dis_perc_gm,dis_perc_ss,dis_ws_rt_gs,dis_ws_rt_ge,dis_ws_rt_se,dis_ks_rt_gs,dis_ks_rt_se,dis_ssd_mean
7p_v1_Filtered,3567,4.177156631671335,0.051062649151303124,0.01808120529199498,0.03480471661951446,0.02636609556827431,0.036992233344181495,0.2049114988402528,0.07655830993695832,0.1276524012814427,0.2498544718061071,3.3508730498313057
