model_name,n_subjects,total_distance,dis_perc_gs,dis_perc_ge,dis_perc_gm,dis_perc_ss,dis_ws_rt_gs,dis_ws_rt_ge,dis_ws_rt_se,dis_ks_rt_gs,dis_ks_rt_se,dis_ssd_mean
6p_v2_Filtered,3567,3.57848147941281,0.03442226867733727,0.013287688246455555,0.04116287783004173,0.018551881935598487,0.03603265682562284,0.16524791054936583,0.09877063624430558,0.11998409704153873,0.23597916598509966,2.8150422960774444
