,mean,std,5%,50%,95%
q_d_n,0.41254701763391494,0.14318439761002824,0.19549524262547494,0.4071732461452484,0.6068858087062835
q_d,0.8239695131778717,0.07337984467599143,0.7333121329545975,0.8268752694129944,0.9318867057561874
q_s_n,0.30529252961277964,0.20733760632387777,0.12430240623652936,0.23451677709817886,0.6665502309799192
q_s,0.7551337838172912,0.12423359361072639,0.6038688808679581,0.7392738461494446,0.9414458960294723
inv_temp,84.83490753173828,7.759862019556715,74.21348037719727,85.21964645385742,95.38347663879394
cost_stop_error,0.3436317255797724,0.08100525163292455,0.22406796200955661,0.3568522813978167,0.45021331743570236
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001
cost_go_error,1.0,0.0,1.0,1.0,1.0
cost_go_missing,1.0,0.0,1.0,1.0,1.0
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666
