,mean,std,5%,50%,95%
q_d_n,0.3484387926757336,0.1792900905028153,0.10281281284987927,0.3683282732963562,0.5800122082233429
q_d,0.7563950896263123,0.1457931561075907,0.5426212430000306,0.8049505949020386,0.92909237742424
q_s_n,0.4695837050676346,0.20315007772265228,0.23174038976430894,0.42839403450489044,0.7182907104492187
q_s,0.7552420377731324,0.09775560883670723,0.6330127894878388,0.7562357187271118,0.894605216383934
inv_temp,88.29561462402344,6.188811613484183,80.02058181762695,87.7512435913086,97.07909545898437
cost_stop_error,0.3655181550043304,0.14482672187952622,0.19420289687059525,0.3368943841896198,0.5779109421677042
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001
cost_go_error,1.0,0.0,1.0,1.0,1.0
cost_go_missing,1.0,0.0,1.0,1.0,1.0
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666
