q_d_n,q_d,q_s_n,q_s,inv_temp,cost_stop_error,cost_time,cost_go_error,cost_go_missing,rate_stop_trial
0.3534512221813202,0.6938205361366272,0.7585203051567078,0.7852649688720703,70.69902801513672,0.3184422401944401,0.001,1.0,1.0,0.16666666666666666
0.05062451958656311,0.9486979842185974,0.5160250663757324,0.8757187128067017,91.92957305908203,0.38218029606098,0.001,1.0,1.0,0.16666666666666666
0.456769198179245,0.9328534603118896,0.10766802728176117,0.8594703078269958,90.24868774414062,1.3108385882500933,0.001,1.0,1.0,0.16666666666666666
0.8837632536888123,0.6128719449043274,0.8591035008430481,0.5562990307807922,79.61363983154297,0.46962786639855353,0.001,1.0,1.0,0.16666666666666666
0.34823814034461975,0.9726519584655762,0.14211218059062958,0.7123669981956482,86.18383026123047,0.5358383414069777,0.001,1.0,1.0,0.16666666666666666
0.4135218858718872,0.7966876029968262,0.29161298274993896,0.5233897566795349,92.78394317626953,0.6585139646425706,0.001,1.0,1.0,0.16666666666666666
0.22734040021896362,0.7737541198730469,0.6820802688598633,0.6824455857276917,87.15046691894531,0.9075968120327627,0.001,1.0,1.0,0.16666666666666666
0.464554101228714,0.6233280897140503,0.29036572575569153,0.7730690836906433,71.59576416015625,0.5833891657499104,0.001,1.0,1.0,0.16666666666666666
0.6987955570220947,0.8447928428649902,0.43440404534339905,0.5815553069114685,69.83979034423828,0.7649111042239025,0.001,1.0,1.0,0.16666666666666666
0.16919293999671936,0.9084972143173218,0.1152629479765892,0.7409812808036804,88.65145874023438,1.0134075216454816,0.001,1.0,1.0,0.16666666666666666
