q_d_n,q_d,q_s_n,q_s,inv_temp,cost_stop_error,cost_time,cost_go_error,cost_go_missing,rate_stop_trial
0.35440370440483093,0.6695706248283386,0.18155740201473236,0.6897707581520081,80.37625122070312,0.6287090171215417,0.001,1.0,1.0,0.16666666666666666
0.31754645705223083,0.9623116850852966,0.16863423585891724,0.9184634685516357,96.02958679199219,0.2923313211907939,0.001,1.0,1.0,0.16666666666666666
0.4415834844112396,0.9986939430236816,0.5488382577896118,0.6149219274520874,91.27534484863281,0.6133764713583054,0.001,1.0,1.0,0.16666666666666666
0.2419128566980362,0.9945505261421204,0.3912355899810791,0.7225300669670105,78.1000747680664,0.1762899795634517,0.001,1.0,1.0,0.16666666666666666
0.35146984457969666,0.8281430602073669,0.13545970618724823,0.8316890001296997,87.46334075927734,0.478226257864154,0.001,1.0,1.0,0.16666666666666666
0.43334245681762695,0.5459360480308533,0.10672160983085632,0.7461659908294678,95.42940521240234,0.7949184871014996,0.001,1.0,1.0,0.16666666666666666
0.30235835909843445,0.9728893637657166,0.055406149476766586,0.6873776316642761,72.50904846191406,0.5386220528542732,0.001,1.0,1.0,0.16666666666666666
0.19238214194774628,0.7269431948661804,0.07188360393047333,0.7203506231307983,94.74530029296875,0.5560546651656136,0.001,1.0,1.0,0.16666666666666666
0.4885304272174835,0.9307836294174194,0.5090491771697998,0.5384288430213928,81.73241424560547,0.8901374520485089,0.001,1.0,1.0,0.16666666666666666
0.5026358962059021,0.6868454813957214,0.5109512805938721,0.6468868255615234,92.61590576171875,1.1930734937426066,0.001,1.0,1.0,0.16666666666666666
