case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_go_error,mu_cost_go_error,hit90_cost_go_error
161,0.5833833220034479,0.5647691,1.0,0.8898364906179759,0.76122415,1.0,10,8.889615,1.0,1.10241518437007,2.567842,0.0,4.8404073159588155,4.429496,1.0
162,0.7283459197432951,0.80973047,1.0,0.8637303412709054,0.7269307,0.0,14,13.62204,1.0,25.918213502652748,38.757294,0.0,44.28809193794198,10.797172,0.0
163,0.5002246350848834,0.5987882,1.0,0.6301357238127839,0.78636885,1.0,9,9.953908,1.0,23.617538902535134,23.733671,1.0,9.709420384226103,16.999598,1.0
164,0.5985395085360647,0.804229,1.0,0.9369843907186729,0.8574464,0.0,13,12.189455,1.0,18.96847800125417,21.820507,1.0,2.224416858624877,15.941164,1.0
165,0.5201809411159606,0.59777766,1.0,0.6408865177367209,0.7888887,1.0,14,10.025428,1.0,3.33321543808456,24.188768,1.0,21.765999089204602,16.220505,1.0
166,0.6238219223736163,0.63765943,1.0,0.8053722235185026,0.8159733,1.0,7,5.629254,0.0,3.378779155610578,5.4449353,1.0,7.946699054516774,7.596525,1.0
167,0.6867295191599256,0.8489289,0.0,0.9027352188656721,0.8086705,0.0,14,14.375938,1.0,11.990201735213978,12.791656,1.0,4.267495783511305,15.534638,1.0
168,0.6515041654352673,0.59540224,1.0,0.920001126914749,0.7789137,1.0,8,9.809992,1.0,38.123017970525176,25.03977,1.0,1.5481270606947142,16.764519,0.0
169,0.8467225153443294,0.8756671,1.0,0.6754311832090241,0.7280291,1.0,14,14.571039,1.0,4.4454662435372825,5.243069,1.0,7.697131540983125,6.585752,1.0
170,0.6646085203983864,0.7019996,1.0,0.5780433525905169,0.56664056,1.0,8,6.900509,1.0,2.3859137102957826,3.557415,1.0,8.196181652853165,5.9098415,1.0
171,0.5688580271516644,0.5349076,1.0,0.5844786572110374,0.7746823,0.0,13,11.761639,1.0,7.073011414585067,8.687988,0.0,1.3206031302452343,1.6036875,1.0
172,0.5904384377503613,0.59387684,1.0,0.991111935420633,0.7699799,0.0,15,9.949333,1.0,37.308950150767224,24.16779,1.0,1.9980299694116879,17.32802,1.0
173,0.7215974751780692,0.79023075,1.0,0.8844980252728267,0.84588444,1.0,11,11.432844,1.0,1.3222312919728716,2.0365627,1.0,6.9180135850953635,5.6372957,1.0
174,0.7354136165292111,0.78670293,1.0,0.5784511105330012,0.56294984,1.0,11,10.627019,1.0,2.189200337558731,2.581912,1.0,16.21464201359084,17.320368,1.0
175,0.8658290075770867,0.89586365,1.0,0.7978319623668372,0.8024217,1.0,13,13.273993,1.0,5.303112728271465,6.0810127,1.0,1.6572018641654729,1.3563648,1.0
176,0.8936558557453818,0.59616125,1.0,0.9516441312417105,0.7859313,1.0,10,9.878643,1.0,41.87171544448988,24.138208,1.0,47.49453441765984,16.890587,0.0
177,0.6502891916291131,0.79959446,0.0,0.8013323096712535,0.7673954,1.0,13,13.442512,1.0,15.254418542870802,17.107925,1.0,7.403811366171932,10.905693,1.0
178,0.7554355496436009,0.8408117,1.0,0.6787270091032456,0.7014439,1.0,10,10.458973,1.0,34.01266224047661,31.015266,1.0,6.820624432249811,2.1174238,0.0
179,0.7651239708605653,0.7881531,1.0,0.735916706054875,0.7344899,1.0,12,12.141838,1.0,1.3828075152850665,1.7965358,1.0,12.478604389366158,12.300696,1.0
180,0.5856109542513235,0.5755765,1.0,0.8770130510845392,0.8108643,1.0,14,14.1769085,1.0,2.487061137088112,3.1698878,1.0,1.595419402337811,1.9605294,1.0
181,0.8524957602169474,0.88535935,1.0,0.6595844602722767,0.83878845,1.0,7,6.9668303,1.0,5.763101640606472,5.813372,1.0,16.15913951778034,14.135105,1.0
182,0.8877174969313205,0.8736029,1.0,0.9953180068230909,0.7953135,0.0,15,14.883309,1.0,7.381460589720965,9.251625,0.0,1.7920584571495937,3.2895565,1.0
183,0.8074761526711348,0.80482125,1.0,0.7818677284895017,0.7359494,1.0,7,6.7556906,1.0,30.720322189102713,36.97257,1.0,42.38833610783216,7.6534863,0.0
184,0.7217802879989323,0.87895674,1.0,0.5185390583829779,0.64394104,0.0,7,5.681661,0.0,12.175848234296687,13.830436,1.0,11.68835695065939,5.031996,1.0
185,0.7692166149244823,0.84519243,1.0,0.553906664726111,0.585359,1.0,6,6.870753,1.0,4.29553675571769,4.0587955,1.0,1.1258651825713457,1.7785324,1.0
186,0.5609273676668411,0.7081461,1.0,0.5722534918428267,0.783827,1.0,6,5.181255,1.0,35.354989929857766,34.705624,1.0,20.729473124132113,11.5132265,1.0
187,0.6805122019039007,0.8298234,0.0,0.954131487000374,0.8203414,1.0,5,4.597494,1.0,7.3979911620066945,8.835536,0.0,38.041945531229906,28.797176,1.0
188,0.7373701643138537,0.86562437,1.0,0.7494636675804196,0.778784,1.0,11,10.612971,1.0,13.947439397173873,15.664053,1.0,17.44798279371478,7.417497,1.0
189,0.9994780772932077,0.73199075,0.0,0.5180298853242493,0.80961096,0.0,15,13.990643,1.0,36.63569059036724,34.857403,1.0,12.384121397912903,13.391112,1.0
190,0.5917596843810341,0.59778064,1.0,0.997386817209375,0.8539422,0.0,5,5.2986865,1.0,3.2211745820101827,3.3239846,1.0,1.5024302036174713,2.1436887,1.0
191,0.8073887428179822,0.86003506,1.0,0.7876226556778532,0.77383816,1.0,10,10.563817,1.0,9.5980549695403,9.805426,1.0,7.94388377483976,7.0778565,1.0
192,0.5764128526474757,0.5796763,1.0,0.9117271181714046,0.87433165,1.0,9,7.533097,1.0,2.068576962658284,2.6072886,1.0,1.5295395297337757,1.6700686,1.0
193,0.7523783541346456,0.6443307,1.0,0.9137837302747607,0.7973789,1.0,6,5.2726955,1.0,39.66848178797113,27.455093,1.0,1.0121366737362694,12.356922,0.0
194,0.5288483882465775,0.58216393,1.0,0.6810582034931483,0.78284895,1.0,12,4.973659,0.0,1.6620549256616908,12.39151,1.0,8.15086144793341,10.298375,1.0
195,0.7524571488813084,0.84331167,0.0,0.9924734832543568,0.7863728,0.0,13,12.984325,1.0,1.90775722779048,2.4741206,1.0,26.38386371469599,24.02411,1.0
196,0.7775094061017095,0.765741,1.0,0.9130904505328632,0.78245836,0.0,16,14.959639,0.0,30.69601325635068,35.570023,1.0,32.356005338272595,14.072336,1.0
197,0.5692835036268624,0.59121287,1.0,0.7013894220656985,0.75301504,1.0,11,10.183999,1.0,1.6537301718301454,2.7453935,1.0,7.348833285718495,14.81388,1.0
198,0.8683174909314602,0.8404633,1.0,0.8009731545519194,0.78554064,1.0,6,6.148772,1.0,19.128762000606063,20.173899,1.0,2.210973261949783,5.1577983,1.0
199,0.8591828509053774,0.81669825,1.0,0.8378012281519949,0.727041,0.0,9,8.62169,1.0,25.697996767416733,37.488132,0.0,49.36948917636325,7.6327662,0.0
