case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time
21,0.8449496143545729,0.92048204,1.0,0.7313690400369552,0.7442201,1.0,15,15.659838,0.0,2.8972647868944166,2.7768657,1.0,0.013493248752761871,0.013737535,1.0
22,0.8158672588755719,0.81533206,1.0,0.6242429500041446,0.5650747,1.0,10,9.928819,1.0,1.1909806190135064,2.1198454,1.0,0.020258828100595233,0.033849414,1.0
23,0.6273974259273161,0.6260387,1.0,0.5173310420960359,0.5398001,1.0,14,13.783919,1.0,10.095548835525314,13.146147,1.0,0.030060390545285885,0.05015794,1.0
24,0.6728244166363735,0.6552792,1.0,0.5420546602255087,0.5336102,1.0,11,11.095046,1.0,29.65150703473732,29.35693,1.0,0.09201655371485364,0.092735,1.0
25,0.81273377376523,0.776136,0.0,0.9316247322425733,0.96402013,1.0,8,7.9182997,1.0,3.1123244350902537,1.9942385,1.0,0.026592074187977464,0.020053815,1.0
26,0.7539098850798924,0.73940134,1.0,0.7929138850903731,0.7697692,1.0,10,10.061499,1.0,7.091321463643946,5.6780243,1.0,0.24392367818544136,0.29165453,1.0
27,0.560086271117443,0.56002605,1.0,0.8853748360122647,0.8735889,1.0,10,10.122278,1.0,2.7779443513565836,3.620215,1.0,0.012996237855704525,0.016411247,1.0
28,0.8719690977058188,0.88406366,1.0,0.8747507791044409,0.85820544,1.0,11,11.55052,1.0,6.085840113100976,7.349684,1.0,0.0607304108776554,0.0795815,1.0
29,0.9619646923934813,0.95815843,1.0,0.5650367983078769,0.5696934,1.0,13,13.124666,1.0,4.788152821483463,4.648666,1.0,0.011985111966366407,0.012869856,1.0
30,0.9679902428529947,0.841927,1.0,0.7002108233315263,0.72245884,1.0,15,14.440867,1.0,12.070307137222311,10.900406,1.0,0.03452810423304039,0.029532896,1.0
31,0.8113878893419697,0.8095406,1.0,0.8173194910729282,0.79429185,1.0,5,4.576757,1.0,2.9755351830722594,5.163919,1.0,0.01719815107508155,0.037115492,1.0
32,0.9999843371187708,0.6672061,0.0,0.939125348930154,0.7916057,1.0,5,9.615191,1.0,41.47189114023569,38.891132,1.0,0.02599350682267636,0.037289504,1.0
33,0.6625728070381188,0.66223377,1.0,0.88049283500927,0.77171385,0.0,7,6.781227,1.0,3.440900749234998,3.6695266,1.0,0.04262169264173011,0.04407113,1.0
34,0.6725353088377026,0.704438,1.0,0.9938129888734277,0.7663749,0.0,10,10.038308,1.0,13.131899580735622,12.711561,1.0,0.306912176434514,0.27541822,1.0
35,0.5244409613186549,0.5231981,1.0,0.7493435245294131,0.7078961,1.0,14,14.2054405,1.0,3.247049339311456,5.3064036,1.0,0.056720532010262885,0.08081709,1.0
36,0.510238489419237,0.52152663,1.0,0.9232244959228546,0.6669542,0.0,11,11.093575,1.0,1.1391182004497866,1.5021005,1.0,0.03526480421024871,0.044456292,1.0
37,0.6720360609522567,0.7203658,1.0,0.9371331289897527,0.6790889,0.0,14,14.195796,1.0,19.140637939337832,22.89163,1.0,0.49209010327959996,0.4419704,1.0
38,0.7264344103251301,0.74386543,1.0,0.9360762893250811,0.94182473,1.0,16,15.723131,0.0,1.1605563492441275,2.0477586,1.0,0.090119991811876,0.09674025,1.0
39,0.502408841819113,0.5159912,1.0,0.5616427483027647,0.7103763,1.0,13,13.166056,1.0,3.4153132271024242,2.0581334,1.0,0.037653438577015134,0.07331068,0.0
40,0.867622668189588,0.8623867,1.0,0.6382504553440078,0.611958,1.0,11,10.945086,1.0,15.112631793592683,5.545366,1.0,0.31278468808162374,0.37392223,1.0
41,0.6967405524034118,0.6964922,1.0,0.6405517772989984,0.59125525,1.0,5,4.9658027,1.0,1.2977825383192965,1.5258904,1.0,0.08079483606267747,0.08258314,1.0
42,0.9833579368902519,0.96952385,1.0,0.9007642819139479,0.8534786,1.0,13,12.948561,1.0,2.343769542376292,2.5247436,1.0,0.026389846043885733,0.03232514,1.0
43,0.5175208867908321,0.5087688,1.0,0.8115401567350955,0.8251829,1.0,14,14.454075,1.0,32.823925034687555,31.662895,1.0,0.1719892777847232,0.17416641,1.0
44,0.8894595096299072,0.90912306,1.0,0.5868016154633355,0.7633639,1.0,5,4.925677,1.0,1.9499945797914733,1.9525158,1.0,0.13075103875084906,0.115907855,1.0
45,0.7300230753694446,0.75548446,1.0,0.5894845209040527,0.75039685,1.0,10,10.06643,1.0,2.9513237886986046,3.4380631,1.0,0.2611092255666212,0.3321883,1.0
46,0.8953365877429705,0.8951593,1.0,0.8757256556255062,0.87489796,1.0,13,13.019439,1.0,1.8802149203695273,1.6709217,1.0,0.03168072117070432,0.029443989,1.0
47,0.8642171772390559,0.8882196,1.0,0.7931370341857762,0.78550863,1.0,13,12.624185,1.0,27.17887863977113,28.588934,1.0,0.21894625689439134,0.22496094,1.0
48,0.6256695750075143,0.63275087,1.0,0.6833445953647326,0.7181046,1.0,4,4.521623,0.0,1.5032803787285929,1.7552025,1.0,0.024556956321729242,0.028524864,1.0
49,0.7780464828648757,0.7646649,1.0,0.7522404068711912,0.7098336,1.0,16,15.580371,0.0,3.6079844805969525,2.9444196,1.0,0.026553069970331866,0.022525974,1.0
50,0.7729474313505921,0.8332487,1.0,0.6701126672219002,0.7045542,1.0,5,4.8851986,1.0,34.627725714337714,30.194254,1.0,0.013505538284320608,0.017124668,1.0
51,0.9273965571643921,0.9229651,1.0,0.8185554489487963,0.7367513,1.0,8,7.963874,1.0,1.7482442341227582,4.2742343,1.0,0.15571963358901422,0.16097336,1.0
52,0.7501166906926207,0.7776213,1.0,0.5898334777076399,0.5985915,1.0,6,6.2883134,1.0,19.969948510710758,23.506214,1.0,0.15371074276545896,0.19242331,1.0
53,0.6915096826072573,0.75064003,1.0,0.530255521669325,0.7688302,0.0,10,9.396775,1.0,45.760723682567175,41.773212,1.0,0.012632432767662821,0.026949551,1.0
54,0.7997858711358978,0.8188741,1.0,0.8436232406527084,0.78656584,1.0,12,11.692181,1.0,24.350926340521248,31.978535,1.0,0.013197686585128831,0.032614816,1.0
55,0.6927431694451704,0.7134281,1.0,0.6425568864317618,0.7348871,1.0,5,4.90519,1.0,4.926726346819357,10.183212,1.0,0.37259757625064566,0.41657817,1.0
56,0.6079920670449184,0.60777044,1.0,0.9693679224659694,0.85941637,0.0,10,9.53889,1.0,9.568951679880659,18.208996,0.0,0.010307411263240626,0.05621318,1.0
57,0.6218197292984322,0.7659588,1.0,0.958277363419893,0.8178247,0.0,12,10.776118,1.0,48.25262612601062,41.934982,1.0,0.13198987427802092,0.034171663,0.0
58,0.9807218534941806,0.9793798,1.0,0.7952552581323611,0.7461219,1.0,12,12.044162,1.0,2.0401335261446714,4.798485,1.0,0.11826473782492183,0.28566486,0.0
59,0.54987409854186,0.5613498,0.0,0.6498864651149654,0.5975672,1.0,10,9.56835,1.0,2.8081730030767447,2.8398275,1.0,0.010794314199184312,0.01170221,1.0
60,0.8710729990305902,0.8451688,1.0,0.8965271888608614,0.8549878,1.0,14,14.062861,1.0,33.421252206984406,8.720961,0.0,0.23351895111231127,0.024386816,0.0
61,0.7595855578661774,0.8797633,1.0,0.9854453872836928,0.934875,0.0,9,8.341883,1.0,12.548749613618636,12.761114,1.0,0.054133537990564376,0.054440085,1.0
62,0.832853910933129,0.86057496,1.0,0.9200713193733286,0.90548253,1.0,5,4.7974563,1.0,5.711582021844835,10.094764,0.0,0.010538252853260146,0.041141953,0.0
63,0.9899253734493856,0.98387855,1.0,0.884803961578053,0.9067521,1.0,14,14.339348,1.0,29.49684741528005,31.273046,1.0,0.36164431284728293,0.38864952,1.0
64,0.5070577484769166,0.5423744,1.0,0.865029875074552,0.72495985,1.0,7,7.023131,1.0,1.5627232628052443,2.6752,1.0,0.10515263990975965,0.1241945,1.0
65,0.877365181992787,0.885584,1.0,0.5446682738340922,0.5876266,1.0,12,11.94872,1.0,1.4337039505823925,2.1084862,1.0,0.12363103370685408,0.11175984,1.0
66,0.601507320147894,0.60071266,1.0,0.6206247277939367,0.6457763,1.0,4,4.2553005,1.0,4.924884294486186,4.049238,1.0,0.05571056857982738,0.051398225,1.0
67,0.931244087950658,0.92081594,1.0,0.7759053899919438,0.8094686,1.0,11,10.99607,1.0,2.4112088737576207,4.3800015,1.0,0.16584551836501854,0.16201259,1.0
68,0.6870906392610097,0.7040231,1.0,0.7958275309937348,0.79932994,1.0,6,5.7829947,1.0,10.18049342960099,8.178575,1.0,0.04207379965981771,0.02733208,1.0
69,0.8151069154844803,0.8402528,1.0,0.8780352173315662,0.76097244,1.0,15,15.232362,1.0,5.619335497283791,4.9693794,1.0,0.3112601889294725,0.35068816,1.0
70,0.9470795338022264,0.9125202,0.0,0.544930434462662,0.78369194,1.0,16,15.838127,1.0,1.3691966579175516,1.7318237,1.0,0.10082116041104543,0.11617659,1.0
71,0.9648853095283385,0.86951536,1.0,0.893047934013411,0.889334,1.0,5,4.660215,1.0,39.78972379025225,23.630762,1.0,0.24156759127146152,0.10778826,1.0
72,0.957935887888292,0.96994305,1.0,0.6497948193418542,0.7444846,1.0,10,10.028445,1.0,2.078182147755661,7.540183,1.0,0.3615265937057606,0.33569133,1.0
73,0.6754678934974057,0.66100365,1.0,0.7786392710345968,0.9142457,0.0,12,12.115901,1.0,9.233890853256645,16.228825,0.0,0.17516564102212417,0.25937468,0.0
74,0.6067217088118371,0.78258544,1.0,0.8081533031092727,0.7645728,1.0,4,4.4198937,1.0,39.51458268794755,39.359955,1.0,0.04011668437233299,0.027512215,1.0
75,0.6983202926133665,0.683093,1.0,0.6543095604072975,0.6193073,1.0,5,4.943627,1.0,36.29579125475613,28.072899,1.0,0.46666561750197333,0.3270439,0.0
76,0.9573717198391278,0.9535613,1.0,0.6989371104237713,0.7714573,1.0,9,9.002963,1.0,3.177891776877301,6.1163683,1.0,0.2004855227109297,0.24334565,1.0
77,0.8089243051782986,0.8476478,1.0,0.8185032481276497,0.7869591,1.0,12,10.590269,1.0,2.5331435206735238,5.8164697,0.0,0.010176963283614598,0.032090623,0.0
78,0.6264613243560633,0.60171425,1.0,0.9646345516201826,0.59306073,0.0,15,15.224399,1.0,11.57525309880892,19.430862,1.0,0.2748551991698057,0.20426959,1.0
79,0.7842373230586221,0.7802643,1.0,0.5352990350949558,0.52773595,1.0,6,5.1908097,1.0,8.704938799608257,9.340992,1.0,0.016117108929264122,0.014699242,1.0
80,0.575773308765819,0.5861682,1.0,0.6042194469937163,0.59756696,1.0,8,7.2324376,1.0,33.722477671582894,30.93724,1.0,0.22213757674657159,0.19609095,1.0
81,0.7500128376553021,0.7705005,1.0,0.5565562710344634,0.54071593,1.0,8,7.8266826,1.0,7.4960018490350855,5.649793,1.0,0.07404369058957228,0.05836278,1.0
82,0.7411332666302854,0.8084909,1.0,0.5473424484352516,0.613362,1.0,14,13.537666,1.0,28.293509071082752,22.834585,1.0,0.027899648693480696,0.024258917,1.0
83,0.8600624286272436,0.87361854,1.0,0.7241448151057723,0.6905702,1.0,9,8.914191,1.0,17.70803576753545,7.829014,1.0,0.38456723789030256,0.39806908,1.0
84,0.5580512091508518,0.5649584,1.0,0.950709578667428,0.9406772,1.0,4,4.5540233,1.0,2.4927541300264706,1.5160049,0.0,0.023152371457898547,0.020471258,1.0
85,0.8488844405928416,0.8444115,1.0,0.6597584773094107,0.6892776,1.0,13,13.216488,1.0,22.08095308479877,21.427298,1.0,0.01841804316671263,0.020527376,1.0
86,0.6596818904785313,0.6644406,1.0,0.5111366489595355,0.7495641,0.0,10,10.072086,1.0,15.385182193275082,7.0888906,1.0,0.20913462432876756,0.2865967,1.0
87,0.7599600174636802,0.8092241,1.0,0.8397775788715126,0.8673994,1.0,13,12.621865,1.0,34.68839673102942,23.489716,1.0,0.11854942106107705,0.04870756,1.0
88,0.9632046655754671,0.8790307,1.0,0.6221837107072369,0.61720556,1.0,14,14.068079,1.0,38.289433211934565,39.076267,1.0,0.17484650985404818,0.1766927,1.0
89,0.8177369511890047,0.8115277,1.0,0.5363753108980203,0.5254095,1.0,9,9.222095,1.0,25.54338636514125,36.362038,0.0,0.18531488798832038,0.25053024,0.0
90,0.9875799299089992,0.9931712,1.0,0.5104144694153143,0.71860826,0.0,12,12.059432,1.0,7.961075706471996,4.429141,1.0,0.09006918336961652,0.17679434,0.0
91,0.9003868951213985,0.89455676,1.0,0.8458097544720007,0.8779092,1.0,6,5.9836187,1.0,15.49451634490538,18.38079,1.0,0.21768764160963178,0.26748785,1.0
92,0.5298500326075593,0.5262171,1.0,0.971524965628531,0.8730031,1.0,8,7.465493,1.0,4.746600937737624,5.722029,1.0,0.03334265218989925,0.0425489,1.0
93,0.816782510873882,0.792844,1.0,0.7554847079881885,0.74314517,1.0,16,15.569811,0.0,5.461234141682095,4.1914864,1.0,0.04431677176672139,0.035391785,1.0
94,0.6144284160155394,0.75190616,1.0,0.5157046407502316,0.83330536,0.0,14,9.709465,0.0,40.32161606730143,40.806507,1.0,0.04567563896693704,0.038756505,1.0
95,0.7195276541713713,0.67719615,0.0,0.9708082233779757,0.8490118,0.0,14,14.19675,1.0,15.348152947388032,12.836402,1.0,0.251722218066506,0.21536237,1.0
96,0.9472513602667638,0.9428923,1.0,0.8512756373393519,0.8252554,1.0,7,6.920041,1.0,1.1986481248717746,4.8138356,1.0,0.3903350925999397,0.28569287,1.0
97,0.9679411070390673,0.97375715,1.0,0.9321122109369151,0.6973469,1.0,13,13.088539,1.0,2.992630781581204,17.425676,0.0,0.4033604338181422,0.29877913,1.0
98,0.5158804546145039,0.51072633,1.0,0.7609756036154199,0.7434098,1.0,15,14.669773,1.0,26.073599202019032,27.143248,1.0,0.2476483852833903,0.24374717,1.0
99,0.6940855888864628,0.67749536,1.0,0.5105700127109717,0.79962695,1.0,12,9.640371,1.0,32.37110382660744,39.258614,1.0,0.028643894426278793,0.03732126,1.0
100,0.5998482725921555,0.58003956,1.0,0.9423743599803672,0.8352354,1.0,5,4.9608808,1.0,1.3243738158416531,1.93112,1.0,0.11600985066314426,0.08973694,1.0
101,0.8926279853494846,0.8642875,1.0,0.7024385307680412,0.6915497,1.0,14,14.101239,1.0,3.623732522231653,1.8720585,0.0,0.03563613288222914,0.017791908,0.0
102,0.8342419683837379,0.8765917,1.0,0.9557475879234646,0.9118743,1.0,13,12.2386875,1.0,16.07370476887158,16.861916,1.0,0.18531549836537523,0.18274036,1.0
103,0.7090627656506246,0.6728192,1.0,0.6347879487153143,0.7766975,1.0,10,10.063615,1.0,2.418621199969833,3.979241,1.0,0.2967030817914081,0.24888091,1.0
104,0.6191295586201174,0.6239746,1.0,0.8329924077201362,0.8474941,1.0,9,8.6762705,1.0,9.424542027772079,8.2257395,1.0,0.027751265157159446,0.021440556,1.0
105,0.868379142073211,0.8716102,1.0,0.7742258248612569,0.7877768,1.0,15,15.421192,1.0,18.27421844094188,19.714725,1.0,0.08740524421972147,0.10743872,1.0
106,0.6394610629632905,0.65189755,1.0,0.525170126339992,0.5259847,1.0,6,6.138764,1.0,9.950191505840573,10.639147,1.0,0.10211383438968162,0.10177513,1.0
107,0.7705675035041595,0.8025248,1.0,0.9318384436573308,0.94279546,1.0,11,12.07312,1.0,7.434858912343307,5.737287,1.0,0.04084748443956739,0.029544808,1.0
108,0.8294732628622475,0.79630226,1.0,0.5217117527241888,0.52029175,1.0,13,13.780007,1.0,7.182800559437445,6.984577,1.0,0.011454523566864397,0.012583649,1.0
109,0.8700614140236871,0.8368595,1.0,0.7190550161248339,0.73707914,1.0,9,8.951964,1.0,19.534319599208565,20.86186,1.0,0.02123823312928796,0.023235844,1.0
110,0.8075355977299494,0.7799445,1.0,0.6586679745816371,0.672546,1.0,6,6.062166,1.0,7.640141838094552,7.6977873,1.0,0.026261282523040726,0.028075755,1.0
111,0.8185287817251313,0.7668667,1.0,0.9663807511259187,0.9091909,1.0,9,8.865738,1.0,33.612256177249144,13.962229,1.0,0.28876385971028923,0.08167465,1.0
112,0.9521330640655454,0.958675,1.0,0.6749428929769489,0.6504344,1.0,11,10.998613,1.0,1.3017527354349656,1.7853246,1.0,0.058705944972687184,0.051744714,1.0
113,0.9024692712741376,0.84080726,1.0,0.596074609994313,0.6442356,0.0,15,15.171241,1.0,25.816607610125835,34.66895,1.0,0.013640188300126876,0.039221987,1.0
114,0.9502729570385946,0.9394203,1.0,0.7549716122386667,0.7579001,1.0,12,12.04179,1.0,2.3740796193723273,4.9429317,1.0,0.22717432311676763,0.33456042,1.0
115,0.5035028279139553,0.5187394,0.0,0.751363527255882,0.7326971,1.0,6,5.8077655,1.0,1.2557472044138518,1.6344906,1.0,0.013001042566798609,0.01866505,1.0
116,0.9925960536231782,0.9869409,1.0,0.5646506328428805,0.73399866,1.0,4,4.215455,1.0,1.0539926923269942,4.814923,0.0,0.25537425231630917,0.28315878,1.0
117,0.7347842268871498,0.7506484,1.0,0.9416417781633952,0.7358961,1.0,10,10.0689125,1.0,1.9582239714929086,9.059785,1.0,0.49213836917987486,0.4263067,1.0
118,0.6145945292570085,0.61333936,1.0,0.9492612004618746,0.783549,1.0,15,15.185953,1.0,3.7050374218447892,4.0856347,1.0,0.1427008178073807,0.15369907,1.0
119,0.5285288390746383,0.548447,1.0,0.8700800007562741,0.69171923,1.0,11,11.048039,1.0,1.4910186486049624,1.6614841,1.0,0.04669603892058531,0.0756612,1.0
120,0.67654485886868,0.6787939,1.0,0.7584272929567363,0.7460773,1.0,5,4.764554,1.0,21.671569482388584,20.831331,1.0,0.03901005725770546,0.030181237,1.0
121,0.5931855139738613,0.57418764,0.0,0.776874272833944,0.7519076,1.0,14,15.361734,0.0,6.306891474618292,4.10541,0.0,0.06304117970987981,0.043768536,0.0
122,0.9167972673014393,0.89286375,1.0,0.945849662021853,0.9365388,1.0,13,13.096467,1.0,8.844104152713038,10.2192,1.0,0.01824845783085231,0.026454719,1.0
123,0.9195664702054904,0.9297505,1.0,0.9583832760693716,0.768629,1.0,12,12.16082,1.0,11.536351256099486,13.591856,1.0,0.30939484877696133,0.32106945,1.0
124,0.9684453020348296,0.75173354,0.0,0.8677345355551107,0.791095,1.0,16,14.3049965,0.0,43.42369397950285,41.306534,1.0,0.05592551839299834,0.030079406,1.0
125,0.6124551074043401,0.6608982,1.0,0.5775576872327346,0.72322357,1.0,4,4.3090563,0.0,35.87522917945711,14.286733,0.0,0.49375723117399883,0.42180902,1.0
126,0.8837532928275849,0.87412167,1.0,0.5865162319666947,0.57667136,1.0,5,4.911584,1.0,1.6927821527701237,1.8968513,1.0,0.01473536242800481,0.019540641,1.0
127,0.8257964869331424,0.8403175,1.0,0.9143172740637158,0.89996743,1.0,7,7.0028496,1.0,5.243716556518851,8.275631,1.0,0.18966908737938215,0.25193346,0.0
128,0.7784076783686492,0.77027184,1.0,0.975734119947309,0.9071733,1.0,9,8.989507,1.0,1.0759226034389116,2.800718,0.0,0.21359267603422033,0.19818588,1.0
129,0.8210348378545926,0.81659967,1.0,0.9405655712580849,0.8986537,1.0,5,4.6359024,1.0,22.17441528028674,28.728453,1.0,0.013129690792721081,0.055481248,0.0
130,0.7154696863851111,0.71824414,1.0,0.9804188314360939,0.9516041,1.0,16,15.36701,0.0,4.211332244957177,5.566764,1.0,0.019524451350855634,0.028284736,1.0
131,0.6373448778293027,0.6180923,1.0,0.9431227353167968,0.7402529,1.0,14,14.207178,1.0,1.9878225437493537,5.284371,1.0,0.3488451625791131,0.31301716,1.0
132,0.8258153718572645,0.81922483,1.0,0.6374599947497449,0.6316776,1.0,11,10.995645,1.0,17.9005073569475,19.639782,1.0,0.20414121728359425,0.2273637,1.0
133,0.733357338413459,0.7093943,1.0,0.8175004974526722,0.8288996,1.0,9,8.907143,1.0,19.786393647177302,23.509459,1.0,0.270804122107195,0.3146543,1.0
134,0.5621760581810091,0.625684,0.0,0.9723417790698985,0.73862875,1.0,4,4.2700458,1.0,1.1758309767641248,3.8016508,1.0,0.24978085285222434,0.30726093,1.0
135,0.8694111902147315,0.85458875,1.0,0.8362985738081861,0.92012966,1.0,10,10.11343,1.0,12.721710914393645,17.567074,1.0,0.2235320344476104,0.2941549,1.0
136,0.8604027980055418,0.8944236,1.0,0.7220544874753512,0.7142472,1.0,13,13.046621,1.0,8.568855104847147,5.765339,1.0,0.03710582994790401,0.0194372,0.0
137,0.7804371158228571,0.7688192,1.0,0.7775262541147581,0.77226,1.0,9,8.463834,1.0,42.9783289111895,42.682064,1.0,0.020560759632570508,0.027146759,1.0
138,0.9917379407151298,0.9021178,0.0,0.9588616056120454,0.96252596,1.0,12,12.642379,1.0,4.930738623616624,4.309333,1.0,0.028720196241981633,0.026475701,1.0
139,0.6693299775339757,0.6685985,1.0,0.9393294781976149,0.7473269,1.0,14,14.217332,1.0,2.094801077357853,5.3162303,1.0,0.33272300752682654,0.29797256,1.0
140,0.9868025253943622,0.9886168,1.0,0.8515065500372923,0.91641325,1.0,14,14.235242,1.0,2.2848755085367936,2.8745706,1.0,0.02419327510172463,0.02763694,1.0
141,0.7174129162248462,0.7267085,1.0,0.8962115625950571,0.70736855,1.0,4,4.2992,1.0,17.242037266946795,19.272976,1.0,0.43145921657945235,0.44792107,1.0
142,0.7800266252736641,0.84058875,1.0,0.7361774928755112,0.76263034,1.0,6,6.036684,1.0,33.48144370624203,28.109228,1.0,0.04421214616983726,0.029432211,1.0
143,0.6994371324402286,0.68475795,1.0,0.6271906035571879,0.61848724,1.0,15,15.105681,1.0,5.5288957322047105,7.705083,1.0,0.04143006488296954,0.059707444,1.0
144,0.7174278464669681,0.74649644,1.0,0.850311178200557,0.78075916,1.0,5,5.303365,1.0,40.85190402064886,43.39382,1.0,0.01160255429913784,0.031367596,0.0
145,0.5140982146926207,0.51834595,1.0,0.8752037428794985,0.8508622,1.0,5,5.708676,1.0,4.668196510900832,3.6139934,1.0,0.01950178587753584,0.016364157,1.0
146,0.57327259942815,0.576454,1.0,0.5085622558075182,0.5274955,1.0,9,8.712013,1.0,5.2506999515551405,3.9352245,0.0,0.02855322877260786,0.023650791,1.0
147,0.5795634995419028,0.74274474,1.0,0.8903707977188277,0.8051804,1.0,16,14.681465,0.0,35.27921082521666,41.415237,1.0,0.04335618664213564,0.030524613,1.0
148,0.7765224905007779,0.6707611,1.0,0.9999248873746946,0.793057,0.0,15,9.750689,1.0,42.05968597325774,38.590553,1.0,0.05135194037650159,0.03835643,1.0
149,0.5920735737496279,0.58116174,1.0,0.8787325169053806,0.83962137,1.0,5,5.013111,1.0,26.421662722037222,29.075556,1.0,0.04810913336020808,0.067905225,1.0
150,0.9011489669336679,0.89327043,1.0,0.8620642770275995,0.81417,1.0,8,7.9907765,1.0,3.5207834469283945,3.3550177,1.0,0.13127637306946766,0.14674492,1.0
151,0.8721271636860861,0.91036475,1.0,0.6233454014508094,0.6094998,1.0,4,4.8246922,1.0,12.040317084874745,13.5407715,1.0,0.03636382311630234,0.046001554,1.0
152,0.9936535540969822,0.950446,1.0,0.7770195215106239,0.7673065,1.0,11,10.42957,1.0,2.9387173765844206,3.758981,1.0,0.013477147587800978,0.018702658,1.0
153,0.6650206778102166,0.61482984,0.0,0.7423306320556358,0.7488198,1.0,13,13.115001,1.0,5.707400334794273,6.1254873,1.0,0.182933892233384,0.15560251,1.0
154,0.6726348010602423,0.6826504,1.0,0.8620141757619412,0.87542164,1.0,6,5.664157,1.0,1.5853161703653873,1.7785447,1.0,0.035838351694669694,0.032082334,1.0
155,0.7472724705415452,0.80623496,0.0,0.7788963519349177,0.80328697,1.0,11,11.360916,1.0,9.410558790189196,5.548542,1.0,0.10661697675127646,0.055928145,1.0
156,0.7003452632386017,0.693383,1.0,0.5434935077780707,0.55305344,1.0,11,10.207805,1.0,1.8129556279172176,2.5069244,1.0,0.012102962372141193,0.014756163,1.0
