case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_go_error,mu_cost_go_error,hit90_cost_go_error,gt_cost_go_missing,mu_cost_go_missing,hit90_cost_go_missing
130,0.9370501018110045,0.84778076,1.0,0.6079347834311561,0.56489235,0.0,10,8.211043,0.0,5.9025454018198396,8.682995,0.0,1.6805645209133206,2.6957731,1.0,12.380454830314733,14.28752,1.0
131,0.6553573073932635,0.64990085,1.0,0.84559772564344,0.875451,1.0,5,5.137425,1.0,6.722306344540842,7.084391,1.0,3.258413849366984,6.031814,1.0,7.4587701163967255,11.745065,1.0
132,0.5037383181878816,0.5058733,1.0,0.5517956005470892,0.5675404,1.0,9,7.969628,1.0,1.6537517279200755,3.0358994,1.0,6.910581050225934,14.068598,1.0,10.38544103630567,15.564549,1.0
133,0.9491386453443926,0.93144715,1.0,0.8732216821331338,0.87468886,1.0,5,5.772845,1.0,1.255133936039124,1.1013885,1.0,2.4013348881308882,2.3903575,1.0,34.79853910776878,8.609141,0.0
134,0.5393160046359109,0.54734117,1.0,0.7066768964173329,0.6638747,1.0,12,12.008948,1.0,2.4208857930870553,2.6543345,1.0,5.770579772525574,6.7875304,1.0,20.53585506036977,18.718039,1.0
135,0.7912220217750032,0.8794965,1.0,0.9611743650057559,0.8800292,1.0,15,15.4651375,1.0,3.562425916375125,4.351352,0.0,42.52160979068416,20.112692,0.0,7.156925720662227,6.4301543,1.0
136,0.7575281391992517,0.7298788,1.0,0.6662196605805815,0.6218779,1.0,9,9.385834,1.0,1.5388142765422308,1.9903171,1.0,3.477085328670489,3.1627908,1.0,2.5378315600785957,4.8933563,1.0
137,0.834554230768861,0.81210214,1.0,0.9265587926932737,0.8255425,1.0,10,12.414387,0.0,43.673279786452646,34.427338,1.0,40.356288177281066,16.735329,1.0,6.278180566184591,4.2945333,1.0
138,0.7739668947751599,0.75651306,1.0,0.9702085515226588,0.9104706,1.0,10,11.932574,0.0,1.995502829343081,1.1998154,0.0,2.3333856722889217,3.5331557,1.0,7.715223086850645,7.184966,1.0
139,0.7083773309774061,0.72532845,1.0,0.9221287663378721,0.8385705,1.0,5,4.780246,1.0,3.939846290872476,3.2735527,1.0,7.134135654301441,12.573266,0.0,5.455160217069986,2.8844311,1.0
140,0.7315672784051364,0.8527054,1.0,0.9585293698241135,0.7627898,0.0,11,12.550175,0.0,20.29139833076175,28.234282,1.0,4.263495034536845,17.390072,1.0,5.46569412659754,3.8172498,1.0
141,0.7776500203966411,0.8538947,1.0,0.8605321279060518,0.81666875,1.0,4,5.0607486,0.0,37.88932760190083,37.297306,1.0,1.2727055595207777,10.444375,1.0,33.54363342210846,23.747957,1.0
142,0.935330214575409,0.8260499,1.0,0.7932441886418401,0.7239397,1.0,8,9.071019,1.0,12.972475780234632,14.490853,1.0,35.24070030876024,27.82036,1.0,2.3920279146091317,1.9385215,1.0
143,0.8854635751142909,0.90582556,1.0,0.751045304609858,0.77952224,1.0,8,8.80508,1.0,1.3340297210918728,1.3282212,1.0,20.800237540005813,19.251637,1.0,3.4654508444023957,6.124007,1.0
144,0.5036657762026038,0.5041666,1.0,0.9666986208696255,0.91626,1.0,11,11.66175,1.0,6.738389609719411,8.590536,0.0,2.4707234174056287,2.587536,1.0,9.774976494065982,11.391335,1.0
145,0.9756247383289551,0.83567125,1.0,0.6684302410508146,0.6232836,0.0,15,14.454691,1.0,5.337303931262355,6.9701824,0.0,4.682492513996422,5.563791,1.0,8.402682394907517,9.007262,1.0
146,0.9019622359857797,0.8751502,1.0,0.6561709820689221,0.569552,0.0,14,14.546742,1.0,14.723585219748196,16.898582,1.0,48.26059776723853,13.583841,0.0,19.380395691991108,7.56725,1.0
147,0.968751313828941,0.9169171,0.0,0.5370101834495353,0.51468223,1.0,11,10.385914,1.0,16.75277351444486,22.24309,0.0,8.341420014057407,11.479628,0.0,29.0199905584163,21.762455,1.0
148,0.9709553547860184,0.96070385,1.0,0.5304840525731533,0.52355385,1.0,8,7.966283,1.0,3.1752691486182605,3.0791094,1.0,2.973327128280294,4.517231,1.0,2.2818249591192776,11.069241,1.0
149,0.7146242154496725,0.69953084,1.0,0.9667939443599414,0.83408225,0.0,6,5.603129,1.0,3.1790895254995015,2.3473804,1.0,11.447804573101623,14.147723,1.0,36.293366202253814,7.525622,0.0
150,0.9650310132356177,0.92018056,1.0,0.5947230259997205,0.59854865,1.0,8,8.300738,1.0,40.70637600124075,45.340767,1.0,25.416909914843227,25.318083,1.0,24.933073877107176,22.561365,1.0
151,0.986757351048979,0.94404334,1.0,0.6833897184999946,0.6589489,1.0,11,11.143881,1.0,2.7142307218049817,2.808941,1.0,1.2865379085485462,4.601027,0.0,2.4613606123844067,3.0107217,1.0
152,0.8167795317691904,0.8965248,0.0,0.8302359901659986,0.76409644,1.0,11,12.103457,0.0,1.3605779215669171,1.3981394,1.0,33.82710560962961,27.442785,1.0,2.5860721404713694,5.0193057,1.0
153,0.767314237114041,0.7768634,1.0,0.7948049283515293,0.8201732,1.0,9,9.920155,1.0,12.067093499531207,12.8578,1.0,24.138381636879053,15.745817,1.0,14.410296483756648,17.880297,1.0
154,0.6748680617034687,0.6648447,1.0,0.8373103318416035,0.7503506,1.0,12,12.824981,1.0,10.096352574656992,11.325718,1.0,4.890707188211597,15.364578,1.0,2.9993209656109254,5.397697,1.0
155,0.7987356986451242,0.8336428,1.0,0.8636929555975554,0.7803862,1.0,14,14.547286,1.0,1.9147957562310456,2.1775951,1.0,2.4848431125785795,3.8747628,1.0,7.378117424238436,6.967546,1.0
156,0.5406486287428078,0.54080456,1.0,0.8633559912880118,0.74613714,1.0,15,15.309763,1.0,2.095923713347968,2.8816388,1.0,11.764259394103282,18.30161,1.0,16.098764320262706,18.84211,1.0
157,0.8122730799885378,0.8121442,1.0,0.8394903234069218,0.66290754,0.0,10,11.444797,0.0,21.344256990343695,31.123669,1.0,2.3670124425994645,18.657785,1.0,3.0270718996972743,3.0011556,1.0
158,0.8220969865939629,0.8160793,1.0,0.8137566665252427,0.76835996,1.0,14,14.666754,1.0,25.005184779851973,32.93398,1.0,37.067103062356864,19.566778,1.0,1.0795300982137714,2.8247788,1.0
159,0.5897604228122689,0.57530713,1.0,0.8989265668818054,0.85051656,1.0,6,6.0782385,1.0,5.3318028180034105,5.7653756,1.0,1.9843702397461913,2.649445,1.0,27.726070596919545,13.844597,1.0
160,0.9478920963144783,0.9397745,1.0,0.5226617688746655,0.5162827,1.0,12,10.616276,1.0,13.345805368157784,18.963938,0.0,5.247901026640687,6.944913,1.0,19.80887159930392,19.891338,1.0
161,0.734105681990198,0.7097689,1.0,0.9526754869697345,0.84803075,1.0,13,13.537818,1.0,26.22870099270798,27.104,1.0,7.189964590305934,17.16639,1.0,1.504130479029025,3.4667592,1.0
162,0.8527155765326035,0.9551072,1.0,0.6229461531240843,0.665682,1.0,15,14.962305,1.0,5.02412660477159,6.0633683,0.0,27.050102178080483,17.977621,0.0,1.809228395174901,8.828547,1.0
163,0.5082409492592439,0.62813777,1.0,0.6999708500017823,0.7826186,1.0,5,9.763424,1.0,1.8678561335338852,23.134233,1.0,10.683126584738691,21.827827,1.0,1.4502594655972294,3.3376496,1.0
164,0.9421045130976744,0.96973145,1.0,0.5202676563645217,0.51897717,1.0,12,10.992314,1.0,5.967065113931115,8.178074,1.0,5.362168843755447,3.6377912,1.0,28.303739962895946,14.738111,1.0
165,0.9753756976670211,0.9502284,1.0,0.9126702261143881,0.90686876,1.0,12,12.658557,1.0,1.728265885706822,1.5421596,1.0,9.772859798534233,9.8577385,1.0,21.592314062789065,6.3161902,1.0
166,0.8113746178926433,0.8554379,1.0,0.8448107457796523,0.83492494,1.0,14,15.156567,0.0,1.4469270909171132,1.7187934,1.0,4.648149283959499,5.375691,1.0,1.4912590700133042,6.4052863,1.0
167,0.5051440717044677,0.5105422,1.0,0.7637670874878097,0.8060663,1.0,12,12.900635,1.0,3.4747378098804735,3.856109,1.0,5.744975163956785,6.3035674,1.0,7.732118881824309,13.496679,1.0
168,0.9441102804543695,0.9493186,1.0,0.6639572304114809,0.54830813,0.0,11,12.125063,0.0,1.119242535236894,1.3876184,1.0,25.015044101263836,26.434938,1.0,23.017988084279786,13.729709,1.0
169,0.7102332325086071,0.8224946,1.0,0.7691616489144142,0.75891685,1.0,6,7.1538525,1.0,23.19189155133601,29.993137,1.0,9.074100337636596,10.205168,1.0,4.369687160429893,22.053976,0.0
170,0.5562615211623447,0.5678082,1.0,0.6482395569297894,0.56391674,0.0,15,15.226625,1.0,1.275812830102229,1.8973325,1.0,5.273433814827835,5.5896907,1.0,19.946445457833267,20.938808,1.0
171,0.8657019051666588,0.858505,1.0,0.9542473163131564,0.87396264,1.0,13,15.044898,0.0,49.44421832541805,34.661755,1.0,24.34040695858417,12.511576,1.0,19.354531358116905,14.607119,1.0
172,0.6628288097567422,0.662079,1.0,0.6216490549124577,0.58558923,1.0,6,5.0028424,0.0,1.4539186536537005,3.296109,1.0,32.20085393149528,39.22028,1.0,12.061393059583267,17.481266,1.0
173,0.5679448837597683,0.56499505,1.0,0.9351887560950336,0.89951336,1.0,5,5.145737,1.0,4.701041789838978,4.1332636,1.0,6.206102703146912,10.898544,1.0,36.649105644222736,17.513817,1.0
174,0.9297652300349013,0.809557,0.0,0.7360600298161754,0.65295345,0.0,7,7.2187185,1.0,13.269411805429678,21.421171,0.0,4.73554467273306,23.266325,0.0,24.26828440180309,24.95309,1.0
175,0.5349372082998027,0.62917113,1.0,0.7538764831244843,0.7971112,1.0,10,9.573334,1.0,1.9721139996582493,23.80091,1.0,47.0596200542614,20.898296,1.0,2.102445970110717,3.2504842,1.0
176,0.9907468942234898,0.8554508,1.0,0.7675802694455017,0.6369722,1.0,8,8.377469,1.0,12.164181002146465,16.741379,1.0,45.79570171057514,21.591064,0.0,21.89865893774005,2.8618731,0.0
177,0.5523145032253747,0.72740924,1.0,0.6776218215458887,0.86955434,1.0,14,14.751776,1.0,1.9588442737828617,19.557405,1.0,47.22435482982319,13.364202,0.0,2.674985922541291,3.7855904,1.0
178,0.7906151335606024,0.82533836,1.0,0.8277629089928191,0.77826536,1.0,6,6.8851004,1.0,13.61064988628397,16.066393,1.0,21.054906201744398,16.088114,1.0,3.1520947758667512,7.459052,1.0
179,0.7030075141752377,0.7534473,1.0,0.6001186815906274,0.6178237,1.0,12,10.999453,1.0,4.417247244922345,6.033461,1.0,11.589469905186837,14.850536,1.0,3.1534010936798444,6.314997,1.0
180,0.7942192231717426,0.79233277,1.0,0.5746470046756778,0.554754,1.0,6,6.0225353,1.0,1.1671876918990887,1.5942694,1.0,7.666567792784585,8.98192,1.0,27.301571312038956,10.412894,1.0
181,0.9028765032539141,0.7860271,0.0,0.6598679665705691,0.6317329,1.0,13,13.094845,1.0,1.933771992040965,1.7160531,1.0,5.874279344257162,4.962546,1.0,1.789875707757958,1.6726452,1.0
182,0.5732595991837296,0.611234,1.0,0.8727451284627719,0.82403225,1.0,4,5.482623,0.0,23.508062452047106,37.623844,0.0,49.933633684815916,14.644368,0.0,11.47350140393235,5.605205,1.0
183,0.760054298719058,0.93730557,0.0,0.5342292914281239,0.5671334,1.0,9,9.566555,1.0,12.439740523338699,16.638191,1.0,28.380274389042583,33.334774,1.0,1.356320894809502,9.035168,0.0
184,0.7880479383238188,0.7507211,1.0,0.9807649472929285,0.8969591,1.0,5,4.939673,1.0,1.7523857522948596,1.4253833,1.0,6.818067399089035,7.7739964,1.0,1.9747551030327721,7.284888,1.0
185,0.5920982624194278,0.58708984,1.0,0.7504456737776195,0.71402043,1.0,4,4.206095,1.0,1.860211760654505,1.7059736,1.0,3.1342817512606334,4.5530624,1.0,8.585790386392437,10.126086,1.0
186,0.8856525968094539,0.82876796,1.0,0.6321026639626927,0.5517285,0.0,11,11.326501,1.0,1.7999555036555246,1.7263691,1.0,15.99457390351656,15.708593,1.0,16.078879446114982,16.156284,1.0
187,0.9972313019327572,0.8743156,0.0,0.6105713209713195,0.7408658,0.0,11,11.582422,1.0,41.8046588838017,28.805277,1.0,4.156191614400719,18.20706,1.0,9.758876730337956,15.298301,1.0
188,0.6940388267741737,0.70193917,1.0,0.986198342917843,0.92581505,1.0,9,11.310879,0.0,1.0019620451459643,1.0509075,1.0,1.5037417658286747,1.7816359,1.0,1.763926107873624,9.311612,1.0
189,0.8142030124100083,0.8347429,1.0,0.9355273691944467,0.8148693,1.0,16,15.736846,1.0,31.435937922467005,25.527197,1.0,2.748469692703532,15.116388,1.0,9.532401668581597,5.1633544,1.0
190,0.9956374392273892,0.92689544,0.0,0.8757082001296836,0.8500584,1.0,16,15.636715,1.0,1.3510491311022446,1.2385058,1.0,6.758470113261284,7.2415195,1.0,26.023188067154667,6.8002687,1.0
191,0.9562994608796312,0.9681389,1.0,0.7778593522635258,0.79362845,1.0,14,14.349497,1.0,5.02118711982616,6.059552,0.0,23.54708534887924,22.584835,1.0,3.0035300045743027,6.7015553,1.0
192,0.5773938725837615,0.56738806,1.0,0.8521994939948029,0.8534825,1.0,14,15.323809,0.0,34.190144002686296,35.28474,1.0,9.512599463461607,8.076906,1.0,9.044084920992395,14.550369,1.0
193,0.7850190852901913,0.8181949,1.0,0.6986024654427369,0.6753652,1.0,13,13.03507,1.0,9.030436167090254,11.277109,0.0,1.0310193777516994,2.9735544,0.0,36.41361846648403,19.292908,1.0
194,0.5961642224037901,0.6073811,1.0,0.6518453702434408,0.59316975,1.0,6,6.3729706,1.0,20.72411257142844,28.842886,1.0,38.66736224627549,20.299898,1.0,36.46957630225553,22.584005,1.0
195,0.9427250306992938,0.9410918,1.0,0.6152507022622002,0.5482836,0.0,6,5.8085656,1.0,1.8014960079636853,2.0471764,1.0,1.495016463561954,4.426746,1.0,1.4799097516479622,7.523628,1.0
196,0.9759128066771721,0.8197811,1.0,0.7106364823734692,0.7442997,1.0,14,15.266927,0.0,35.45310014201215,31.031567,1.0,1.5893046974549059,11.354354,1.0,2.4794864249567428,9.385545,1.0
197,0.9400662710059569,0.7826415,1.0,0.8341441236209006,0.8029679,1.0,8,10.058125,0.0,22.474044129351284,20.293013,1.0,1.7789344919236687,23.217236,1.0,1.0845655281927318,2.2080226,1.0
198,0.9679174330732538,0.9823854,1.0,0.9134802095322043,0.7839459,1.0,10,10.940231,1.0,1.9059826475594803,1.9394003,1.0,42.24138560552971,42.88765,1.0,2.9040742100703527,4.476761,1.0
199,0.8306179733541298,0.9446861,1.0,0.8486275679714257,0.7139977,0.0,11,11.6390295,1.0,3.9876449949751973,4.4096885,1.0,32.104012861084996,21.057444,1.0,4.271262095711083,11.795422,1.0
