case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_inv_temp,mu_inv_temp,hit90_inv_temp,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time
28,0.8030814091820881,0.88917845,1.0,0.9252684047783981,0.86893517,1.0,5,4.9657903,1.0,12.277746155688872,21.003033,1.0,6.784258572344856,9.404377,1.0,0.026586501297562546,0.055540666,1.0
29,0.8353323736074716,0.83889925,1.0,0.7213990034844617,0.6837233,1.0,10,10.223543,1.0,45.20770488853196,43.193436,1.0,6.646371378152653,3.6988251,1.0,0.10390818989115187,0.06299268,0.0
30,0.7697425204521753,0.75185025,1.0,0.7388380410687405,0.75990117,1.0,6,6.6348968,1.0,41.757300962614124,38.301647,1.0,3.280330179922762,2.2737966,1.0,0.03614656602139171,0.031084266,1.0
31,0.7993571754752039,0.8359959,1.0,0.6559649489091903,0.659943,1.0,11,10.090777,1.0,48.11463199118419,36.405796,0.0,6.305270879580572,7.6696177,1.0,0.021916494169953126,0.02434694,1.0
32,0.6803497411392099,0.65514016,1.0,0.6161046330611708,0.5987306,1.0,10,10.188883,1.0,11.386377616039328,22.599428,1.0,34.70959364780002,26.338203,1.0,0.30153275959243947,0.23031302,1.0
33,0.6463955986456817,0.64641213,1.0,0.8130127707978383,0.83677524,1.0,5,5.0373397,1.0,41.30252446614999,32.406094,1.0,1.4865425964235917,1.4135936,1.0,0.026794528408565495,0.023916919,1.0
34,0.6601854263976195,0.6637241,1.0,0.997836338985096,0.9613815,1.0,6,5.590753,1.0,28.90616411302286,34.97036,1.0,4.1702465695933,3.2863643,1.0,0.03347825924768234,0.02623882,1.0
35,0.9221278429559743,0.89328,1.0,0.7490957119894124,0.75410753,1.0,6,6.2211604,1.0,19.536649827700753,24.378923,1.0,17.56198027422463,16.4762,1.0,0.12611771727342533,0.11605408,1.0
36,0.5552669449265557,0.562423,1.0,0.7801738728515424,0.7790462,1.0,6,6.5325613,1.0,32.59720777550723,40.36946,1.0,46.63012296415477,37.554512,0.0,0.4246193788130043,0.34856156,1.0
37,0.6364718424332134,0.6578928,0.0,0.5434487809863968,0.5610353,1.0,9,9.16284,1.0,18.104129465967432,20.392256,1.0,1.265974809467297,1.7017334,1.0,0.011891320521804135,0.015239131,1.0
38,0.6650215223328398,0.69069284,0.0,0.6908547125202464,0.6397328,1.0,6,6.10474,1.0,14.35824627529692,18.881865,1.0,3.3751341042564533,3.5565076,1.0,0.0232867995883795,0.020925272,1.0
39,0.8091979822137666,0.8216455,1.0,0.5262805573414782,0.5335752,1.0,6,5.0012627,1.0,23.61843772318708,34.76197,1.0,47.107384155053985,36.09586,1.0,0.09099924351283759,0.05584063,0.0
40,0.9878479934959556,0.8265503,0.0,0.5297593951412805,0.5860609,0.0,10,9.111352,0.0,33.95474886112112,26.89194,1.0,25.97689875357873,35.128407,1.0,0.02129063859651114,0.02218042,1.0
41,0.7634826201181348,0.774962,1.0,0.6176208010985278,0.7423834,1.0,4,4.329006,0.0,33.176651210089,33.469326,1.0,1.4904223530197216,9.712794,1.0,0.3940727391539348,0.38234246,1.0
42,0.9293158252845901,0.88659155,1.0,0.5176579305143738,0.5557623,0.0,15,7.5105863,0.0,22.637615108593156,39.54489,0.0,24.328387606672308,30.26116,1.0,0.07030207720429238,0.05690972,1.0
43,0.9293070127649671,0.8921454,1.0,0.8854909360290217,0.88080627,1.0,14,13.932504,1.0,29.497648011075498,29.187157,1.0,7.125393451657732,9.042893,1.0,0.01127852922116491,0.020892106,1.0
44,0.578235534116013,0.7002533,1.0,0.982387408324874,0.84298134,1.0,8,9.661412,1.0,35.47661430200974,35.218746,1.0,49.89121259149396,34.21381,0.0,0.18076134404992333,0.05047605,0.0
45,0.5102254646988533,0.51754665,1.0,0.5830095419826605,0.56098235,1.0,7,5.981737,1.0,49.68267305668717,18.367785,0.0,7.171015443535332,17.443882,1.0,0.04437373602682238,0.08445802,1.0
46,0.6002987154849555,0.59740096,1.0,0.5902557493642601,0.73183155,1.0,9,9.284244,1.0,5.844110120649892,8.63394,1.0,2.8616844474700676,1.5244313,0.0,0.05741863773308303,0.055973466,1.0
47,0.806579823595205,0.8162912,1.0,0.8826905770601026,0.8119022,1.0,6,5.972395,1.0,19.100360447379387,35.784687,0.0,3.6701682688167137,4.2132244,1.0,0.06042852581367086,0.068469875,1.0
48,0.6494523390004834,0.6469121,1.0,0.6887192442567003,0.7197981,1.0,16,15.389389,1.0,8.452524563639173,26.983671,0.0,4.500814779398881,6.3314357,1.0,0.016518880846763624,0.044286333,0.0
49,0.8222910474656923,0.87259704,1.0,0.7457652194525041,0.77725315,1.0,14,11.520457,0.0,17.93138824915161,33.67605,1.0,36.11410931465541,29.307875,1.0,0.18761785957553703,0.1682803,1.0
50,0.5013513963319951,0.5276318,0.0,0.5873962587871694,0.72975624,1.0,13,13.253527,1.0,33.60128041827838,33.33042,1.0,13.55442637711468,8.356512,1.0,0.16330821379592345,0.32427385,1.0
51,0.7566721832888466,0.8335754,0.0,0.6152272649436876,0.61743176,1.0,9,7.637711,1.0,8.18416566504317,12.71394,1.0,23.545456400200525,13.798618,1.0,0.1571969445384271,0.07141735,0.0
52,0.7376316826676969,0.7580668,1.0,0.8205035416255837,0.8215977,1.0,8,8.18476,1.0,44.95226883212669,33.097935,1.0,9.005900943297481,12.967235,1.0,0.06198029148502863,0.08859031,1.0
53,0.8720729710325215,0.8563451,1.0,0.549530690101369,0.56862366,1.0,10,6.3559217,0.0,38.01603750243035,39.787167,1.0,48.145208268945154,39.710648,1.0,0.1743819874311836,0.105684556,0.0
54,0.6598213840920845,0.7040045,0.0,0.9741270956700523,0.9395849,1.0,9,7.927469,0.0,20.529085666759272,21.618269,1.0,9.541498865049247,17.609064,1.0,0.031231693668692755,0.0755972,1.0
55,0.8141623025607426,0.81865907,1.0,0.5959704388707421,0.7518577,1.0,10,10.483005,1.0,36.13595837592362,28.362703,1.0,15.153688389940866,16.926865,1.0,0.15616726430591657,0.2801361,1.0
56,0.6004207469811121,0.5597631,1.0,0.7225274347971915,0.7412305,1.0,9,9.283366,1.0,12.612374835225696,25.622562,1.0,4.14955605184744,5.1639376,1.0,0.2747626053256436,0.17122357,1.0
57,0.9868646544613605,0.98793244,1.0,0.8419390347981554,0.72663486,1.0,16,15.940406,1.0,17.047013968824956,30.042063,1.0,1.2287175776229593,6.3356524,1.0,0.44222685008604073,0.26764885,1.0
58,0.8066587433655221,0.899346,1.0,0.9650619747535882,0.9646077,1.0,13,12.466502,1.0,40.25653613955766,30.843964,1.0,6.076643382654995,12.600472,1.0,0.032837031156336856,0.0809757,1.0
59,0.5761564868198391,0.57834786,1.0,0.7989274904710308,0.82501745,1.0,9,8.626804,1.0,30.36852789026276,35.661983,1.0,1.3600447869294838,2.066193,1.0,0.01213220538795423,0.016577091,0.0
60,0.775789592249907,0.79995584,1.0,0.5088039048464024,0.5571293,1.0,7,7.0458856,1.0,15.957262316755376,14.307867,1.0,3.3711871109872313,8.012549,0.0,0.12269676796308975,0.10965908,1.0
61,0.5181477164965967,0.5730754,0.0,0.6549680835385774,0.7214757,1.0,15,15.076596,1.0,15.477720245777427,31.40087,1.0,15.42281411222587,8.1229925,1.0,0.3721644563602486,0.31414208,1.0
62,0.8533768622171931,0.87257946,1.0,0.9254093085146975,0.93034476,1.0,6,6.677544,1.0,29.165248599510434,22.436651,1.0,5.488899575231557,7.3356204,1.0,0.08237730066884517,0.1033215,1.0
63,0.876255537122018,0.899637,1.0,0.6310440895153289,0.63431966,1.0,14,13.154351,1.0,8.490909391567666,20.169418,1.0,16.427720844199055,11.182316,1.0,0.04977870255406557,0.03472947,1.0
64,0.8407803902571508,0.7944703,0.0,0.9285733165036651,0.88993245,1.0,13,13.9097805,0.0,29.707268961398643,35.749313,1.0,35.62702461479861,31.994398,1.0,0.45379981904443123,0.40759236,1.0
65,0.7994576044523678,0.88628846,1.0,0.5692237462232765,0.56729025,1.0,5,4.4755197,1.0,39.5563676086003,30.262283,1.0,15.827053731398236,16.089182,1.0,0.06667891430760904,0.056903653,1.0
66,0.9121578697111589,0.9071147,1.0,0.6240712948627456,0.6273742,1.0,5,4.441522,1.0,15.655976750841672,22.675856,1.0,13.062569510873162,9.726087,1.0,0.03824863709042113,0.022415766,1.0
67,0.5714853263148991,0.5792759,1.0,0.6561794821620075,0.67705554,1.0,15,14.018335,0.0,25.555614877161254,22.912481,1.0,8.821304642038712,17.066242,1.0,0.011536203158106597,0.025757255,1.0
68,0.8437747567536746,0.80814755,1.0,0.5988942924369651,0.6115968,1.0,15,15.58333,0.0,19.400086175694504,23.386972,1.0,14.012567348134395,14.877326,1.0,0.1256096078102227,0.1510416,1.0
69,0.9069915888797568,0.9584241,0.0,0.8764003069515642,0.85458255,1.0,14,14.814147,1.0,5.692886776938752,12.6405945,1.0,14.925056138580901,4.505208,0.0,0.11480872174389796,0.029677313,0.0
70,0.5287308309296539,0.55944335,1.0,0.8947946365054988,0.72421753,1.0,8,8.224892,1.0,38.94539526906023,33.596992,1.0,4.371889071775845,9.032066,1.0,0.24981384908967275,0.34516668,1.0
71,0.6400226127048888,0.6480113,1.0,0.7431914349039686,0.74496937,1.0,8,8.11401,1.0,14.646599923461947,17.580112,1.0,2.7746867566157163,2.4665713,1.0,0.0282561470663397,0.025365608,1.0
72,0.9595115902779432,0.84079254,1.0,0.755853218033858,0.8583195,0.0,11,10.77587,1.0,35.50778341703585,41.904408,1.0,19.00922564100588,15.914759,1.0,0.015096055973789099,0.0315745,1.0
73,0.7902643746138482,0.88397264,1.0,0.6352388977654366,0.6629554,1.0,5,4.8452883,1.0,46.364400453209115,39.057423,1.0,3.357917489440079,3.6271114,1.0,0.014981536327021474,0.0141676115,1.0
74,0.8677122199529309,0.8544253,1.0,0.9537208580735265,0.9477457,1.0,15,14.535848,1.0,22.021725000475815,24.100016,1.0,12.196099464570594,19.987476,1.0,0.041949534273078695,0.09840118,1.0
75,0.8966189464659919,0.9436435,1.0,0.7197951209686451,0.76837444,1.0,12,12.7957535,0.0,17.050278841682122,26.789814,1.0,3.5931389356266275,1.946236,0.0,0.03202257117913457,0.018216891,1.0
76,0.82910018820528,0.8571295,1.0,0.5099398761002891,0.5746064,0.0,9,9.175312,1.0,11.352509349174424,12.745635,1.0,1.7740319868673247,1.7902341,1.0,0.05893332426799541,0.039936576,1.0
77,0.8164938703484119,0.817481,1.0,0.7992382382189456,0.81546503,1.0,6,5.3107824,1.0,12.294152561722267,23.24363,1.0,39.7117073170502,33.298145,1.0,0.02212973659045363,0.053529363,1.0
78,0.626831533521977,0.6199183,1.0,0.8876117583119658,0.89684486,1.0,5,4.4887357,1.0,17.570817060953555,32.71009,1.0,32.05456557945983,19.735756,1.0,0.06691726668328123,0.04481575,1.0
79,0.5252831488271621,0.8063313,0.0,0.9161991455400912,0.91652405,1.0,14,12.00284,0.0,42.74644366666849,30.640429,1.0,10.529264184343123,24.3194,0.0,0.020133568331927382,0.06766105,1.0
80,0.9511909648944847,0.8618939,1.0,0.8486547523624646,0.77976835,1.0,7,6.6079283,1.0,30.347086931748546,14.695562,1.0,30.511126229654476,19.921715,1.0,0.20296934879004178,0.04375942,0.0
81,0.9772167849651769,0.8188459,1.0,0.5259170834903493,0.54122204,1.0,7,4.443774,0.0,49.39235346243195,34.55071,0.0,43.89127943081073,36.80857,1.0,0.11295940750894186,0.062090546,0.0
82,0.925827415274656,0.82224715,1.0,0.8292431540184109,0.8858042,1.0,14,12.694436,0.0,13.230778618126298,34.802048,0.0,37.9485978916734,22.101587,0.0,0.0321499469627679,0.055628628,1.0
83,0.7124606259943749,0.73659205,1.0,0.5128570994339228,0.5359054,1.0,13,12.183864,1.0,15.781586360339407,32.20279,0.0,2.4459484970095002,1.8738286,1.0,0.016785091080561292,0.016058482,1.0
84,0.9332520152795445,0.93193996,1.0,0.5996400356976122,0.5935585,1.0,11,10.553804,1.0,35.33371154136211,30.15021,1.0,9.711586614913607,9.933416,1.0,0.05269837670899337,0.04723602,1.0
85,0.7358596005448637,0.70841014,1.0,0.9866763738858928,0.8601583,1.0,12,9.723791,1.0,32.88664372412141,35.614475,1.0,46.125413512915685,35.04846,1.0,0.017920786506931633,0.05371157,1.0
86,0.9356684040335355,0.8449723,1.0,0.9859088087279334,0.9076374,0.0,7,6.1403937,0.0,7.5660374538452295,16.20161,1.0,37.363668472249856,27.547663,1.0,0.037144676189940336,0.053717453,1.0
87,0.8815863437485268,0.8726361,1.0,0.8751455028985435,0.7249125,1.0,6,6.257577,1.0,31.623471847298052,32.10569,1.0,1.468021772627239,10.081311,0.0,0.2899731988920485,0.36342254,1.0
88,0.7553289938864911,0.74863625,1.0,0.859625697869806,0.84783083,1.0,15,15.277158,1.0,24.731378834927284,22.615309,1.0,12.46838931270708,11.841314,1.0,0.2657805243386052,0.25974935,1.0
89,0.7131128049611438,0.71273386,1.0,0.8624467666301098,0.71774477,1.0,13,13.266216,1.0,6.1815025674697885,33.023167,0.0,14.067261926924637,13.592862,1.0,0.46961779785701385,0.26939213,0.0
90,0.5305901094945797,0.597637,0.0,0.5285592834008147,0.721412,0.0,4,4.335353,0.0,29.215111858829943,33.33974,1.0,2.258663186186672,10.36315,1.0,0.3258697885377482,0.3618509,1.0
91,0.5579506552747561,0.5620173,1.0,0.8769013923286202,0.8657866,1.0,7,6.6979904,1.0,27.915912168789554,26.851093,1.0,11.501028932509309,11.735295,1.0,0.04528965288155007,0.04177638,1.0
92,0.6163214422847626,0.70747,0.0,0.8186373813084347,0.74559796,1.0,13,13.307371,1.0,24.499057606989172,33.58996,1.0,1.5939274597248163,7.1918535,1.0,0.3009356490502996,0.35517028,1.0
93,0.9010532120524446,0.9369187,1.0,0.990332170407535,0.9734979,1.0,5,5.813125,1.0,27.72548542509486,30.480324,1.0,3.70159690908033,7.2237873,1.0,0.02255913186146362,0.06492928,1.0
94,0.8541934720961665,0.8368695,1.0,0.6951334539690979,0.7571858,0.0,9,8.610894,1.0,25.390505220462522,33.076004,1.0,30.53375282366496,16.40809,0.0,0.0584263137595157,0.02761498,1.0
95,0.9935367455317795,0.98493654,1.0,0.6074707912771642,0.7240162,1.0,10,10.355107,1.0,25.70448686375734,26.954914,1.0,1.1408564358223443,6.3107033,0.0,0.49827841410933493,0.26181585,0.0
96,0.8105638830466673,0.88242483,1.0,0.8338982311463039,0.8417333,1.0,5,5.2478495,1.0,18.698729370518283,21.444191,1.0,12.440237672067688,11.300641,1.0,0.033762543170331366,0.026094751,1.0
97,0.6303105611746986,0.6470622,0.0,0.5838942857898862,0.6664458,1.0,13,11.756193,0.0,42.50331471090309,39.77622,1.0,1.1868447031219513,1.953236,0.0,0.010808083662427926,0.011784119,1.0
98,0.7077889832980049,0.73165745,1.0,0.8779384639380576,0.7302356,1.0,15,15.133293,1.0,17.19565837050852,32.56229,1.0,3.344397557227641,13.484582,1.0,0.4703741022537777,0.413154,1.0
99,0.5946152059777365,0.59195143,1.0,0.8707038279848942,0.83660203,1.0,7,5.8771396,1.0,22.26357989463782,28.21764,1.0,27.94189525434792,29.430922,1.0,0.19700434676962414,0.19223645,1.0
100,0.6776762587966868,0.6899769,1.0,0.6773713063610507,0.65398425,1.0,14,13.011287,1.0,45.10748216799359,32.099915,1.0,23.590221595539163,37.119762,1.0,0.14302660728052763,0.18786179,1.0
101,0.9584833929217715,0.85425514,1.0,0.6007435954429533,0.61035734,1.0,10,9.513819,1.0,39.47149543586291,35.437046,1.0,34.5762428282211,28.526812,1.0,0.06398999740898893,0.045177758,1.0
102,0.9895013129095922,0.9081333,1.0,0.691741690167315,0.69587404,1.0,5,5.824204,1.0,42.59834020821262,35.525528,1.0,33.234180531299806,31.505945,1.0,0.21390429074947723,0.20331375,1.0
103,0.7062330333300922,0.6993859,1.0,0.6580789390322492,0.63496095,1.0,7,8.412734,1.0,39.12256738612773,40.049503,1.0,48.59144328512044,42.345974,1.0,0.27654103836052946,0.25310507,1.0
104,0.5638624698491533,0.5320349,0.0,0.6491988290176246,0.6270928,1.0,13,13.41965,1.0,17.16715367105811,25.29171,1.0,12.785140805771729,20.304174,1.0,0.147888299640284,0.20208511,1.0
105,0.6233291285331419,0.62914526,1.0,0.928882318384032,0.90140533,1.0,8,7.251148,1.0,6.998766127321603,16.375776,1.0,30.568867833921125,16.165043,1.0,0.11268074436082266,0.05972876,1.0
106,0.88104646269313,0.8328446,1.0,0.8548776622428627,0.85025483,1.0,6,6.24306,1.0,43.270318787821914,41.305588,1.0,15.81815851001557,18.148321,1.0,0.025680270997900618,0.03270006,1.0
107,0.6102160007007911,0.61706334,1.0,0.7903901213101305,0.8575642,1.0,9,8.311156,1.0,10.727098840538382,29.67857,1.0,27.34049649096959,23.762405,1.0,0.12435535743024391,0.16508399,1.0
108,0.6275037434897577,0.63088757,1.0,0.7981218156084453,0.76097864,1.0,13,12.292503,1.0,48.39525690107655,34.68299,1.0,6.33928626381671,7.4263563,1.0,0.058089685487812,0.05771021,1.0
109,0.7712197273999057,0.87641394,0.0,0.9209248705044318,0.86332226,1.0,11,12.614444,0.0,48.37202437735806,30.27513,0.0,14.259843139514986,18.292278,1.0,0.1518412026666104,0.17545499,1.0
110,0.6818202120931611,0.6895626,1.0,0.6525810615036287,0.6434447,1.0,7,6.938443,1.0,46.235029351893836,38.735867,1.0,1.3024751533501446,1.2880569,1.0,0.03394952723623189,0.027548395,1.0
111,0.9236113083905473,0.9335969,1.0,0.5620299347400024,0.5812726,1.0,8,8.264971,1.0,17.12983013900125,17.410091,1.0,1.897516982032087,3.95387,1.0,0.143706645468353,0.121420555,1.0
112,0.8133757419028715,0.7868471,1.0,0.7342475705780365,0.7393327,1.0,7,7.417292,1.0,17.627705958483553,33.066288,1.0,1.8397305278140808,7.10283,1.0,0.38965495468101685,0.3654459,1.0
113,0.6634746236060819,0.7070897,1.0,0.8167252210032568,0.73864466,1.0,9,9.325246,1.0,11.474347970228512,32.725056,0.0,3.337325847408336,7.7416034,1.0,0.44123348558680386,0.3579039,1.0
114,0.7847812667850754,0.7638572,1.0,0.9971713628541078,0.74429744,0.0,10,10.3695755,1.0,25.15128057292176,33.545998,1.0,3.860302255407081,9.355817,1.0,0.36172097425167116,0.39632842,1.0
115,0.666307084745779,0.61619776,1.0,0.7101207267523032,0.79888767,1.0,11,10.607774,1.0,30.717139109317582,39.43083,1.0,41.653284125985365,24.551472,0.0,0.04522885848105872,0.029150913,1.0
116,0.8292945506012318,0.8281433,1.0,0.6840824503323953,0.7054044,1.0,7,6.0791388,1.0,45.186711054802636,40.424847,1.0,13.69090148283451,17.07211,1.0,0.017733069059963982,0.028526077,1.0
117,0.6485851627319741,0.6359232,1.0,0.7737638298202184,0.71460044,1.0,15,15.201045,1.0,13.470783593729946,27.689072,1.0,1.9199994859454932,2.2037306,1.0,0.049444280433147816,0.05848432,1.0
118,0.5052981192707047,0.53684914,0.0,0.9913090271898142,0.6304411,0.0,15,15.257577,1.0,6.129054536493773,25.762136,0.0,1.117230311855114,1.4934222,1.0,0.027443109956370924,0.051271316,0.0
119,0.6634942549012556,0.6703984,1.0,0.6802573804101202,0.6446336,1.0,8,7.637263,1.0,8.45047686998576,15.64224,1.0,1.1553531114717293,1.4021785,1.0,0.014795640383654463,0.018768677,1.0
120,0.6057111829031847,0.6038565,1.0,0.670483311641701,0.65751255,1.0,9,8.515782,1.0,19.36570304002387,24.28746,1.0,35.336715900618636,20.838068,1.0,0.08086985650042018,0.027865367,1.0
121,0.5469947325141622,0.5401509,1.0,0.7234261609621371,0.7635501,1.0,10,10.964285,1.0,10.178677806577948,12.645744,1.0,13.210238479506968,13.132953,1.0,0.07179360161123162,0.07026058,1.0
122,0.6303409563148805,0.81909627,0.0,0.5144861788801052,0.84404856,0.0,10,8.823069,0.0,31.316291442384767,14.087645,0.0,19.571759299265626,36.312103,1.0,0.019690105320668266,0.038061474,1.0
123,0.7445507717738333,0.7813261,1.0,0.9870830972366834,0.7929583,0.0,15,13.309886,0.0,36.56230127161642,31.273039,1.0,19.457650394881675,34.365376,1.0,0.010030474748550072,0.041625537,0.0
124,0.5748008273088832,0.5689708,1.0,0.7757401419198786,0.9358236,0.0,7,6.278964,1.0,11.222351925549281,19.924332,1.0,1.8459264306513221,3.5281184,0.0,0.017943793307149337,0.031154133,0.0
125,0.9303728465702246,0.7956069,1.0,0.9117657697545398,0.7863996,0.0,5,4.760742,1.0,37.892920996450236,37.41773,1.0,19.632148558667733,33.93023,0.0,0.026544360135729347,0.040482987,1.0
126,0.8607793116931086,0.8510612,1.0,0.5613520933941774,0.5364668,1.0,10,10.174033,1.0,47.80279462805109,40.2123,1.0,1.1976937005253825,1.6687379,1.0,0.019554185401997583,0.020455131,1.0
127,0.5605717833254122,0.5929997,1.0,0.6137702271550156,0.8007976,1.0,7,6.403377,1.0,16.562944154343498,15.974554,1.0,45.57861817489941,33.341045,1.0,0.06828799906031355,0.047979422,1.0
128,0.9704321149915645,0.96971154,1.0,0.9500860792409445,0.8580188,1.0,11,11.393828,1.0,34.81013474986531,31.933895,1.0,2.8740885448670914,2.8020384,1.0,0.0421610860298658,0.03950898,1.0
129,0.8371159133636157,0.8650297,1.0,0.8876593709088261,0.9100078,1.0,8,8.339049,1.0,27.025656030623416,29.273798,1.0,8.81261728913234,8.748675,1.0,0.13758834348300017,0.13656625,1.0
130,0.9370501018110045,0.9433599,1.0,0.6079347834311561,0.8408661,1.0,10,10.407234,1.0,25.422238206472848,33.248035,1.0,1.6805645209133206,2.219828,1.0,0.12380454830314734,0.08867017,1.0
