case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_inv_temp,mu_inv_temp,hit90_inv_temp,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time
0,0.5556588343160853,0.5418424,1.0,0.8039830509341079,0.7469687,1.0,9,9.257654,1.0,22.029660201086404,26.812702,1.0,3.677765906631457,6.189211,1.0,0.14416685429115145,0.17093612,1.0
1,0.6862691492882809,0.6561611,1.0,0.9234344479502027,0.73646194,1.0,7,7.360799,1.0,36.2508279159945,27.10396,1.0,1.0777163742393752,4.2618036,0.0,0.41295236420175474,0.27919957,1.0
2,0.8832048005508424,0.8775049,1.0,0.9625626302920289,0.9343611,1.0,9,9.0092125,1.0,7.503911350453679,17.824934,0.0,1.5326460157212232,1.4110537,1.0,0.044251674854798355,0.05593085,1.0
3,0.725495423272815,0.7684791,0.0,0.5179531611380157,0.53258383,1.0,5,5.6547766,1.0,20.51268338362916,21.474192,1.0,5.908804936965314,3.436353,0.0,0.03781216319043359,0.019679211,0.0
4,0.8444835497514515,0.87459373,1.0,0.8727310390225481,0.92413497,1.0,10,9.526402,1.0,7.230607466640631,16.223051,1.0,46.63141456633845,23.157106,1.0,0.26792579711107756,0.12951542,1.0
5,0.7723793630303225,0.733961,0.0,0.7190984629019976,0.77081686,1.0,14,14.428463,1.0,45.39003674198204,39.790627,1.0,1.0099723499093456,1.6708553,1.0,0.01985832566289398,0.041929636,0.0
6,0.5949942700451032,0.568356,0.0,0.8084513569115578,0.8030264,1.0,11,10.467825,1.0,17.846331281403163,35.828846,0.0,22.85071169158681,15.824957,1.0,0.01619088677455446,0.024439987,1.0
7,0.6613879388071906,0.6638125,1.0,0.5577020807139823,0.7480447,1.0,13,13.26517,1.0,21.5970701876587,21.440985,1.0,1.0090567937366297,4.1149473,0.0,0.22770713782746974,0.276078,1.0
8,0.8721188392625056,0.862701,1.0,0.5300128188967095,0.74188477,0.0,8,8.362348,1.0,41.01972474789739,32.572487,1.0,16.66488641788403,7.5591855,1.0,0.4056468245561207,0.36833486,1.0
9,0.7634633847386074,0.78713745,1.0,0.5326586784382468,0.63987124,1.0,10,10.364347,1.0,9.412715769844553,26.855331,1.0,9.105902063340732,10.341786,1.0,0.36245102474053104,0.23747423,0.0
10,0.8530274742608659,0.8506606,1.0,0.6423569366789573,0.71624243,0.0,14,14.287758,1.0,20.748912268230818,20.935211,1.0,2.509513534265989,1.9942539,1.0,0.09623779009432763,0.09323841,1.0
11,0.8992389446907623,0.84845227,1.0,0.9485151018723592,0.933317,1.0,13,11.804844,0.0,48.944076083678645,37.602722,0.0,12.256443114991134,16.538816,1.0,0.0486419164687733,0.055289764,1.0
12,0.5783574149240921,0.5612241,1.0,0.6295238478608276,0.7288552,1.0,7,7.2393837,1.0,29.254992220852884,33.63183,1.0,2.129324312794878,8.8225765,1.0,0.26431995710606354,0.34724444,1.0
13,0.6423113192822478,0.6339952,1.0,0.5863041924004326,0.5486642,1.0,14,13.507697,1.0,19.41864628120713,28.347183,1.0,3.4053319464366587,4.510537,1.0,0.02788716730091209,0.032622963,1.0
14,0.9269309429429212,0.906402,1.0,0.9460131651092596,0.7375526,1.0,5,5.370177,1.0,48.4079690824004,30.500727,0.0,1.125190286607625,10.595429,0.0,0.18606993006590794,0.27654052,1.0
15,0.6104411045359468,0.657068,0.0,0.8859660683668107,0.8189935,1.0,14,14.127246,1.0,6.539406098393099,11.067597,1.0,4.375515836412718,2.4120097,1.0,0.22298939332556905,0.2443346,1.0
16,0.7570065109964379,0.7889035,1.0,0.6478984311689353,0.7371687,1.0,6,6.289356,1.0,30.352775478799046,33.364407,1.0,1.8078022936689158,7.558574,1.0,0.39284075050141676,0.37309656,1.0
17,0.7979102978485404,0.840708,1.0,0.9290506709525626,0.8984107,1.0,12,11.39402,1.0,24.762455065539058,21.618961,1.0,13.648092668679507,23.05737,1.0,0.018390726581976487,0.053267203,1.0
18,0.9025544897159326,0.8967225,1.0,0.5807176743354041,0.73956466,1.0,9,9.324021,1.0,31.025782533175047,33.02786,1.0,8.66238748130544,8.849327,1.0,0.356697704397242,0.37405053,1.0
19,0.902066050847534,0.80797935,1.0,0.810299891585223,0.80590296,1.0,10,9.297581,1.0,21.86719930303592,31.769232,1.0,34.5781752123687,30.585938,1.0,0.04822540332108924,0.045616355,1.0
20,0.815922442580131,0.84408325,1.0,0.6241937580786135,0.76607037,0.0,11,10.751623,1.0,48.91907963849734,39.468426,1.0,38.956722953079414,28.518425,1.0,0.017661385023023272,0.029006261,1.0
21,0.6580749605121288,0.63583094,1.0,0.5253789422676849,0.5822382,1.0,10,10.40636,1.0,37.33040660722723,33.3759,1.0,5.2489502789397955,6.1566153,1.0,0.11881684568498226,0.11148439,1.0
22,0.5445424483264725,0.5734531,1.0,0.5385704756927352,0.7827738,0.0,10,8.910963,0.0,7.94555232121291,38.78583,0.0,46.232592913328816,25.28116,0.0,0.011608922886031459,0.028819613,1.0
23,0.8118900307962379,0.82616943,1.0,0.5349969190537626,0.7480416,1.0,13,13.333227,1.0,21.96548935041465,32.82998,1.0,3.7667526929176254,6.969718,1.0,0.4614354168093728,0.36662105,1.0
24,0.9324676158245693,0.94834435,1.0,0.5841020110144266,0.79088193,1.0,14,14.377444,1.0,6.260119253648647,20.868864,1.0,23.226961396521233,5.3917356,0.0,0.2737697915281334,0.221845,1.0
25,0.8307125573508748,0.78818566,0.0,0.7214935845360004,0.7485606,1.0,14,14.258318,1.0,44.07419834734562,30.323036,1.0,3.338811471918518,8.213836,1.0,0.33514394664057423,0.29903397,1.0
26,0.5440557513264774,0.53613305,1.0,0.8981994038158476,0.8950327,1.0,11,11.234468,1.0,20.906960779563455,20.959543,1.0,3.835110561754159,6.3311796,1.0,0.08896727996611664,0.13182396,1.0
27,0.8324268805330262,0.8123982,1.0,0.8041655340266487,0.86380637,0.0,11,11.526009,1.0,28.043316957410163,32.8477,1.0,27.924694131882895,24.451414,1.0,0.44423074992503253,0.37186006,1.0
