case,gt_q_d_n,mu_q_d_n,hit90_q_d_n,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time
63,0.7525110742440361,0.8086144,1.0,0.6310440895153289,0.6930408,1.0,0.9034990604445536,0.8496885,1.0,5,4.474289,1.0,4.431341915302486,4.979834,1.0,0.003293001956432421,0.004760371,1.0
64,0.6815607805143016,0.54761684,1.0,0.9285733165036651,0.8238975,0.0,0.8598625987553064,0.8774396,1.0,8,8.086739,1.0,23.9061333126627,11.832226,0.0,0.4048537684476627,0.23080531,1.0
65,0.5989152089047357,0.79669815,1.0,0.5692237462232765,0.6068446,1.0,0.5426416161697195,0.5795697,1.0,10,8.135749,0.0,4.086151276831048,4.048555,1.0,0.006222637092173486,0.0037563615,1.0
66,0.8243157394223177,0.81596094,1.0,0.6240712948627456,0.64418274,1.0,0.5277645287792163,0.5440188,1.0,6,5.2908173,1.0,2.6902921370323862,2.1735542,1.0,0.001855504668883429,0.0011906706,1.0
67,0.14297065262979836,0.28015652,1.0,0.6561794821620075,0.6605701,1.0,0.9528026097624999,0.845104,0.0,8,6.650914,0.0,1.1444550989993227,1.857242,1.0,0.0001364967566551107,0.0028935175,1.0
68,0.6875495135073493,0.7555885,1.0,0.5988942924369651,0.5913477,1.0,0.9583240980538308,0.8554036,1.0,7,6.4675713,1.0,3.134583290106691,3.6873584,1.0,0.024704427153754302,0.025676934,1.0
69,0.8139831777595137,0.6088929,1.0,0.8764003069515642,0.76573557,1.0,0.9370915150215695,0.9617504,1.0,4,4.6535425,1.0,3.5960925751741004,2.03961,1.0,0.02031234957049964,0.010429502,1.0
70,0.05746166185930779,0.13426197,1.0,0.8947946365054988,0.87768775,1.0,0.6865097274841534,0.6662958,1.0,10,10.122782,1.0,0.24823011740194997,0.6053788,1.0,0.11037432342068884,0.11588334,1.0
71,0.2800452254097776,0.29336986,1.0,0.7431914349039686,0.7346854,1.0,0.681055749769663,0.5796323,0.0,6,6.3467765,1.0,0.09224827747015771,0.14381291,1.0,0.0009597448691419293,0.001587916,1.0
72,0.9190231805558864,0.78252023,1.0,0.755853218033858,0.70496327,1.0,0.7823193052416542,0.80874145,1.0,9,7.4568963,0.0,6.0889254170348055,7.437342,1.0,0.00024514255751164986,0.0038562322,1.0
73,0.5805287492276964,0.555574,1.0,0.6352388977654366,0.63175,1.0,0.561096122773988,0.5859491,1.0,11,10.662654,1.0,0.13974978127396157,0.1076947,1.0,0.00024111179065812287,0.0006139419,1.0
74,0.7354244399058618,0.39962366,1.0,0.9537208580735265,0.85897607,1.0,0.970640918266294,0.89840597,1.0,7,5.9973335,1.0,2.3168754830223777,2.7954867,1.0,0.002268775174917558,0.0054001105,1.0
75,0.7932378929319838,0.84316206,1.0,0.7197951209686451,0.7421985,1.0,0.8324183542822319,0.7484506,1.0,6,5.0160675,1.0,0.16194555337765265,0.6530867,0.0,0.0012602916524052019,0.002745292,1.0
76,0.6582003764105598,0.7030917,1.0,0.5099398761002891,0.51177967,1.0,0.6875657829152089,0.6467746,1.0,5,5.361234,1.0,0.034836525440930736,0.18597348,1.0,0.004755731995288173,0.005942038,1.0
77,0.6329877406968237,0.4268143,1.0,0.7992382382189456,0.83378845,1.0,0.5868645451581717,0.74929637,0.0,5,4.699735,1.0,30.278866722768242,23.495834,1.0,0.0005637372050921006,0.0053979764,1.0
78,0.253663067043954,0.34854418,1.0,0.8876117583119658,0.85360396,1.0,0.5523714748579366,0.57608503,1.0,6,4.451092,0.0,18.993242592028817,17.969067,1.0,0.006271167453372926,0.0032040447,1.0
79,0.0505662976543243,0.33852556,1.0,0.9161991455400912,0.89633363,1.0,0.9319822960547945,0.93649393,1.0,11,9.579842,0.0,1.6824742738169032,3.0097134,0.0,0.00045887177584131314,0.004839284,1.0
80,0.9023819297889695,0.6961138,1.0,0.8486547523624646,0.74911875,1.0,0.6441568078650248,0.63651174,1.0,9,9.231254,1.0,17.0584064797929,25.819033,1.0,0.07022899277707441,0.1003251,1.0
81,0.9544335699303538,0.47075567,0.0,0.5259170834903493,0.68671906,1.0,0.6415910968899996,0.851863,1.0,12,7.9196033,0.0,37.649510337867675,28.397684,1.0,0.019606750649323133,0.013836656,1.0
82,0.8516548305493119,0.46308967,1.0,0.8292431540184109,0.68132216,1.0,0.9164271722856009,0.8516383,1.0,5,7.9450216,1.0,27.428332260668782,28.672277,1.0,0.001271231535021673,0.015573609,1.0
83,0.42492125198874986,0.7086954,1.0,0.5128570994339228,0.52674687,1.0,0.8587158526749599,0.799486,1.0,6,6.3936543,1.0,0.07010051267567881,0.11411736,1.0,0.0003088163212593482,0.00090638216,1.0
84,0.8665040305590891,0.91180885,1.0,0.5996400356976122,0.6390601,1.0,0.7844922004518728,0.78780764,1.0,9,7.3119245,0.0,1.4109519458136348,1.9895593,1.0,0.0037280803780408473,0.0044228807,1.0
85,0.4717192010897273,0.47628865,1.0,0.9866763738858928,0.6938012,0.0,0.8156872054353638,0.85410976,1.0,9,7.9732137,1.0,41.94728330637243,28.516228,1.0,0.00035612700301303814,0.017103931,1.0
86,0.8713368080670708,0.41740057,0.0,0.9859088087279334,0.8554443,0.0,0.631275755854483,0.7364768,0.0,4,4.4343123,1.0,26.51622106130378,20.086992,1.0,0.0017408830867552607,0.0058811028,1.0
87,0.7631726874970537,0.72303444,1.0,0.8751455028985435,0.83065456,1.0,0.5950609421570222,0.7090025,1.0,9,9.161405,1.0,0.023067859323254603,0.78725195,1.0,0.1526939645000757,0.100097515,1.0
88,0.5106579877729821,0.52745163,1.0,0.859625697869806,0.8586807,1.0,0.944008654850967,0.747348,1.0,8,8.0909605,1.0,2.430975450777563,0.8660525,1.0,0.12631320709488408,0.1533494,1.0
89,0.42622560992228764,0.34755364,1.0,0.8624467666301098,0.83129454,1.0,0.8541666779965049,0.75574464,1.0,4,4.331632,0.0,3.161282494759234,1.2728448,1.0,0.43620956129120925,0.26104328,1.0
90,0.061180218989159485,0.4799162,1.0,0.5285592834008147,0.68331826,0.0,0.5088300145028758,0.73197985,0.0,8,8.374412,1.0,0.05893858465967973,5.719303,1.0,0.19686800079882336,0.38681194,0.0
91,0.11590131054951214,0.2837552,1.0,0.8769013923286202,0.8360636,1.0,0.6359496752911633,0.63762826,1.0,8,6.5323195,1.0,2.039007259081155,1.3693931,0.0,0.0026805899906199183,0.0009341924,0.0
92,0.2326428845695252,0.323145,1.0,0.8186373813084347,0.8416918,1.0,0.871815897839875,0.73466897,1.0,7,7.191968,1.0,0.02759378377229197,0.92841065,1.0,0.16554226090957522,0.23733388,1.0
93,0.8021064241048891,0.6050814,0.0,0.990332170407535,0.8710157,0.0,0.5360343877132601,0.6285188,1.0,8,7.0935783,1.0,0.17277766640572975,0.21416168,1.0,0.0005878246244277194,0.0066303015,1.0
94,0.708386944192333,0.6423187,1.0,0.6951334539690979,0.74614304,1.0,0.7262339495676726,0.74481595,1.0,8,7.103053,1.0,17.085960440534805,18.080183,1.0,0.004667105233474939,0.006370907,1.0
95,0.987073491063559,0.64232826,0.0,0.6074707912771642,0.61386615,1.0,0.743824468273829,0.73872113,1.0,8,8.344949,1.0,0.01332301141564988,4.284575,0.0,0.49625938571469097,0.34063512,1.0
96,0.6211277660933346,0.5945348,1.0,0.8338982311463039,0.809751,1.0,0.5407778149877802,0.5264444,1.0,6,5.718274,1.0,2.4190412987477483,2.5230107,1.0,0.0014141662360418932,0.0015326827,1.0
97,0.2606211223493974,0.57369536,1.0,0.5838942857898862,0.62957394,1.0,0.8664629824918828,0.8493159,1.0,11,10.66678,1.0,0.014520085926538917,0.08780064,1.0,0.00011843419671151174,0.00073047384,1.0
98,0.4155779665960099,0.38508338,1.0,0.8779384639380576,0.8790811,1.0,0.9530978844298807,0.7835189,1.0,6,6.1453576,1.0,0.13852764243818916,1.261759,1.0,0.4377404861384289,0.28398046,1.0
99,0.1892304119554732,0.2864936,1.0,0.8707038279848942,0.89945865,1.0,0.6364341082781199,0.6338667,1.0,7,5.493351,1.0,14.085259699618923,17.54684,1.0,0.0658130148853208,0.06654466,1.0
100,0.3553525175933736,0.48261425,1.0,0.6773713063610507,0.85645556,0.0,0.9307617528404611,0.9302182,1.0,11,9.638662,0.0,9.74293812222134,10.946108,1.0,0.03277591637091485,0.046532374,1.0
101,0.9169667858435431,0.9335121,1.0,0.6007435954429533,0.7294928,1.0,0.7577672633293164,0.7296869,1.0,10,7.7561717,0.0,22.397633200432608,22.665737,1.0,0.005689239349820796,0.008203643,1.0
102,0.9790026258191844,0.86671776,1.0,0.691741690167315,0.6071834,1.0,0.5285881877638223,0.5335083,1.0,11,8.160905,1.0,20.548029843172987,17.7863,1.0,0.07872857024565136,0.048258696,1.0
103,0.4124660666601845,0.4549261,1.0,0.6580789390322492,0.6593473,1.0,0.6327576672656078,0.6512056,1.0,10,8.419777,1.0,46.98407767107201,35.663437,1.0,0.13771322542151213,0.10892706,1.0
104,0.12772493969830667,0.3293731,1.0,0.6491988290176246,0.66183925,1.0,0.8877095081849091,0.92588013,1.0,6,5.521983,1.0,2.567446140095777,2.8900063,1.0,0.035250150375881646,0.035327118,1.0
105,0.24665825706628375,0.39767677,1.0,0.928882318384032,0.823694,1.0,0.6609766976395608,0.6901808,1.0,4,4.49955,1.0,17.128770024250944,10.537574,1.0,0.019501596385213725,0.010549316,1.0
106,0.7620929253862602,0.43963262,1.0,0.8548776622428627,0.74033874,1.0,0.5756848929201863,0.55378443,1.0,11,9.463733,0.0,4.081152974309817,4.9811387,1.0,0.0007794237356383297,0.0009482328,1.0
107,0.22043200140158226,0.485625,1.0,0.7903901213101305,0.790494,1.0,0.7093547720434381,0.72460943,1.0,5,5.6594877,1.0,13.433576102493678,14.716479,1.0,0.024170511334448593,0.041777007,1.0
108,0.25500748697951525,0.3374617,1.0,0.7981218156084453,0.8596005,1.0,0.8554600655630076,0.85915184,1.0,12,11.390882,1.0,0.557428671404001,1.4799523,1.0,0.004608759379154448,0.009654187,1.0
109,0.5424394547998114,0.28214607,1.0,0.9209248705044318,0.8922352,1.0,0.807533862817716,0.8578331,1.0,12,11.514895,1.0,3.2562666136106215,2.2995439,1.0,0.037333817355484376,0.021454167,1.0
110,0.36364042418632236,0.46241644,1.0,0.6525810615036287,0.6708085,1.0,0.6391722180236697,0.58455557,1.0,11,9.898855,1.0,0.01777764311718545,0.15781397,1.0,0.0014312734330612946,0.0008334808,1.0
111,0.8472226167810946,0.49725294,1.0,0.5620299347400024,0.5351192,1.0,0.6587331382011397,0.7318599,1.0,6,6.0052752,1.0,0.04033307580863811,0.25606352,1.0,0.03311615250597637,0.026412385,1.0
112,0.626751483805743,0.43640408,1.0,0.7342475705780365,0.7037306,1.0,0.637828577013106,0.73636436,1.0,6,6.1987066,1.0,0.03770670585328249,1.3695484,1.0,0.2905381727093235,0.27684587,1.0
113,0.3269492472121638,0.29199004,1.0,0.8167252210032568,0.83150905,1.0,0.7248249644182152,0.7113552,1.0,5,5.053957,1.0,0.1378907042406692,1.2937058,1.0,0.38084264200105217,0.23585282,1.0
114,0.5695625335701509,0.43573222,1.0,0.9971713628541078,0.9794599,1.0,0.7551441014785238,0.80609655,1.0,8,8.20606,1.0,0.18931386667025527,0.6696609,1.0,0.2470961551133315,0.09166078,1.0
115,0.3326141694915581,0.485471,1.0,0.7101207267523032,0.6948745,1.0,0.7904594290825016,0.861238,1.0,9,7.952163,1.0,33.59496080127934,28.634407,1.0,0.002672762062377801,0.015569385,1.0
116,0.6585891012024636,0.6385843,1.0,0.6840824503323953,0.6699579,1.0,0.6200867222099748,0.64675283,1.0,11,9.012393,0.0,2.9800356658531757,2.6564624,1.0,0.00034805533380913024,0.00058030797,1.0
117,0.29717032546394806,0.5264555,1.0,0.7737638298202184,0.86225057,1.0,0.9564950377187813,0.89050424,1.0,6,6.9284062,1.0,0.04138077291432233,0.056132678,1.0,0.0032450265705721596,0.002013629,1.0
118,0.010596238541409342,0.17156366,0.0,0.9913090271898142,0.9827521,1.0,0.9725235322198618,0.75278485,0.0,4,4.3897324,0.0,0.01272962264182765,0.23258346,0.0,0.0009006373281625549,0.0048832926,1.0
119,0.32698850980251115,0.5918137,0.0,0.6802573804101202,0.7641268,0.0,0.6684541886378167,0.64550793,1.0,5,4.933702,1.0,0.013694352840925125,0.3406994,0.0,0.00023464563776629213,0.00034370582,1.0
120,0.21142236580636953,0.54446334,1.0,0.670483311641701,0.76709336,1.0,0.7100293287819633,0.7503851,1.0,7,6.1036844,1.0,23.484050177138133,18.891918,1.0,0.009471493279609163,0.00842067,1.0
121,0.0939894650283245,0.21103142,1.0,0.7234261609621371,0.81530744,0.0,0.7312471516350143,0.758098,1.0,5,4.955471,1.0,2.756947830537076,2.8989944,1.0,0.007308967377352008,0.0083713345,1.0
122,0.26068191262976115,0.4524593,1.0,0.5144861788801052,0.5638506,0.0,0.7480170506704535,0.7527838,1.0,9,6.9431,0.0,6.488071778193362,18.441277,1.0,0.00043715159765399936,0.007953771,1.0
123,0.48910154354766666,0.47155815,1.0,0.9870830972366834,0.83397925,1.0,0.971945686346531,0.8583002,1.0,10,8.018336,0.0,6.40599732158144,10.6238365,1.0,0.00010066468162570348,0.0056196135,0.0
124,0.1496016546177662,0.18403603,1.0,0.7757401419198786,0.7658269,1.0,0.6292642206993797,0.58561975,1.0,5,4.7341857,1.0,0.037983734248483565,0.16621564,1.0,0.00035712315872232574,0.0014163972,1.0
125,0.8607456931404492,0.6134802,1.0,0.9117657697545398,0.8252699,1.0,0.5210143079197169,0.52171713,1.0,10,8.372588,0.0,6.531736303162371,5.988663,1.0,0.0008376556972972631,0.0003389231,0.0
126,0.7215586233862173,0.8365156,1.0,0.5613520933941774,0.58719504,1.0,0.7669217308226048,0.70323074,1.0,12,11.35847,0.0,0.014810616362847917,0.07027388,1.0,0.0004306083280485167,0.0010967088,1.0
