case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_go_missing,mu_cost_go_missing,hit90_cost_go_missing,gt_cost_time,mu_cost_time,hit90_cost_time
125,0.9303728465702246,0.85839903,1.0,0.9117657697545398,0.88902813,1.0,5,4.6457877,1.0,17.452939395502217,20.255434,1.0,19.632148558667733,11.457842,1.0,0.026544360135729347,0.05502417,1.0
126,0.8607793116931086,0.8098981,1.0,0.5613520933941774,0.5821067,1.0,10,8.938811,1.0,41.30615395932057,40.719086,1.0,1.1976937005253825,1.828582,1.0,0.019554185401997583,0.0196921,1.0
127,0.5605717833254122,0.5934325,1.0,0.6137702271550156,0.72283506,1.0,7,7.013126,1.0,2.732484284781139,2.360603,1.0,45.57861817489941,10.65656,0.0,0.06828799906031355,0.10993435,0.0
128,0.9704321149915645,0.89257115,1.0,0.9500860792409445,0.94393885,1.0,11,9.03013,0.0,13.349909700402392,11.661424,1.0,2.8740885448670914,12.231322,1.0,0.0421610860298658,0.028278569,1.0
129,0.8371159133636157,0.8428636,1.0,0.8876593709088261,0.81578994,1.0,8,8.067185,1.0,6.785411621274363,8.734248,1.0,8.81261728913234,11.12489,1.0,0.13758834348300017,0.16122365,1.0
130,0.9370501018110045,0.928066,1.0,0.6079347834311561,0.6567921,1.0,10,9.86098,1.0,5.9025454018198396,2.3663633,0.0,1.6805645209133206,11.574556,1.0,0.12380454830314734,0.16019115,1.0
131,0.6553573073932635,0.65358144,1.0,0.84559772564344,0.8780091,1.0,5,5.0662994,1.0,6.722306344540842,7.670122,1.0,3.258413849366984,9.279996,1.0,0.07458770116396725,0.086929455,1.0
132,0.5037383181878816,0.53429013,1.0,0.5517956005470892,0.7121283,1.0,9,9.088307,1.0,1.6537517279200755,2.957027,1.0,6.910581050225934,10.815217,1.0,0.10385441036305669,0.110718735,1.0
133,0.9491386453443926,0.9267259,1.0,0.8732216821331338,0.736883,1.0,5,4.977112,1.0,1.255133936039124,5.738897,0.0,2.4013348881308882,10.654886,1.0,0.34798539107768783,0.33376715,1.0
134,0.5393160046359109,0.5887461,0.0,0.7066768964173329,0.72586733,1.0,12,11.990779,1.0,2.4208857930870553,4.637623,1.0,5.770579772525574,11.682503,1.0,0.20535855060369768,0.22885211,1.0
135,0.7912220217750032,0.7984208,1.0,0.9611743650057559,0.89359653,1.0,15,14.94966,1.0,3.562425916375125,7.315363,1.0,42.52160979068416,10.932926,0.0,0.07156925720662229,0.109481074,1.0
136,0.7575281391992517,0.7655725,1.0,0.6662196605805815,0.6234062,1.0,9,8.509558,1.0,1.5388142765422308,2.9274874,1.0,3.477085328670489,6.708006,1.0,0.02537831560078596,0.029383026,1.0
137,0.834554230768861,0.8655246,1.0,0.9265587926932737,0.9367008,1.0,10,9.086187,1.0,43.673279786452646,37.775417,1.0,40.356288177281066,19.121567,1.0,0.06278180566184594,0.078091376,1.0
138,0.7739668947751599,0.75666076,1.0,0.9702085515226588,0.9581557,1.0,10,9.872307,1.0,1.995502829343081,2.0641444,1.0,2.3333856722889217,11.991489,1.0,0.07715223086850644,0.089841776,1.0
139,0.7083773309774061,0.6863186,1.0,0.9221287663378721,0.93351513,1.0,5,5.040533,1.0,3.939846290872476,7.4203115,1.0,7.134135654301441,8.758426,1.0,0.054551602170699875,0.099045165,1.0
140,0.7315672784051364,0.8613273,1.0,0.9585293698241135,0.92462325,1.0,11,10.128879,1.0,20.29139833076175,21.665537,1.0,4.263495034536845,6.2695956,1.0,0.05465694126597542,0.06505403,1.0
141,0.7776500203966411,0.77467835,1.0,0.8605321279060518,0.86561537,1.0,4,4.6055164,1.0,37.88932760190083,36.723694,1.0,1.2727055595207777,9.960906,1.0,0.3354363342210847,0.3273498,1.0
142,0.935330214575409,0.8582304,1.0,0.7932441886418401,0.7614549,1.0,8,7.395922,1.0,12.972475780234632,14.412629,1.0,35.24070030876024,19.462645,1.0,0.02392027914609133,0.030547567,1.0
143,0.8854635751142909,0.88600683,1.0,0.751045304609858,0.7432802,1.0,8,8.287278,1.0,1.3340297210918728,2.3692203,1.0,20.800237540005813,9.692931,1.0,0.03465450844402396,0.047029976,1.0
144,0.5036657762026038,0.5226671,1.0,0.9666986208696255,0.9098839,1.0,11,11.268583,1.0,6.738389609719411,12.776179,1.0,2.4707234174056287,11.504812,1.0,0.09774976494065982,0.19825508,1.0
145,0.9756247383289551,0.94706553,0.0,0.6684302410508146,0.69904995,1.0,15,14.669719,1.0,5.337303931262355,21.109352,0.0,4.682492513996422,9.954987,1.0,0.08402682394907522,0.27817014,0.0
146,0.9019622359857797,0.9289144,1.0,0.6561709820689221,0.60935783,1.0,14,13.852595,1.0,14.723585219748196,27.41064,1.0,48.26059776723853,13.829774,0.0,0.1938039569199111,0.24805069,1.0
147,0.968751313828941,0.95833033,1.0,0.5370101834495353,0.7095091,1.0,11,10.70117,1.0,16.75277351444486,7.120927,1.0,8.341420014057407,11.514951,1.0,0.290199905584163,0.35806644,1.0
148,0.9709553547860184,0.93240905,0.0,0.5304840525731533,0.5715077,1.0,8,7.9726386,1.0,3.1752691486182605,5.1874275,1.0,2.973327128280294,12.283477,1.0,0.02281824959119278,0.04952766,0.0
149,0.7146242154496725,0.713287,1.0,0.9667939443599414,0.7395636,0.0,6,5.924874,1.0,3.1790895254995015,4.858458,1.0,11.447804573101623,10.293889,1.0,0.36293366202253813,0.36085665,1.0
150,0.9650310132356177,0.9569871,1.0,0.5947230259997205,0.5948838,1.0,8,7.294275,1.0,40.70637600124075,32.93401,1.0,25.416909914843227,18.693401,1.0,0.24933073877107179,0.20853113,1.0
151,0.986757351048979,0.9567497,1.0,0.6833897184999946,0.6560113,1.0,11,10.601031,1.0,2.7142307218049817,2.7823992,1.0,1.2865379085485462,5.5483675,1.0,0.024613606123844077,0.021859115,1.0
152,0.8167795317691904,0.8639796,1.0,0.8302359901659986,0.83543956,1.0,11,11.403441,1.0,1.3605779215669171,3.950875,1.0,33.82710560962961,9.30401,1.0,0.0258607214047137,0.053832505,1.0
153,0.767314237114041,0.72807646,0.0,0.7948049283515293,0.87807775,0.0,9,8.548452,1.0,12.067093499531207,9.418468,1.0,24.138381636879053,11.1910715,1.0,0.14410296483756646,0.11920848,1.0
154,0.6748680617034687,0.66585946,1.0,0.8373103318416035,0.8088281,1.0,12,9.796391,0.0,10.096352574656992,14.431564,1.0,4.890707188211597,10.578312,1.0,0.029993209656109267,0.05472344,1.0
155,0.7987356986451242,0.8347618,0.0,0.8636929555975554,0.82309574,1.0,14,14.121359,1.0,1.9147957562310456,1.469721,1.0,2.4848431125785795,12.194559,1.0,0.07378117424238438,0.066873655,1.0
156,0.5406486287428078,0.5743831,1.0,0.8633559912880118,0.71964514,1.0,15,14.916864,1.0,2.095923713347968,4.237732,1.0,11.764259394103282,11.28046,1.0,0.16098764320262712,0.1998853,1.0
157,0.8122730799885378,0.8468057,1.0,0.8394903234069218,0.8130058,1.0,10,8.593922,1.0,21.344256990343695,26.169699,1.0,2.3670124425994645,3.7432525,1.0,0.030270718996972753,0.04461943,1.0
158,0.8220969865939629,0.8593743,1.0,0.8137566665252427,0.756811,1.0,14,13.16555,1.0,25.005184779851973,34.38837,0.0,37.067103062356864,20.14181,1.0,0.010795300982137716,0.023957504,1.0
159,0.5897604228122689,0.6283992,1.0,0.8989265668818054,0.72253025,1.0,6,6.183232,1.0,5.3318028180034105,14.759295,1.0,1.9843702397461913,9.810858,1.0,0.2772607059691955,0.4124995,0.0
160,0.9478920963144783,0.9403466,1.0,0.5226617688746655,0.7235797,1.0,12,11.686535,1.0,13.345805368157784,8.509176,1.0,5.247901026640687,12.073965,1.0,0.19808871599303918,0.3520415,0.0
161,0.734105681990198,0.85518795,1.0,0.9526754869697345,0.9410537,1.0,13,12.299397,1.0,26.22870099270798,36.622044,0.0,7.189964590305934,16.283596,1.0,0.015041304790290254,0.04395929,1.0
162,0.8527155765326035,0.8717477,1.0,0.6229461531240843,0.6114796,1.0,15,12.373088,0.0,5.02412660477159,7.536253,0.0,27.050102178080483,18.100388,1.0,0.01809228395174902,0.021701999,1.0
163,0.5082409492592439,0.5356091,0.0,0.6999708500017823,0.7212421,1.0,5,5.163364,1.0,1.8678561335338852,2.498176,1.0,10.683126584738691,7.8990226,1.0,0.014502594655972305,0.037676908,0.0
164,0.9421045130976744,0.93674934,1.0,0.5202676563645217,0.7136913,1.0,12,11.615492,1.0,5.967065113931115,6.726119,1.0,5.362168843755447,11.912513,1.0,0.28303739962895946,0.34041142,1.0
165,0.9753756976670211,0.9646053,1.0,0.9126702261143881,0.70599025,1.0,12,11.663574,1.0,1.728265885706822,11.284456,1.0,9.772859798534233,12.296908,1.0,0.21592314062789064,0.34179077,1.0
166,0.8113746178926433,0.91380835,0.0,0.8448107457796523,0.8406005,1.0,14,14.650205,1.0,1.4469270909171132,3.1454232,0.0,4.648149283959499,12.326213,1.0,0.014912590700133054,0.02548909,1.0
167,0.5051440717044677,0.5152939,1.0,0.7637670874878097,0.70894957,1.0,12,12.141478,1.0,3.4747378098804735,3.4490943,1.0,5.744975163956785,10.803856,1.0,0.07732118881824313,0.11202792,1.0
168,0.9441102804543695,0.9112154,0.0,0.6639572304114809,0.7144895,1.0,11,10.768549,1.0,1.119242535236894,5.69211,0.0,25.015044101263836,11.430948,1.0,0.23017988084279783,0.32590356,1.0
169,0.7102332325086071,0.8507728,0.0,0.7691616489144142,0.7515857,1.0,6,5.2129636,1.0,23.19189155133601,21.212395,1.0,9.074100337636596,9.67549,1.0,0.04369687160429895,0.036814652,1.0
170,0.5562615211623447,0.65736306,0.0,0.6482395569297894,0.71752125,1.0,15,14.851561,1.0,1.275812830102229,7.098793,0.0,5.273433814827835,11.859444,1.0,0.19946445457833267,0.33664525,0.0
171,0.8657019051666588,0.8819541,1.0,0.9542473163131564,0.9506383,1.0,13,13.896625,1.0,49.44421832541805,45.273514,1.0,24.34040695858417,23.094336,1.0,0.19354531358116905,0.16427366,1.0
172,0.6628288097567422,0.6527687,1.0,0.6216490549124577,0.62720656,1.0,6,5.9911366,1.0,1.4539186536537005,1.600723,1.0,32.20085393149528,10.127123,1.0,0.12061393059583272,0.13951966,1.0
173,0.5679448837597683,0.6025967,1.0,0.9351887560950336,0.7316786,1.0,5,5.114748,1.0,4.701041789838978,13.208723,1.0,6.206102703146912,10.22049,1.0,0.36649105644222746,0.39845783,1.0
174,0.9297652300349013,0.8928228,0.0,0.7360600298161754,0.86158884,1.0,7,7.1364627,1.0,13.269411805429678,17.754433,1.0,4.73554467273306,10.078391,1.0,0.2426828440180309,0.34229442,1.0
175,0.5349372082998027,0.5411085,1.0,0.7538764831244843,0.72084546,1.0,10,9.945154,1.0,1.9721139996582493,3.6858547,1.0,47.0596200542614,13.813808,0.0,0.021024459701107178,0.039070807,1.0
176,0.9907468942234898,0.97434384,1.0,0.7675802694455017,0.82897866,1.0,8,7.961486,1.0,12.164181002146465,21.758463,1.0,45.79570171057514,11.875807,0.0,0.21898658937740048,0.33374804,1.0
177,0.5523145032253747,0.54158694,1.0,0.6776218215458887,0.6466123,1.0,14,13.811839,1.0,1.9588442737828617,4.3195114,0.0,47.22435482982319,13.844406,0.0,0.02674985922541292,0.041754767,1.0
178,0.7906151335606024,0.84622544,1.0,0.8277629089928191,0.82187486,1.0,6,5.4248967,1.0,13.61064988628397,21.58971,1.0,21.054906201744398,17.697828,1.0,0.031520947758667525,0.08819065,1.0
179,0.7030075141752377,0.7121093,1.0,0.6001186815906274,0.6018656,1.0,12,10.451578,0.0,4.417247244922345,3.0609694,1.0,11.589469905186837,12.945028,1.0,0.03153401093679845,0.015494747,0.0
180,0.7942192231717426,0.769205,1.0,0.5746470046756778,0.5859624,1.0,6,5.9319453,1.0,1.1671876918990887,3.501202,0.0,7.666567792784585,10.472288,1.0,0.2730157131203896,0.26114765,1.0
181,0.9028765032539141,0.87585443,1.0,0.6598679665705691,0.7209044,0.0,13,13.552428,1.0,1.933771992040965,4.1881933,1.0,5.874279344257162,14.833041,1.0,0.017898757077579586,0.05262741,1.0
182,0.5732595991837296,0.58151,1.0,0.8727451284627719,0.8235824,1.0,4,4.4946017,1.0,23.508062452047106,24.03926,1.0,49.933633684815916,14.529592,0.0,0.11473501403932349,0.10904778,1.0
183,0.760054298719058,0.78517956,1.0,0.5342292914281239,0.5710944,1.0,9,6.9182606,0.0,12.439740523338699,15.499141,1.0,28.380274389042583,26.333378,1.0,0.013563208948095025,0.014759298,1.0
184,0.7880479383238188,0.7706165,1.0,0.9807649472929285,0.93024,1.0,5,4.953625,1.0,1.7523857522948596,2.9706178,1.0,6.818067399089035,8.990668,1.0,0.01974755103032773,0.037413232,1.0
185,0.5920982624194278,0.6108369,1.0,0.7504456737776195,0.7430618,1.0,4,4.330247,1.0,1.860211760654505,1.7113296,1.0,3.1342817512606334,9.932372,1.0,0.08585790386392438,0.12313669,0.0
186,0.8856525968094539,0.8781565,1.0,0.6321026639626927,0.8232641,0.0,11,10.928925,1.0,1.7999555036555246,5.1765027,0.0,15.99457390351656,9.046831,1.0,0.16078879446114988,0.14140917,1.0
187,0.9972313019327572,0.82578355,0.0,0.6105713209713195,0.5931094,1.0,11,8.561334,0.0,41.8046588838017,36.472256,1.0,4.156191614400719,4.746554,1.0,0.09758876730337956,0.06527945,1.0
188,0.6940388267741737,0.69110334,1.0,0.986198342917843,0.951039,1.0,9,8.417075,1.0,1.0019620451459643,2.0223496,0.0,1.5037417658286747,9.427996,1.0,0.01763926107873625,0.026594553,1.0
189,0.8142030124100083,0.82490534,1.0,0.9355273691944467,0.927332,1.0,16,14.415551,1.0,31.435937922467005,27.716133,1.0,2.748469692703532,4.8070626,1.0,0.09532401668581601,0.07364909,1.0
190,0.9956374392273892,0.9876818,1.0,0.8757082001296836,0.6904723,1.0,16,15.75003,1.0,1.3510491311022446,10.961665,0.0,6.758470113261284,11.686361,1.0,0.2602318806715467,0.33962062,1.0
191,0.9562994608796312,0.90403295,1.0,0.7778593522635258,0.7295205,1.0,14,12.85605,1.0,5.02118711982616,4.283831,1.0,23.54708534887924,4.6477823,0.0,0.030035300045743046,0.019990487,1.0
192,0.5773938725837615,0.6114678,0.0,0.8521994939948029,0.8762035,1.0,14,12.706047,1.0,34.190144002686296,35.509655,1.0,9.512599463461607,15.977022,1.0,0.090440849209924,0.11839686,1.0
193,0.7850190852901913,0.78003854,1.0,0.6986024654427369,0.7331566,1.0,13,12.859012,1.0,9.030436167090254,4.385885,1.0,1.0310193777516994,11.719491,0.0,0.3641361846648403,0.38188055,1.0
194,0.5961642224037901,0.5836592,1.0,0.6518453702434408,0.73831874,1.0,6,6.179676,1.0,20.72411257142844,13.197228,1.0,38.66736224627549,10.046632,0.0,0.3646957630225555,0.3946756,1.0
195,0.9427250306992938,0.9097851,1.0,0.6152507022622002,0.632292,1.0,6,5.6858597,1.0,1.8014960079636853,2.8606246,1.0,1.495016463561954,3.8082511,1.0,0.014799097516479624,0.025079945,1.0
196,0.9759128066771721,0.8522243,1.0,0.7106364823734692,0.7662195,1.0,14,13.635792,1.0,35.45310014201215,38.637314,1.0,1.5893046974549059,4.9408865,1.0,0.02479486424956744,0.022798968,1.0
197,0.9400662710059569,0.8421645,1.0,0.8341441236209006,0.7809463,1.0,8,7.4985623,1.0,22.474044129351284,31.129791,1.0,1.7789344919236687,2.2382696,1.0,0.010845655281927326,0.02706599,1.0
198,0.9679174330732538,0.9636699,1.0,0.9134802095322043,0.92115885,1.0,10,9.513096,1.0,1.9059826475594803,2.5069277,1.0,42.24138560552971,13.524675,1.0,0.029040742100703534,0.03658352,1.0
199,0.8306179733541298,0.79639256,1.0,0.8486275679714257,0.78762853,1.0,11,11.118624,1.0,3.9876449949751973,3.2932897,1.0,32.104012861084996,13.500481,1.0,0.04271262095711085,0.041487787,1.0
