case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_go_missing,mu_cost_go_missing,hit90_cost_go_missing,gt_cost_time,mu_cost_time,hit90_cost_time
46,0.6002987154849555,0.62878066,1.0,0.5902557493642601,0.5743285,1.0,9,9.197567,1.0,1.07614126255444,1.9889419,1.0,2.8616844474700676,11.32558,1.0,0.05741863773308303,0.08369834,0.0
47,0.806579823595205,0.80263174,1.0,0.8826905770601026,0.87914956,1.0,6,6.000078,1.0,3.406885542957345,3.1850557,1.0,3.6701682688167137,9.58292,1.0,0.06042852581367086,0.057687584,1.0
48,0.6494523390004834,0.6301299,0.0,0.6887192442567003,0.6809617,1.0,16,14.640295,0.0,1.350049466691167,4.5577364,0.0,4.500814779398881,13.813109,1.0,0.016518880846763624,0.032725297,0.0
49,0.8222910474656923,0.8212016,1.0,0.7457652194525041,0.7997466,1.0,14,13.695813,1.0,3.0776776291500014,6.656988,0.0,36.11410931465541,10.0994215,0.0,0.18761785957553703,0.18979071,1.0
50,0.5013513963319951,0.53555995,1.0,0.5873962587871694,0.7225866,1.0,13,13.139355,1.0,12.018165132454723,13.198799,1.0,13.55442637711468,12.031839,1.0,0.16330821379592345,0.3707075,0.0
51,0.7566721832888466,0.7858375,1.0,0.6152272649436876,0.73336136,1.0,9,9.199035,1.0,1.318918078476906,5.591099,0.0,23.545456400200525,8.891103,1.0,0.1571969445384271,0.15673356,1.0
52,0.7376316826676969,0.8425211,1.0,0.8205035416255837,0.8139153,1.0,8,6.751162,1.0,32.239884291994116,34.254032,1.0,9.005900943297481,14.522051,1.0,0.06198029148502863,0.07501858,1.0
53,0.8720729710325215,0.8347047,0.0,0.549530690101369,0.5977816,1.0,10,9.934756,1.0,17.640741280341263,11.73245,1.0,48.145208268945154,12.191581,0.0,0.1743819874311836,0.22997321,0.0
54,0.6598213840920845,0.6563286,1.0,0.9741270956700523,0.9239942,1.0,9,7.802544,1.0,3.8574375643084347,4.9521523,1.0,9.541498865049247,10.073834,1.0,0.031231693668692755,0.037960015,1.0
55,0.8141623025607426,0.79544485,1.0,0.5959704388707421,0.551549,1.0,10,10.052371,1.0,14.980787785178146,16.939785,1.0,15.153688389940866,14.274481,1.0,0.15616726430591657,0.17491226,1.0
56,0.6004207469811121,0.5613486,1.0,0.7225274347971915,0.7305458,1.0,9,9.015817,1.0,1.938225784779232,13.187209,1.0,4.14955605184744,11.105849,1.0,0.2747626053256436,0.38691694,1.0
57,0.9868646544613605,0.9822428,1.0,0.8419390347981554,0.714115,1.0,16,15.597909,1.0,2.849926600786895,7.1195235,1.0,1.2287175776229593,11.969537,0.0,0.44222685008604073,0.305245,1.0
58,0.8066587433655221,0.8489591,1.0,0.9650619747535882,0.9115714,1.0,13,12.9421015,1.0,21.434166893667246,21.391325,1.0,6.076643382654995,6.691341,1.0,0.032837031156336856,0.029502789,1.0
59,0.5761564868198391,0.57609826,1.0,0.7989274904710308,0.90603596,0.0,9,6.904255,0.0,9.073732132350505,10.178212,1.0,1.3600447869294838,7.6105957,0.0,0.01213220538795423,0.016640373,1.0
60,0.775789592249907,0.7763107,1.0,0.5088039048464024,0.5709126,1.0,7,6.988132,1.0,2.5923296212671207,2.7365117,1.0,3.3711871109872313,12.041391,1.0,0.12269676796308975,0.11434379,1.0
