case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_inv_temp,mu_inv_temp,hit90_inv_temp,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time
128,0.9704321149915645,0.9698726,1.0,0.9500860792409445,0.885042,1.0,11,10.956282,1.0,69.62026949973063,70.39138,1.0,2.8740885448670914,2.1684942,1.0,0.0421610860298658,0.030280953,1.0
129,0.8371159133636157,0.838946,1.0,0.8876593709088261,0.83520615,1.0,8,7.9137416,1.0,54.05131206124683,87.59111,0.0,8.81261728913234,5.362738,0.0,0.13758834348300017,0.09819263,0.0
130,0.9370501018110045,0.9535265,1.0,0.6079347834311561,0.7402119,1.0,10,10.091836,1.0,50.844476412945696,29.584146,1.0,1.6805645209133206,1.6734966,1.0,0.12380454830314734,0.15354066,1.0
131,0.6553573073932635,0.64094883,1.0,0.84559772564344,0.8131874,1.0,5,5.1946616,1.0,53.83635191148113,54.81613,1.0,3.258413849366984,2.8045287,1.0,0.07458770116396725,0.06485709,1.0
132,0.5037383181878816,0.5304413,0.0,0.5517956005470892,0.7099692,1.0,9,8.883236,1.0,21.573087186304814,43.524727,1.0,6.910581050225934,2.528365,0.0,0.10385441036305669,0.13090082,1.0
133,0.9491386453443926,0.94632155,1.0,0.8732216821331338,0.73287827,1.0,5,4.904878,1.0,15.227936023531095,58.165726,0.0,2.4013348881308882,5.975719,1.0,0.34798539107768783,0.29548183,1.0
134,0.5393160046359109,0.56576675,1.0,0.7066768964173329,0.7019845,1.0,12,11.983397,1.0,30.340375093738608,62.29844,1.0,5.770579772525574,8.378511,1.0,0.20535855060369768,0.32367393,1.0
135,0.7912220217750032,0.7264575,1.0,0.9611743650057559,0.8629415,1.0,15,10.72507,1.0,39.22778248980219,68.45695,1.0,42.52160979068416,32.874275,1.0,0.07156925720662229,0.050643478,1.0
136,0.7575281391992517,0.80579376,1.0,0.6662196605805815,0.642152,1.0,9,8.621142,1.0,19.915865833857296,46.86682,1.0,3.477085328670489,3.1233108,1.0,0.02537831560078596,0.021028085,1.0
137,0.834554230768861,0.7234127,1.0,0.9265587926932737,0.86138046,1.0,10,10.457955,1.0,96.88759797642975,68.34128,1.0,40.356288177281066,32.867695,1.0,0.06278180566184594,0.050741564,1.0
138,0.7739668947751599,0.7679516,1.0,0.9702085515226588,0.97535926,1.0,10,9.961417,1.0,25.89475461079466,26.503786,1.0,2.3333856722889217,1.7247559,1.0,0.07715223086850644,0.070452854,1.0
139,0.7083773309774061,0.6990932,1.0,0.9221287663378721,0.9079407,1.0,5,4.596623,1.0,41.54448573946648,29.217348,1.0,7.134135654301441,7.1229835,1.0,0.054551602170699875,0.038376614,1.0
140,0.7315672784051364,0.74088305,1.0,0.9585293698241135,0.9015453,1.0,11,11.425406,1.0,79.25259279078689,50.738163,1.0,4.263495034536845,4.48652,1.0,0.05465694126597542,0.05183439,1.0
141,0.7776500203966411,0.7827508,1.0,0.8605321279060518,0.7342626,1.0,4,4.1791267,1.0,93.61920485629769,61.58819,1.0,1.2727055595207777,4.1923065,1.0,0.3354363342210847,0.33768842,1.0
142,0.935330214575409,0.7216417,1.0,0.7932441886418401,0.8498732,1.0,8,10.574934,1.0,68.96046305260143,68.94488,1.0,35.24070030876024,33.24841,1.0,0.02392027914609133,0.05139068,1.0
143,0.8854635751142909,0.84607923,1.0,0.751045304609858,0.77912396,1.0,8,7.402572,1.0,16.630426351582507,27.272614,1.0,20.800237540005813,19.61813,1.0,0.03465450844402396,0.057520226,1.0
144,0.5036657762026038,0.53550684,0.0,0.9666986208696255,0.72568417,1.0,11,10.944073,1.0,53.89132852945729,50.90055,1.0,2.4707234174056287,4.20425,1.0,0.09774976494065982,0.2110816,1.0
145,0.9756247383289551,0.95880246,0.0,0.6684302410508146,0.690453,1.0,15,15.018925,1.0,48.52862258810552,60.07378,1.0,4.682492513996422,9.989824,1.0,0.08402682394907522,0.20523773,0.0
146,0.9019622359857797,0.8362932,1.0,0.6561709820689221,0.6580142,1.0,14,13.433045,1.0,71.87350066534057,74.869125,1.0,48.26059776723853,42.91482,1.0,0.1938039569199111,0.1663298,1.0
147,0.968751313828941,0.97438586,1.0,0.5370101834495353,0.72882056,1.0,11,10.996414,1.0,74.8438785059361,59.103462,1.0,8.341420014057407,5.7200856,1.0,0.290199905584163,0.29773805,1.0
148,0.9709553547860184,0.9750442,1.0,0.5304840525731533,0.54696786,1.0,8,7.9975886,1.0,36.5809571807288,51.71287,1.0,2.973327128280294,2.710854,1.0,0.02281824959119278,0.024193479,1.0
149,0.7146242154496725,0.68725246,1.0,0.9667939443599414,0.7214204,0.0,6,5.940678,1.0,36.608620586083774,47.982086,1.0,11.447804573101623,11.604032,1.0,0.36293366202253813,0.3945938,1.0
150,0.9650310132356177,0.95237935,1.0,0.5947230259997205,0.7322666,1.0,8,7.91203,1.0,95.26908610171508,52.14272,1.0,25.416909914843227,5.261834,0.0,0.24933073877107179,0.23189935,1.0
151,0.986757351048979,0.9846043,1.0,0.6833897184999946,0.7857524,1.0,11,11.0741005,1.0,32.971687827998025,27.795675,1.0,1.2865379085485462,1.1724652,1.0,0.024613606123844077,0.02273857,1.0
152,0.8167795317691904,0.7955663,1.0,0.8302359901659986,0.865509,1.0,11,10.409715,1.0,17.083767049637036,39.94367,1.0,33.82710560962961,26.15132,1.0,0.0258607214047137,0.05508432,1.0
153,0.767314237114041,0.77459323,1.0,0.7948049283515293,0.729076,0.0,9,4.8699207,0.0,67.29603274506542,78.81124,1.0,24.138381636879053,22.153135,1.0,0.14410296483756646,0.091694206,1.0
154,0.6748680617034687,0.6718906,1.0,0.8373103318416035,0.83972883,1.0,12,10.612639,0.0,63.193879529183604,60.80386,1.0,4.890707188211597,5.6833572,1.0,0.029993209656109267,0.031475347,1.0
155,0.7987356986451242,0.82747674,0.0,0.8636929555975554,0.85982805,1.0,14,13.902418,1.0,24.944949587469846,48.580017,1.0,2.4848431125785795,1.938779,1.0,0.07378117424238438,0.060123134,1.0
156,0.5406486287428078,0.5565435,1.0,0.8633559912880118,0.8391281,1.0,15,15.004687,1.0,27.02431022567048,62.004337,1.0,11.764259394103282,20.567509,1.0,0.16098764320262712,0.30022106,1.0
157,0.8122730799885378,0.789483,1.0,0.8394903234069218,0.7915026,1.0,10,9.719961,1.0,80.41636603962439,69.51233,1.0,2.3670124425994645,3.2005024,1.0,0.030270718996972753,0.03964115,1.0
158,0.8220969865939629,0.7211298,1.0,0.8137566665252427,0.8561627,1.0,14,10.345879,1.0,84.05822693485545,68.336876,1.0,37.067103062356864,32.655533,1.0,0.010795300982137716,0.05094535,0.0
159,0.5897604228122689,0.62611884,1.0,0.8989265668818054,0.70519346,1.0,6,5.91247,1.0,48.5048982737746,60.56143,1.0,1.9843702397461913,10.051311,1.0,0.2772607059691955,0.38012663,1.0
160,0.9478920963144783,0.9514556,1.0,0.5226617688746655,0.757126,0.0,12,12.037399,1.0,69.61319538564183,55.56108,1.0,5.247901026640687,6.2864776,1.0,0.19808871599303918,0.2768405,1.0
161,0.734105681990198,0.7982067,1.0,0.9526754869697345,0.9226677,1.0,13,12.749454,1.0,85.15724825635121,63.039013,1.0,7.189964590305934,15.380002,1.0,0.015041304790290254,0.049926322,1.0
162,0.8527155765326035,0.84112483,1.0,0.6229461531240843,0.65320545,1.0,15,14.389477,1.0,47.13747245204282,33.61359,1.0,27.050102178080483,35.999207,1.0,0.01809228395174902,0.04071596,1.0
163,0.5082409492592439,0.7492465,0.0,0.6999708500017823,0.78836536,1.0,5,8.217098,1.0,24.373948918446914,53.715015,1.0,10.683126584738691,31.115297,1.0,0.014502594655972305,0.08369267,1.0
164,0.9421045130976744,0.95051634,1.0,0.5202676563645217,0.7399156,0.0,12,11.959666,1.0,51.09458657342863,55.707054,1.0,5.362168843755447,6.012885,1.0,0.28303739962895946,0.30448556,1.0
165,0.9753756976670211,0.98123235,1.0,0.9126702261143881,0.92783904,1.0,12,12.083166,1.0,22.58700866908098,51.42078,1.0,9.772859798534233,12.531215,1.0,0.21592314062789064,0.25868893,1.0
166,0.8113746178926433,0.8734132,1.0,0.8448107457796523,0.80762327,1.0,14,14.176804,1.0,18.499383913237263,35.66975,1.0,4.648149283959499,5.4898844,1.0,0.014912590700133054,0.029546788,1.0
167,0.5051440717044677,0.5187003,1.0,0.7637670874878097,0.78222305,1.0,12,11.91303,1.0,38.65441030492683,55.728798,1.0,5.744975163956785,12.021976,1.0,0.07732118881824313,0.16390932,1.0
168,0.9441102804543695,0.93152004,1.0,0.6639572304114809,0.63270897,0.0,11,10.5577545,1.0,12.59167529624621,43.9846,0.0,25.015044101263836,9.970896,0.0,0.23017988084279783,0.089608975,0.0
169,0.7102332325086071,0.796557,0.0,0.7691616489144142,0.7539983,1.0,6,5.5297236,1.0,82.32632425755546,65.44251,1.0,9.074100337636596,12.5883045,1.0,0.04369687160429895,0.058999896,1.0
170,0.5562615211623447,0.6364602,0.0,0.6482395569297894,0.72393274,1.0,15,15.0672655,1.0,15.603881675982628,47.80279,1.0,5.273433814827835,7.3679376,1.0,0.19946445457833267,0.34614918,1.0
171,0.8657019051666588,0.76412565,1.0,0.9542473163131564,0.87701696,1.0,13,12.038146,1.0,99.74284183891102,44.496742,0.0,24.34040695858417,25.684343,1.0,0.19354531358116905,0.049726266,0.0
172,0.6628288097567422,0.6557247,1.0,0.6216490549124577,0.6331328,1.0,6,4.832141,0.0,18.61028136568998,30.882141,1.0,32.20085393149528,30.13972,1.0,0.12061393059583272,0.10550032,1.0
173,0.5679448837597683,0.5987176,1.0,0.9351887560950336,0.7241612,1.0,5,4.937197,1.0,45.60832146121576,61.176483,1.0,6.206102703146912,8.926368,1.0,0.36649105644222746,0.3557569,1.0
174,0.9297652300349013,0.9132073,1.0,0.7360600298161754,0.71387184,1.0,7,6.9535656,1.0,69.48112694565893,56.721306,1.0,4.73554467273306,5.2881904,1.0,0.2426828440180309,0.31585205,1.0
175,0.5349372082998027,0.72603154,1.0,0.7538764831244843,0.86152875,1.0,10,10.450333,1.0,25.62351388149124,67.9807,0.0,47.0596200542614,32.363613,1.0,0.021024459701107178,0.051691756,1.0
176,0.9907468942234898,0.9200652,1.0,0.7675802694455017,0.7151034,1.0,8,7.600928,1.0,67.4803901139893,45.14914,1.0,45.79570171057514,21.298962,1.0,0.21898658937740048,0.05123033,1.0
177,0.5523145032253747,0.7231032,1.0,0.6776218215458887,0.85544163,1.0,14,10.526427,1.0,25.468190701961376,66.491554,1.0,47.22435482982319,33.00274,1.0,0.02674985922541292,0.051996626,1.0
178,0.7906151335606024,0.7908571,1.0,0.8277629089928191,0.77964646,1.0,6,5.5958223,1.0,70.0652732944425,74.71481,1.0,21.054906201744398,26.50543,1.0,0.031520947758667525,0.03364846,1.0
179,0.7030075141752377,0.7778472,1.0,0.6001186815906274,0.59713167,1.0,12,11.019003,0.0,44.17579687721574,69.95186,1.0,11.589469905186837,10.712366,1.0,0.03153401093679845,0.028439207,1.0
180,0.7942192231717426,0.7779493,1.0,0.5746470046756778,0.7457813,1.0,6,6.0185175,1.0,13.556662516516353,50.725548,0.0,7.666567792784585,9.822242,1.0,0.2730157131203896,0.24843024,1.0
181,0.9028765032539141,0.85767543,1.0,0.6598679665705691,0.6759399,1.0,13,11.533511,0.0,25.17182402049263,50.152523,1.0,5.874279344257162,5.6391954,1.0,0.017898757077579586,0.019767862,1.0
182,0.5732595991837296,0.7266142,1.0,0.8727451284627719,0.8612201,1.0,4,10.361051,0.0,82.63784228507555,68.58128,1.0,49.933633684815916,32.68624,0.0,0.11473501403932349,0.051251758,1.0
183,0.760054298719058,0.79720676,1.0,0.5342292914281239,0.7127757,0.0,9,8.32388,0.0,67.99573782691945,45.512733,1.0,28.380274389042583,36.391518,1.0,0.013563208948095025,0.040634118,1.0
184,0.7880479383238188,0.7937221,1.0,0.9807649472929285,0.9699628,1.0,5,4.8895416,1.0,22.905863057951496,22.482113,1.0,6.818067399089035,12.448526,1.0,0.01974755103032773,0.05963408,1.0
185,0.5920982624194278,0.6083804,1.0,0.7504456737776195,0.80102026,1.0,4,4.236356,0.0,24.279601555971116,34.926624,1.0,3.1342817512606334,4.0444536,1.0,0.08585790386392438,0.107604705,1.0
186,0.8856525968094539,0.88356525,1.0,0.6321026639626927,0.6672173,0.0,11,11.0934105,1.0,23.5220511032445,69.383965,1.0,15.99457390351656,24.288738,1.0,0.16078879446114988,0.27170226,1.0
187,0.9972313019327572,0.9891743,1.0,0.6105713209713195,0.74230164,1.0,11,10.977773,1.0,95.88157600866295,56.639835,0.0,4.156191614400719,6.005258,1.0,0.09758876730337956,0.26240987,1.0
188,0.6940388267741737,0.6944722,1.0,0.986198342917843,0.96018875,1.0,9,9.011978,1.0,10.045094585640484,30.114859,0.0,1.5037417658286747,1.7249457,1.0,0.01763926107873625,0.033336945,0.0
189,0.8142030124100083,0.8215376,1.0,0.9355273691944467,0.9200709,1.0,16,15.740001,0.0,89.32357703779479,74.34972,1.0,2.748469692703532,2.0170336,1.0,0.09532401668581601,0.10592792,1.0
190,0.9956374392273892,0.9917817,1.0,0.8757082001296836,0.6876961,1.0,16,15.734597,0.0,16.92207796153664,60.412006,0.0,6.758470113261284,5.9786673,1.0,0.2602318806715467,0.26919442,1.0
191,0.9562994608796312,0.8398077,1.0,0.7778593522635258,0.77968115,1.0,14,13.404708,1.0,47.124008304781746,82.55379,0.0,23.54708534887924,21.750212,1.0,0.030035300045743046,0.02642833,1.0
192,0.5773938725837615,0.5813142,1.0,0.8521994939948029,0.7751633,1.0,14,13.281107,1.0,91.25575104032312,50.267796,1.0,9.512599463461607,15.371729,0.0,0.090440849209924,0.114324644,1.0
193,0.7850190852901913,0.7602745,1.0,0.6986024654427369,0.7259017,1.0,13,13.017729,1.0,60.627018263723336,63.17669,1.0,1.0310193777516994,4.1925206,0.0,0.3641361846648403,0.3161451,1.0
194,0.5961642224037901,0.59077144,1.0,0.6518453702434408,0.6276787,0.0,6,5.977405,1.0,79.73803806880362,61.995308,1.0,38.66736224627549,39.626553,1.0,0.3646957630225555,0.35020065,1.0
195,0.9427250306992938,0.9534994,1.0,0.6152507022622002,0.62226856,1.0,6,6.076438,1.0,23.541732525395204,21.337074,1.0,1.495016463561954,2.605724,1.0,0.014799097516479624,0.023599202,1.0
196,0.9759128066771721,0.97454566,1.0,0.7106364823734692,0.71064806,1.0,14,14.2575865,1.0,92.0902542185005,61.069458,1.0,1.5893046974549059,6.6723094,0.0,0.02479486424956744,0.07768976,0.0
197,0.9400662710059569,0.9488221,1.0,0.8341441236209006,0.80572855,1.0,8,7.8905587,1.0,81.60297728987939,88.20308,1.0,1.7789344919236687,1.7952594,1.0,0.010845655281927326,0.012037851,1.0
198,0.9679174330732538,0.72193724,1.0,0.9134802095322043,0.8551221,1.0,10,10.328814,1.0,24.838816902758474,67.97007,0.0,42.24138560552971,32.91612,1.0,0.029040742100703534,0.050763413,1.0
199,0.8306179733541298,0.72578526,1.0,0.8486275679714257,0.85361207,1.0,11,10.387246,1.0,41.821917844453964,67.0196,1.0,32.104012861084996,33.271507,1.0,0.04271262095711085,0.051116277,1.0
