case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time
32,0.9999843371187708,0.67875683,0.0,0.939125348930154,0.7986364,1.0,5,10.046248,1.0,41.47189114023569,40.035908,1.0,0.02599350682267636,0.035982575,1.0
33,0.6625728070381188,0.6576174,1.0,0.88049283500927,0.8955517,1.0,7,6.3456473,1.0,3.440900749234998,5.03896,1.0,0.04262169264173011,0.04955782,1.0
34,0.6725353088377026,0.7041912,1.0,0.9938129888734277,0.8172181,0.0,10,10.1022005,1.0,13.131899580735622,8.276758,1.0,0.306912176434514,0.21999428,1.0
35,0.5244409613186549,0.5250364,1.0,0.7493435245294131,0.79634374,1.0,14,14.047683,1.0,3.247049339311456,7.5041466,0.0,0.056720532010262885,0.11753476,1.0
36,0.510238489419237,0.5219653,1.0,0.9232244959228546,0.68294066,1.0,11,11.061757,1.0,1.1391182004497866,1.3800718,1.0,0.03526480421024871,0.04072731,1.0
37,0.6720360609522567,0.7126492,1.0,0.9371331289897527,0.69374275,0.0,14,14.050713,1.0,19.140637939337832,22.106308,1.0,0.49209010327959996,0.448492,1.0
38,0.7264344103251301,0.7650241,0.0,0.9360762893250811,0.95243484,1.0,16,15.756888,1.0,1.1605563492441275,2.3895147,1.0,0.090119991811876,0.1047719,1.0
39,0.502408841819113,0.5182001,1.0,0.5616427483027647,0.73611313,1.0,13,13.003515,1.0,3.4153132271024242,1.6957554,0.0,0.037653438577015134,0.072674304,0.0
40,0.867622668189588,0.8636387,1.0,0.6382504553440078,0.62627244,1.0,11,11.021582,1.0,15.112631793592683,6.808785,1.0,0.31278468808162374,0.37319237,1.0
41,0.6967405524034118,0.68350285,1.0,0.6405517772989984,0.5498684,0.0,5,5.5286736,0.0,1.2977825383192965,1.7615039,1.0,0.08079483606267747,0.079659894,1.0
42,0.9833579368902519,0.9564365,1.0,0.9007642819139479,0.7932648,0.0,13,12.957095,1.0,2.343769542376292,3.8712928,1.0,0.026389846043885733,0.053179063,1.0
43,0.5175208867908321,0.51277673,1.0,0.8115401567350955,0.80604506,1.0,14,14.129812,1.0,32.823925034687555,27.073578,1.0,0.1719892777847232,0.1335736,1.0
44,0.8894595096299072,0.9112493,1.0,0.5868016154633355,0.6711541,1.0,5,5.1479983,1.0,1.9499945797914733,1.8414565,1.0,0.13075103875084906,0.12468315,1.0
45,0.7300230753694446,0.7519227,1.0,0.5894845209040527,0.7685909,1.0,10,10.086821,1.0,2.9513237886986046,3.552272,1.0,0.2611092255666212,0.33426318,1.0
46,0.8953365877429705,0.8975934,1.0,0.8757256556255062,0.8561117,1.0,13,13.079984,1.0,1.8802149203695273,1.8101231,1.0,0.03168072117070432,0.029109659,1.0
47,0.8642171772390559,0.83227843,1.0,0.7931370341857762,0.7715759,1.0,13,11.640256,1.0,27.17887863977113,33.451595,1.0,0.21894625689439134,0.24177612,1.0
48,0.6256695750075143,0.6301603,1.0,0.6833445953647326,0.7808644,0.0,4,4.6031637,0.0,1.5032803787285929,1.8647289,1.0,0.024556956321729242,0.027325183,1.0
49,0.7780464828648757,0.7476372,0.0,0.7522404068711912,0.7550285,1.0,16,15.350545,1.0,3.6079844805969525,3.2550912,1.0,0.026553069970331866,0.025053991,1.0
50,0.7729474313505921,0.81918067,1.0,0.6701126672219002,0.6852412,1.0,5,5.0735946,1.0,34.627725714337714,30.742188,1.0,0.013505538284320608,0.014382344,1.0
51,0.9273965571643921,0.9200597,1.0,0.8185554489487963,0.6811975,1.0,8,8.135776,1.0,1.7482442341227582,5.144839,0.0,0.15571963358901422,0.17494485,1.0
52,0.7501166906926207,0.75904346,1.0,0.5898334777076399,0.5911131,1.0,6,6.0750117,1.0,19.969948510710758,20.338375,1.0,0.15371074276545896,0.14941424,1.0
53,0.6915096826072573,0.7960882,1.0,0.530255521669325,0.77021885,0.0,10,8.249642,0.0,45.760723682567175,40.80863,1.0,0.012632432767662821,0.022929814,1.0
54,0.7997858711358978,0.81656605,1.0,0.8436232406527084,0.72112817,0.0,12,11.158251,1.0,24.350926340521248,38.28201,0.0,0.013197686585128831,0.01749164,1.0
55,0.6927431694451704,0.69704497,1.0,0.6425568864317618,0.7422151,1.0,5,5.0673532,1.0,4.926726346819357,6.8500733,1.0,0.37259757625064566,0.40919355,1.0
56,0.6079920670449184,0.60046023,1.0,0.9693679224659694,0.69473046,0.0,10,8.715677,0.0,9.568951679880659,16.895758,0.0,0.010307411263240626,0.026573723,1.0
57,0.6218197292984322,0.77069324,1.0,0.958277363419893,0.8483559,1.0,12,10.374473,1.0,48.25262612601062,39.485966,1.0,0.13198987427802092,0.031707853,0.0
58,0.9807218534941806,0.9801548,1.0,0.7952552581323611,0.77201873,1.0,12,11.940584,1.0,2.0401335261446714,4.9921756,1.0,0.11826473782492183,0.28304955,0.0
59,0.54987409854186,0.56075096,1.0,0.6498864651149654,0.8391387,0.0,10,8.231678,0.0,2.8081730030767447,4.148904,0.0,0.010794314199184312,0.013089447,1.0
60,0.8710729990305902,0.84510964,1.0,0.8965271888608614,0.90026534,1.0,14,12.594207,0.0,33.421252206984406,17.877554,1.0,0.23351895111231127,0.09376552,1.0
61,0.7595855578661774,0.8590023,1.0,0.9854453872836928,0.9573036,1.0,9,7.576435,0.0,12.548749613618636,18.825226,1.0,0.054133537990564376,0.11436272,1.0
62,0.832853910933129,0.8665531,1.0,0.9200713193733286,0.89280784,1.0,5,4.883146,1.0,5.711582021844835,8.669203,1.0,0.010538252853260146,0.03238052,1.0
63,0.9899253734493856,0.9710051,0.0,0.884803961578053,0.9035296,1.0,14,14.219156,1.0,29.49684741528005,33.070045,1.0,0.36164431284728293,0.3977174,1.0
64,0.5070577484769166,0.54668933,1.0,0.865029875074552,0.73017573,1.0,7,7.074177,1.0,1.5627232628052443,2.3688905,1.0,0.10515263990975965,0.12752129,1.0
65,0.877365181992787,0.89112604,1.0,0.5446682738340922,0.57154226,1.0,12,12.135802,1.0,1.4337039505823925,2.7555623,1.0,0.12363103370685408,0.112436384,1.0
66,0.601507320147894,0.58600503,1.0,0.6206247277939367,0.66463125,1.0,4,4.440984,0.0,4.924884294486186,3.9582562,1.0,0.05571056857982738,0.04558972,1.0
67,0.931244087950658,0.9192767,1.0,0.7759053899919438,0.8000388,1.0,11,10.998014,1.0,2.4112088737576207,4.687977,1.0,0.16584551836501854,0.17813809,1.0
68,0.6870906392610097,0.6977955,1.0,0.7958275309937348,0.7806413,1.0,6,5.757135,1.0,10.18049342960099,8.092531,1.0,0.04207379965981771,0.024567844,1.0
69,0.8151069154844803,0.8501456,1.0,0.8780352173315662,0.78057814,1.0,15,15.048979,1.0,5.619335497283791,5.4731965,1.0,0.3112601889294725,0.36312413,1.0
70,0.9470795338022264,0.92657,1.0,0.544930434462662,0.75753677,1.0,16,15.735283,0.0,1.3691966579175516,1.9894288,1.0,0.10082116041104543,0.10763151,1.0
71,0.9648853095283385,0.8512449,1.0,0.893047934013411,0.90887976,1.0,5,4.5039454,1.0,39.78972379025225,20.919159,1.0,0.24156759127146152,0.070458844,1.0
72,0.957935887888292,0.96977127,1.0,0.6497948193418542,0.75974643,1.0,10,10.150509,1.0,2.078182147755661,6.5540996,1.0,0.3615265937057606,0.3381767,1.0
73,0.6754678934974057,0.6525799,1.0,0.7786392710345968,0.7457181,1.0,12,12.227006,1.0,9.233890853256645,12.4399,1.0,0.17516564102212417,0.20106518,1.0
74,0.6067217088118371,0.782763,1.0,0.8081533031092727,0.75026613,1.0,4,4.4383163,0.0,39.51458268794755,40.04353,1.0,0.04011668437233299,0.020401886,1.0
75,0.6983202926133665,0.6771617,1.0,0.6543095604072975,0.6010422,1.0,5,4.9626184,1.0,36.29579125475613,29.23848,1.0,0.46666561750197333,0.29044,0.0
76,0.9573717198391278,0.95635986,1.0,0.6989371104237713,0.7671286,1.0,9,9.120592,1.0,3.177891776877301,7.7552547,1.0,0.2004855227109297,0.24435675,1.0
77,0.8089243051782986,0.77535725,1.0,0.8185032481276497,0.82251686,1.0,12,10.795493,1.0,2.5331435206735238,6.480962,0.0,0.010176963283614598,0.03957846,0.0
78,0.6264613243560633,0.591715,1.0,0.9646345516201826,0.7658555,1.0,15,15.041035,1.0,11.57525309880892,9.634727,1.0,0.2748551991698057,0.18486032,1.0
79,0.7842373230586221,0.78024244,1.0,0.5352990350949558,0.53913414,1.0,6,5.8556066,1.0,8.704938799608257,8.869234,1.0,0.016117108929264122,0.01541147,1.0
80,0.575773308765819,0.58228374,1.0,0.6042194469937163,0.6000946,1.0,8,8.059369,1.0,33.722477671582894,38.31183,1.0,0.22213757674657159,0.23529693,1.0
81,0.7500128376553021,0.76444376,1.0,0.5565562710344634,0.53394055,1.0,8,8.162293,1.0,7.4960018490350855,7.847442,1.0,0.07404369058957228,0.07379512,1.0
82,0.7411332666302854,0.8135597,1.0,0.5473424484352516,0.80308414,0.0,14,12.510984,0.0,28.293509071082752,26.780207,1.0,0.027899648693480696,0.057735894,1.0
83,0.8600624286272436,0.86949444,1.0,0.7241448151057723,0.69398975,1.0,9,9.118136,1.0,17.70803576753545,7.3645587,1.0,0.38456723789030256,0.38856524,1.0
84,0.5580512091508518,0.5611846,1.0,0.950709578667428,0.95236826,1.0,4,4.5083,1.0,2.4927541300264706,1.9357889,1.0,0.023152371457898547,0.020677272,1.0
85,0.8488844405928416,0.8197329,1.0,0.6597584773094107,0.69230336,0.0,13,11.218396,0.0,22.08095308479877,21.293242,1.0,0.01841804316671263,0.0188578,1.0
86,0.6596818904785313,0.6573476,1.0,0.5111366489595355,0.76082,0.0,10,10.080677,1.0,15.385182193275082,5.5203047,0.0,0.20913462432876756,0.28000787,1.0
87,0.7599600174636802,0.648214,0.0,0.8397775788715126,0.82809156,1.0,13,12.395848,1.0,34.68839673102942,28.11634,1.0,0.11854942106107705,0.063102484,0.0
88,0.9632046655754671,0.871702,1.0,0.6221837107072369,0.62883765,1.0,14,12.25407,0.0,38.289433211934565,43.58535,1.0,0.17484650985404818,0.17109218,1.0
89,0.8177369511890047,0.78579956,1.0,0.5363753108980203,0.5188233,1.0,9,9.11073,1.0,25.54338636514125,30.637274,1.0,0.18531488798832038,0.21058506,1.0
90,0.9875799299089992,0.99444497,1.0,0.5104144694153143,0.76969296,0.0,12,11.989159,1.0,7.961075706471996,4.5745935,1.0,0.09006918336961652,0.19448069,0.0
91,0.9003868951213985,0.90993464,1.0,0.8458097544720007,0.90127933,1.0,6,6.079811,1.0,15.49451634490538,17.613674,1.0,0.21768764160963178,0.25234485,1.0
92,0.5298500326075593,0.5277201,1.0,0.971524965628531,0.9534528,1.0,8,7.7702837,1.0,4.746600937737624,5.6583366,1.0,0.03334265218989925,0.04296107,1.0
93,0.816782510873882,0.81245244,1.0,0.7554847079881885,0.7608127,1.0,16,15.428404,1.0,5.461234141682095,5.670956,1.0,0.04431677176672139,0.044345386,1.0
94,0.6144284160155394,0.7741702,1.0,0.5157046407502316,0.84457093,0.0,14,10.840253,0.0,40.32161606730143,39.33021,1.0,0.04567563896693704,0.030929932,1.0
95,0.7195276541713713,0.6775869,0.0,0.9708082233779757,0.865443,0.0,14,14.200626,1.0,15.348152947388032,14.26315,1.0,0.251722218066506,0.22378606,1.0
96,0.9472513602667638,0.94277513,1.0,0.8512756373393519,0.85317034,1.0,7,7.1580443,1.0,1.1986481248717746,5.5253963,1.0,0.3903350925999397,0.31992567,1.0
97,0.9679411070390673,0.9741042,1.0,0.9321122109369151,0.75805175,1.0,13,13.006953,1.0,2.992630781581204,8.59799,1.0,0.4033604338181422,0.36104763,1.0
98,0.5158804546145039,0.5123038,1.0,0.7609756036154199,0.7561767,1.0,15,14.946603,1.0,26.073599202019032,31.527569,1.0,0.2476483852833903,0.29012862,1.0
99,0.6940855888864628,0.76964283,1.0,0.5105700127109717,0.8462529,0.0,12,9.132822,1.0,32.37110382660744,39.727406,1.0,0.028643894426278793,0.03341653,1.0
100,0.5998482725921555,0.5805387,1.0,0.9423743599803672,0.8427808,1.0,5,5.176744,1.0,1.3243738158416531,1.7968769,1.0,0.11600985066314426,0.08908304,1.0
101,0.8926279853494846,0.8423436,1.0,0.7024385307680412,0.73552185,1.0,14,13.996985,1.0,3.623732522231653,3.108022,1.0,0.03563613288222914,0.032540493,1.0
102,0.8342419683837379,0.86085093,1.0,0.9557475879234646,0.87706846,0.0,13,12.105203,1.0,16.07370476887158,13.360542,1.0,0.18531549836537523,0.1308896,1.0
103,0.7090627656506246,0.67009705,1.0,0.6347879487153143,0.7678678,1.0,10,10.11136,1.0,2.418621199969833,5.185465,1.0,0.2967030817914081,0.22162466,1.0
104,0.6191295586201174,0.6253835,1.0,0.8329924077201362,0.87215686,1.0,9,8.2363615,1.0,9.424542027772079,8.393885,1.0,0.027751265157159446,0.020053172,1.0
105,0.868379142073211,0.8493464,1.0,0.7742258248612569,0.741577,1.0,15,14.360086,1.0,18.27421844094188,16.544125,1.0,0.08740524421972147,0.06707228,1.0
106,0.6394610629632905,0.6448924,1.0,0.525170126339992,0.51662207,1.0,6,6.1292806,1.0,9.950191505840573,11.001697,1.0,0.10211383438968162,0.09959515,1.0
107,0.7705675035041595,0.7950636,1.0,0.9318384436573308,0.9575285,1.0,11,11.150185,1.0,7.434858912343307,6.924198,1.0,0.04084748443956739,0.035849158,1.0
108,0.8294732628622475,0.7817009,0.0,0.5217117527241888,0.51902163,1.0,13,12.758164,1.0,7.182800559437445,7.221177,1.0,0.011454523566864397,0.012464991,1.0
109,0.8700614140236871,0.8225882,1.0,0.7190550161248339,0.7201212,1.0,9,7.8923826,0.0,19.534319599208565,22.117125,1.0,0.02123823312928796,0.023665214,1.0
110,0.8075355977299494,0.77264833,1.0,0.6586679745816371,0.648096,1.0,6,5.790044,1.0,7.640141838094552,7.6285415,1.0,0.026261282523040726,0.024140729,1.0
111,0.8185287817251313,0.77802324,1.0,0.9663807511259187,0.9645714,1.0,9,9.263135,1.0,33.612256177249144,16.842766,0.0,0.28876385971028923,0.10291197,0.0
112,0.9521330640655454,0.9631355,1.0,0.6749428929769489,0.6512243,1.0,11,11.170179,1.0,1.3017527354349656,1.7466304,1.0,0.058705944972687184,0.051646475,1.0
113,0.9024692712741376,0.83165824,1.0,0.596074609994313,0.69104177,0.0,15,13.542638,0.0,25.816607610125835,29.094425,1.0,0.013640188300126876,0.029343292,1.0
114,0.9502729570385946,0.9411181,1.0,0.7549716122386667,0.7499725,1.0,12,12.008888,1.0,2.3740796193723273,6.0029855,1.0,0.22717432311676763,0.35780475,1.0
115,0.5035028279139553,0.50974774,1.0,0.751363527255882,0.7414491,1.0,6,6.219514,1.0,1.2557472044138518,1.4313987,1.0,0.013001042566798609,0.015664786,1.0
116,0.9925960536231782,0.9864859,1.0,0.5646506328428805,0.7155158,1.0,4,4.366625,0.0,1.0539926923269942,5.200375,0.0,0.25537425231630917,0.2856404,1.0
117,0.7347842268871498,0.7494374,1.0,0.9416417781633952,0.74202895,1.0,10,10.072903,1.0,1.9582239714929086,12.503463,0.0,0.49213836917987486,0.40380016,0.0
118,0.6145945292570085,0.61840105,1.0,0.9492612004618746,0.78845,1.0,15,15.018813,1.0,3.7050374218447892,3.5997095,1.0,0.1427008178073807,0.15994309,1.0
119,0.5285288390746383,0.558011,1.0,0.8700800007562741,0.69669783,1.0,11,11.043516,1.0,1.4910186486049624,1.6679341,1.0,0.04669603892058531,0.07505162,1.0
120,0.67654485886868,0.67158765,1.0,0.7584272929567363,0.73160815,1.0,5,4.850089,1.0,21.671569482388584,20.4597,1.0,0.03901005725770546,0.024202874,1.0
121,0.5931855139738613,0.5784818,1.0,0.776874272833944,0.7289819,1.0,14,14.722628,1.0,6.306891474618292,6.2938676,1.0,0.06304117970987981,0.059942305,1.0
122,0.9167972673014393,0.87578833,1.0,0.945849662021853,0.953469,1.0,13,12.254084,1.0,8.844104152713038,10.347239,1.0,0.01824845783085231,0.027632529,1.0
123,0.9195664702054904,0.93063027,1.0,0.9583832760693716,0.85027415,1.0,12,12.122096,1.0,11.536351256099486,14.534705,1.0,0.30939484877696133,0.3369967,1.0
124,0.9684453020348296,0.7802845,1.0,0.8677345355551107,0.80813986,1.0,16,12.692048,0.0,43.42369397950285,40.982555,1.0,0.05592551839299834,0.026826378,1.0
125,0.6124551074043401,0.65447474,1.0,0.5775576872327346,0.6925248,1.0,4,4.3430433,0.0,35.87522917945711,20.50882,1.0,0.49375723117399883,0.44145983,1.0
126,0.8837532928275849,0.8719469,1.0,0.5865162319666947,0.57412463,1.0,5,5.2300544,1.0,1.6927821527701237,2.514956,1.0,0.01473536242800481,0.025381962,1.0
127,0.8257964869331424,0.847569,1.0,0.9143172740637158,0.9007079,1.0,7,7.1403847,1.0,5.243716556518851,7.067664,1.0,0.18966908737938215,0.25311762,0.0
128,0.7784076783686492,0.76903516,1.0,0.975734119947309,0.90194285,1.0,9,9.156156,1.0,1.0759226034389116,2.7100112,0.0,0.21359267603422033,0.20724024,1.0
129,0.8210348378545926,0.81356347,1.0,0.9405655712580849,0.8596923,0.0,5,4.4786468,1.0,22.17441528028674,30.939997,0.0,0.013129690792721081,0.05324887,1.0
130,0.7154696863851111,0.71938455,1.0,0.9804188314360939,0.9329571,1.0,16,15.023215,0.0,4.211332244957177,6.178755,1.0,0.019524451350855634,0.030243581,1.0
131,0.6373448778293027,0.62350506,1.0,0.9431227353167968,0.750177,1.0,14,13.9901,1.0,1.9878225437493537,4.7556443,1.0,0.3488451625791131,0.30545253,1.0
132,0.8258153718572645,0.8410587,1.0,0.6374599947497449,0.6255504,1.0,11,11.196123,1.0,17.9005073569475,16.451729,1.0,0.20414121728359425,0.18102883,1.0
133,0.733357338413459,0.7221852,1.0,0.8175004974526722,0.88406956,1.0,9,9.02935,1.0,19.786393647177302,19.71356,1.0,0.270804122107195,0.27010903,1.0
134,0.5621760581810091,0.6095372,0.0,0.9723417790698985,0.7255806,1.0,4,4.284498,0.0,1.1758309767641248,3.0683012,1.0,0.24978085285222434,0.26298758,1.0
135,0.8694111902147315,0.85558146,1.0,0.8362985738081861,0.8631256,1.0,10,10.12966,1.0,12.721710914393645,13.499913,1.0,0.2235320344476104,0.23905596,1.0
136,0.8604027980055418,0.8811309,1.0,0.7220544874753512,0.69635034,1.0,13,10.960099,1.0,8.568855104847147,9.246376,1.0,0.03710582994790401,0.03169408,1.0
137,0.7804371158228571,0.8018789,1.0,0.7775262541147581,0.7817382,1.0,9,6.804716,0.0,42.9783289111895,40.109673,1.0,0.020560759632570508,0.024243351,1.0
138,0.9917379407151298,0.9181441,0.0,0.9588616056120454,0.94918597,1.0,12,12.507854,1.0,4.930738623616624,5.316911,1.0,0.028720196241981633,0.03478621,1.0
139,0.6693299775339757,0.67794937,1.0,0.9393294781976149,0.75163966,1.0,14,14.010091,1.0,2.094801077357853,5.6306396,1.0,0.33272300752682654,0.30265394,1.0
140,0.9868025253943622,0.98626894,1.0,0.8515065500372923,0.88003504,1.0,14,14.158561,1.0,2.2848755085367936,2.324868,1.0,0.02419327510172463,0.022544494,1.0
141,0.7174129162248462,0.7291918,1.0,0.8962115625950571,0.6651737,1.0,4,4.384719,0.0,17.242037266946795,27.74641,1.0,0.43145921657945235,0.4692317,1.0
142,0.7800266252736641,0.828562,1.0,0.7361774928755112,0.7513347,1.0,6,5.546927,1.0,33.48144370624203,30.607489,1.0,0.04421214616983726,0.02895031,1.0
143,0.6994371324402286,0.68347764,1.0,0.6271906035571879,0.69439405,0.0,15,15.378882,1.0,5.5288957322047105,4.214517,1.0,0.04143006488296954,0.034252346,1.0
144,0.7174278464669681,0.75098306,1.0,0.850311178200557,0.8127943,1.0,5,5.905681,1.0,40.85190402064886,39.883068,1.0,0.01160255429913784,0.031989694,1.0
145,0.5140982146926207,0.518981,1.0,0.8752037428794985,0.90853345,1.0,5,5.183113,1.0,4.668196510900832,4.474754,1.0,0.01950178587753584,0.01890188,1.0
146,0.57327259942815,0.5762477,1.0,0.5085622558075182,0.5349166,1.0,9,8.527767,1.0,5.2506999515551405,4.459755,1.0,0.02855322877260786,0.023432357,1.0
147,0.5795634995419028,0.76382154,1.0,0.8903707977188277,0.84804386,1.0,16,13.654685,0.0,35.27921082521666,39.815384,1.0,0.04335618664213564,0.03300915,1.0
148,0.7765224905007779,0.6812341,1.0,0.9999248873746946,0.79846084,0.0,15,10.184491,1.0,42.05968597325774,39.748116,1.0,0.05135194037650159,0.03696202,1.0
149,0.5920735737496279,0.60587525,1.0,0.8787325169053806,0.84549487,1.0,5,4.7055297,1.0,26.421662722037222,31.258984,1.0,0.04810913336020808,0.079055585,1.0
150,0.9011489669336679,0.89532924,1.0,0.8620642770275995,0.8289928,1.0,8,8.084527,1.0,3.5207834469283945,3.4042852,1.0,0.13127637306946766,0.15312229,1.0
151,0.8721271636860861,0.86883473,1.0,0.6233454014508094,0.6204447,1.0,4,4.822372,1.0,12.040317084874745,10.957978,1.0,0.03636382311630234,0.03329216,1.0
152,0.9936535540969822,0.9474428,1.0,0.7770195215106239,0.7641421,1.0,11,10.984527,1.0,2.9387173765844206,3.948425,1.0,0.013477147587800978,0.020288272,1.0
153,0.6650206778102166,0.6076672,0.0,0.7423306320556358,0.7652461,1.0,13,12.966379,1.0,5.707400334794273,4.865199,1.0,0.182933892233384,0.15052749,1.0
154,0.6726348010602423,0.6832273,1.0,0.8620141757619412,0.9164237,1.0,6,5.875253,1.0,1.5853161703653873,2.1983423,1.0,0.035838351694669694,0.03478498,1.0
155,0.7472724705415452,0.7930668,0.0,0.7788963519349177,0.8452236,1.0,11,11.077459,1.0,9.410558790189196,6.3664465,1.0,0.10661697675127646,0.06270083,1.0
156,0.7003452632386017,0.69038355,1.0,0.5434935077780707,0.5641814,1.0,11,10.3091955,1.0,1.8129556279172176,2.352362,1.0,0.012102962372141193,0.013519833,1.0
