case,gt_q_d_n,mu_q_d_n,hit90_q_d_n,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time
12,0.1567148298481842,0.22489148,1.0,0.6295238478608276,0.62075686,1.0,0.6199269052063758,0.68958306,1.0,8,8.067036,1.0,0.05183734672208716,1.0236118,1.0,0.12480682308437681,0.12965955,1.0
13,0.28462263856449566,0.3637049,1.0,0.5863041924004326,0.58413124,1.0,0.9088143773504594,0.7829795,0.0,7,6.6502495,1.0,0.1440817418153602,0.14384803,1.0,0.0009326683895412402,0.0012644887,1.0
14,0.8538618858858424,0.84520966,1.0,0.9460131651092596,0.936052,1.0,0.5435004461735504,0.7852987,1.0,12,11.756049,1.0,0.012927911267850666,0.4512795,1.0,0.058119044707283365,0.05320858,1.0
15,0.2208822090718937,0.18093477,1.0,0.8859660683668107,0.92115253,0.0,0.8978151794202845,0.88061315,1.0,4,4.205917,1.0,0.24867866839557093,0.1102072,1.0,0.0861911267545778,0.057160784,0.0
16,0.5140130219928759,0.57459325,1.0,0.6478984311689353,0.70506483,1.0,0.5954076897943272,0.7396783,1.0,9,9.079741,1.0,0.036296508518555835,0.42913136,1.0,0.295734804865315,0.25077504,1.0
17,0.5958205956970809,0.56505615,1.0,0.9290506709525626,0.8374599,1.0,0.8198151441144909,0.8720794,1.0,8,6.518249,0.0,2.959786000876113,3.6306221,1.0,0.0003767735586787343,0.0023827474,1.0
18,0.8051089794318652,0.6680929,1.0,0.5807176743354041,0.64776295,1.0,0.7115622033743412,0.7274362,1.0,9,9.040295,1.0,1.1000424025758704,2.0124593,1.0,0.23968625423848183,0.25698742,1.0
19,0.804132101695068,0.40288383,1.0,0.810299891585223,0.86034983,1.0,0.7384552963661624,0.7690042,1.0,7,6.688908,1.0,22.400358581148556,21.95092,1.0,0.003073386402235658,0.0050899647,1.0
20,0.631844885160262,0.40229312,1.0,0.6241937580786135,0.8166045,1.0,0.791399562896008,0.7879109,1.0,12,11.470741,1.0,29.039578101296115,33.37596,1.0,0.0003449993740439428,0.014465491,1.0
21,0.31614992102425743,0.61756533,1.0,0.5253789422676849,0.56332725,1.0,0.7664638370254407,0.737664,1.0,10,10.067291,1.0,0.36959842073534366,0.30176386,1.0,0.021888047920829646,0.024088165,1.0
22,0.08908489665294494,0.5514472,1.0,0.5385704756927352,0.66134703,1.0,0.7365015186610636,0.7938654,1.0,5,8.078212,1.0,42.15978560909442,35.200096,1.0,0.000138377007263529,0.0069149914,1.0
23,0.6237800615924758,0.713474,1.0,0.5349969190537626,0.6204413,1.0,0.8789510598583541,0.7352419,1.0,7,7.0723867,1.0,0.1794676876651475,6.3467803,1.0,0.4198318484303515,0.3792932,1.0
24,0.8649352316491384,0.6465832,1.0,0.5841020110144266,0.5742304,1.0,0.9171751599831668,0.8751836,1.0,4,4.3449316,0.0,9.419254854181542,18.369759,1.0,0.13472633909005402,0.28307724,0.0
25,0.6614251147017496,0.675204,1.0,0.7214935845360004,0.6221189,1.0,0.8989832622765845,0.75303185,1.0,11,11.054683,1.0,0.13802438050826732,0.4694509,1.0,0.2092710154258508,0.10069549,0.0
26,0.08811150265295498,0.20383838,0.0,0.8981994038158476,0.9295574,0.0,0.7876241222673515,0.69879454,1.0,7,7.073847,1.0,0.18663443389198892,0.075247124,1.0,0.011658666486468629,0.004857216,1.0
27,0.6648537610660524,0.43802473,1.0,0.8041655340266487,0.6795376,1.0,0.7797616925962452,0.7247629,1.0,8,8.085019,1.0,14.066388326568777,14.649973,1.0,0.386497619774968,0.4021172,1.0
28,0.6061628183641764,0.57398254,1.0,0.9252684047783981,0.9256892,1.0,0.5487736270837267,0.54311156,1.0,5,5.055968,1.0,0.6461503061593418,0.84541214,1.0,0.0008405537118154749,0.0023782568,1.0
29,0.6706647472149431,0.77956945,1.0,0.7213990034844617,0.7656249,1.0,0.7486197008033516,0.66477627,1.0,11,11.543841,1.0,0.6178995684098497,1.9173794,0.0,0.0163468263939587,0.028242977,0.0
30,0.5394850409043507,0.48952553,1.0,0.7388380410687405,0.7121099,1.0,0.5662619942389168,0.62323135,1.0,11,10.440957,1.0,0.1328150723774594,0.1641655,1.0,0.0016406447035162658,0.0024581894,1.0
31,0.5987143509504078,0.7442702,0.0,0.6559649489091903,0.6867866,1.0,0.8031548863783983,0.8450144,1.0,12,10.948696,0.0,0.5509371564017793,1.3174702,1.0,0.0005519773931392069,0.0023809471,1.0
32,0.36069948227841986,0.3601182,1.0,0.6161046330611708,0.62297,1.0,0.766473182815609,0.7528638,1.0,5,7.8523183,0.0,22.586128309215272,15.99108,0.0,0.16625822632720896,0.14456855,1.0
33,0.2927911972913636,0.23374666,1.0,0.8130127707978383,0.8153208,1.0,0.5611790380797028,0.68154305,1.0,10,10.344247,1.0,0.023706189880871986,0.21285039,1.0,0.0008549389073632921,0.0034808393,1.0
34,0.3203708527952388,0.28725323,1.0,0.997836338985096,0.9965125,1.0,0.596711928746817,0.70700085,1.0,8,8.079762,1.0,0.2239783766623017,0.21976534,1.0,0.0013883700160934815,0.009898697,1.0
35,0.8442556859119487,0.7111528,1.0,0.7490957119894124,0.706064,1.0,0.5814975107773126,0.5890833,1.0,7,5.98085,1.0,5.124662330518616,4.1236835,1.0,0.024922517959419334,0.017673895,1.0
36,0.1105338898531113,0.3611477,1.0,0.7801738728515424,0.82662207,1.0,0.5974317195308283,0.58060586,1.0,9,9.212766,1.0,42.95303314745523,40.84891,1.0,0.3503118649068301,0.3094066,1.0
37,0.27294368486642673,0.54673976,1.0,0.5434487809863968,0.562051,1.0,0.7189610190623646,0.72481424,1.0,6,5.0349746,0.0,0.016710836588974154,0.29555342,0.0,0.00014581081070222314,0.001055548,1.0
38,0.3300430446656797,0.38998395,1.0,0.6908547125202464,0.69951564,1.0,0.5828430142248322,0.5960841,1.0,6,5.482758,1.0,0.14131448824712775,0.25878644,1.0,0.0006298911823881362,0.0010705718,1.0
39,0.6183959644275332,0.5410531,1.0,0.5262805573414782,0.65626466,1.0,0.5871022089019429,0.8004454,1.0,7,7.9636436,1.0,43.91594940351144,35.188183,1.0,0.012246205469856643,0.008142525,1.0
40,0.9756959869919112,0.5457614,0.0,0.5297593951412805,0.6518807,1.0,0.7677775854009348,0.79476434,1.0,9,7.914462,1.0,12.01756792177661,34.699444,1.0,0.0005182354305789641,0.007663529,1.0
41,0.5269652402362698,0.59985405,1.0,0.6176208010985278,0.6641552,1.0,0.5088209177706164,0.7345723,0.0,9,8.993482,1.0,0.023841101925087715,2.7964463,1.0,0.2977577717785184,0.2706442,1.0
42,0.8586316505691803,0.53120303,1.0,0.5176579305143738,0.6584823,1.0,0.9746528537031354,0.7967111,1.0,7,7.9971123,1.0,10.41893928666805,34.97554,1.0,0.0069824103465570015,0.006514658,1.0
43,0.8586140255299342,0.82615584,1.0,0.8854909360290217,0.83451504,1.0,0.9177172023232321,0.8591043,1.0,8,7.6364503,1.0,0.7189879810716323,0.91619396,1.0,0.00012994609415135076,0.002216424,0.0
44,0.15647106823202606,0.40239945,1.0,0.982387408324874,0.8359029,1.0,0.6793454822310097,0.76091653,1.0,9,8.352412,0.0,49.76345309229715,31.9327,0.0,0.05456948931623693,0.0063687717,0.0
45,0.020450929397706652,0.10607746,1.0,0.5830095419826605,0.588381,1.0,0.6141872880074386,0.71782655,1.0,12,10.844504,0.0,0.7290484063926924,0.6573912,1.0,0.002563965912188762,0.0020473285,1.0
46,0.20059743096991112,0.2138943,1.0,0.5902557493642601,0.60053384,1.0,0.7249544929241187,0.74200034,1.0,4,4.250094,1.0,0.09866189922193629,0.07570715,1.0,0.004493633607366088,0.002515924,1.0
47,0.6131596471904099,0.540229,1.0,0.8826905770601026,0.8809661,1.0,0.5655941919024554,0.6685945,1.0,7,7.2881207,1.0,0.169599735516972,0.19340877,1.0,0.005022355391658689,0.0029379253,1.0
48,0.29890467800096676,0.35598132,1.0,0.6887192442567003,0.6794636,1.0,0.9900160597019185,0.803923,0.0,5,4.6414475,1.0,0.2644447210333702,0.4959108,1.0,0.00029825235405939816,0.0016873124,1.0
49,0.6445820949313845,0.5942685,1.0,0.7457652194525041,0.7548364,1.0,0.8992665457672175,0.89016443,1.0,6,5.866019,1.0,24.623453385624753,27.23815,1.0,0.05917686267477788,0.087513395,1.0
50,0.0027027926639903166,0.353138,0.0,0.5873962587871694,0.6126587,1.0,0.8780447328047656,0.9414818,1.0,9,9.285385,1.0,2.9157396827928093,3.012813,1.0,0.04374631277695397,0.046677414,1.0
51,0.5133443665776931,0.6286285,1.0,0.6152272649436876,0.64461535,1.0,0.6930132138467828,0.70177954,1.0,5,5.464458,1.0,9.702730516145824,10.952275,1.0,0.04026046039775347,0.05074383,1.0
52,0.4752633653353937,0.54426044,1.0,0.8205035416255837,0.87612766,1.0,0.6527925916736192,0.6661626,1.0,11,11.108769,1.0,1.1972396775013665,2.1694942,1.0,0.005307399150337477,0.013499014,1.0
53,0.7441459420650428,0.5302932,1.0,0.549530690101369,0.6636949,1.0,0.7299934032044479,0.7997243,1.0,10,7.9409513,1.0,46.049754576533715,35.066044,1.0,0.050463485786013874,0.0076534483,0.0
54,0.3196427681841689,0.29799673,1.0,0.9741270956700523,0.9414469,1.0,0.725759059582523,0.74514186,1.0,7,7.631722,1.0,1.357705001735073,1.3659698,1.0,0.0011935081779090072,0.002320467,1.0
55,0.6283246051214852,0.6022891,1.0,0.5959704388707421,0.5793613,1.0,0.7314097181483327,0.784594,1.0,10,9.930002,1.0,3.7171103685655793,4.7082324,1.0,0.039688514256535606,0.046338882,1.0
56,0.20084149396222428,0.23765054,1.0,0.7225274347971915,0.7114117,1.0,0.6919539890528169,0.6674024,1.0,5,5.059829,1.0,0.2215660224695972,0.14720275,1.0,0.13579233637453958,0.12936151,1.0
57,0.973729308922721,0.7058623,1.0,0.8419390347981554,0.641836,1.0,0.981068324527395,0.7297257,0.0,6,6.033395,1.0,0.015658624225613888,2.4253497,0.0,0.38271184309007267,0.29242167,1.0
58,0.6133174867310442,0.3872959,1.0,0.9650619747535882,0.9633417,1.0,0.8927955481337089,0.9098446,1.0,10,10.072962,1.0,0.5083701435009655,0.74353147,1.0,0.0013311257838534644,0.0022477233,1.0
59,0.15231297363967822,0.15660194,1.0,0.7989274904710308,0.8102177,1.0,0.7069871300028998,0.67137474,1.0,9,9.36974,1.0,0.0195330421951032,0.08555083,1.0,0.00015231836669544202,0.001509804,1.0
60,0.551579184499814,0.7206178,1.0,0.5088039048464024,0.557898,1.0,0.634603473936261,0.7319492,1.0,6,6.047992,1.0,0.14095493921383764,0.34502193,1.0,0.023474149052572203,0.03736731,1.0
61,0.03629543299319349,0.3718359,0.0,0.6549680835385774,0.73876,1.0,0.9604663682758365,0.72644275,1.0,6,6.0546465,1.0,3.862341034588153,1.0479063,1.0,0.2628927416652502,0.3770054,1.0
62,0.7067537244343862,0.67814845,1.0,0.9254093085146975,0.9073625,1.0,0.590659858850391,0.69408107,1.0,8,7.84821,1.0,0.40737596079765875,0.18704697,1.0,0.009860101720700273,0.007770461,1.0
63,0.7525110742440361,0.7853318,1.0,0.6310440895153289,0.6573869,1.0,0.9034990604445536,0.9131895,1.0,5,5.1344295,1.0,4.431341915302486,7.2652817,1.0,0.003293001956432421,0.016452162,1.0
64,0.6815607805143016,0.40387237,0.0,0.9285733165036651,0.7824848,0.0,0.8598625987553064,0.8622828,1.0,8,8.123319,1.0,23.9061333126627,14.669008,1.0,0.4048537684476627,0.2743673,1.0
65,0.5989152089047357,0.7422789,1.0,0.5692237462232765,0.59033525,1.0,0.5426416161697195,0.5700572,1.0,10,8.698254,0.0,4.086151276831048,5.0118,1.0,0.006222637092173486,0.007098469,1.0
66,0.8243157394223177,0.84785503,1.0,0.6240712948627456,0.6335033,1.0,0.5277645287792163,0.5306114,1.0,6,5.126056,0.0,2.6902921370323862,2.451805,1.0,0.001855504668883429,0.0012414791,1.0
67,0.14297065262979836,0.25599203,1.0,0.6561794821620075,0.651744,1.0,0.9528026097624999,0.9559643,1.0,8,6.8980374,0.0,1.1444550989993227,1.7405196,1.0,0.0001364967566551107,0.0029286596,1.0
68,0.6875495135073493,0.7216914,1.0,0.5988942924369651,0.58147985,1.0,0.9583240980538308,0.9348563,1.0,7,6.877896,1.0,3.134583290106691,3.9013283,1.0,0.024704427153754302,0.025302356,1.0
69,0.8139831777595137,0.82703084,1.0,0.8764003069515642,0.85691595,1.0,0.9370915150215695,0.9502781,1.0,4,4.4016333,0.0,3.5960925751741004,1.9408189,1.0,0.02031234957049964,0.012367762,1.0
70,0.05746166185930779,0.11630785,1.0,0.8947946365054988,0.8759294,1.0,0.6865097274841534,0.642514,1.0,10,10.141467,1.0,0.24823011740194997,0.3196379,1.0,0.11037432342068884,0.12376111,1.0
71,0.2800452254097776,0.34189567,1.0,0.7431914349039686,0.74843264,1.0,0.681055749769663,0.5958367,1.0,6,6.0711703,1.0,0.09224827747015771,0.1501465,1.0,0.0009597448691419293,0.0011270448,1.0
72,0.9190231805558864,0.8993809,1.0,0.755853218033858,0.7488695,1.0,0.7823193052416542,0.8151811,1.0,9,8.183455,0.0,6.0889254170348055,7.8764024,1.0,0.00024514255751164986,0.004703284,1.0
73,0.5805287492276964,0.52347046,1.0,0.6352388977654366,0.61358255,0.0,0.561096122773988,0.58660024,1.0,11,10.19904,1.0,0.13974978127396157,0.18204626,1.0,0.00024111179065812287,0.00059992325,1.0
74,0.7354244399058618,0.37992993,1.0,0.9537208580735265,0.9177102,1.0,0.970640918266294,0.9385553,1.0,7,6.8205953,1.0,2.3168754830223777,4.4678283,1.0,0.002268775174917558,0.016311707,1.0
75,0.7932378929319838,0.6570907,0.0,0.7197951209686451,0.6702799,0.0,0.8324183542822319,0.7135674,1.0,6,5.435759,1.0,0.16194555337765265,0.18808363,1.0,0.0012602916524052019,0.0015210796,1.0
76,0.6582003764105598,0.6861692,1.0,0.5099398761002891,0.5149861,1.0,0.6875657829152089,0.758785,1.0,5,5.1703973,1.0,0.034836525440930736,0.15264009,1.0,0.004755731995288173,0.004854209,1.0
77,0.6329877406968237,0.3717124,1.0,0.7992382382189456,0.84287477,1.0,0.5868645451581717,0.73716366,0.0,5,4.4861174,1.0,30.278866722768242,28.09459,1.0,0.0005637372050921006,0.01762413,1.0
78,0.253663067043954,0.3679944,1.0,0.8876117583119658,0.86182106,1.0,0.5523714748579366,0.5599892,1.0,6,5.302469,1.0,18.993242592028817,19.25738,1.0,0.006271167453372926,0.0050029373,1.0
79,0.0505662976543243,0.3584819,1.0,0.9161991455400912,0.9018847,1.0,0.9319822960547945,0.85836476,1.0,11,9.013455,0.0,1.6824742738169032,2.3675036,1.0,0.00045887177584131314,0.0029922335,1.0
80,0.9023819297889695,0.71047914,1.0,0.8486547523624646,0.75218505,1.0,0.6441568078650248,0.63232124,1.0,9,8.297892,1.0,17.0584064797929,21.742739,1.0,0.07022899277707441,0.09033365,1.0
81,0.9544335699303538,0.54091233,1.0,0.5259170834903493,0.6659448,1.0,0.6415910968899996,0.8012131,1.0,12,7.880744,0.0,37.649510337867675,35.295887,1.0,0.019606750649323133,0.0070910063,1.0
82,0.8516548305493119,0.48924944,1.0,0.8292431540184109,0.61661106,0.0,0.9164271722856009,0.7583344,0.0,5,5.2562265,1.0,27.428332260668782,31.231876,1.0,0.001271231535021673,0.0057128742,1.0
83,0.42492125198874986,0.448081,1.0,0.5128570994339228,0.5146715,1.0,0.8587158526749599,0.82901245,1.0,6,5.400753,1.0,0.07010051267567881,0.04138182,1.0,0.0003088163212593482,0.0002794777,1.0
84,0.8665040305590891,0.9079917,1.0,0.5996400356976122,0.62654114,1.0,0.7844922004518728,0.773876,1.0,9,7.594999,0.0,1.4109519458136348,1.1971208,1.0,0.0037280803780408473,0.0014737826,1.0
85,0.4717192010897273,0.7187145,1.0,0.9866763738858928,0.7480716,0.0,0.8156872054353638,0.8116567,1.0,9,9.6511135,1.0,41.94728330637243,33.545174,1.0,0.00035612700301303814,0.008718357,1.0
86,0.8713368080670708,0.3818238,0.0,0.9859088087279334,0.86542094,1.0,0.631275755854483,0.6736251,1.0,4,4.271896,1.0,26.51622106130378,27.936722,1.0,0.0017408830867552607,0.012036144,1.0
87,0.7631726874970537,0.75702643,1.0,0.8751455028985435,0.8544536,1.0,0.5950609421570222,0.694235,1.0,9,9.150728,1.0,0.023067859323254603,2.8292274,0.0,0.1526939645000757,0.13722342,1.0
88,0.5106579877729821,0.57888305,0.0,0.859625697869806,0.86389476,1.0,0.944008654850967,0.70228124,0.0,8,8.059492,1.0,2.430975450777563,1.2197825,1.0,0.12631320709488408,0.17404939,1.0
89,0.42622560992228764,0.23162761,0.0,0.8624467666301098,0.8038395,1.0,0.8541666779965049,0.83639586,1.0,4,4.276548,0.0,3.161282494759234,4.948818,1.0,0.43620956129120925,0.29219556,1.0
90,0.061180218989159485,0.5239897,0.0,0.5285592834008147,0.7054469,0.0,0.5088300145028758,0.7275288,0.0,8,7.9941053,1.0,0.05893858465967973,1.9852269,1.0,0.19686800079882336,0.3240269,0.0
91,0.11590131054951214,0.34539077,1.0,0.8769013923286202,0.9074932,1.0,0.6359496752911633,0.6463371,1.0,8,7.3158684,1.0,2.039007259081155,1.5686203,1.0,0.0026805899906199183,0.0012862204,1.0
92,0.2326428845695252,0.32200202,1.0,0.8186373813084347,0.8440393,1.0,0.871815897839875,0.8428203,1.0,7,6.9686375,1.0,0.02759378377229197,0.26931396,1.0,0.16554226090957522,0.18969153,1.0
93,0.8021064241048891,0.7831598,1.0,0.990332170407535,0.974693,1.0,0.5360343877132601,0.6838045,1.0,8,7.9993954,1.0,0.17277766640572975,0.13916892,1.0,0.0005878246244277194,0.0046371394,1.0
94,0.708386944192333,0.61179966,1.0,0.6951334539690979,0.73839504,1.0,0.7262339495676726,0.7910792,0.0,8,7.813047,1.0,17.085960440534805,18.656324,1.0,0.004667105233474939,0.016889604,1.0
95,0.987073491063559,0.6767741,0.0,0.6074707912771642,0.6110951,1.0,0.743824468273829,0.7342185,1.0,8,8.048077,1.0,0.01332301141564988,6.7999296,0.0,0.49625938571469097,0.38024923,1.0
96,0.6211277660933346,0.64796144,1.0,0.8338982311463039,0.82072157,1.0,0.5407778149877802,0.5214032,1.0,6,6.3139014,1.0,2.4190412987477483,3.7596529,1.0,0.0014141662360418932,0.0089874435,0.0
97,0.2606211223493974,0.357274,1.0,0.5838942857898862,0.5926383,1.0,0.8664629824918828,0.8979386,1.0,11,10.77141,1.0,0.014520085926538917,0.054237243,1.0,0.00011843419671151174,0.00064416823,0.0
98,0.4155779665960099,0.38627255,1.0,0.8779384639380576,0.88044983,1.0,0.9530978844298807,0.8498492,1.0,6,5.9264026,1.0,0.13852764243818916,1.1712059,1.0,0.4377404861384289,0.32793543,1.0
99,0.1892304119554732,0.29812047,1.0,0.8707038279848942,0.90586853,1.0,0.6364341082781199,0.6395295,1.0,7,5.0931635,0.0,14.085259699618923,25.75924,0.0,0.0658130148853208,0.1270027,0.0
100,0.3553525175933736,0.47100922,1.0,0.6773713063610507,0.7271336,1.0,0.9307617528404611,0.91767335,1.0,11,9.990062,0.0,9.74293812222134,15.956735,1.0,0.03277591637091485,0.081910655,1.0
101,0.9169667858435431,0.9418586,1.0,0.6007435954429533,0.6891674,1.0,0.7577672633293164,0.77225786,1.0,10,9.748162,1.0,22.397633200432608,23.672733,1.0,0.005689239349820796,0.004944511,1.0
102,0.9790026258191844,0.92481434,1.0,0.691741690167315,0.650623,1.0,0.5285881877638223,0.50557977,0.0,11,7.959682,0.0,20.548029843172987,23.89166,1.0,0.07872857024565136,0.078976005,1.0
103,0.4124660666601845,0.52842116,1.0,0.6580789390322492,0.6900723,1.0,0.6327576672656078,0.65276146,1.0,10,8.658732,1.0,46.98407767107201,39.23458,1.0,0.13771322542151213,0.13380381,1.0
104,0.12772493969830667,0.29407623,1.0,0.6491988290176246,0.66079247,1.0,0.8877095081849091,0.9798089,0.0,6,6.4269238,1.0,2.567446140095777,3.4067905,1.0,0.035250150375881646,0.043598857,1.0
105,0.24665825706628375,0.32661822,1.0,0.928882318384032,0.8495562,1.0,0.6609766976395608,0.68013084,1.0,4,4.231166,1.0,17.128770024250944,14.488409,1.0,0.019501596385213725,0.01851469,1.0
106,0.7620929253862602,0.6247457,1.0,0.8548776622428627,0.83618295,1.0,0.5756848929201863,0.57590747,1.0,11,9.721554,0.0,4.081152974309817,4.794579,1.0,0.0007794237356383297,0.0013201685,1.0
107,0.22043200140158226,0.54117125,1.0,0.7903901213101305,0.81807566,1.0,0.7093547720434381,0.76335317,1.0,5,5.0232615,1.0,13.433576102493678,8.224605,1.0,0.024170511334448593,0.014047873,1.0
108,0.25500748697951525,0.27446416,1.0,0.7981218156084453,0.831205,1.0,0.8554600655630076,0.85783684,1.0,12,11.518586,0.0,0.557428671404001,1.0029861,1.0,0.004608759379154448,0.006315339,1.0
109,0.5424394547998114,0.25796825,0.0,0.9209248705044318,0.9156604,1.0,0.807533862817716,0.8061789,1.0,12,11.809698,1.0,3.2562666136106215,1.829235,1.0,0.037333817355484376,0.018147618,1.0
110,0.36364042418632236,0.46641988,0.0,0.6525810615036287,0.6793169,0.0,0.6391722180236697,0.5937336,1.0,11,10.298413,1.0,0.01777764311718545,0.17386661,1.0,0.0014312734330612946,0.0012315051,1.0
111,0.8472226167810946,0.60644066,1.0,0.5620299347400024,0.5566429,1.0,0.6587331382011397,0.7476484,1.0,6,6.055494,1.0,0.04033307580863811,0.22118662,1.0,0.03311615250597637,0.035712942,1.0
112,0.626751483805743,0.5342859,1.0,0.7342475705780365,0.73553526,1.0,0.637828577013106,0.72980654,1.0,6,6.0289807,1.0,0.03770670585328249,0.55731136,1.0,0.2905381727093235,0.2678706,1.0
113,0.3269492472121638,0.28618988,1.0,0.8167252210032568,0.8103577,1.0,0.7248249644182152,0.7518567,1.0,5,5.1042533,1.0,0.1378907042406692,1.1077292,1.0,0.38084264200105217,0.29080054,1.0
114,0.5695625335701509,0.46362928,1.0,0.9971713628541078,0.9926435,1.0,0.7551441014785238,0.82037,1.0,8,8.092921,1.0,0.18931386667025527,0.5870696,1.0,0.2470961551133315,0.10051146,1.0
115,0.3326141694915581,0.4290253,1.0,0.7101207267523032,0.8291872,1.0,0.7904594290825016,0.7590033,1.0,9,8.414561,1.0,33.59496080127934,37.496044,1.0,0.002672762062377801,0.0067505385,1.0
116,0.6585891012024636,0.75877804,1.0,0.6840824503323953,0.70154077,1.0,0.6200867222099748,0.6138922,1.0,11,10.095002,0.0,2.9800356658531757,2.948603,1.0,0.00034805533380913024,0.00069931743,1.0
117,0.29717032546394806,0.49791303,1.0,0.7737638298202184,0.85069925,1.0,0.9564950377187813,0.9569291,1.0,6,6.4107933,1.0,0.04138077291432233,0.03810705,1.0,0.0032450265705721596,0.0022138315,1.0
118,0.010596238541409342,0.32300103,0.0,0.9913090271898142,0.9967075,1.0,0.9725235322198618,0.67708987,0.0,4,4.33159,0.0,0.01272962264182765,1.5419475,0.0,0.0009006373281625549,0.049209107,0.0
119,0.32698850980251115,0.4376391,1.0,0.6802573804101202,0.6994714,1.0,0.6684541886378167,0.6935836,1.0,5,4.8371415,1.0,0.013694352840925125,0.1954976,0.0,0.00023464563776629213,0.0008827847,1.0
120,0.21142236580636953,0.32430983,1.0,0.670483311641701,0.6876729,1.0,0.7100293287819633,0.7650304,0.0,7,6.87861,1.0,23.484050177138133,21.72379,1.0,0.009471493279609163,0.018715221,1.0
121,0.0939894650283245,0.19797781,1.0,0.7234261609621371,0.82645994,0.0,0.7312471516350143,0.73417616,1.0,5,4.4620824,1.0,2.756947830537076,2.3832104,1.0,0.007308967377352008,0.003131067,1.0
122,0.26068191262976115,0.42907226,1.0,0.5144861788801052,0.5776258,0.0,0.7480170506704535,0.8184559,1.0,9,7.7550917,0.0,6.488071778193362,19.755234,1.0,0.00043715159765399936,0.027184397,1.0
123,0.48910154354766666,0.33938527,1.0,0.9870830972366834,0.88417995,1.0,0.971945686346531,0.95194095,1.0,10,9.217637,0.0,6.40599732158144,8.942297,0.0,0.00010066468162570348,0.005083595,0.0
124,0.1496016546177662,0.15581451,1.0,0.7757401419198786,0.78101575,1.0,0.6292642206993797,0.5999054,1.0,5,5.0241623,1.0,0.037983734248483565,0.114113845,1.0,0.00035712315872232574,0.0009945825,1.0
125,0.8607456931404492,0.791455,1.0,0.9117657697545398,0.85352904,1.0,0.5210143079197169,0.51494193,1.0,10,8.730462,0.0,6.531736303162371,6.5982347,1.0,0.0008376556972972631,0.0004433153,1.0
126,0.7215586233862173,0.60403556,1.0,0.5613520933941774,0.55154616,1.0,0.7669217308226048,0.8205998,1.0,12,11.35533,0.0,0.014810616362847917,0.06542684,1.0,0.0004306083280485167,0.00035476824,1.0
