case,gt_q_d_n,mu_q_d_n,hit90_q_d_n,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time
51,0.5133443665776931,0.44243976,1.0,0.6152272649436876,0.6450704,1.0,0.6930132138467828,0.67982215,1.0,5,5.403087,1.0,23.545456400200525,32.427826,0.0,0.1571969445384271,0.24052627,0.0
52,0.4752633653353937,0.54435563,1.0,0.8205035416255837,0.8554077,1.0,0.6527925916736192,0.6643333,1.0,15,14.990591,1.0,9.005900943297481,11.183072,1.0,0.06198029148502863,0.08260766,1.0
53,0.7441459420650428,0.48566335,1.0,0.549530690101369,0.55736476,1.0,0.7299934032044479,0.68200034,1.0,13,10.088021,0.0,48.145208268945154,18.361965,0.0,0.1743819874311836,0.026296046,0.0
54,0.3196427681841689,0.31831706,1.0,0.9741270956700523,0.88908356,1.0,0.725759059582523,0.78931767,1.0,8,7.9979453,1.0,9.541498865049247,9.632549,1.0,0.031231693668692755,0.038617663,1.0
55,0.6283246051214852,0.56031907,1.0,0.5959704388707421,0.6041118,1.0,0.7314097181483327,0.7726107,1.0,12,11.347286,1.0,15.153688389940866,14.138232,1.0,0.15616726430591657,0.14191489,1.0
56,0.20084149396222428,0.21914695,1.0,0.7225274347971915,0.7203778,1.0,0.6919539890528169,0.69850624,1.0,6,6.0448823,1.0,4.14955605184744,3.8967257,1.0,0.2747626053256436,0.23964366,1.0
57,0.973729308922721,0.691147,1.0,0.8419390347981554,0.61682224,1.0,0.981068324527395,0.73758006,0.0,7,7.1201015,1.0,1.2287175776229593,9.963957,0.0,0.44222685008604073,0.35917267,1.0
58,0.6133174867310442,0.314471,1.0,0.9650619747535882,0.9219021,1.0,0.8927955481337089,0.8727749,1.0,13,13.8659,1.0,6.076643382654995,6.596555,1.0,0.032837031156336856,0.043532953,1.0
59,0.15231297363967822,0.12643826,1.0,0.7989274904710308,0.8253983,1.0,0.7069871300028998,0.6748836,1.0,11,11.011489,1.0,1.3600447869294838,2.565287,1.0,0.01213220538795423,0.021925336,1.0
60,0.551579184499814,0.715262,1.0,0.5088039048464024,0.6050227,1.0,0.634603473936261,0.7277847,1.0,7,7.0719533,1.0,3.3711871109872313,3.5136518,1.0,0.12269676796308975,0.14448282,1.0
61,0.03629543299319349,0.36469024,0.0,0.6549680835385774,0.7461709,1.0,0.9604663682758365,0.9270005,1.0,7,7.1498585,1.0,15.42281411222587,20.627375,1.0,0.3721644563602486,0.40582892,1.0
62,0.7067537244343862,0.6683166,1.0,0.9254093085146975,0.92189157,1.0,0.590659858850391,0.57845426,1.0,10,10.011664,1.0,5.488899575231557,4.8963037,1.0,0.08237730066884517,0.07724994,1.0
63,0.7525110742440361,0.524995,1.0,0.6310440895153289,0.61170274,1.0,0.9034990604445536,0.89053124,1.0,5,4.34721,0.0,16.427720844199055,11.961046,1.0,0.04977870255406557,0.027586143,1.0
64,0.6815607805143016,0.5660743,1.0,0.9285733165036651,0.8853323,1.0,0.8598625987553064,0.8558635,1.0,11,10.4896755,1.0,35.62702461479861,28.682808,1.0,0.45379981904443123,0.360069,1.0
65,0.5989152089047357,0.4732922,1.0,0.5692237462232765,0.58213484,1.0,0.5426416161697195,0.55242115,1.0,13,12.022465,1.0,15.827053731398236,29.635166,0.0,0.06667891430760904,0.12661617,0.0
66,0.8243157394223177,0.7996306,1.0,0.6240712948627456,0.6286489,1.0,0.5277645287792163,0.5351183,1.0,7,5.422486,0.0,13.062569510873162,11.479621,1.0,0.03824863709042113,0.030004667,1.0
67,0.14297065262979836,0.516498,1.0,0.6561794821620075,0.7435882,1.0,0.9528026097624999,0.912727,1.0,9,7.7550755,0.0,8.821304642038712,10.6641865,0.0,0.011536203158106597,0.019287875,1.0
68,0.6875495135073493,0.6785847,1.0,0.5988942924369651,0.6117765,1.0,0.9583240980538308,0.94256425,1.0,8,7.867031,1.0,14.012567348134395,9.682682,1.0,0.1256096078102227,0.07458026,1.0
69,0.8139831777595137,0.637564,1.0,0.8764003069515642,0.8094296,1.0,0.9370915150215695,0.9793418,1.0,4,4.531347,1.0,14.925056138580901,9.750209,1.0,0.11480872174389796,0.0698526,1.0
70,0.05746166185930779,0.08308283,1.0,0.8947946365054988,0.8540702,0.0,0.6865097274841534,0.773621,1.0,13,13.189399,1.0,4.371889071775845,7.132209,1.0,0.24981384908967275,0.35641205,1.0
71,0.2800452254097776,0.2855194,1.0,0.7431914349039686,0.7359699,1.0,0.681055749769663,0.69326013,1.0,7,6.6420407,1.0,2.7746867566157163,2.673057,1.0,0.0282561470663397,0.029015146,1.0
72,0.9190231805558864,0.829577,1.0,0.755853218033858,0.75933814,1.0,0.7823193052416542,0.7728608,1.0,12,11.4569645,1.0,19.00922564100588,22.215021,1.0,0.015096055973789099,0.029634435,1.0
73,0.5805287492276964,0.5530209,1.0,0.6352388977654366,0.6210493,1.0,0.561096122773988,0.56050473,1.0,15,13.972222,1.0,3.357917489440079,3.3606665,1.0,0.014981536327021474,0.014305157,1.0
74,0.7354244399058618,0.3458471,1.0,0.9537208580735265,0.8892949,1.0,0.970640918266294,0.9554486,1.0,9,8.011632,0.0,12.196099464570594,11.686339,1.0,0.041949534273078695,0.04087741,1.0
75,0.7932378929319838,0.7844449,1.0,0.7197951209686451,0.71780264,1.0,0.8324183542822319,0.8529606,1.0,7,7.404355,1.0,3.5931389356266275,2.8761213,1.0,0.03202257117913457,0.02926405,1.0
76,0.6582003764105598,0.59470725,1.0,0.5099398761002891,0.63235056,0.0,0.6875657829152089,0.72916317,1.0,6,6.0140114,1.0,1.7740319868673247,2.0983188,1.0,0.05893332426799541,0.111840546,1.0
77,0.6329877406968237,0.37305677,1.0,0.7992382382189456,0.8458831,1.0,0.5868645451581717,0.6979236,0.0,6,5.0075674,0.0,39.7117073170502,34.83282,1.0,0.02212973659045363,0.03401229,1.0
78,0.253663067043954,0.29751635,1.0,0.8876117583119658,0.88005507,1.0,0.5523714748579366,0.56777745,1.0,7,5.4818244,0.0,32.05456557945983,33.77905,1.0,0.06691726668328123,0.06398846,1.0
79,0.0505662976543243,0.3427615,1.0,0.9161991455400912,0.8972248,1.0,0.9319822960547945,0.92291313,1.0,14,12.975,0.0,10.529264184343123,11.268993,1.0,0.020133568331927382,0.0242101,1.0
80,0.9023819297889695,0.8003107,1.0,0.8486547523624646,0.782639,1.0,0.6441568078650248,0.6281367,1.0,11,11.400911,1.0,30.511126229654476,25.81196,1.0,0.20296934879004178,0.18250456,1.0
81,0.9544335699303538,0.62213105,0.0,0.5259170834903493,0.53519475,1.0,0.6415910968899996,0.73198473,1.0,16,10.020418,0.0,43.89127943081073,17.228453,0.0,0.11295940750894186,0.024770807,0.0
82,0.8516548305493119,0.48906115,1.0,0.8292431540184109,0.718838,1.0,0.9164271722856009,0.8071501,1.0,6,6.473608,1.0,37.9485978916734,36.833344,1.0,0.0321499469627679,0.030155633,1.0
83,0.42492125198874986,0.633542,1.0,0.5128570994339228,0.5754914,1.0,0.8587158526749599,0.8454377,1.0,7,6.96834,1.0,2.4459484970095002,2.372422,1.0,0.016785091080561292,0.024925722,1.0
84,0.8665040305590891,0.54097044,1.0,0.5996400356976122,0.576516,1.0,0.7844922004518728,0.784731,1.0,12,14.192336,0.0,9.711586614913607,7.9364395,1.0,0.05269837670899337,0.046611123,1.0
85,0.4717192010897273,0.5876162,1.0,0.9866763738858928,0.7643639,0.0,0.8156872054353638,0.7967749,1.0,11,9.36408,1.0,46.125413512915685,39.454136,1.0,0.017920786506931633,0.026268395,1.0
86,0.8713368080670708,0.35678253,0.0,0.9859088087279334,0.86131066,0.0,0.631275755854483,0.68194306,1.0,5,4.4933853,1.0,37.363668472249856,28.632717,0.0,0.037144676189940336,0.024001706,1.0
87,0.7631726874970537,0.48820227,1.0,0.8751455028985435,0.70230544,1.0,0.5950609421570222,0.71391714,1.0,11,11.073939,1.0,1.468021772627239,1.7605085,1.0,0.2899731988920485,0.22277826,1.0
88,0.5106579877729821,0.4871157,1.0,0.859625697869806,0.8665868,1.0,0.944008654850967,0.9597358,1.0,9,9.097492,1.0,12.46838931270708,12.089885,1.0,0.2657805243386052,0.2644164,1.0
89,0.42622560992228764,0.12829755,0.0,0.8624467666301098,0.7421902,0.0,0.8541666779965049,0.7117162,1.0,4,4.42247,0.0,14.067261926924637,19.828934,1.0,0.46961779785701385,0.43773618,1.0
90,0.061180218989159485,0.48439673,0.0,0.5285592834008147,0.66700804,0.0,0.5088300145028758,0.73230326,0.0,10,10.172927,1.0,2.258663186186672,11.586207,1.0,0.3258697885377482,0.3924402,1.0
91,0.11590131054951214,0.29122013,1.0,0.8769013923286202,0.90190357,1.0,0.6359496752911633,0.6506616,1.0,10,10.330194,1.0,11.501028932509309,7.669334,0.0,0.04528965288155007,0.027173923,0.0
92,0.2326428845695252,0.21683986,1.0,0.8186373813084347,0.83940136,1.0,0.871815897839875,0.7885256,1.0,9,9.151686,1.0,1.5939274597248163,4.3910193,1.0,0.3009356490502996,0.3194866,1.0
93,0.8021064241048891,0.7504651,0.0,0.990332170407535,0.9673517,0.0,0.5360343877132601,0.52699137,1.0,10,9.927339,1.0,3.70159690908033,3.6644356,1.0,0.02255913186146362,0.027104393,1.0
94,0.708386944192333,0.49331456,1.0,0.6951334539690979,0.75471735,1.0,0.7262339495676726,0.79992175,0.0,9,8.688763,1.0,30.53375282366496,21.746004,1.0,0.0584263137595157,0.033897176,1.0
95,0.987073491063559,0.66728103,0.0,0.6074707912771642,0.61369187,1.0,0.743824468273829,0.7436628,1.0,10,10.184889,1.0,1.1408564358223443,9.557157,0.0,0.49827841410933493,0.3712167,0.0
96,0.6211277660933346,0.517733,1.0,0.8338982311463039,0.7766515,1.0,0.5407778149877802,0.5413204,1.0,8,9.250234,1.0,12.440237672067688,13.999851,1.0,0.033762543170331366,0.050962996,1.0
97,0.2606211223493974,0.27679706,1.0,0.5838942857898862,0.5874656,1.0,0.8664629824918828,0.86386347,1.0,14,12.660568,0.0,1.1868447031219513,2.1095095,0.0,0.010808083662427926,0.012437994,1.0
98,0.4155779665960099,0.3249801,1.0,0.8779384639380576,0.8698435,1.0,0.9530978844298807,0.8734763,1.0,7,7.062878,1.0,3.344397557227641,5.0314074,1.0,0.4703741022537777,0.3082904,1.0
99,0.1892304119554732,0.2225837,1.0,0.8707038279848942,0.90115625,1.0,0.6364341082781199,0.63448167,1.0,9,8.066299,1.0,27.94189525434792,33.409573,1.0,0.19700434676962414,0.23302244,1.0
100,0.3553525175933736,0.7452221,0.0,0.6773713063610507,0.7953419,1.0,0.9307617528404611,0.90663856,1.0,15,14.046329,1.0,23.590221595539163,17.557022,1.0,0.14302660728052763,0.08816025,1.0
101,0.9169667858435431,0.5974622,1.0,0.6007435954429533,0.6220324,1.0,0.7577672633293164,0.84998655,1.0,13,11.375201,0.0,34.5762428282211,26.435186,1.0,0.06398999740898893,0.041606117,1.0
102,0.9790026258191844,0.6895332,1.0,0.691741690167315,0.61221206,1.0,0.5285881877638223,0.74617875,1.0,14,14.159655,1.0,33.234180531299806,9.202105,0.0,0.21390429074947723,0.3688658,0.0
103,0.4124660666601845,0.40435567,1.0,0.6580789390322492,0.7055022,1.0,0.6327576672656078,0.6296665,1.0,13,13.656103,1.0,48.59144328512044,43.352703,1.0,0.27654103836052946,0.2608698,1.0
104,0.12772493969830667,0.40379265,1.0,0.6491988290176246,0.6791386,1.0,0.8877095081849091,0.8476877,1.0,7,8.000297,0.0,12.785140805771729,9.474379,1.0,0.147888299640284,0.117296726,1.0
105,0.24665825706628375,0.303635,1.0,0.928882318384032,0.90761465,1.0,0.6609766976395608,0.66478455,1.0,5,6.3104744,1.0,30.568867833921125,30.587584,1.0,0.11268074436082266,0.12923603,1.0
106,0.7620929253862602,0.5546594,1.0,0.8548776622428627,0.8369112,1.0,0.5756848929201863,0.5812375,1.0,14,12.272729,0.0,15.81815851001557,17.722906,1.0,0.025680270997900618,0.026582485,1.0
107,0.22043200140158226,0.48064354,1.0,0.7903901213101305,0.865319,1.0,0.7093547720434381,0.7420779,0.0,6,8.734945,0.0,27.34049649096959,21.118898,1.0,0.12435535743024391,0.12586972,1.0
108,0.25500748697951525,0.42892462,1.0,0.7981218156084453,0.85511965,1.0,0.8554600655630076,0.84316695,1.0,16,15.5657015,1.0,6.33928626381671,9.714208,1.0,0.058089685487812,0.09654846,1.0
109,0.5424394547998114,0.2241481,0.0,0.9209248705044318,0.92706823,1.0,0.807533862817716,0.7917066,1.0,16,15.186331,1.0,14.259843139514986,15.856994,1.0,0.1518412026666104,0.1562298,1.0
110,0.36364042418632236,0.30315596,1.0,0.6525810615036287,0.6608274,1.0,0.6391722180236697,0.6076559,1.0,15,15.165623,1.0,1.3024751533501446,2.1311455,1.0,0.03394952723623189,0.041780043,1.0
111,0.8472226167810946,0.62864625,1.0,0.5620299347400024,0.6434529,1.0,0.6587331382011397,0.74018043,1.0,7,7.035714,1.0,1.897516982032087,2.7663505,1.0,0.143706645468353,0.16012362,1.0
112,0.626751483805743,0.43612805,1.0,0.7342475705780365,0.71157694,1.0,0.637828577013106,0.7348351,1.0,7,7.058565,1.0,1.8397305278140808,5.429371,1.0,0.38965495468101685,0.34611928,1.0
113,0.3269492472121638,0.22607034,1.0,0.8167252210032568,0.7858191,1.0,0.7248249644182152,0.7686346,1.0,6,6.053054,1.0,3.337325847408336,5.613958,1.0,0.44123348558680386,0.29211065,0.0
114,0.5695625335701509,0.56085193,1.0,0.9971713628541078,0.9900762,1.0,0.7551441014785238,0.75769264,1.0,9,9.024066,1.0,3.860302255407081,3.058064,1.0,0.36172097425167116,0.1617878,0.0
115,0.3326141694915581,0.37008113,1.0,0.7101207267523032,0.8108757,1.0,0.7904594290825016,0.77675563,1.0,11,9.675945,0.0,41.653284125985365,39.946648,1.0,0.04522885848105872,0.027497262,1.0
116,0.6585891012024636,0.75032765,1.0,0.6840824503323953,0.7192469,1.0,0.6200867222099748,0.66034234,0.0,15,13.91974,0.0,13.69090148283451,14.575151,1.0,0.017733069059963982,0.023948137,1.0
117,0.29717032546394806,0.35261652,1.0,0.7737638298202184,0.7934392,1.0,0.9564950377187813,0.9019208,1.0,6,5.899605,1.0,1.9199994859454932,2.1224804,1.0,0.049444280433147816,0.045725133,1.0
118,0.010596238541409342,0.25080818,0.0,0.9913090271898142,0.9969888,1.0,0.9725235322198618,0.9185406,1.0,4,4.4143624,0.0,1.117230311855114,8.828857,0.0,0.027443109956370924,0.1718195,0.0
119,0.32698850980251115,0.49044526,0.0,0.6802573804101202,0.7246462,0.0,0.6684541886378167,0.66093886,1.0,5,5.1066337,1.0,1.1553531114717293,1.5325129,1.0,0.014795640383654463,0.015306667,1.0
120,0.21142236580636953,0.35872257,1.0,0.670483311641701,0.6914727,1.0,0.7100293287819633,0.7296827,1.0,8,7.491758,1.0,35.336715900618636,22.137321,0.0,0.08086985650042018,0.02699408,0.0
121,0.0939894650283245,0.25317594,1.0,0.7234261609621371,0.73887795,1.0,0.7312471516350143,0.7651796,1.0,5,5.373665,1.0,13.210238479506968,15.6366205,1.0,0.07179360161123162,0.10261655,1.0
122,0.26068191262976115,0.60879093,1.0,0.5144861788801052,0.60004187,0.0,0.7480170506704535,0.7578485,1.0,11,10.088888,1.0,19.571759299265626,32.851383,1.0,0.019690105320668266,0.031419586,1.0
123,0.48910154354766666,0.385122,1.0,0.9870830972366834,0.8244673,1.0,0.971945686346531,0.8497297,0.0,12,10.4515505,0.0,19.457650394881675,28.153137,0.0,0.010030474748550072,0.036595065,0.0
124,0.1496016546177662,0.1096821,1.0,0.7757401419198786,0.77023363,1.0,0.6292642206993797,0.58887386,1.0,6,5.9070206,1.0,1.8459264306513221,2.1625674,1.0,0.017943793307149337,0.017488226,1.0
125,0.8607456931404492,0.382498,0.0,0.9117657697545398,0.8736456,1.0,0.5210143079197169,0.7359365,0.0,13,11.669934,0.0,19.632148558667733,18.78327,1.0,0.026544360135729347,0.023446629,1.0
126,0.7215586233862173,0.68454826,1.0,0.5613520933941774,0.6031793,1.0,0.7669217308226048,0.772955,1.0,15,15.038912,1.0,1.1976937005253825,1.5135728,1.0,0.019554185401997583,0.024671292,1.0
127,0.1211435666508246,0.26744747,1.0,0.6137702271550156,0.61783993,1.0,0.6315963613713671,0.65565354,1.0,7,6.063954,0.0,45.57861817489941,29.79634,0.0,0.06828799906031355,0.028114706,0.0
