case,gt_q_d_n,mu_q_d_n,hit90_q_d_n,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time
0,0.03339530058965122,0.06080168,1.0,0.8039830509341079,0.7867257,1.0,0.6990160214892094,0.6472732,1.0,9,9.057263,1.0,3.677765906631457,3.4456015,1.0,0.14416685429115145,0.15212762,1.0
1,0.11176148957296855,0.10388243,1.0,0.9234344479502027,0.9013946,1.0,0.6213926115355444,0.6949185,1.0,12,12.098309,1.0,1.0777163742393752,9.365305,0.0,0.41295236420175474,0.25055817,0.0
2,0.2299228803305054,0.23697901,1.0,0.9625626302920289,0.94278073,1.0,0.7273871134336489,0.7914613,1.0,5,5.0253134,1.0,1.5326460157212232,2.6865647,0.0,0.044251674854798355,0.074343674,0.0
3,0.135297253963689,0.18585482,1.0,0.5179531611380157,0.5367162,1.0,0.5210707994522193,0.5493717,1.0,8,8.209142,1.0,5.908804936965314,4.7143435,0.0,0.03781216319043359,0.039753508,1.0
4,0.20669012985087087,0.14492401,1.0,0.8727310390225481,0.89604855,1.0,0.7673470374431832,0.74239427,1.0,5,5.61509,1.0,46.63141456633845,39.164326,1.0,0.26792579711107756,0.2091261,1.0
5,0.1634276178181935,0.12017514,1.0,0.7190984629019976,0.7133831,1.0,0.9145456469235265,0.85723263,1.0,15,14.907361,1.0,1.0099723499093456,2.0124102,0.0,0.01985832566289398,0.032817174,0.0
6,0.05699656202706195,0.15016638,1.0,0.8084513569115578,0.8548496,1.0,0.781293174680157,0.767494,1.0,7,7.1042385,1.0,22.85071169158681,26.663538,1.0,0.01619088677455446,0.027162027,1.0
7,0.09683276328431432,0.16544248,1.0,0.5577020807139823,0.57454723,1.0,0.8928604275708323,0.7204611,1.0,8,8.087051,1.0,1.0090567937366297,3.5341861,0.0,0.22770713782746974,0.23569869,1.0
8,0.22327130355750333,0.16357084,1.0,0.5300128188967095,0.5449202,1.0,0.6610038816814701,0.6999507,1.0,14,14.192975,1.0,16.66488641788403,9.460549,1.0,0.4056468245561207,0.39249074,1.0
9,0.15807803084316444,0.15637942,1.0,0.5326586784382468,0.5814203,1.0,0.7491928091615451,0.70464504,1.0,5,4.9427967,1.0,9.105902063340732,11.341486,1.0,0.36245102474053104,0.38573107,1.0
10,0.21181648455651952,0.19233744,1.0,0.6423569366789573,0.6412494,1.0,0.9329132760659058,0.86320335,1.0,8,8.055951,1.0,2.509513534265989,1.8788112,1.0,0.09623779009432763,0.09124753,1.0
11,0.23954336681445737,0.13867545,1.0,0.9485151018723592,0.8924457,1.0,0.8577471690252142,0.8566813,1.0,16,15.108991,0.0,12.256443114991134,11.887072,1.0,0.0486419164687733,0.042571295,1.0
12,0.04701444895445526,0.1347807,1.0,0.6295238478608276,0.62892634,1.0,0.6199269052063758,0.7291679,1.0,10,10.175515,1.0,2.129324312794878,5.192931,1.0,0.26431995710606354,0.24250622,1.0
13,0.0853867915693487,0.15182756,1.0,0.5863041924004326,0.5723357,1.0,0.9088143773504594,0.8705293,1.0,8,8.323349,1.0,3.4053319464366587,2.6962173,1.0,0.02788716730091209,0.02248897,1.0
14,0.25615856576575274,0.26504534,1.0,0.9460131651092596,0.9482319,1.0,0.5435004461735504,0.820275,1.0,16,15.81972,1.0,1.125190286607625,3.5688646,0.0,0.18606993006590794,0.2533968,1.0
15,0.06626466272156811,0.093574114,1.0,0.8859660683668107,0.9144276,1.0,0.8978151794202845,0.78040844,1.0,4,4.23218,1.0,4.375515836412718,6.370461,1.0,0.22298939332556905,0.3412769,1.0
16,0.15420390659786276,0.13724875,1.0,0.6478984311689353,0.69629747,1.0,0.5954076897943272,0.70513684,1.0,11,11.144428,1.0,1.8078022936689158,5.6400127,1.0,0.39284075050141676,0.3700226,1.0
17,0.1787461787091243,0.15181081,1.0,0.9290506709525626,0.8811402,1.0,0.8198151441144909,0.80774546,1.0,9,8.393615,1.0,13.648092668679507,18.001047,0.0,0.018390726581976487,0.03600323,1.0
18,0.24153269382955955,0.15775359,1.0,0.5807176743354041,0.5782393,1.0,0.7115622033743412,0.7028112,1.0,11,11.175619,1.0,8.66238748130544,10.270254,1.0,0.356697704397242,0.38662207,1.0
19,0.24123963050852038,0.1483883,1.0,0.810299891585223,0.8472911,1.0,0.7384552963661624,0.7455166,1.0,8,8.363916,1.0,34.5781752123687,30.342922,1.0,0.04822540332108924,0.02437787,0.0
20,0.18955346554807861,0.1544201,1.0,0.6241937580786135,0.775333,1.0,0.791399562896008,0.776081,1.0,16,15.656569,1.0,38.956722953079414,38.894154,1.0,0.017661385023023272,0.026992792,1.0
21,0.09484497630727722,0.16448826,1.0,0.5253789422676849,0.52452236,1.0,0.7664638370254407,0.70084316,1.0,13,13.143084,1.0,5.2489502789397955,3.187539,1.0,0.11881684568498226,0.1492231,1.0
22,0.026725468995883482,0.1593569,1.0,0.5385704756927352,0.7026322,1.0,0.7365015186610636,0.82209086,1.0,5,7.2860246,1.0,46.232592913328816,36.238907,1.0,0.011608922886031459,0.0408468,1.0
23,0.18713401847774272,0.16274707,1.0,0.5349969190537626,0.56194705,1.0,0.8789510598583541,0.7121261,1.0,9,9.111673,1.0,3.7667526929176254,9.878817,1.0,0.4614354168093728,0.38200617,1.0
24,0.2594805694947415,0.16039535,1.0,0.5841020110144266,0.5542034,1.0,0.9171751599831668,0.9271628,1.0,4,4.382331,0.0,23.226961396521233,30.851,0.0,0.2737697915281334,0.355626,1.0
25,0.19842753441052488,0.18057166,1.0,0.7214935845360004,0.65744114,0.0,0.8989832622765845,0.7021316,1.0,14,14.091781,1.0,3.338811471918518,2.8724573,1.0,0.33514394664057423,0.24611957,1.0
26,0.02643345079588649,0.07089894,1.0,0.8981994038158476,0.9112185,1.0,0.7876241222673515,0.7825625,1.0,8,8.111147,1.0,3.835110561754159,3.925185,1.0,0.08896727996611664,0.07598857,1.0
