case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time
17,0.9953744950801064,0.99753904,1.0,0.9186468625580377,0.74137354,1.0,5,5.253206,1.0,1.9088030574729438,4.7726727,0.0,0.07171059673622442,0.08460782,1.0
18,0.7171306383820137,0.80991775,1.0,0.7690552853569476,0.75667614,1.0,13,12.326105,1.0,44.74651082415697,41.19382,1.0,0.010167729912833308,0.017077094,1.0
19,0.8974790982752177,0.8776433,1.0,0.6451675994950812,0.66525453,1.0,15,15.188352,1.0,1.3167005795785736,2.0704112,1.0,0.01088462202184263,0.02050394,1.0
20,0.7410116481558013,0.6827879,0.0,0.5685232068619698,0.56503224,1.0,12,10.754668,0.0,26.836145243386724,23.569672,1.0,0.05133231201810536,0.039461378,1.0
21,0.8449496143545729,0.8486176,1.0,0.7313690400369552,0.7121407,1.0,15,15.178614,1.0,2.8972647868944166,2.959498,1.0,0.013493248752761871,0.0147163505,1.0
22,0.8158672588755719,0.80573267,1.0,0.6242429500041446,0.5532041,0.0,10,10.149733,1.0,1.1909806190135064,1.9761797,1.0,0.020258828100595233,0.029756833,1.0
23,0.6273974259273161,0.6270677,1.0,0.5173310420960359,0.5406133,1.0,14,13.162895,1.0,10.095548835525314,11.5660095,1.0,0.030060390545285885,0.03811721,1.0
24,0.6728244166363735,0.65366644,1.0,0.5420546602255087,0.52950954,1.0,11,8.7361765,0.0,29.65150703473732,23.975178,1.0,0.09201655371485364,0.055952143,1.0
25,0.81273377376523,0.78509766,1.0,0.9316247322425733,0.9597114,1.0,8,8.182094,1.0,3.1123244350902537,2.1288009,1.0,0.026592074187977464,0.020738028,1.0
26,0.7539098850798924,0.7396698,1.0,0.7929138850903731,0.7647653,1.0,10,10.031926,1.0,7.091321463643946,4.01475,1.0,0.24392367818544136,0.27787203,1.0
27,0.560086271117443,0.5652688,1.0,0.8853748360122647,0.87513566,1.0,10,9.915527,1.0,2.7779443513565836,3.5683978,1.0,0.012996237855704525,0.016194565,1.0
28,0.8719690977058188,0.86784494,1.0,0.8747507791044409,0.8327554,1.0,11,11.033518,1.0,6.085840113100976,4.3073864,1.0,0.0607304108776554,0.039148584,1.0
29,0.9619646923934813,0.9365441,1.0,0.5650367983078769,0.5695952,1.0,13,13.447739,1.0,4.788152821483463,4.645911,1.0,0.011985111966366407,0.013218745,1.0
30,0.9679902428529947,0.8254607,1.0,0.7002108233315263,0.70548713,1.0,15,13.192178,0.0,12.070307137222311,10.358065,1.0,0.03452810423304039,0.02315816,1.0
31,0.8113878893419697,0.7767854,1.0,0.8173194910729282,0.76921093,1.0,5,4.5224795,1.0,2.9755351830722594,5.2049584,1.0,0.01719815107508155,0.038278967,1.0
32,0.9999843371187708,0.6820001,0.0,0.939125348930154,0.7887299,1.0,5,10.182078,0.0,41.47189114023569,41.03506,1.0,0.02599350682267636,0.03451577,1.0
33,0.6625728070381188,0.65299904,1.0,0.88049283500927,0.7858635,1.0,7,6.0916734,1.0,3.440900749234998,4.8080254,1.0,0.04262169264173011,0.050040666,1.0
34,0.6725353088377026,0.70234233,1.0,0.9938129888734277,0.8415654,0.0,10,9.984704,1.0,13.131899580735622,7.3268423,1.0,0.306912176434514,0.21434301,1.0
35,0.5244409613186549,0.5354043,1.0,0.7493435245294131,0.824663,1.0,14,14.324532,1.0,3.247049339311456,5.8682575,1.0,0.056720532010262885,0.100421324,1.0
36,0.510238489419237,0.52789783,1.0,0.9232244959228546,0.64935696,1.0,11,11.085807,1.0,1.1391182004497866,1.2256885,1.0,0.03526480421024871,0.033701286,1.0
37,0.6720360609522567,0.7114536,1.0,0.9371331289897527,0.6902181,0.0,14,14.245699,1.0,19.140637939337832,19.988169,1.0,0.49209010327959996,0.4281878,1.0
38,0.7264344103251301,0.7634148,0.0,0.9360762893250811,0.9302648,1.0,16,15.786451,1.0,1.1605563492441275,1.5231061,1.0,0.090119991811876,0.08451404,1.0
39,0.502408841819113,0.5214502,1.0,0.5616427483027647,0.72798544,1.0,13,12.984853,1.0,3.4153132271024242,1.4173219,0.0,0.037653438577015134,0.054226715,1.0
40,0.867622668189588,0.85963976,1.0,0.6382504553440078,0.6132228,1.0,11,11.046412,1.0,15.112631793592683,5.188517,0.0,0.31278468808162374,0.32427806,1.0
41,0.6967405524034118,0.6712897,1.0,0.6405517772989984,0.5522029,0.0,5,5.55173,0.0,1.2977825383192965,1.5315293,1.0,0.08079483606267747,0.07378368,1.0
42,0.9833579368902519,0.95817983,1.0,0.9007642819139479,0.81115437,0.0,13,12.946203,1.0,2.343769542376292,3.343873,1.0,0.026389846043885733,0.04555652,1.0
43,0.5175208867908321,0.52624947,1.0,0.8115401567350955,0.7886524,1.0,14,12.511771,1.0,32.823925034687555,35.57018,1.0,0.1719892777847232,0.18263865,1.0
44,0.8894595096299072,0.90493214,1.0,0.5868016154633355,0.6478545,1.0,5,5.2582088,1.0,1.9499945797914733,1.6170764,1.0,0.13075103875084906,0.11663147,1.0
45,0.7300230753694446,0.75044566,1.0,0.5894845209040527,0.7473294,1.0,10,10.025692,1.0,2.9513237886986046,2.8184319,1.0,0.2611092255666212,0.29510668,1.0
46,0.8953365877429705,0.87628907,1.0,0.8757256556255062,0.88234127,1.0,13,13.022338,1.0,1.8802149203695273,2.1539273,1.0,0.03168072117070432,0.035176698,1.0
47,0.8642171772390559,0.8894407,1.0,0.7931370341857762,0.7727125,1.0,13,11.839816,1.0,27.17887863977113,30.974293,1.0,0.21894625689439134,0.22875614,1.0
48,0.6256695750075143,0.6235787,1.0,0.6833445953647326,0.7802683,1.0,4,4.6390977,0.0,1.5032803787285929,1.4880406,1.0,0.024556956321729242,0.025158886,1.0
49,0.7780464828648757,0.74152577,0.0,0.7522404068711912,0.77026683,1.0,16,15.661276,1.0,3.6079844805969525,2.1256151,1.0,0.026553069970331866,0.017150974,1.0
50,0.7729474313505921,0.82358867,1.0,0.6701126672219002,0.6771846,1.0,5,5.5460267,1.0,34.627725714337714,33.5302,1.0,0.013505538284320608,0.014218975,1.0
51,0.9273965571643921,0.9228905,1.0,0.8185554489487963,0.7149881,1.0,8,8.207113,1.0,1.7482442341227582,3.233102,1.0,0.15571963358901422,0.15858863,1.0
52,0.7501166906926207,0.76260304,1.0,0.5898334777076399,0.5929449,1.0,6,5.6175966,1.0,19.969948510710758,18.592113,1.0,0.15371074276545896,0.14039639,1.0
53,0.6915096826072573,0.8012644,1.0,0.530255521669325,0.73941123,0.0,10,9.418729,1.0,45.760723682567175,41.153233,1.0,0.012632432767662821,0.016154006,1.0
54,0.7997858711358978,0.82720333,1.0,0.8436232406527084,0.71744967,0.0,12,11.872454,1.0,24.350926340521248,39.30221,0.0,0.013197686585128831,0.020499764,1.0
55,0.6927431694451704,0.7112034,1.0,0.6425568864317618,0.72848094,1.0,5,5.1445127,1.0,4.926726346819357,8.705516,1.0,0.37259757625064566,0.401962,1.0
56,0.6079920670449184,0.6135134,1.0,0.9693679224659694,0.87107456,0.0,10,9.64969,1.0,9.568951679880659,16.030642,0.0,0.010307411263240626,0.038608298,1.0
57,0.6218197292984322,0.8026428,1.0,0.958277363419893,0.7839692,0.0,12,11.28565,1.0,48.25262612601062,41.978687,1.0,0.13198987427802092,0.01896667,0.0
58,0.9807218534941806,0.9788984,1.0,0.7952552581323611,0.7289929,1.0,12,12.040808,1.0,2.0401335261446714,3.9305747,1.0,0.11826473782492183,0.22905895,1.0
59,0.54987409854186,0.5630971,0.0,0.6498864651149654,0.70469993,1.0,10,8.8686905,0.0,2.8081730030767447,3.319919,1.0,0.010794314199184312,0.011914905,1.0
60,0.8710729990305902,0.8481718,1.0,0.8965271888608614,0.85759795,1.0,14,13.258929,1.0,33.421252206984406,13.039759,1.0,0.23351895111231127,0.049540266,0.0
61,0.7595855578661774,0.87838894,1.0,0.9854453872836928,0.9407076,0.0,9,7.5902915,0.0,12.548749613618636,12.976168,1.0,0.054133537990564376,0.05630606,1.0
62,0.832853910933129,0.86401623,1.0,0.9200713193733286,0.90197635,1.0,5,4.7139254,1.0,5.711582021844835,10.296957,0.0,0.010538252853260146,0.04408181,0.0
63,0.9899253734493856,0.989602,1.0,0.884803961578053,0.952141,1.0,14,14.366973,1.0,29.49684741528005,25.795519,1.0,0.36164431284728293,0.32923073,1.0
64,0.5070577484769166,0.54705334,0.0,0.865029875074552,0.7132101,1.0,7,7.080123,1.0,1.5627232628052443,2.1451557,1.0,0.10515263990975965,0.117555805,1.0
65,0.877365181992787,0.87846303,1.0,0.5446682738340922,0.5772608,1.0,12,12.196693,1.0,1.4337039505823925,1.825508,1.0,0.12363103370685408,0.105582856,1.0
66,0.601507320147894,0.5866671,1.0,0.6206247277939367,0.6175007,1.0,4,4.365478,0.0,4.924884294486186,3.2815351,1.0,0.05571056857982738,0.03973642,0.0
67,0.931244087950658,0.9175389,1.0,0.7759053899919438,0.83677524,1.0,11,11.123711,1.0,2.4112088737576207,3.5884995,1.0,0.16584551836501854,0.15518793,1.0
68,0.6870906392610097,0.6957355,1.0,0.7958275309937348,0.83232117,1.0,6,5.5043154,1.0,10.18049342960099,10.663084,1.0,0.04207379965981771,0.046920173,1.0
69,0.8151069154844803,0.84897256,1.0,0.8780352173315662,0.7415222,1.0,15,15.159828,1.0,5.619335497283791,4.131961,1.0,0.3112601889294725,0.30239716,1.0
70,0.9470795338022264,0.9196423,0.0,0.544930434462662,0.72405237,1.0,16,15.848226,1.0,1.3691966579175516,1.4407027,1.0,0.10082116041104543,0.09487553,1.0
71,0.9648853095283385,0.8897257,1.0,0.893047934013411,0.8894721,1.0,5,5.131731,1.0,39.78972379025225,20.256836,0.0,0.24156759127146152,0.074046984,0.0
72,0.957935887888292,0.9729272,1.0,0.6497948193418542,0.7423346,1.0,10,10.061498,1.0,2.078182147755661,5.9103546,1.0,0.3615265937057606,0.2825318,1.0
73,0.6754678934974057,0.6537938,1.0,0.7786392710345968,0.91490215,0.0,12,12.24497,1.0,9.233890853256645,11.07584,1.0,0.17516564102212417,0.19471918,1.0
74,0.6067217088118371,0.79309034,1.0,0.8081533031092727,0.74778724,1.0,4,4.417581,0.0,39.51458268794755,40.655148,1.0,0.04011668437233299,0.016814305,0.0
75,0.6983202926133665,0.664454,1.0,0.6543095604072975,0.6185192,1.0,5,5.190869,1.0,36.29579125475613,27.869108,1.0,0.46666561750197333,0.28825647,0.0
76,0.9573717198391278,0.9571348,1.0,0.6989371104237713,0.7960444,1.0,9,9.135694,1.0,3.177891776877301,5.279377,1.0,0.2004855227109297,0.18031898,1.0
77,0.8089243051782986,0.8136173,1.0,0.8185032481276497,0.81086326,1.0,12,10.818533,1.0,2.5331435206735238,5.5348687,0.0,0.010176963283614598,0.030898364,0.0
78,0.6264613243560633,0.6072714,1.0,0.9646345516201826,0.92414147,1.0,15,15.199226,1.0,11.57525309880892,14.286539,1.0,0.2748551991698057,0.32493722,1.0
79,0.7842373230586221,0.80042255,1.0,0.5352990350949558,0.5439227,1.0,6,5.61684,1.0,8.704938799608257,8.929024,1.0,0.016117108929264122,0.016332086,1.0
80,0.575773308765819,0.587053,1.0,0.6042194469937163,0.5974273,1.0,8,6.7030168,1.0,33.722477671582894,39.419327,1.0,0.22213757674657159,0.23389243,1.0
81,0.7500128376553021,0.7562963,1.0,0.5565562710344634,0.518609,0.0,8,8.009765,1.0,7.4960018490350855,5.152357,1.0,0.07404369058957228,0.05188345,1.0
82,0.7411332666302854,0.8093451,1.0,0.5473424484352516,0.8221206,0.0,14,12.942579,0.0,28.293509071082752,23.123428,1.0,0.027899648693480696,0.042950675,1.0
83,0.8600624286272436,0.86528677,1.0,0.7241448151057723,0.66474366,1.0,9,9.131575,1.0,17.70803576753545,5.4979944,0.0,0.38456723789030256,0.3573899,1.0
84,0.5580512091508518,0.56179327,1.0,0.950709578667428,0.93829334,1.0,4,4.520795,0.0,2.4927541300264706,1.6917111,0.0,0.023152371457898547,0.019949486,1.0
85,0.8488844405928416,0.8368431,1.0,0.6597584773094107,0.67862624,1.0,13,12.593153,1.0,22.08095308479877,23.150572,1.0,0.01841804316671263,0.022255456,1.0
86,0.6596818904785313,0.66704094,1.0,0.5111366489595355,0.74588317,0.0,10,10.004855,1.0,15.385182193275082,5.541717,0.0,0.20913462432876756,0.2673681,1.0
87,0.7599600174636802,0.8576116,1.0,0.8397775788715126,0.8519004,1.0,13,13.235992,1.0,34.68839673102942,25.310152,0.0,0.11854942106107705,0.06336059,1.0
88,0.9632046655754671,0.850639,1.0,0.6221837107072369,0.63888156,1.0,14,12.006523,0.0,38.289433211934565,40.001907,1.0,0.17484650985404818,0.15059437,1.0
89,0.8177369511890047,0.8107794,1.0,0.5363753108980203,0.51808304,1.0,9,9.195813,1.0,25.54338636514125,28.332863,1.0,0.18531488798832038,0.18664743,1.0
90,0.9875799299089992,0.9956432,1.0,0.5104144694153143,0.71998644,0.0,12,12.076864,1.0,7.961075706471996,3.8811514,1.0,0.09006918336961652,0.13251148,1.0
91,0.9003868951213985,0.92325926,1.0,0.8458097544720007,0.9066119,1.0,6,6.2780476,1.0,15.49451634490538,17.313425,1.0,0.21768764160963178,0.24870701,1.0
92,0.5298500326075593,0.5293272,1.0,0.971524965628531,0.916326,1.0,8,7.4446187,1.0,4.746600937737624,5.5068974,1.0,0.03334265218989925,0.043278236,1.0
93,0.816782510873882,0.7994193,1.0,0.7554847079881885,0.720117,1.0,16,14.4413395,0.0,5.461234141682095,7.106747,1.0,0.04431677176672139,0.052066255,1.0
94,0.6144284160155394,0.8141447,1.0,0.5157046407502316,0.8235991,0.0,14,11.099688,0.0,40.32161606730143,39.500954,1.0,0.04567563896693704,0.029615806,1.0
95,0.7195276541713713,0.68458056,1.0,0.9708082233779757,0.8474673,0.0,14,14.435656,1.0,15.348152947388032,10.388199,1.0,0.251722218066506,0.1832792,1.0
96,0.9472513602667638,0.94396996,1.0,0.8512756373393519,0.802885,1.0,7,7.1746984,1.0,1.1986481248717746,4.453551,1.0,0.3903350925999397,0.28751856,1.0
97,0.9679411070390673,0.9762511,1.0,0.9321122109369151,0.7467807,1.0,13,13.145312,1.0,2.992630781581204,8.434518,1.0,0.4033604338181422,0.21024403,0.0
98,0.5158804546145039,0.51744616,1.0,0.7609756036154199,0.76808834,1.0,15,14.172475,1.0,26.073599202019032,28.685055,1.0,0.2476483852833903,0.26145574,1.0
99,0.6940855888864628,0.69197756,1.0,0.5105700127109717,0.79316336,1.0,12,10.209006,1.0,32.37110382660744,41.405983,1.0,0.028643894426278793,0.034173656,1.0
100,0.5998482725921555,0.5764285,1.0,0.9423743599803672,0.80159384,1.0,5,5.255138,1.0,1.3243738158416531,1.4430078,1.0,0.11600985066314426,0.071636,0.0
101,0.8926279853494846,0.8460002,1.0,0.7024385307680412,0.6911771,1.0,14,14.101863,1.0,3.623732522231653,2.1365678,1.0,0.03563613288222914,0.021159315,1.0
102,0.8342419683837379,0.88643336,1.0,0.9557475879234646,0.89510083,1.0,13,12.299473,1.0,16.07370476887158,14.891481,1.0,0.18531549836537523,0.1605685,1.0
103,0.7090627656506246,0.68754184,1.0,0.6347879487153143,0.77522725,1.0,10,10.029973,1.0,2.418621199969833,4.2420206,1.0,0.2967030817914081,0.23882331,1.0
104,0.6191295586201174,0.63042694,1.0,0.8329924077201362,0.86796784,1.0,9,8.986,1.0,9.424542027772079,9.267965,1.0,0.027751265157159446,0.0249372,1.0
105,0.868379142073211,0.8650288,1.0,0.7742258248612569,0.7510175,1.0,15,12.833334,0.0,18.27421844094188,20.085957,1.0,0.08740524421972147,0.08474617,1.0
106,0.6394610629632905,0.65755254,1.0,0.525170126339992,0.51115924,1.0,6,6.3319125,1.0,9.950191505840573,9.637582,1.0,0.10211383438968162,0.09805548,1.0
107,0.7705675035041595,0.7754479,1.0,0.9318384436573308,0.9342312,1.0,11,12.271926,0.0,7.434858912343307,5.3566246,1.0,0.04084748443956739,0.02809744,1.0
108,0.8294732628622475,0.78406465,1.0,0.5217117527241888,0.52160686,1.0,13,13.630021,1.0,7.182800559437445,6.3092265,1.0,0.011454523566864397,0.011107947,1.0
109,0.8700614140236871,0.8487878,1.0,0.7190550161248339,0.73498803,1.0,9,9.082553,1.0,19.534319599208565,21.824118,1.0,0.02123823312928796,0.02771125,1.0
110,0.8075355977299494,0.74919236,1.0,0.6586679745816371,0.6719646,1.0,6,5.4548855,1.0,7.640141838094552,6.3225617,1.0,0.026261282523040726,0.019546498,1.0
111,0.8185287817251313,0.7994293,1.0,0.9663807511259187,0.95003355,1.0,9,8.290085,1.0,33.612256177249144,20.817152,1.0,0.28876385971028923,0.14398038,0.0
112,0.9521330640655454,0.9474737,1.0,0.6749428929769489,0.6521327,1.0,11,11.102045,1.0,1.3017527354349656,1.4278257,1.0,0.058705944972687184,0.051216885,1.0
113,0.9024692712741376,0.8434696,1.0,0.596074609994313,0.66245437,0.0,15,14.490853,1.0,25.816607610125835,32.61516,1.0,0.013640188300126876,0.03254762,1.0
114,0.9502729570385946,0.9365931,1.0,0.7549716122386667,0.7265087,1.0,12,12.074962,1.0,2.3740796193723273,4.4968977,1.0,0.22717432311676763,0.31163558,1.0
115,0.5035028279139553,0.50757307,1.0,0.751363527255882,0.8732661,1.0,6,6.0900292,1.0,1.2557472044138518,1.2070373,1.0,0.013001042566798609,0.012993177,1.0
116,0.9925960536231782,0.98976445,1.0,0.5646506328428805,0.719399,1.0,4,4.6008635,0.0,1.0539926923269942,4.011758,0.0,0.25537425231630917,0.23512477,1.0
117,0.7347842268871498,0.7466183,1.0,0.9416417781633952,0.7230428,1.0,10,9.985383,1.0,1.9582239714929086,9.248373,1.0,0.49213836917987486,0.41420543,1.0
118,0.6145945292570085,0.6270505,1.0,0.9492612004618746,0.8291066,1.0,15,15.152243,1.0,3.7050374218447892,3.647416,1.0,0.1427008178073807,0.15878977,1.0
119,0.5285288390746383,0.5560952,1.0,0.8700800007562741,0.6598246,1.0,11,11.068216,1.0,1.4910186486049624,1.3373551,1.0,0.04669603892058531,0.060173307,1.0
120,0.67654485886868,0.675313,1.0,0.7584272929567363,0.7555211,1.0,5,5.521513,1.0,21.671569482388584,19.876915,1.0,0.03901005725770546,0.028219473,1.0
121,0.5931855139738613,0.57449627,1.0,0.776874272833944,0.7173762,1.0,14,12.291062,1.0,6.306891474618292,8.506334,1.0,0.06304117970987981,0.065443955,1.0
122,0.9167972673014393,0.89548886,1.0,0.945849662021853,0.9196641,1.0,13,12.989678,1.0,8.844104152713038,10.961873,1.0,0.01824845783085231,0.03265418,1.0
123,0.9195664702054904,0.9350342,1.0,0.9583832760693716,0.8060609,1.0,12,12.140802,1.0,11.536351256099486,11.584742,1.0,0.30939484877696133,0.2779042,1.0
124,0.9684453020348296,0.808683,1.0,0.8677345355551107,0.7776534,0.0,16,13.405523,0.0,43.42369397950285,41.363674,1.0,0.05592551839299834,0.018820966,0.0
125,0.6124551074043401,0.66331255,1.0,0.5775576872327346,0.6916222,1.0,4,4.440686,0.0,35.87522917945711,16.682505,1.0,0.49375723117399883,0.41409102,1.0
126,0.8837532928275849,0.867292,1.0,0.5865162319666947,0.54354125,1.0,5,5.4303927,1.0,1.6927821527701237,2.0488393,1.0,0.01473536242800481,0.01954517,1.0
127,0.8257964869331424,0.85007006,1.0,0.9143172740637158,0.8790112,1.0,7,7.145093,1.0,5.243716556518851,6.8694425,1.0,0.18966908737938215,0.22905877,1.0
128,0.7784076783686492,0.7661723,1.0,0.975734119947309,0.8442185,1.0,9,9.113631,1.0,1.0759226034389116,1.8058622,1.0,0.21359267603422033,0.19190748,1.0
129,0.8210348378545926,0.83267695,1.0,0.9405655712580849,0.86614466,0.0,5,4.9608135,1.0,22.17441528028674,32.212757,0.0,0.013129690792721081,0.064538255,0.0
130,0.7154696863851111,0.7263765,1.0,0.9804188314360939,0.95651674,1.0,16,14.939018,0.0,4.211332244957177,6.9111123,1.0,0.019524451350855634,0.037380885,1.0
131,0.6373448778293027,0.6272689,1.0,0.9431227353167968,0.72286916,1.0,14,14.071546,1.0,1.9878225437493537,4.470911,1.0,0.3488451625791131,0.30416492,1.0
132,0.8258153718572645,0.85057396,1.0,0.6374599947497449,0.6708249,1.0,11,11.076981,1.0,17.9005073569475,14.471115,1.0,0.20414121728359425,0.18669294,1.0
133,0.733357338413459,0.73790365,1.0,0.8175004974526722,0.8626095,1.0,9,9.24033,1.0,19.786393647177302,18.39237,1.0,0.270804122107195,0.25962102,1.0
134,0.5621760581810091,0.62076956,0.0,0.9723417790698985,0.7252495,1.0,4,4.3909655,0.0,1.1758309767641248,3.0087621,1.0,0.24978085285222434,0.26098332,1.0
135,0.8694111902147315,0.85352796,1.0,0.8362985738081861,0.82608694,1.0,10,10.296806,1.0,12.721710914393645,11.981435,1.0,0.2235320344476104,0.2122294,1.0
136,0.8604027980055418,0.8877827,1.0,0.7220544874753512,0.73191863,1.0,13,11.028225,0.0,8.568855104847147,10.886653,1.0,0.03710582994790401,0.04634536,1.0
137,0.7804371158228571,0.81283617,1.0,0.7775262541147581,0.7524943,1.0,9,8.084677,0.0,42.9783289111895,41.778923,1.0,0.020560759632570508,0.01700813,1.0
138,0.9917379407151298,0.957793,1.0,0.9588616056120454,0.93714416,1.0,12,13.334775,0.0,4.930738623616624,3.9645824,1.0,0.028720196241981633,0.025508834,1.0
139,0.6693299775339757,0.68431044,1.0,0.9393294781976149,0.7534454,1.0,14,14.084141,1.0,2.094801077357853,7.3569775,1.0,0.33272300752682654,0.28215092,1.0
140,0.9868025253943622,0.9860008,1.0,0.8515065500372923,0.87324363,1.0,14,14.215913,1.0,2.2848755085367936,1.8090088,1.0,0.02419327510172463,0.018910965,1.0
141,0.7174129162248462,0.7316092,1.0,0.8962115625950571,0.6647075,1.0,4,4.43422,0.0,17.242037266946795,25.083843,1.0,0.43145921657945235,0.43298906,1.0
142,0.7800266252736641,0.8482943,1.0,0.7361774928755112,0.7603618,1.0,6,6.440308,1.0,33.48144370624203,29.82199,1.0,0.04421214616983726,0.031620465,1.0
143,0.6994371324402286,0.6791992,1.0,0.6271906035571879,0.7548203,0.0,15,15.624244,1.0,5.5288957322047105,3.1435785,0.0,0.04143006488296954,0.029188944,1.0
144,0.7174278464669681,0.77656895,1.0,0.850311178200557,0.7661027,1.0,5,4.69984,1.0,40.85190402064886,42.099613,1.0,0.01160255429913784,0.019531861,1.0
145,0.5140982146926207,0.52482265,1.0,0.8752037428794985,0.80020213,1.0,5,4.666766,1.0,4.668196510900832,4.607104,1.0,0.01950178587753584,0.022014098,1.0
146,0.57327259942815,0.5833209,1.0,0.5085622558075182,0.526736,1.0,9,8.701559,1.0,5.2506999515551405,2.9400244,0.0,0.02855322877260786,0.019279666,0.0
147,0.5795634995419028,0.80629265,0.0,0.8903707977188277,0.79704726,1.0,16,13.991008,0.0,35.27921082521666,41.89251,1.0,0.04335618664213564,0.021475174,1.0
148,0.7765224905007779,0.6851957,1.0,0.9999248873746946,0.7870551,0.0,15,10.311613,1.0,42.05968597325774,40.79745,1.0,0.05135194037650159,0.035414476,1.0
149,0.5920735737496279,0.6022247,1.0,0.8787325169053806,0.854244,1.0,5,5.0829253,1.0,26.421662722037222,29.354267,1.0,0.04810913336020808,0.07090177,1.0
150,0.9011489669336679,0.89689445,1.0,0.8620642770275995,0.7751556,1.0,8,8.160557,1.0,3.5207834469283945,2.5668652,1.0,0.13127637306946766,0.14346817,1.0
151,0.8721271636860861,0.8454471,1.0,0.6233454014508094,0.6066391,1.0,4,4.667412,1.0,12.040317084874745,8.406527,0.0,0.03636382311630234,0.021764714,0.0
152,0.9936535540969822,0.9479966,1.0,0.7770195215106239,0.74841344,1.0,11,10.438209,1.0,2.9387173765844206,3.387781,1.0,0.013477147587800978,0.016113827,1.0
153,0.6650206778102166,0.62114954,1.0,0.7423306320556358,0.7961094,1.0,13,12.978773,1.0,5.707400334794273,4.3989015,1.0,0.182933892233384,0.15228541,1.0
154,0.6726348010602423,0.67736137,1.0,0.8620141757619412,0.89083093,1.0,6,5.3961535,1.0,1.5853161703653873,1.8673128,1.0,0.035838351694669694,0.031192776,1.0
155,0.7472724705415452,0.7918718,0.0,0.7788963519349177,0.8075459,1.0,11,11.463342,1.0,9.410558790189196,5.0484557,1.0,0.10661697675127646,0.054215185,1.0
156,0.7003452632386017,0.6924325,1.0,0.5434935077780707,0.5908874,1.0,11,11.071627,1.0,1.8129556279172176,1.614337,1.0,0.012102962372141193,0.0131333405,1.0
