case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_inv_temp,mu_inv_temp,hit90_inv_temp,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_go_error,mu_cost_go_error,hit90_cost_go_error,gt_cost_time,mu_cost_time,hit90_cost_time
10,0.6320555638230638,0.6184135,1.0,0.6637050477637432,0.6529989,1.0,7,7.9846287,1.0,32.749386717299124,56.411484,1.0,16.929987341925333,13.182537,1.0,2.8727888003378688,3.2246957,1.0,0.16109393686974216,0.13806094,1.0
11,0.582056267169052,0.574241,1.0,0.9091069802616829,0.87206846,1.0,14,13.175126,1.0,21.583942187408034,44.01367,1.0,2.6742077651854577,3.067091,1.0,1.1863511610189965,1.3639679,1.0,0.015109275943455491,0.021972094,1.0
12,0.6685728484546222,0.6726501,1.0,0.7771028682310748,0.81718284,1.0,15,14.025246,1.0,56.2410847265649,47.040257,1.0,1.75233922671646,2.9038672,1.0,2.5211204520090593,2.6383343,1.0,0.011486717892898056,0.013959591,1.0
13,0.5162283900138438,0.5177794,1.0,0.6393602580926314,0.70761573,1.0,6,6.01558,1.0,58.973981037239454,57.46851,1.0,6.026812834001839,7.2239413,1.0,5.102782789725789,4.5522366,1.0,0.1740017078047245,0.32316577,1.0
14,0.5594645996513126,0.6993407,1.0,0.9664111379291598,0.7539977,1.0,10,5.8322,0.0,21.9022039178259,49.55342,1.0,18.504189860358146,27.607088,1.0,23.21495473084798,18.254507,1.0,0.028394959310686536,0.0413499,1.0
15,0.5491299121959075,0.5392402,1.0,0.7068382909063512,0.72417605,1.0,6,5.559653,1.0,84.08073851673421,47.759586,1.0,2.5041157223516795,2.7483628,1.0,10.088254325035054,7.946224,1.0,0.061920435643287794,0.050678138,1.0
16,0.8657205154726515,0.8023899,1.0,0.6372559238544928,0.6414975,1.0,9,8.964684,1.0,80.6105529698887,78.103165,1.0,38.160852366033396,34.47185,1.0,2.190700706353506,3.0659604,1.0,0.09722883605910347,0.09190236,1.0
17,0.9176783821063716,0.6768561,1.0,0.7131357774687996,0.8214325,1.0,11,10.067084,1.0,54.84764282077306,58.946255,1.0,48.96226543207214,29.11703,0.0,1.0709215395646188,17.008444,0.0,0.05299787031467953,0.056788817,1.0
18,0.8947628160404218,0.8685636,1.0,0.767074810243914,0.7339891,1.0,14,13.559385,1.0,35.198682744710965,69.602646,1.0,8.147215035509026,5.384658,1.0,7.756914960373882,4.1272063,1.0,0.10813630424393675,0.06563378,1.0
19,0.8241364391450725,0.74178714,1.0,0.7856029376914928,0.7816493,1.0,8,7.502827,1.0,36.13622376018685,57.341156,1.0,37.23369471295324,31.394623,1.0,9.30927669771766,14.2652855,1.0,0.01654133641916693,0.043469347,1.0
20,0.8064508974201618,0.7814265,1.0,0.7621345736252552,0.7485844,1.0,5,5.0756717,1.0,18.244262708273276,53.543823,1.0,3.2504075549089277,1.5521117,0.0,41.17777846057801,28.251621,1.0,0.1851366668643709,0.14441882,1.0
21,0.7279950087529012,0.76894784,0.0,0.5978783082619965,0.61116064,1.0,12,12.245067,1.0,83.74815177331999,47.782703,1.0,26.22327865910482,22.357721,1.0,7.002986440796281,6.096331,1.0,0.23088448450688043,0.19863446,1.0
22,0.7383472646171094,0.7464807,1.0,0.9474188685564175,0.8397268,1.0,14,14.073341,1.0,70.6867574291633,57.550987,1.0,17.457090658214412,12.872344,1.0,1.0564312276546428,2.9155698,0.0,0.41880986110770985,0.29434007,1.0
23,0.8952884717259926,0.8104889,1.0,0.5636071713669459,0.6872015,1.0,12,11.220647,0.0,14.457209765984164,31.774977,1.0,19.275340120316454,22.683102,1.0,12.482909200440751,20.585915,1.0,0.013651885706535038,0.0640129,1.0
24,0.9552044936027893,0.94949144,1.0,0.8221764004943842,0.74085575,1.0,7,6.905544,1.0,39.14293122061697,59.061993,1.0,2.7366687132141956,5.2652016,1.0,1.9078929824327835,3.6812642,1.0,0.4117004889446536,0.29489148,1.0
25,0.673154034685243,0.6475203,0.0,0.6782897634081864,0.6781999,1.0,5,5.108728,1.0,41.17377664174113,52.95596,1.0,12.354094936544605,16.125662,1.0,6.974194321036842,12.067936,1.0,0.19195159781473367,0.27613184,1.0
26,0.8441779286603843,0.8238484,1.0,0.5976989549211045,0.5862366,1.0,8,8.094946,1.0,95.8573115132373,70.23117,1.0,1.7922049645604334,2.2496054,1.0,2.2835871175565807,4.0387526,1.0,0.08006124571858866,0.16183841,1.0
27,0.9092268632543286,0.6775122,1.0,0.8129916061131622,0.8252209,1.0,9,10.184675,1.0,95.11711969008229,59.25143,1.0,44.4928366036681,28.735777,1.0,43.32530432124964,16.968616,0.0,0.1905697856303343,0.061974943,1.0
28,0.6747873708341543,0.6447322,0.0,0.9014348577189668,0.81419766,0.0,10,9.667865,1.0,62.0104239324068,54.06214,1.0,21.83140046984178,13.199305,1.0,2.220810765481929,3.4525068,1.0,0.16882330622611327,0.06643697,0.0
29,0.7568198549228752,0.76542294,1.0,0.7580837164746336,0.73051184,1.0,10,9.746417,1.0,74.71344023446252,81.34483,1.0,19.442389794682672,26.936047,1.0,1.501418384306983,4.916562,1.0,0.015604108874440997,0.033710252,1.0
30,0.9419396312372227,0.9415958,1.0,0.7948625348471705,0.75096923,1.0,5,5.076166,1.0,99.16103606638818,55.352993,0.0,2.0446457976447476,4.5182724,1.0,1.7051577210680702,3.5898764,1.0,0.23684718574127425,0.3288722,1.0
31,0.9967295621932664,0.6753204,0.0,0.8016499002368929,0.82155657,1.0,10,9.98906,1.0,43.25109558290254,59.78349,1.0,40.6584617524527,28.577097,1.0,10.072453065725654,16.124905,1.0,0.01965492643623729,0.06259122,1.0
32,0.876465147863509,0.86149037,1.0,0.8358117571215242,0.8231934,1.0,11,11.013955,1.0,28.17932858309621,63.178352,1.0,4.251658191824667,2.6673474,1.0,13.468184189750863,11.3337145,1.0,0.3969394234536844,0.29756814,1.0
33,0.7483421775615573,0.7467576,1.0,0.9278878853188959,0.9545487,1.0,12,11.913244,1.0,44.16947449211592,65.757484,1.0,2.6481106600752593,3.8849072,1.0,6.135137009394571,10.116151,1.0,0.1863174520978968,0.31025946,1.0
34,0.693225738975635,0.6890488,1.0,0.7778458929218816,0.75684625,1.0,10,9.622635,1.0,66.9788631362328,77.554306,1.0,6.2622510408211,5.2934246,1.0,1.827668015353094,1.5039986,1.0,0.050494665571854426,0.041039474,1.0
35,0.9409722433276635,0.92731696,1.0,0.9638570402869804,0.75027514,1.0,15,15.021471,1.0,85.38446274930155,58.19831,1.0,1.1260493358461618,5.046917,1.0,7.759231545153735,3.4309335,0.0,0.35491329883978423,0.29861814,1.0
36,0.848015834057342,0.8073239,1.0,0.8339189188386872,0.810516,1.0,7,6.3162093,1.0,36.98463745187854,33.035843,1.0,6.6958123323120216,11.655221,1.0,1.0744002118851248,5.722706,0.0,0.01602195377016222,0.042327195,1.0
37,0.6407785511223321,0.6470987,1.0,0.6582341305810309,0.6952975,1.0,7,6.520734,1.0,10.181617936589584,55.431038,0.0,3.563025184247679,3.4003158,1.0,17.188742141501603,15.769757,1.0,0.015116798752084276,0.026539974,1.0
