case,gt_q_d_n,mu_q_d_n,hit90_q_d_n,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_go_error,mu_cost_go_error,hit90_cost_go_error,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time
0,0.37351861570087996,0.51155436,1.0,0.6060718613226298,0.7213333,1.0,0.7543050752234044,0.6970045,1.0,10,10.074111,1.0,0.14390144111629083,17813.457,1.0,0.527602229024975,235.7212,1.0,0.012040545803227986,0.013523653,1.0
1,0.21525312013459452,0.4417386,1.0,0.7760290542655943,0.8387256,1.0,0.7430623729812764,0.7940589,1.0,14,13.377769,1.0,0.053142698546825275,0.09791889,1.0,2.857323268413443,4.0990267,1.0,0.013747200931281655,0.021879751,1.0
2,0.22150815521897793,0.21114646,1.0,0.6671888610206318,0.6789712,1.0,0.5470611972619044,0.56598634,1.0,8,8.615529,1.0,0.6549057171640048,0.6775698,1.0,0.2545356588410565,0.38229218,1.0,0.0005004587093420826,0.0012827693,1.0
3,0.9086677761891497,0.7696915,1.0,0.9658467453915539,0.756372,0.0,0.7840521329173491,0.7540502,1.0,11,11.323665,1.0,0.22164402025636956,0.49500367,1.0,0.07422935074879268,0.07031118,1.0,0.0038449625443053178,0.0068361885,1.0
4,0.6107286206537846,0.6487378,1.0,0.6591588906602881,0.7161699,1.0,0.5528301379462361,0.5539772,1.0,6,6.440911,1.0,0.7827357697288077,0.456286,1.0,2.2398376834325346,1.4073621,1.0,0.013053441909490317,0.007064267,1.0
5,0.3951300274345122,0.4889947,1.0,0.9124104631733898,0.7733742,1.0,0.5468381999338348,0.6884231,1.0,6,6.2461734,1.0,0.011327380030738226,0.07780853,0.0,0.05863810356049263,0.22946714,1.0,0.0003886506612334879,0.00522019,0.0
6,0.8587325465993708,0.6912649,1.0,0.5637251823036258,0.56639147,1.0,0.9079429576561975,0.83176064,1.0,13,12.398773,1.0,2.883032649301897,3.106,1.0,0.010763135840139956,0.10919788,0.0,0.00011915088067575896,0.00262504,0.0
7,0.791523427280175,0.4043162,0.0,0.8775133663807878,0.7804353,1.0,0.6030982482799572,0.679178,1.0,16,15.832704,1.0,0.05827782337987475,0.1668277,1.0,0.03225326482865194,0.14225681,1.0,0.0007732807804145205,0.005544508,1.0
8,0.14497334696898478,0.52048475,1.0,0.9075950262269014,0.71938366,1.0,0.9830194769721572,0.726886,0.0,12,12.195859,1.0,0.01874793398026249,0.11273564,1.0,0.1692768359781225,0.13735807,1.0,0.008740235781357183,0.008161015,1.0
9,0.5997868682687458,0.61802477,1.0,0.7321550507422754,0.76068544,1.0,0.6405074866280331,0.68668896,1.0,14,12.842969,0.0,6.7929477297476,6.011665,1.0,2.719557638287335,3.1297393,1.0,0.0006861281037906426,0.0008285695,1.0
10,0.26411112764612754,0.28196418,1.0,0.6637050477637432,0.66993165,1.0,0.6125268467838678,0.5844597,1.0,7,7.288048,1.0,1.4775155627009176,1.4969914,1.0,0.0644557325764611,0.15026098,1.0,0.00827096616329852,0.009474772,1.0
11,0.16411253433810402,0.36065227,1.0,0.9091069802616829,0.8773157,1.0,0.9326259844758034,0.74911743,1.0,6,6.2776074,1.0,0.05679770923063066,0.12684956,1.0,0.013522094686439943,0.11363856,1.0,0.00019263935562811345,0.0065117376,1.0
12,0.33714569690924434,0.46445447,1.0,0.7771028682310748,0.7309726,1.0,0.9691671779730344,0.8005195,1.0,10,10.179465,1.0,0.02692620046615546,0.08848217,1.0,0.051182821654122544,0.089506514,1.0,0.00012463120884158882,0.0013167793,1.0
13,0.03245678002768748,0.44700065,0.0,0.6393602580926314,0.7668579,1.0,0.5997545978499343,0.67076147,1.0,11,11.146047,1.0,0.2384843781091316,0.08500958,1.0,0.17775775931963794,0.13469082,1.0,0.00934831356695947,0.002446825,0.0
14,0.11892919930262513,0.33592862,1.0,0.9664111379291598,0.846141,1.0,0.7511726744083067,0.8575655,0.0,6,5.1901903,0.0,1.7286805415357407,1.2335994,1.0,2.5801188220348577,2.800292,1.0,0.0005248260509974108,0.0006067066,1.0
15,0.0982598243918148,0.46811658,1.0,0.7068382909063512,0.74363446,1.0,0.5891468975955144,0.5980991,1.0,14,14.296402,1.0,0.050574809479838445,0.11034458,1.0,0.5922621375502011,0.18359798,0.0,0.0018109276157888543,0.00064052496,1.0
16,0.731441030945303,0.72937614,1.0,0.6372559238544928,0.65377,1.0,0.6983014440380395,0.6379595,1.0,13,11.878664,1.0,6.205585968579596,5.108868,1.0,0.0399386407982536,0.46948653,1.0,0.0037085426986109725,0.0010107901,1.0
17,0.8353567642127433,0.86101675,1.0,0.7131357774687996,0.7469755,1.0,0.7804097573506041,0.58642185,0.0,10,9.362158,1.0,9.636435770901148,8.585401,1.0,0.011286137646076947,0.7884946,0.0,0.0014143310105700175,0.0010854484,1.0
18,0.7895256320808437,0.6707293,1.0,0.767074810243914,0.7247791,1.0,0.9007458751549113,0.94236356,1.0,7,7.399757,1.0,0.40610459032464685,0.63658243,1.0,0.3723842438885015,0.7445659,1.0,0.004390953077456046,0.010051279,1.0
19,0.648272878290145,0.5123872,1.0,0.7856029376914928,0.7457257,1.0,0.666612784056196,0.67733043,1.0,7,6.285677,1.0,5.941839250942148,6.0838656,1.0,0.5139113975443593,0.44646728,1.0,0.0002224433762226095,0.0005717068,1.0
20,0.6129017948403236,0.49357805,1.0,0.7621345736252552,0.75703365,1.0,0.5609720019457684,0.5526221,1.0,5,5.1866727,1.0,0.08016178434469877,0.31949908,1.0,7.0979442479784876,8.440353,1.0,0.010316401529510457,0.01258234,1.0
21,0.4559900175058025,0.430037,1.0,0.5978783082619965,0.5985908,1.0,0.8303310422524203,0.76882666,1.0,14,13.266523,1.0,3.199506933468362,2.5529308,1.0,0.3108713581959785,0.16802897,1.0,0.014651357612759356,0.008587069,1.0
22,0.47669452923421873,0.376601,1.0,0.9474188685564175,0.9317966,1.0,0.9239066316104019,0.7581517,1.0,12,12.204674,1.0,1.5597097279609198,0.37971368,0.0,0.01101788577968558,0.10131401,0.0,0.037733137960793396,0.011916037,1.0
23,0.7905769434519851,0.81353784,1.0,0.5636071713669459,0.6074381,1.0,0.8323538220114945,0.8736103,1.0,5,4.8328943,1.0,1.8579132555659874,1.525072,1.0,0.8626762714165888,1.0022547,1.0,0.0001639705827320723,0.0008134786,1.0
24,0.9104089872055786,0.6367118,1.0,0.8221764004943842,0.65773267,1.0,0.6363475583656085,0.71693856,1.0,8,7.9018884,1.0,0.0591611213987649,0.19516797,1.0,0.031289272308800575,0.27464604,1.0,0.03672069757662216,0.03429425,1.0
25,0.3463080693704861,0.2975298,1.0,0.6782897634081864,0.688407,1.0,0.5459731488037329,0.6102698,1.0,8,8.468765,1.0,0.8470191903045786,0.8186394,1.0,0.30861804178232044,0.15869845,1.0,0.010926171268243832,0.0119753955,1.0
26,0.6883558573207688,0.55905503,1.0,0.5976989549211045,0.671583,1.0,0.6830639138105703,0.7242554,1.0,15,15.226182,1.0,0.028017269564691066,0.13710721,1.0,0.04297721082923467,0.07818346,1.0,0.0027237636886894953,0.0049386723,1.0
27,0.8184537265086571,0.47424385,1.0,0.8129916061131622,0.7616289,1.0,0.7048543264609747,0.8583512,0.0,15,13.778533,0.0,8.137868083620848,3998.1611,0.0,7.764591865537851,132.4077,0.0,0.01080148584969823,0.00058689463,0.0
28,0.3495747416683087,0.2882763,1.0,0.9014348577189668,0.9282077,1.0,0.7683552217640273,0.8400545,1.0,11,11.602141,1.0,2.31482297159226,2.2747974,1.0,0.040913034524305704,0.0856121,1.0,0.00891023550028269,0.00808243,1.0
29,0.5136397098457504,0.4938106,1.0,0.7580837164746336,0.7593966,1.0,0.7355186574727544,0.6826335,1.0,13,12.960007,1.0,1.8864393504704409,2.0524888,1.0,0.020495686522442647,0.5174015,1.0,0.00020275793869507973,0.004181417,1.0
30,0.8838792624744454,0.57491416,1.0,0.7948625348471705,0.70616,1.0,0.5384017840977211,0.7136703,1.0,16,15.80358,1.0,0.035357526417444204,0.19408798,1.0,0.02565926593949638,0.18894865,1.0,0.01525699868539981,0.020895638,1.0
31,0.9934591243865326,0.9570889,1.0,0.8016499002368929,0.6446658,0.0,0.767761812628412,0.78830874,1.0,8,6.3416796,0.0,6.940642619980836,6.0126014,1.0,0.5906250774387098,0.7737755,1.0,0.0002925541936498517,0.0065070246,1.0
32,0.7529302957270181,0.5664278,1.0,0.8358117571215242,0.6954484,1.0,0.7754977301932504,0.7236784,1.0,6,6.1283092,1.0,0.12879323928133496,0.14467148,1.0,0.986521392619761,0.7022891,1.0,0.03465136805268114,0.031037103,1.0
33,0.4966843551231147,0.41271254,1.0,0.9278878853188959,0.8365951,1.0,0.8518472213918162,0.74278045,1.0,9,8.997776,1.0,0.055822637618001374,0.12909107,1.0,0.24610530094418293,0.2486131,1.0,0.010421122281055207,0.016549664,1.0
34,0.38645147795127,0.378949,1.0,0.7778458929218816,0.8121918,1.0,0.7454912844715362,0.7074694,1.0,12,12.37592,1.0,0.25518041171897965,0.19179611,1.0,0.029003600649877063,0.103132516,1.0,0.0013096948277580827,0.00185002,1.0
35,0.881944486655327,0.5712137,1.0,0.9638570402869804,0.6908306,0.0,0.969523127170895,0.7233732,0.0,14,14.121039,1.0,0.012332151142226818,0.17719395,1.0,0.3725806412576054,0.45371222,1.0,0.029007593610923962,0.041807495,1.0
36,0.6960316681146842,0.49629053,1.0,0.8339189188386872,0.79835147,1.0,0.619135007139664,0.78595966,1.0,8,8.223015,1.0,0.2871993001214416,0.2912553,1.0,0.011350952780838213,0.061797403,0.0,0.00021145080668369688,0.0011535828,1.0
37,0.281557102244664,0.53443104,1.0,0.6582341305810309,0.7756135,1.0,0.6095140805656739,0.6058748,1.0,4,4.607408,1.0,0.09427323431294599,0.12837386,1.0,1.5176235127610442,1.728431,1.0,0.00019279174593789844,0.00045386935,1.0
38,0.726556551806704,0.5068048,1.0,0.9287908587535258,0.8445333,1.0,0.9108417622395203,0.87097275,1.0,6,6.0102997,1.0,0.2912388654553155,0.9156176,1.0,0.012041038841014668,0.19273664,0.0,0.0008583865350238216,0.018102227,1.0
39,0.9033354941853418,0.58653367,1.0,0.6320930392198969,0.6221373,1.0,0.569300014150075,0.67093885,1.0,13,13.1915,1.0,0.01359163464855814,0.09872235,1.0,0.10654964350169843,0.11082562,1.0,0.00011393326201853017,0.0010456834,0.0
40,0.3728447273213702,0.23928945,1.0,0.9070101642638717,0.95861375,1.0,0.6817773562278737,0.60636085,1.0,12,12.985767,0.0,3.9766647905182837,2.401216,1.0,0.08005626243796585,0.4673785,1.0,0.03572895730864915,0.010290033,1.0
41,0.524251673387671,0.5869945,1.0,0.607942729989561,0.62703705,1.0,0.8443037123266226,0.8988352,1.0,13,12.905787,1.0,0.03301922646409055,0.12817685,1.0,0.4607100792753831,0.514499,1.0,0.00417083777701572,0.004914189,1.0
42,0.34400403317238704,0.31017536,1.0,0.9703724319138376,0.9350204,1.0,0.5626722510079687,0.78067726,1.0,6,6.26624,1.0,0.17077472323908963,0.27568084,1.0,0.13383736689145298,0.12528342,1.0,0.005887972206643117,0.012740602,1.0
43,0.6318981182787792,0.766625,1.0,0.7542244466339738,0.84852964,1.0,0.8167441798541157,0.7708638,1.0,12,11.051309,1.0,5.613513253636201,4.7609386,1.0,0.47378648172160776,1.9209597,1.0,0.009840153491014806,1.526079,1.0
44,0.8023168953632432,0.85942346,1.0,0.5987019879526059,0.69509923,1.0,0.5396979627965411,0.54067856,1.0,15,12.851227,0.0,1.0381901165437142,0.82376564,1.0,2.6887228517979023,2.8422961,1.0,0.004820817821546478,0.0035989704,1.0
45,0.8755174048753117,0.614399,1.0,0.5845070396826133,0.59774685,1.0,0.7107017969915108,0.74405205,1.0,9,7.4934273,0.0,0.07883887396256965,0.06501146,1.0,4.165473011603877,5.4203134,1.0,0.0009654967011447516,0.002397583,1.0
46,0.07531875591592652,0.47086686,1.0,0.792758669750335,0.7718478,1.0,0.8144757284956319,0.72001183,1.0,7,7.226239,1.0,0.028993928205617362,0.07320267,1.0,0.044968739942568926,0.10994171,1.0,0.0020811615076155743,0.0042812116,1.0
47,0.969680955037998,0.62845105,0.0,0.8960136517043166,0.5985543,0.0,0.5060488320141822,0.70065063,0.0,9,9.339166,1.0,0.17806118764124437,0.7304783,1.0,0.010828298971202618,0.24181995,0.0,0.0034615596611696484,22.476515,1.0
48,0.613289414903729,0.5539828,1.0,0.9406346299374998,0.8868772,1.0,0.5756330845933959,0.56521976,1.0,8,6.122585,0.0,0.9982122002167167,0.46293226,1.0,2.0035637527017354,2.377464,1.0,0.006726184862464975,0.0066568926,1.0
49,0.6716672856736274,0.54701895,1.0,0.5476366089950597,0.66362023,1.0,0.615112315945243,0.6341482,1.0,8,8.373465,1.0,0.015870017712945838,0.074628174,1.0,0.2849714988397965,0.24196348,1.0,0.0009274325251978421,0.0010861631,1.0
50,0.6075910468365501,0.6492894,1.0,0.7452762201222523,0.6474765,1.0,0.5330723851593335,0.53273535,1.0,10,9.997793,1.0,0.014818271564741942,0.10697963,1.0,0.8800106086422065,1.0142332,1.0,0.002435084397859955,0.003873816,1.0
51,0.05630004096365504,0.32861498,1.0,0.5381770647944177,0.5569998,1.0,0.5329524995641315,0.68973184,0.0,12,11.083908,1.0,2.1005098498922425,1.68032,1.0,0.19773317734899554,0.21774276,1.0,0.0007228766606321176,0.0005946995,1.0
52,0.7629217216127079,0.44700566,1.0,0.7935990280333644,0.8115855,1.0,0.9060851929739031,0.9414898,1.0,10,7.7548323,0.0,0.036757797388572086,0.038589004,1.0,1.1295661783008697,1.7014507,0.0,0.00021989415640124178,0.0009694549,1.0
53,0.28531372872067917,0.29655027,1.0,0.8688232136126113,0.8846504,1.0,0.8498385112446074,0.7134505,1.0,13,13.09381,1.0,0.14995184611628531,0.2081217,1.0,0.011736288325677519,0.08581773,0.0,0.0003834406409098606,0.003849565,1.0
54,0.7656984210974285,0.51202357,1.0,0.6227608926543744,0.69281167,1.0,0.5776843573638012,0.5948028,1.0,13,11.541572,0.0,0.07303197973787165,0.15677717,1.0,4.719969900417856,6.462161,0.0,0.00014717121869378658,0.0011713619,1.0
55,0.2698445085342299,0.23293167,1.0,0.555091406237327,0.5605327,1.0,0.7440569100488528,0.66827023,1.0,6,5.5760317,1.0,3.1284918785935316,3.083434,1.0,1.6086154599476739,1.9601699,1.0,0.007863707822572001,0.007308932,1.0
56,0.35015905451322704,0.58985573,1.0,0.7732393002010753,0.7006693,1.0,0.5173402520187091,0.5136909,1.0,16,14.281057,0.0,0.013860229777958425,0.20829187,1.0,9.060926287427698,8.880963,1.0,0.00018362110482180894,0.00051556964,1.0
57,0.5201230989081692,0.47271124,1.0,0.694568712543082,0.77924895,1.0,0.8680672853498477,0.71450955,1.0,5,5.295455,1.0,0.4182001116282971,0.12777634,0.0,0.024470653845471174,0.091800325,1.0,0.01886579182381284,0.0036632847,0.0
58,0.9167359676350912,0.6120825,1.0,0.8588105307803302,0.6298147,1.0,0.7626930189953163,0.86529356,1.0,11,10.997221,1.0,0.01440658572537004,0.08990362,1.0,0.13433449110096174,0.15284273,1.0,0.0007616596818306506,0.0010880427,1.0
59,0.262405156041173,0.5386336,1.0,0.5272602906905284,0.72079295,0.0,0.6103048163794291,0.60344505,1.0,13,11.327935,0.0,0.24481914096582044,0.08809004,1.0,3.208001703989793,3.985765,1.0,0.0013399667401127232,0.0009796979,1.0
60,0.8463998185338036,0.486937,1.0,0.5922714352667844,0.5897937,1.0,0.7395474105048785,0.75344616,1.0,15,15.22675,1.0,0.08409293714448461,0.34936127,1.0,0.26916776384427255,0.36785167,1.0,0.0003941714826979909,0.0014811947,1.0
61,0.06384954712761326,0.3336215,1.0,0.7210817878046742,0.80429125,1.0,0.7233482650181295,0.7249871,1.0,6,5.7208815,1.0,0.0913575813703493,0.099469684,1.0,1.9337855549679759,1.4428816,1.0,0.013839104494481806,0.008446407,1.0
62,0.8188437383255202,0.8770603,1.0,0.6516910102907424,0.71945655,1.0,0.7171415950624024,0.8380115,0.0,6,5.43109,1.0,1.9034297824031379,6027810.5,0.0,1.999467378615716,1.056248,1.0,0.006697822317904896,0.0012782953,0.0
63,0.2837057055728065,0.65371215,1.0,0.6097331407946162,0.62343955,1.0,0.6336152492023637,0.7085252,1.0,7,7.1877522,1.0,0.01853695761548375,0.11552642,1.0,0.23898548065204492,0.22230427,1.0,0.009445497974261191,0.010163704,1.0
64,0.33528604903050807,0.5213772,1.0,0.7600142840363941,0.7270238,1.0,0.8053564517180545,0.7198463,1.0,13,13.141492,1.0,0.0160891898838403,0.103602976,1.0,0.010098223692703297,0.09421585,0.0,0.0012687375506691629,0.0049654213,1.0
65,0.554116118001183,0.5032904,1.0,0.8296814268241531,0.7171158,1.0,0.9559975831649551,0.9251293,1.0,11,9.938914,0.0,0.026446513080537287,0.23029758,1.0,4.037898492257429,4.221956,1.0,0.00042699563774518923,0.00062924623,1.0
66,0.9125144770759718,0.5787178,1.0,0.8446980674055233,0.63211733,1.0,0.9615800878395242,0.6954588,0.0,16,15.8024435,1.0,0.013625931390295594,0.1513708,1.0,0.02294259419474342,0.100221775,1.0,0.00046174643613009647,0.0038975645,1.0
67,0.32574359731439095,0.36026546,1.0,0.6846933008044294,0.7308868,1.0,0.9244365949725859,0.8885702,1.0,10,9.166281,1.0,0.2061269865710806,0.4692221,1.0,3.050888663178986,3.830204,1.0,0.00016385453129175715,0.004323559,1.0
68,0.11965622217649508,0.45258823,1.0,0.8056287421762606,0.820641,1.0,0.6589777651397875,0.7186764,1.0,8,8.184518,1.0,0.048093413165899705,0.107677825,1.0,0.030642636359908507,0.09608992,1.0,0.000277419097047441,0.003692102,1.0
69,0.18417722322331842,0.43315923,1.0,0.6301068672618197,0.74133086,1.0,0.9270256061341369,0.9059255,1.0,5,5.087326,1.0,0.5537786537695029,261857.03,1.0,1.3490143959153613,3.7244954,0.0,0.0009641363271393853,0.0069568036,0.0
70,0.8043712011849458,0.6633594,1.0,0.5637051510562601,0.62175155,1.0,0.8948205338490274,0.7222572,1.0,6,6.1971364,1.0,0.11449453763461552,0.18684836,1.0,0.010149077999386961,0.2558431,0.0,0.023747907500151814,0.020109966,1.0
71,0.09240771794828417,0.56326735,1.0,0.6093501751457933,0.6579661,1.0,0.8542167177385154,0.8727747,1.0,13,13.158913,1.0,0.010698326297040634,0.110077195,1.0,0.3308162421650072,0.29997975,1.0,0.0012266172183516325,0.0016796512,1.0
72,0.11318458393678854,0.25278336,1.0,0.755225678296759,0.7717975,1.0,0.9831173429581992,0.94176215,1.0,7,7.039095,1.0,0.4751190593833145,0.94160545,1.0,1.1800619972629187,1.4081519,1.0,0.011030877199427363,1.3620257,1.0
73,0.8704717664881025,0.9131847,1.0,0.6049457285535396,0.6823463,1.0,0.796672150131982,0.8096775,1.0,8,6.818725,0.0,6.548843402757422,7.5433993,1.0,0.2702069792359135,2.8793797,0.0,0.0001847019919090226,0.002309979,1.0
74,0.43470223737777947,0.30319586,1.0,0.9343881316596327,0.86730886,1.0,0.7581386980322413,0.7692568,1.0,13,13.3111515,1.0,0.06152582448280485,0.17552897,1.0,0.21388112724240269,0.521509,1.0,0.0006900423963953593,0.0062843426,1.0
75,0.021240377342929162,0.4015902,0.0,0.8159159879444087,0.87104434,1.0,0.7260591969250254,0.7345892,1.0,15,14.122436,1.0,0.1550343851058007,0.31721485,1.0,2.0786920883326965,3.2334762,1.0,0.007296287431688769,47.24355,1.0
76,0.2606549099412514,0.43051142,1.0,0.8203618858841933,0.9009164,1.0,0.9550852165382175,0.95799524,1.0,13,11.177972,0.0,1.0238533707833706,0.47759667,1.0,0.7581016867261624,1.9119622,1.0,0.0009049093860251458,4.232421,1.0
77,0.7647992157725397,0.47454205,1.0,0.7837573130639907,0.7745808,1.0,0.8000518228759637,0.68158644,1.0,10,10.1715355,1.0,0.1188758030628503,0.10347229,1.0,0.0107966106777195,0.11531449,0.0,0.0027771944506313653,0.0027455545,1.0
78,0.22981841722282315,0.6376585,1.0,0.7075156548964294,0.82047105,1.0,0.9566038597452812,0.7318633,1.0,11,11.255889,1.0,0.17441607224204952,0.28146854,1.0,0.056597547789591786,0.19311067,1.0,0.0021051533838607568,0.008120984,1.0
79,0.22671182444371518,0.19734195,1.0,0.7205334217821504,0.7266776,1.0,0.6092248468123653,0.6146885,1.0,11,11.391613,1.0,2.833198613721637,2.6089363,1.0,0.37020689627800196,0.20706186,1.0,0.02400563156883995,0.022691429,1.0
80,0.9837256839003602,0.50576514,0.0,0.9679376016872998,0.70242983,0.0,0.7789569943872494,0.82866114,1.0,8,6.2636123,0.0,0.04826803199665396,0.08031875,1.0,0.8828419057023524,1.5933435,0.0,0.00015537725408195749,0.0017130105,1.0
81,0.8687747354524004,0.5333787,0.0,0.9604617978198776,0.80783737,0.0,0.6946390779489204,0.81087613,1.0,15,14.046741,1.0,0.6451146300843844,3.7457612,0.0,0.054994963091345064,0.1576497,1.0,0.00040967659740971657,14.211622,0.0
82,0.33192983136388576,0.17968458,1.0,0.7957393049298662,0.8007388,1.0,0.6556138468089725,0.72979385,1.0,6,6.510599,1.0,6.508058226981314,53311.07,1.0,0.03708262938346155,0.13821769,1.0,0.014032793671433235,0.0066642687,1.0
83,0.02989159846275391,0.5149567,1.0,0.5053672490769656,0.54956776,0.0,0.703127723348568,0.75329393,1.0,15,15.267369,1.0,1.149580764173096,1.0606833,1.0,0.4911082955907917,0.6097133,1.0,0.00011594315976459984,6.1835337,1.0
84,0.5608305300937654,0.51524895,1.0,0.5434509539775043,0.68888646,1.0,0.7280183520120593,0.7110191,1.0,9,9.252624,1.0,0.2384214020214497,0.08258825,1.0,0.11382362739586545,0.22861087,1.0,0.00015942710587274294,0.0009547701,1.0
85,0.800285951528842,0.51434094,1.0,0.7898206260845251,0.7133845,1.0,0.6993854321681806,0.89620054,0.0,11,11.167565,1.0,0.46013601916002794,0.7060515,1.0,0.012247419646024922,0.04381301,1.0,0.0004562574659428633,0.0031865516,1.0
86,0.6043187659284492,0.44231007,1.0,0.7788992409904874,0.81507844,1.0,0.7301657327456834,0.74606913,1.0,12,10.920777,0.0,4.72638024917733,0.31127656,0.0,5.14773021546172,6.7939887,0.0,0.00017751491658616337,0.0020413767,1.0
87,0.4300724182624489,0.18563642,1.0,0.6282092614131177,0.599806,1.0,0.8784787952718349,0.8794417,1.0,10,9.993036,1.0,4.485133456290717,5.351756,1.0,0.06262723587701993,0.050370347,1.0,0.00184590747539526,0.0025246965,1.0
88,0.3464057790079229,0.38368642,1.0,0.9497150880831271,0.9078767,1.0,0.5384765814202002,0.632119,1.0,16,15.488811,1.0,1.9837368511416054,6.5538073,1.0,1.2694315222555799,0.22355784,0.0,0.006490734100144557,0.002112299,1.0
89,0.34332568603837343,0.53694147,1.0,0.5405323132041704,0.556697,1.0,0.9617454726868085,0.71806943,0.0,8,8.100493,1.0,0.8508010594394596,1.0601416,1.0,0.05735243948999217,0.098403275,1.0,0.0002348628239661902,0.00082890055,1.0
90,0.5199090298870054,0.35520628,1.0,0.9404956205285282,0.909975,1.0,0.6105260094712184,0.70271945,1.0,12,12.131209,1.0,0.4294403005057348,0.39189342,1.0,0.48241710304389884,0.11190415,0.0,0.005842025898218943,0.0037703938,1.0
91,0.4772319135576749,0.33022645,1.0,0.9323013486675227,0.8614867,1.0,0.5392447756981662,0.7107727,1.0,5,4.898122,1.0,2.823072706520446,1044.7072,1.0,0.017541927934201836,0.11851289,1.0,0.00020371769723423702,0.010215103,1.0
92,0.9268249707184876,0.7487848,1.0,0.9088754052139066,0.73459136,1.0,0.5938864577082223,0.5946939,1.0,13,11.765558,0.0,0.3171680243864262,0.80077565,0.0,2.9032977597455063,2.7159266,1.0,0.0035226548946789495,0.00315811,1.0
93,0.19412711232167057,0.60701275,1.0,0.6093742141140412,0.6082219,1.0,0.7693987093475123,0.7756244,1.0,10,9.894794,1.0,0.01259175913633914,0.08410007,1.0,0.438012658701688,0.5794696,0.0,0.00013535867247660058,0.00061853277,1.0
