case,gt_q_d,mu_q_d,hit90_q_d,gt_q_d_n,mu_q_d_n,hit90_q_d_n,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_inv_temp,mu_inv_temp,hit90_inv_temp
25,0.81273377376523,0.79133654,1.0,0.8632494644851465,0.84634364,1.0,0.684020169882505,0.66441196,0.0,7,6.7814064,1.0,32.50051451029091,61.33512,0.0
26,0.7539098850798924,0.69602066,0.0,0.5858277701807462,0.4411282,1.0,0.7381145972443397,0.7310032,1.0,10,10.07546,1.0,83.48738123863689,78.605316,1.0
27,0.560086271117443,0.5707903,1.0,0.7707496720245295,0.6462068,1.0,0.7421477062903117,0.78578854,0.0,7,7.0389295,1.0,16.02929338235515,18.224808,1.0
28,0.8719690977058188,0.8506654,1.0,0.7495015582088819,0.6487995,1.0,0.8123389003897479,0.7653032,1.0,10,10.644691,1.0,51.499590672949765,55.287426,1.0
29,0.9619646923934813,0.9760888,1.0,0.1300735966157538,0.32672065,1.0,0.8688693058790674,0.90436643,1.0,9,9.232197,1.0,14.165929114556059,13.6930065,1.0
30,0.9679902428529947,0.9212898,1.0,0.40042164666305247,0.32794115,1.0,0.9701859498387746,0.97153765,1.0,12,10.970292,1.0,38.50877057317071,45.9235,0.0
31,0.8113878893419697,0.77967143,0.0,0.6346389821458566,0.6316018,1.0,0.5305511521986259,0.5221964,1.0,7,7.129148,1.0,22.474239282185412,25.322813,1.0
32,0.9999843371187708,0.99622434,1.0,0.878250697860308,0.8727905,1.0,0.5430928793312382,0.5568456,1.0,15,15.107119,1.0,31.976749815393887,45.911945,1.0
33,0.6625728070381188,0.6391134,1.0,0.7609856700185401,0.7324687,1.0,0.6046114416901854,0.6127698,1.0,8,8.115705,1.0,43.35359789664409,43.865406,1.0
34,0.6725353088377026,0.6588998,1.0,0.9876259777468555,0.96587306,1.0,0.732629445406795,0.73076403,1.0,12,12.229163,1.0,88.77200325262336,86.94895,1.0
35,0.5244409613186549,0.68765527,1.0,0.4986870490588263,0.794948,1.0,0.9074996097051435,0.8901047,1.0,8,7.571707,1.0,49.92808962855278,53.296024,1.0
36,0.510238489419237,0.51973635,1.0,0.8464489918457093,0.6225566,1.0,0.7993396209677359,0.7791576,1.0,4,4.3282733,0.0,38.99446888606657,47.908005,1.0
37,0.6720360609522567,0.6353921,0.0,0.8742662579795054,0.86093444,1.0,0.9004705615482189,0.9145029,1.0,13,12.88135,1.0,99.6331403027211,93.968544,0.0
38,0.7264344103251301,0.67209846,1.0,0.8721525786501623,0.6628877,1.0,0.985579345580373,0.98785913,1.0,4,4.446069,1.0,60.58000006122734,54.347046,1.0
39,0.502408841819113,0.50597924,1.0,0.12328549660552945,0.66871893,1.0,0.8744206717254708,0.8501379,1.0,8,8.226422,1.0,40.502255911526696,47.54747,0.0
40,0.867622668189588,0.8573075,1.0,0.27650091068801563,0.45236418,1.0,0.7777418102096938,0.78893626,1.0,12,11.372365,1.0,89.20804562499774,89.611176,1.0
41,0.6967405524034118,0.6908638,1.0,0.28110355459799674,0.23650272,1.0,0.5219630497548319,0.5203717,1.0,5,5.0328712,1.0,58.06707838191666,44.762234,1.0
42,0.9833579368902519,0.9819407,1.0,0.8015285638278956,0.7732588,1.0,0.8752366976844859,0.8954743,1.0,7,7.2621284,1.0,32.32488919541645,30.686848,1.0
43,0.5175208867908321,0.5501694,1.0,0.6230803134701911,0.65988916,1.0,0.9264221291205,0.9179169,1.0,15,15.037721,1.0,75.44855016244007,78.57234,1.0
44,0.8894595096299072,0.8951437,1.0,0.17360323092667118,0.20740056,1.0,0.522435546160416,0.5383209,1.0,6,6.3278155,1.0,69.14175238281145,77.48997,1.0
45,0.7300230753694446,0.7228433,1.0,0.17896904180810536,0.07927302,1.0,0.7627541373185869,0.7627737,1.0,7,7.133916,1.0,85.05370852673565,89.42298,1.0
46,0.8953365877429705,0.8158374,1.0,0.7514513112510123,0.541714,1.0,0.8793796359492314,0.8860242,1.0,6,6.987286,1.0,36.52875283933277,28.460903,1.0
47,0.8642171772390559,0.8310244,1.0,0.5862740683715525,0.42262506,1.0,0.8563728026664943,0.85093635,1.0,14,13.9041,1.0,81.0020641520718,86.462234,1.0
48,0.6256695750075143,0.617897,1.0,0.36668919072946526,0.41192907,1.0,0.5004671402830654,0.524708,0.0,5,5.0184155,1.0,30.66882188016753,60.910423,1.0
49,0.7780464828648757,0.7509443,1.0,0.5044808137423824,0.4937555,1.0,0.9951037135135199,0.9825402,1.0,8,7.9145093,1.0,32.46674543528371,32.023487,1.0
50,0.7729474313505921,0.7812457,1.0,0.3402253344438003,0.37256318,1.0,0.5258323356994815,0.524155,1.0,15,14.934412,1.0,16.9136422784487,27.429895,1.0
51,0.9273965571643921,0.9016554,1.0,0.6371108978975927,0.6322006,1.0,0.6829462269664615,0.6943138,1.0,6,5.5203,1.0,73.16232971104212,67.582825,1.0
52,0.7501166906926207,0.76635516,1.0,0.17966695541527977,0.16504617,1.0,0.5722445010865781,0.5738061,1.0,13,12.786394,1.0,72.8636053807072,84.74806,1.0
53,0.6915096826072573,0.69125307,1.0,0.060511043338650095,0.21917826,1.0,0.7360829276369263,0.74302614,1.0,16,14.568057,0.0,15.376098208307234,33.18126,0.0
54,0.7997858711358978,0.7695481,1.0,0.6872464813054168,0.6486852,1.0,0.846778706574657,0.87592745,1.0,14,14.139662,1.0,16.383163287541958,16.958088,1.0
55,0.6927431694451704,0.69952273,1.0,0.2851137728635236,0.28761047,1.0,0.5561438000864958,0.54253656,1.0,9,9.095728,1.0,93.23372509957045,61.659016,1.0
56,0.6079920670449184,0.60080737,1.0,0.9387358449319387,0.92345524,1.0,0.7408018174571143,0.75900054,1.0,11,11.111072,1.0,10.696577581920884,14.571759,1.0
57,0.6218197292984322,0.6073463,1.0,0.916554726839786,0.87230664,1.0,0.8519923905286277,0.86250496,1.0,16,15.162172,0.0,69.35870269038281,84.311295,1.0
58,0.9807218534941806,0.98339516,1.0,0.5905105162647221,0.516146,1.0,0.8395457907557902,0.8198822,1.0,6,6.3221464,1.0,66.83265411164061,76.15743,1.0
59,0.54987409854186,0.5521039,1.0,0.2997729302299307,0.562399,1.0,0.7425539599193733,0.73395205,1.0,7,7.182235,1.0,11.758450689710457,19.2197,0.0
60,0.8710729990305902,0.8221184,1.0,0.7930543777217227,0.7339397,1.0,0.9360166609464979,0.9380505,1.0,15,15.200176,1.0,82.48450031549694,81.2054,1.0
61,0.7595855578661774,0.6639102,1.0,0.9708907745673857,0.9231256,1.0,0.7015990921518345,0.7161016,1.0,12,12.299941,1.0,48.854115681218545,74.54268,0.0
62,0.832853910933129,0.83767295,1.0,0.8401426387466573,0.8477183,1.0,0.552059554318614,0.5368546,1.0,9,9.121323,1.0,11.206128020528205,17.428736,0.0
63,0.9899253734493856,0.9935067,1.0,0.7696079231561059,0.7804498,1.0,0.9237923096000629,0.9296343,1.0,14,13.926191,1.0,92.54727701409826,88.225494,1.0
64,0.5070577484769166,0.5513818,1.0,0.730059750149104,0.58319753,1.0,0.6336924498921792,0.5595628,0.0,5,5.204134,1.0,64.12915825228983,37.555588,1.0
65,0.877365181992787,0.891244,1.0,0.08933654766818455,0.2645485,1.0,0.8404468302284567,0.84122705,1.0,5,5.3026466,1.0,67.85356703975499,62.814087,1.0
66,0.601507320147894,0.6019087,1.0,0.24124945558787336,0.2808252,1.0,0.519394106346611,0.5291005,1.0,9,8.998654,1.0,49.51475482635582,36.93675,1.0
67,0.931244087950658,0.9102025,1.0,0.5518107799838876,0.31048426,1.0,0.8093547216655578,0.7967721,1.0,7,7.4589143,1.0,74.611697869016,70.80959,1.0
68,0.6870906392610097,0.6767932,1.0,0.5916550619874698,0.57870275,1.0,0.5984376446826848,0.60739386,1.0,11,11.053319,1.0,43.05594329297499,29.102825,1.0
69,0.8151069154844803,0.85861814,1.0,0.7560704346631324,0.84160626,1.0,0.9659535580610463,0.9620132,1.0,9,8.972216,1.0,89.09564121927406,92.854164,1.0
70,0.9470795338022264,0.9717855,1.0,0.08986086892532408,0.093905695,1.0,0.9956051471234811,0.9959264,1.0,5,5.7286544,1.0,63.161416635502896,56.220825,1.0
71,0.9648853095283385,0.95955503,1.0,0.786095868026822,0.7697745,1.0,0.5608279480811411,0.53963524,1.0,15,15.038395,1.0,83.2640834628404,80.9557,1.0
72,0.957935887888292,0.905781,1.0,0.29958963868370847,0.3871253,1.0,0.7488006722593894,0.7572965,1.0,6,5.9035935,1.0,92.53978709288809,79.26708,1.0
73,0.6754678934974057,0.66812235,1.0,0.5572785420691936,0.53393835,1.0,0.8472469905026871,0.8439231,1.0,11,11.310799,1.0,75.86955788536687,78.78488,1.0
74,0.6067217088118371,0.61626685,1.0,0.6163066062185454,0.64335877,1.0,0.5017946868520508,0.53499216,0.0,15,15.028483,1.0,41.96010094506708,46.9049,1.0
