case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_q_d_n,mu_q_d_n,hit90_q_d_n,gt_q_s_n,mu_q_s_n,hit90_q_s_n,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time
22,0.7383472646171094,0.63564306,1.0,0.9474188685564175,0.7474331,1.0,0.8478132632208037,0.7178814,1.0,0.674297304768481,0.5147632,1.0,13,13.027898,1.0,1.0564312276546428,7.415911,0.0,0.41880986110770985,0.27296415,1.0
23,0.8952884717259926,0.8793356,1.0,0.5636071713669459,0.5875577,1.0,0.6647076440229891,0.45746046,1.0,0.04952455295537961,0.30340686,0.0,13,11.649219,0.0,12.482909200440751,13.736162,1.0,0.013651885706535038,0.014501286,1.0
24,0.9552044936027893,0.95529515,1.0,0.8221764004943842,0.75201905,1.0,0.27269511673121705,0.2890149,1.0,0.32381034689574417,0.5598586,1.0,7,7.1065516,1.0,1.9078929824327835,5.623346,1.0,0.4117004889446536,0.22347967,1.0
25,0.673154034685243,0.76476914,1.0,0.6782897634081864,0.7609615,1.0,0.09194629760746598,0.35737702,1.0,0.3463752960193459,0.4780987,1.0,12,12.163171,1.0,6.974194321036842,4.7819085,1.0,0.19195159781473367,0.3045715,1.0
26,0.8441779286603843,0.8705038,1.0,0.5976989549211045,0.6940907,1.0,0.3661278276211407,0.40432382,1.0,0.9539701279248589,0.60430604,1.0,6,6.059207,1.0,2.2835871175565807,1.7616605,1.0,0.08006124571858866,0.06064982,0.0
27,0.9092268632543286,0.9266164,1.0,0.8129916061131622,0.8200182,1.0,0.40970865292194936,0.3767423,1.0,0.9457457743342477,0.92598426,1.0,16,14.095162,0.0,43.32530432124964,38.37791,1.0,0.1905697856303343,0.13062981,0.0
28,0.6747873708341543,0.661185,1.0,0.9014348577189668,0.75377077,1.0,0.5367104435280546,0.47924316,1.0,0.5778935992489644,0.48646098,1.0,13,13.110403,1.0,2.220810765481929,3.1095207,1.0,0.16882330622611327,0.1383911,1.0
29,0.7568198549228752,0.7131338,0.0,0.7580837164746336,0.72808266,1.0,0.4710373149455086,0.4234486,1.0,0.7190382248273613,0.74593043,1.0,13,12.400045,1.0,1.501418384306983,2.3943686,1.0,0.015604108874440997,0.022563452,1.0
30,0.9419396312372227,0.9261903,1.0,0.7948625348471705,0.66109896,1.0,0.0768035681954421,0.080893025,1.0,0.9906781785154242,0.6230548,0.0,6,6.0620303,1.0,1.7051577210680702,7.158863,1.0,0.23684718574127425,0.26896864,1.0
31,0.9967295621932664,0.90617174,0.0,0.8016499002368929,0.87299114,0.0,0.5355236252568241,0.38070372,1.0,0.369456617587806,0.34156626,1.0,15,14.009065,0.0,10.072453065725654,13.670494,1.0,0.01965492643623729,0.046064593,1.0
32,0.876465147863509,0.81338817,1.0,0.8358117571215242,0.79499656,1.0,0.5509954603865007,0.3219655,1.0,0.20199253981218013,0.6715894,1.0,8,8.161645,1.0,13.468184189750863,25.701612,1.0,0.3969394234536844,0.3763081,1.0
33,0.7483421775615573,0.6484352,1.0,0.9278878853188959,0.7058242,1.0,0.7036944427836326,0.6419462,1.0,0.37966082769017684,0.69218373,1.0,7,7.09353,1.0,6.135137009394571,10.246498,1.0,0.1863174520978968,0.12463764,1.0
34,0.693225738975635,0.68070436,1.0,0.7778458929218816,0.69890684,1.0,0.49098256894307235,0.4734455,1.0,0.6330984792914757,0.58501875,1.0,10,10.02348,1.0,1.827668015353094,2.1861517,1.0,0.050494665571854426,0.049755577,1.0
35,0.9409722433276635,0.61915684,0.0,0.9638570402869804,0.74357927,1.0,0.9390462543417899,0.64912385,1.0,0.8376051416589061,0.55096865,1.0,4,4.3603706,0.0,7.759231545153735,11.742194,1.0,0.35491329883978423,0.3660191,1.0
36,0.848015834057342,0.82861596,1.0,0.8339189188386872,0.9057247,1.0,0.23827001427932792,0.09932192,1.0,0.2998293050208727,0.43808654,0.0,10,10.181918,1.0,1.0744002118851248,2.1396148,1.0,0.01602195377016222,0.030816972,1.0
37,0.6407785511223321,0.653216,1.0,0.6582341305810309,0.7417866,0.0,0.21902816113134782,0.2341175,1.0,0.0020179770732176028,0.147215,0.0,8,6.784165,0.0,17.188742141501603,22.33953,1.0,0.015116798752084276,0.045543976,1.0
38,0.8632782759033519,0.8681946,1.0,0.9287908587535258,0.7198176,1.0,0.8216835244790406,0.83629155,1.0,0.1832158418108234,0.5011547,1.0,10,10.130155,1.0,1.1109176871069362,3.3623211,0.0,0.03870280546215082,0.095315896,0.0
39,0.9516677470926709,0.94942373,1.0,0.6320930392198969,0.6921378,1.0,0.13860002830015006,0.3438239,1.0,0.7303974987651818,0.7669066,1.0,5,5.025632,1.0,3.818797906852952,3.9169772,1.0,0.010855775319940164,0.013265232,1.0
40,0.6864223636606851,0.6847166,1.0,0.9070101642638717,0.74552625,1.0,0.36355471245574744,0.59280944,1.0,0.6685072138559404,0.51734763,1.0,14,14.108089,1.0,3.2479837282705812,9.080238,1.0,0.4046657065032038,0.34231055,1.0
41,0.7621258366938355,0.79928875,0.0,0.607942729989561,0.6007407,1.0,0.6886074246532453,0.618507,0.0,0.7621331794873064,0.6832175,1.0,6,6.0332675,1.0,8.750601970624139,9.571822,1.0,0.10469154005470802,0.10530683,1.0
42,0.6720020165861935,0.782996,0.0,0.9703724319138376,0.7855595,0.0,0.1253445020159375,0.54108644,0.0,0.19355386676487518,0.35347027,1.0,9,9.091269,1.0,4.345172885904324,9.481955,0.0,0.130068672742815,0.2059581,1.0
43,0.8159490591393896,0.781916,1.0,0.7542244466339738,0.83173037,1.0,0.6334883597082314,0.44246525,0.0,0.6785922338051155,0.63920766,1.0,15,15.152566,1.0,8.890405348027578,4.9364204,0.0,0.17970962362859733,0.12356946,1.0
44,0.9011584476816217,0.9282552,1.0,0.5987019879526059,0.5714595,1.0,0.07939592559308228,0.15129322,1.0,0.9447090662109563,0.7144164,1.0,12,13.209514,0.0,23.763401971977814,18.771597,1.0,0.11468451400187563,0.092416085,1.0
45,0.9377587024376559,0.8834689,1.0,0.5845070396826133,0.58482987,1.0,0.42140359398302163,0.38706794,1.0,0.37669155222361483,0.46494767,1.0,8,5.93221,0.0,30.449280610940193,26.155798,1.0,0.041676293752156444,0.027322762,1.0
46,0.5376593779579633,0.6493475,1.0,0.792758669750335,0.7740297,1.0,0.6289514569912638,0.63957006,1.0,0.2608075020893533,0.5292438,1.0,6,6.1143875,1.0,2.342926019089925,3.5889876,1.0,0.06758620324753538,0.11150005,1.0
47,0.984840477518999,0.974201,1.0,0.8960136517043166,0.7498784,1.0,0.012097664028364319,0.17484401,0.0,0.40840918905907264,0.50920314,1.0,9,9.048627,1.0,1.046097753274682,4.7924013,0.0,0.09310083621783413,0.26883143,0.0
48,0.8066447074518646,0.8745658,1.0,0.9406346299374998,0.82891697,0.0,0.1512661691867918,0.26353192,1.0,0.32899442289154024,0.34874156,1.0,12,11.235916,1.0,20.1170754621204,9.8209095,0.0,0.14143570196309616,0.042828828,0.0
49,0.8358336428368137,0.84657717,1.0,0.5476366089950597,0.60016656,1.0,0.23022463189048603,0.18002985,1.0,0.3724654376652491,0.6431366,1.0,5,5.1437564,1.0,6.666348217854138,4.084921,0.0,0.040634310248276045,0.02371446,1.0
50,0.803795523418275,0.90208876,1.0,0.7452762201222523,0.7702865,1.0,0.06614477031866695,0.24774842,1.0,0.512001593436743,0.45848405,1.0,5,4.5076737,1.0,12.624345633965715,15.162498,1.0,0.07460953511567188,0.08969344,1.0
51,0.5281500204818275,0.5378791,1.0,0.5381770647944177,0.59558386,0.0,0.06590499912826286,0.48685795,0.0,0.6270953087715017,0.42928094,1.0,13,13.209947,1.0,5.420010028272394,5.8618536,1.0,0.034735283950714485,0.042807832,1.0
52,0.8814608608063539,0.7949817,1.0,0.7935990280333644,0.81605184,1.0,0.8121703859478062,0.50159097,1.0,0.4964740556098093,0.51028335,1.0,6,5.7515397,1.0,14.541586422919261,18.39249,1.0,0.016421752727373725,0.030291235,1.0
53,0.6426568643603396,0.6544326,1.0,0.8688232136126113,0.87273747,1.0,0.6996770224892148,0.72125316,1.0,0.7490624105248737,0.7433026,1.0,9,9.208926,1.0,1.0949061563717644,1.8497257,0.0,0.02330403604680565,0.032368474,0.0
54,0.8828492105487142,0.85950184,1.0,0.6227608926543744,0.66744155,1.0,0.15536871472760239,0.41077307,1.0,0.7478228476445523,0.6761572,1.0,7,5.620904,0.0,32.682418076601245,36.098915,1.0,0.012753886304787338,0.024666281,1.0
55,0.6349222542671149,0.71273685,1.0,0.555091406237327,0.6484317,1.0,0.48811382009770543,0.51750076,1.0,0.12931058189618383,0.6764236,0.0,14,13.957511,1.0,17.765007272183283,25.36561,1.0,0.15605411494952134,0.22656338,1.0
56,0.6750795272566135,0.7839936,1.0,0.7732393002010753,0.75839555,1.0,0.03468050403741818,0.88902825,0.0,0.9851071403285848,0.8039077,0.0,5,4.17685,0.0,47.28417835801788,39.522236,1.0,0.014660074688883027,0.023713406,1.0
57,0.7600615494540846,0.69375,1.0,0.694568712543082,0.73010755,1.0,0.7361345706996952,0.5174458,1.0,0.09476015116737968,0.50099725,1.0,10,10.137332,1.0,1.659965482348027,3.0089743,1.0,0.27071404059466897,0.23874018,1.0
58,0.9583679838175456,0.87950414,1.0,0.8588105307803302,0.87656295,1.0,0.5253860379906324,0.43162036,1.0,0.6124614037464893,0.5720104,1.0,5,5.373041,1.0,4.354305807636498,3.8274028,1.0,0.03589700376009849,0.03518338,1.0
59,0.6312025780205865,0.7958861,1.0,0.5272602906905284,0.5399752,1.0,0.22060963275885836,0.4295855,1.0,0.7909444537979108,0.62614805,1.0,10,7.126573,0.0,26.262685376467264,29.851727,1.0,0.051226240363438424,0.044988442,1.0
60,0.9231999092669019,0.9401327,1.0,0.5922714352667844,0.53844666,0.0,0.4790948210097571,0.29080594,1.0,0.8804441915396203,0.5696753,1.0,8,8.32816,1.0,6.454393223033316,6.247054,1.0,0.02371247339784588,0.02136758,1.0
61,0.5319247735638066,0.6108043,1.0,0.7210817878046742,0.8026108,0.0,0.4466965300362592,0.62287706,1.0,0.15269840069599583,0.19243662,1.0,8,8.277883,1.0,19.71725167093835,28.112513,1.0,0.2227421460900592,0.33451048,1.0
62,0.90942186916276,0.84109366,1.0,0.6516910102907424,0.65747714,1.0,0.43428319012480476,0.29719344,1.0,0.13065390048570347,0.15075283,1.0,13,11.133969,0.0,20.093772108287244,24.42339,1.0,0.14105998320528124,0.15033221,1.0
63,0.6418528527864032,0.64625025,1.0,0.6097331407946162,0.7077093,1.0,0.26723049840472723,0.17243904,1.0,0.24342921175015664,0.63408506,1.0,5,5.0768914,1.0,6.0339812155296,4.572249,1.0,0.17513821246730601,0.16221182,1.0
64,0.667643024515254,0.6869572,1.0,0.7600142840363941,0.74127614,1.0,0.6107129034361088,0.5974175,1.0,0.7298373654462151,0.49610826,1.0,5,5.1109686,1.0,1.0055508445316284,1.4931824,0.0,0.04949480530914929,0.06326238,0.0
65,0.7770580590005916,0.72613895,1.0,0.8296814268241531,0.8592782,1.0,0.9119951663299102,0.69402397,1.0,0.5839454337275787,0.44907928,1.0,6,5.0613413,0.0,29.917590638850843,28.535238,1.0,0.0249369979814537,0.03330657,1.0
66,0.9562572385379859,0.9281537,0.0,0.8446980674055233,0.622946,1.0,0.9231601756790485,0.92242444,1.0,0.988100348668075,0.60754955,1.0,5,4.9243126,1.0,1.600443240442269,3.0063186,1.0,0.026195956092136322,0.03262841,1.0
67,0.6628717986571955,0.7091516,1.0,0.6846933008044294,0.8691908,0.0,0.8488731899451717,0.80517435,1.0,0.495602024912542,0.7070515,0.0,9,8.1303625,0.0,25.526344181958777,27.875345,1.0,0.013645802650043405,0.023963284,1.0
68,0.5598281110882475,0.55636305,1.0,0.8056287421762606,0.77427596,1.0,0.3179555302795748,0.26052442,1.0,0.29313033038970226,0.35359395,1.0,7,6.3597527,1.0,1.8854622183083554,1.8247321,1.0,0.019008556771828215,0.016805278,1.0
69,0.5920886116116593,0.57008594,1.0,0.6301068672618197,0.7212229,0.0,0.8540512122682737,0.4853542,1.0,0.04551383985313373,0.23024699,1.0,11,8.96923,0.0,16.079705675662503,18.677181,1.0,0.041639319645169565,0.055112906,1.0
70,0.9021856005924729,0.7048324,1.0,0.5637051510562601,0.7279142,1.0,0.7896410676980546,0.5016275,1.0,0.16029266520065832,0.5140684,1.0,8,8.191235,1.0,1.0084155361494072,3.1610014,0.0,0.312916404158479,0.23232426,1.0
71,0.546203858974142,0.57426393,1.0,0.6093501751457933,0.6381617,1.0,0.7084334354770307,0.758906,1.0,0.756158383768057,0.79373926,1.0,4,4.2210946,1.0,7.2539987714291225,10.1164055,1.0,0.0484539959865716,0.0719981,1.0
72,0.5565922919683943,0.6106592,1.0,0.755225678296759,0.78594434,1.0,0.9662346859163984,0.6259893,0.0,0.22440014037292255,0.2049217,1.0,11,11.271163,1.0,14.906237948192919,29.5912,0.0,0.19310748202873634,0.37350312,1.0
73,0.9352358832440513,0.9009348,1.0,0.6049457285535396,0.65271795,0.0,0.5933443002639641,0.32546124,1.0,0.3725550736035317,0.52970225,0.0,15,13.326283,0.0,6.4684938796328755,9.755897,0.0,0.014714338335827732,0.023550084,1.0
74,0.7173511186888897,0.80029166,1.0,0.9343881316596327,0.8882599,1.0,0.5162773960644825,0.7048611,1.0,0.7639351625048693,0.68256474,1.0,7,7.1857343,1.0,5.666406224240637,5.9297376,1.0,0.03373358317577134,0.035294417,1.0
75,0.5106201886714645,0.5750595,0.0,0.8159159879444087,0.8928325,1.0,0.4521183938500508,0.6372649,1.0,0.9365415574177046,0.92769116,1.0,9,9.2434025,1.0,20.540861508724575,21.724714,1.0,0.14886782557075226,0.18309757,1.0
76,0.6303274549706257,0.63393605,1.0,0.8203618858841933,0.78680277,1.0,0.9101704330764351,0.72972244,1.0,0.7888898049126037,0.82796586,1.0,12,11.6434145,1.0,11.602017742315866,20.130173,0.0,0.040010290176274006,0.06822276,0.0
77,0.8823996078862699,0.8699552,1.0,0.7837573130639907,0.7426854,1.0,0.6001036457519274,0.61780554,1.0,0.48478908953913846,0.53402627,1.0,8,8.126602,1.0,1.0443629460381683,2.5363483,0.0,0.08104631060144744,0.09862591,1.0
78,0.6149092086114116,0.6088128,1.0,0.7075156548964294,0.7458124,1.0,0.9132077194905623,0.625976,1.0,0.6080966536039409,0.509523,1.0,9,9.189077,1.0,2.6688665324061653,2.669358,1.0,0.0680756218806001,0.09636415,1.0
79,0.6133559122218576,0.6730762,1.0,0.7205334217821504,0.7472452,1.0,0.21844969362473077,0.5690122,1.0,0.5900975808877793,0.55612814,1.0,14,13.988868,1.0,7.7311966887710195,12.525519,1.0,0.31504982189646386,0.3731189,1.0
80,0.99186284195018,0.8624008,0.0,0.9679376016872998,0.92773896,1.0,0.5579139887744989,0.34407994,1.0,0.31057063420116926,0.30655,1.0,7,5.7175975,0.0,12.64733189001411,19.075043,0.0,0.013197028452853228,0.0482786,1.0
