case,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_go_error,mu_cost_go_error,hit90_cost_go_error,gt_cost_time,mu_cost_time,hit90_cost_time
123,0.7445507717738333,0.75486064,1.0,0.9870830972366834,0.88864416,0.0,15,13.900721,0.0,15.54644807411772,24.515902,1.0,19.457650394881675,20.096561,1.0,0.010030474748550072,0.068260476,0.0
124,0.5748008273088832,0.5831011,1.0,0.7757401419198786,0.7727159,1.0,7,7.5655136,1.0,1.7176086009764133,3.4153469,1.0,1.8459264306513221,3.1280577,1.0,0.017943793307149337,0.046271462,1.0
125,0.9303728465702246,0.85257995,1.0,0.9117657697545398,0.8896917,1.0,5,4.853907,1.0,17.452939395502217,24.663786,0.0,19.632148558667733,15.220356,1.0,0.026544360135729347,0.06975737,0.0
126,0.8607793116931086,0.7954369,1.0,0.5613520933941774,0.73297083,0.0,10,9.284332,1.0,41.30615395932057,33.466797,1.0,1.1976937005253825,19.269598,0.0,0.019554185401997583,0.038289126,1.0
127,0.5605717833254122,0.68756133,1.0,0.6137702271550156,0.8513129,1.0,7,4.548239,0.0,2.732484284781139,21.377184,1.0,45.57861817489941,21.106882,1.0,0.06828799906031355,0.0605581,1.0
128,0.9704321149915645,0.89101213,1.0,0.9500860792409445,0.9232059,1.0,11,10.021015,0.0,13.349909700402392,16.370342,1.0,2.8740885448670914,5.51966,1.0,0.0421610860298658,0.065878525,1.0
129,0.8371159133636157,0.8365808,1.0,0.8876593709088261,0.83379906,1.0,8,7.8839154,1.0,6.785411621274363,13.094121,1.0,8.81261728913234,14.16975,1.0,0.13758834348300017,0.25250712,1.0
130,0.9370501018110045,0.9400126,1.0,0.6079347834311561,0.75469935,1.0,10,10.034916,1.0,5.9025454018198396,3.439196,1.0,1.6805645209133206,4.295767,1.0,0.12380454830314734,0.24041364,1.0
131,0.6553573073932635,0.6508288,1.0,0.84559772564344,0.88267356,1.0,5,5.4209123,1.0,6.722306344540842,8.496333,1.0,3.258413849366984,3.9323773,1.0,0.07458770116396725,0.09982173,1.0
132,0.5037383181878816,0.5247414,1.0,0.5517956005470892,0.7341085,1.0,9,9.221113,1.0,1.6537517279200755,2.1497266,1.0,6.910581050225934,6.2110634,1.0,0.10385441036305669,0.11726275,1.0
133,0.9491386453443926,0.9390779,1.0,0.8732216821331338,0.74457127,1.0,5,5.0363,1.0,1.255133936039124,5.3580537,1.0,2.4013348881308882,4.0819526,1.0,0.34798539107768783,0.32513526,1.0
134,0.5393160046359109,0.5782245,1.0,0.7066768964173329,0.7250301,1.0,12,12.181883,1.0,2.4208857930870553,3.5704815,1.0,5.770579772525574,7.2251697,1.0,0.20535855060369768,0.2550249,1.0
135,0.7912220217750032,0.78661364,1.0,0.9611743650057559,0.8134035,1.0,15,13.966508,0.0,3.562425916375125,3.1962547,1.0,42.52160979068416,41.93378,1.0,0.07156925720662229,0.04331369,1.0
136,0.7575281391992517,0.7626854,1.0,0.6662196605805815,0.57987106,0.0,9,8.540721,1.0,1.5388142765422308,4.023046,1.0,3.477085328670489,10.671228,0.0,0.02537831560078596,0.07046629,1.0
137,0.834554230768861,0.6128423,1.0,0.9265587926932737,0.7871359,1.0,10,10.1980095,1.0,43.673279786452646,27.974863,1.0,40.356288177281066,19.962421,1.0,0.06278180566184594,0.04820522,1.0
138,0.7739668947751599,0.7627594,1.0,0.9702085515226588,0.9430514,1.0,10,9.897355,1.0,1.995502829343081,1.8337873,1.0,2.3333856722889217,3.4576123,1.0,0.07715223086850644,0.09552916,1.0
139,0.7083773309774061,0.6847675,0.0,0.9221287663378721,0.8767035,1.0,5,5.0113406,1.0,3.939846290872476,9.169107,1.0,7.134135654301441,15.622229,1.0,0.054551602170699875,0.15312739,1.0
140,0.7315672784051364,0.84634,1.0,0.9585293698241135,0.92141604,1.0,11,9.845497,0.0,20.29139833076175,23.659504,1.0,4.263495034536845,15.116418,1.0,0.05465694126597542,0.087299645,1.0
141,0.7776500203966411,0.7923677,1.0,0.8605321279060518,0.86064243,1.0,4,5.389755,0.0,37.88932760190083,35.945534,1.0,1.2727055595207777,5.9478416,0.0,0.3354363342210847,0.3175296,1.0
142,0.935330214575409,0.8583361,1.0,0.7932441886418401,0.8160203,1.0,8,6.949417,0.0,12.972475780234632,16.346619,1.0,35.24070030876024,23.24249,1.0,0.02392027914609133,0.036636643,1.0
143,0.8854635751142909,0.86218756,1.0,0.751045304609858,0.7433278,1.0,8,7.8425674,1.0,1.3340297210918728,2.1514988,1.0,20.800237540005813,26.274107,1.0,0.03465450844402396,0.05855229,1.0
144,0.5036657762026038,0.52003574,1.0,0.9666986208696255,0.9109695,1.0,11,11.234596,1.0,6.738389609719411,7.9245067,1.0,2.4707234174056287,3.902614,1.0,0.09774976494065982,0.12660983,1.0
145,0.9756247383289551,0.9585212,1.0,0.6684302410508146,0.679942,1.0,15,15.030606,1.0,5.337303931262355,9.895207,1.0,4.682492513996422,4.443157,1.0,0.08402682394907522,0.14675438,1.0
146,0.9019622359857797,0.9303227,1.0,0.6561709820689221,0.62552714,1.0,14,13.687082,1.0,14.723585219748196,4.973287,0.0,48.26059776723853,37.84013,1.0,0.1938039569199111,0.112530574,1.0
147,0.968751313828941,0.9717909,1.0,0.5370101834495353,0.73591894,1.0,11,11.016928,1.0,16.75277351444486,6.673408,1.0,8.341420014057407,5.0918946,1.0,0.290199905584163,0.31047437,1.0
148,0.9709553547860184,0.96509844,1.0,0.5304840525731533,0.5536909,1.0,8,8.123758,1.0,3.1752691486182605,3.4931479,1.0,2.973327128280294,3.0772023,1.0,0.02281824959119278,0.03112333,1.0
149,0.7146242154496725,0.7044647,1.0,0.9667939443599414,0.95629054,1.0,6,6.2424064,1.0,3.1790895254995015,4.07798,1.0,11.447804573101623,10.264933,1.0,0.36293366202253813,0.3465772,1.0
150,0.9650310132356177,0.87326455,1.0,0.5947230259997205,0.5927921,1.0,8,6.4173045,1.0,40.70637600124075,39.50229,1.0,25.416909914843227,27.14396,1.0,0.24933073877107179,0.22022726,1.0
151,0.986757351048979,0.9699844,1.0,0.6833897184999946,0.6641394,1.0,11,10.825392,1.0,2.7142307218049817,2.50279,1.0,1.2865379085485462,4.222584,0.0,0.024613606123844077,0.024174709,1.0
152,0.8167795317691904,0.840906,1.0,0.8302359901659986,0.820637,1.0,11,10.797695,1.0,1.3605779215669171,3.359504,1.0,33.82710560962961,38.946663,1.0,0.0258607214047137,0.06690696,1.0
153,0.767314237114041,0.78917736,1.0,0.7948049283515293,0.8658076,1.0,9,8.913224,1.0,12.067093499531207,11.650366,1.0,24.138381636879053,18.322939,1.0,0.14410296483756646,0.12852307,1.0
154,0.6748680617034687,0.6640248,1.0,0.8373103318416035,0.79556215,1.0,12,10.214018,0.0,10.096352574656992,11.996364,1.0,4.890707188211597,5.0046387,1.0,0.029993209656109267,0.035306394,1.0
155,0.7987356986451242,0.83660036,0.0,0.8636929555975554,0.8354142,1.0,14,14.015888,1.0,1.9147957562310456,1.6392515,1.0,2.4848431125785795,3.9394321,1.0,0.07378117424238438,0.08565003,1.0
156,0.5406486287428078,0.572292,0.0,0.8633559912880118,0.7586477,1.0,15,15.154861,1.0,2.095923713347968,2.025552,1.0,11.764259394103282,12.467159,1.0,0.16098764320262712,0.23605636,1.0
157,0.8122730799885378,0.83898276,1.0,0.8394903234069218,0.81625146,1.0,10,9.62347,1.0,21.344256990343695,23.94648,1.0,2.3670124425994645,14.029022,1.0,0.030270718996972753,0.04700053,1.0
158,0.8220969865939629,0.79497325,1.0,0.8137566665252427,0.7484909,1.0,14,13.035482,0.0,25.005184779851973,37.532467,0.0,37.067103062356864,14.681704,1.0,0.010795300982137716,0.03902619,0.0
159,0.5897604228122689,0.63111925,1.0,0.8989265668818054,0.721364,1.0,6,6.213407,1.0,5.3318028180034105,15.169748,1.0,1.9843702397461913,2.2141201,1.0,0.2772607059691955,0.39688963,1.0
160,0.9478920963144783,0.9624769,1.0,0.5226617688746655,0.74329597,1.0,12,11.991162,1.0,13.345805368157784,11.1818285,1.0,5.247901026640687,4.830532,1.0,0.19808871599303918,0.20590384,1.0
161,0.734105681990198,0.7818113,1.0,0.9526754869697345,0.75594634,0.0,13,10.678875,0.0,26.22870099270798,43.84557,0.0,7.189964590305934,15.465528,1.0,0.015041304790290254,0.024715837,1.0
162,0.8527155765326035,0.77938735,1.0,0.6229461531240843,0.7450902,1.0,15,13.337266,0.0,5.02412660477159,7.29989,1.0,27.050102178080483,38.04125,0.0,0.01809228395174902,0.03333577,1.0
163,0.5082409492592439,0.61910117,1.0,0.6999708500017823,0.77468765,1.0,5,10.328133,1.0,1.8678561335338852,27.437597,0.0,10.683126584738691,19.947325,1.0,0.014502594655972305,0.048608616,1.0
164,0.9421045130976744,0.9419059,1.0,0.5202676563645217,0.7510121,1.0,12,12.009406,1.0,5.967065113931115,5.3062205,1.0,5.362168843755447,4.6641583,1.0,0.28303739962895946,0.24237917,1.0
165,0.9753756976670211,0.9775486,1.0,0.9126702261143881,0.7349396,1.0,12,12.030726,1.0,1.728265885706822,5.0185723,1.0,9.772859798534233,7.1617713,1.0,0.21592314062789064,0.20479855,1.0
166,0.8113746178926433,0.8930939,0.0,0.8448107457796523,0.88581127,1.0,14,14.749249,1.0,1.4469270909171132,9.883599,0.0,4.648149283959499,12.006699,0.0,0.014912590700133054,0.13693781,0.0
167,0.5051440717044677,0.53084964,0.0,0.7637670874878097,0.71414894,1.0,12,12.147457,1.0,3.4747378098804735,2.2623682,1.0,5.744975163956785,5.192913,1.0,0.07732118881824313,0.104894824,1.0
168,0.9441102804543695,0.9246495,1.0,0.6639572304114809,0.6154888,1.0,11,10.992111,1.0,1.119242535236894,4.3638096,0.0,25.015044101263836,23.662643,1.0,0.23017988084279783,0.30190113,1.0
169,0.7102332325086071,0.83548146,1.0,0.7691616489144142,0.7601665,1.0,6,5.9965615,1.0,23.19189155133601,23.984268,1.0,9.074100337636596,6.24846,1.0,0.04369687160429895,0.03969092,1.0
170,0.5562615211623447,0.64383644,0.0,0.6482395569297894,0.73819965,1.0,15,15.03223,1.0,1.275812830102229,3.552003,1.0,5.273433814827835,4.4621077,1.0,0.19946445457833267,0.26006207,1.0
171,0.8657019051666588,0.7379092,1.0,0.9542473163131564,0.8299328,1.0,13,6.5532312,1.0,49.44421832541805,35.920937,1.0,24.34040695858417,14.403173,1.0,0.19354531358116905,0.041057654,0.0
172,0.6628288097567422,0.65957814,1.0,0.6216490549124577,0.6371143,1.0,6,5.52683,1.0,1.4539186536537005,2.6778572,1.0,32.20085393149528,23.507847,1.0,0.12061393059583272,0.09233159,1.0
173,0.5679448837597683,0.6161858,1.0,0.9351887560950336,0.72373414,1.0,5,5.08908,1.0,4.701041789838978,8.379599,1.0,6.206102703146912,2.5701265,0.0,0.36649105644222746,0.32381922,1.0
174,0.9297652300349013,0.92709064,1.0,0.7360600298161754,0.8615376,1.0,7,7.277077,1.0,13.269411805429678,18.050095,1.0,4.73554467273306,2.768628,1.0,0.2426828440180309,0.33151782,1.0
175,0.5349372082998027,0.6194923,1.0,0.7538764831244843,0.7900994,1.0,10,10.206078,1.0,1.9721139996582493,28.02211,1.0,47.0596200542614,19.0022,0.0,0.021024459701107178,0.046984293,1.0
176,0.9907468942234898,0.9918842,1.0,0.7675802694455017,0.7289343,1.0,8,7.7946444,1.0,12.164181002146465,17.635513,1.0,45.79570171057514,43.184498,1.0,0.21898658937740048,0.2499028,1.0
177,0.5523145032253747,0.73634326,1.0,0.6776218215458887,0.8914311,1.0,14,12.269967,0.0,1.9588442737828617,28.792416,0.0,47.22435482982319,16.876776,0.0,0.02674985922541292,0.05740365,1.0
178,0.7906151335606024,0.7105141,0.0,0.8277629089928191,0.8321814,1.0,6,5.560249,1.0,13.61064988628397,12.047421,1.0,21.054906201744398,24.012136,1.0,0.031520947758667525,0.029107459,1.0
179,0.7030075141752377,0.7752644,1.0,0.6001186815906274,0.63761616,1.0,12,10.318508,0.0,4.417247244922345,6.3650703,1.0,11.589469905186837,11.154146,1.0,0.03153401093679845,0.030055981,1.0
180,0.7942192231717426,0.79842347,1.0,0.5746470046756778,0.60617614,1.0,6,6.0378995,1.0,1.1671876918990887,4.4234686,1.0,7.666567792784585,13.2354,1.0,0.2730157131203896,0.35979867,1.0
181,0.9028765032539141,0.8946115,1.0,0.6598679665705691,0.6809935,1.0,13,13.014892,1.0,1.933771992040965,6.6471953,1.0,5.874279344257162,9.511771,1.0,0.017898757077579586,0.08299094,0.0
182,0.5732595991837296,0.7082134,1.0,0.8727451284627719,0.87488633,1.0,4,5.1550226,1.0,23.508062452047106,27.00477,1.0,49.933633684815916,16.785559,0.0,0.11473501403932349,0.07249492,1.0
183,0.760054298719058,0.87497187,1.0,0.5342292914281239,0.5618858,1.0,9,8.160927,1.0,12.439740523338699,18.632708,1.0,28.380274389042583,18.924849,1.0,0.013563208948095025,0.02552966,1.0
184,0.7880479383238188,0.7735087,1.0,0.9807649472929285,0.9021329,1.0,5,5.1823153,1.0,1.7523857522948596,3.1984718,1.0,6.818067399089035,10.058468,1.0,0.01974755103032773,0.05308683,1.0
185,0.5920982624194278,0.5996824,1.0,0.7504456737776195,0.7628544,1.0,4,4.408961,0.0,1.860211760654505,2.278696,1.0,3.1342817512606334,4.314746,1.0,0.08585790386392438,0.125313,1.0
186,0.8856525968094539,0.8802712,1.0,0.6321026639626927,0.5513324,0.0,11,11.047968,1.0,1.7999555036555246,4.384626,1.0,15.99457390351656,16.801575,1.0,0.16078879446114988,0.19563395,1.0
187,0.9972313019327572,0.8149768,0.0,0.6105713209713195,0.61154634,1.0,11,9.238603,0.0,41.8046588838017,41.612095,1.0,4.156191614400719,4.4113574,1.0,0.09758876730337956,0.09644483,1.0
188,0.6940388267741737,0.6966515,1.0,0.986198342917843,0.93250936,1.0,9,9.06314,1.0,1.0019620451459643,2.8955686,0.0,1.5037417658286747,3.6201355,0.0,0.01763926107873625,0.06579053,0.0
189,0.8142030124100083,0.77194643,1.0,0.9355273691944467,0.9345836,1.0,16,14.708315,0.0,31.435937922467005,29.221186,1.0,2.748469692703532,17.656563,1.0,0.09532401668581601,0.10006781,1.0
190,0.9956374392273892,0.9952433,1.0,0.8757082001296836,0.72132814,1.0,16,15.742258,1.0,1.3510491311022446,9.04018,0.0,6.758470113261284,6.300126,1.0,0.2602318806715467,0.31248847,1.0
191,0.9562994608796312,0.8925286,1.0,0.7778593522635258,0.7436062,1.0,14,11.755273,0.0,5.02118711982616,9.819521,1.0,23.54708534887924,30.81895,1.0,0.030035300045743046,0.06415486,1.0
192,0.5773938725837615,0.80078685,0.0,0.8521994939948029,0.7554426,1.0,14,12.699666,1.0,34.190144002686296,43.55883,1.0,9.512599463461607,14.373242,1.0,0.090440849209924,0.026462682,0.0
193,0.7850190852901913,0.7664928,1.0,0.6986024654427369,0.72573733,1.0,13,12.956074,1.0,9.030436167090254,15.207362,1.0,1.0310193777516994,1.5798261,0.0,0.3641361846648403,0.40536663,1.0
194,0.5961642224037901,0.5906605,1.0,0.6518453702434408,0.68294156,1.0,6,5.18086,1.0,20.72411257142844,16.637316,1.0,38.66736224627549,28.402946,1.0,0.3646957630225555,0.25756934,1.0
195,0.9427250306992938,0.9460314,1.0,0.6152507022622002,0.5946275,1.0,6,6.0356975,1.0,1.8014960079636853,3.749062,0.0,1.495016463561954,3.8233173,0.0,0.014799097516479624,0.031669907,1.0
196,0.9759128066771721,0.84467274,1.0,0.7106364823734692,0.6923075,1.0,14,13.491834,1.0,35.45310014201215,35.8695,1.0,1.5893046974549059,2.7915215,1.0,0.02479486424956744,0.021585613,1.0
197,0.9400662710059569,0.82499814,1.0,0.8341441236209006,0.78740335,1.0,8,7.770179,1.0,22.474044129351284,30.627697,1.0,1.7789344919236687,12.969713,1.0,0.010845655281927326,0.04455663,0.0
198,0.9679174330732538,0.96944743,1.0,0.9134802095322043,0.79644907,1.0,10,10.519071,1.0,1.9059826475594803,3.1674242,1.0,42.24138560552971,44.254898,1.0,0.029040742100703534,0.049264453,1.0
199,0.8306179733541298,0.82460845,1.0,0.8486275679714257,0.8523528,1.0,11,10.704504,1.0,3.9876449949751973,2.721173,1.0,32.104012861084996,34.53265,1.0,0.04271262095711085,0.040023737,1.0
