case,gt_q_d_n,mu_q_d_n,hit90_q_d_n,gt_q_d,mu_q_d,hit90_q_d,gt_q_s,mu_q_s,hit90_q_s,gt_tau,mu_tau,hit90_tau,gt_cost_stop_error,mu_cost_stop_error,hit90_cost_stop_error,gt_cost_time,mu_cost_time,hit90_cost_time
0,0.11131766863217074,0.13320535,1.0,0.8039830509341079,0.8346065,1.0,0.6990160214892094,0.65140676,1.0,7,7.214829,1.0,0.09969988245805854,0.2094283,1.0,0.017849606228546467,0.013603316,1.0
1,0.37253829857656184,0.3283155,1.0,0.9234344479502027,0.9038624,1.0,0.6213926115355444,0.8215941,1.0,10,10.048774,1.0,0.011412889811294595,1.3480476,0.0,0.13792031918037653,0.1726864,1.0
2,0.7664096011016847,0.7315717,1.0,0.9625626302920289,0.94691455,1.0,0.7273871134336489,0.71896607,1.0,4,4.275106,1.0,0.021254394476526255,0.05721197,1.0,0.0017989343067485591,0.0015627103,1.0
3,0.45099084654563004,0.43487495,1.0,0.5179531611380157,0.54269195,1.0,0.5210707994522193,0.8329357,0.0,7,5.315502,0.0,0.23030075590537846,4.267347,1.0,0.0013253014870913404,0.0072180117,1.0
4,0.6889670995029029,0.38064852,1.0,0.8727310390225481,0.838391,1.0,0.7673470374431832,0.6850942,0.0,4,4.7805986,1.0,8.841219150776881,6.336573,1.0,0.059507879090645026,0.03847526,0.0
5,0.544758726060645,0.37121543,1.0,0.7190984629019976,0.6692171,1.0,0.9145456469235265,0.9054901,1.0,11,10.512213,1.0,0.010176761172997411,0.03929119,0.0,0.00037921933786640047,0.0022314296,1.0
6,0.1899885400902065,0.34977764,1.0,0.8084513569115578,0.8898064,1.0,0.781293174680157,0.74594676,1.0,6,5.3649592,1.0,2.5090664568585144,3.2454896,1.0,0.0002550376982981452,0.002233501,1.0
7,0.3227758776143811,0.5722613,1.0,0.5577020807139823,0.60232997,1.0,0.8928604275708323,0.7783939,1.0,7,6.852508,1.0,0.010160476844339473,0.20840257,0.0,0.04338383250741019,0.060722012,1.0
8,0.7442376785250111,0.52221423,1.0,0.5300128188967095,0.5737086,1.0,0.6610038816814701,0.734349,1.0,10,9.769406,1.0,1.4369079607758413,4.123668,1.0,0.13321915407460783,0.18626887,0.0
9,0.5269267694772148,0.5364552,1.0,0.5326586784382468,0.5842531,1.0,0.7491928091615451,0.7402636,1.0,5,5.0648756,1.0,0.4942529006232458,0.88600564,1.0,0.10704302678901306,0.12693033,1.0
10,0.7060549485217318,0.41923717,1.0,0.6423569366789573,0.60391665,1.0,0.9329132760659058,0.9223903,1.0,7,6.0598574,0.0,0.050767469404259837,0.086404204,1.0,0.00813955769573004,0.008371152,1.0
11,0.7984778893815246,0.6830053,1.0,0.9485151018723592,0.85411376,1.0,0.8577471690252142,0.90107906,1.0,12,11.275275,1.0,0.8352327949195132,0.972154,1.0,0.00216189181477795,0.0042363247,1.0
12,0.1567148298481842,0.17923112,1.0,0.6295238478608276,0.64346665,1.0,0.6199269052063758,0.58486307,1.0,8,7.9435244,1.0,0.03798406381531786,0.41045985,1.0,0.05796168178092533,0.06471156,1.0
13,0.28462263856449566,0.5019562,1.0,0.5863041924004326,0.60706174,1.0,0.9088143773504594,0.7449071,1.0,7,5.9139023,0.0,0.08703105459624108,0.11149785,1.0,0.0007335044227911783,0.00048383485,1.0
