,mean,std,5%,50%,95%
q_d_n,0.4764571964740753,0.17038994736305674,0.22439889907836913,0.47523970901966095,0.7046155273914336
q_d,0.7254570305347443,0.14703853661112415,0.5305569142103195,0.714333713054657,0.9402581721544265
q_s_n,0.5196682766079903,0.2336072029660239,0.27646831795573235,0.4390135407447815,0.888669243454933
q_s,0.7505734324455261,0.12256759093729855,0.5590436309576035,0.795338898897171,0.877838534116745
inv_temp,84.8894546508789,8.22871307346124,75.54531402587891,83.82473373413086,98.76891479492187
cost_stop_error,0.41020575325677217,0.14572538922476644,0.24411215339724038,0.4047082022580841,0.6247749457827637
cost_time,0.0010000000000000002,2.28569887277129e-19,0.001,0.001,0.001
cost_go_error,1.0,0.0,1.0,1.0,1.0
cost_go_missing,1.0,0.0,1.0,1.0,1.0
rate_stop_trial,0.16666666666666669,2.925694557147251e-17,0.16666666666666666,0.16666666666666666,0.16666666666666666
