model_name,n_subjects,total_distance,dis_perc_gs,dis_perc_ge,dis_perc_gm,dis_perc_ss,dis_ws_rt_gs,dis_ws_rt_ge,dis_ws_rt_se,dis_ks_rt_gs,dis_ks_rt_se,dis_ssd_mean
6p_v6_Filtered,3567,3.7634223947083796,0.040698357523032955,0.007979376807638204,0.0388864974365179,0.02109058807720353,0.029080641252260057,0.1434132961151184,0.05395567835949139,0.09862689234163065,0.1849127106596894,3.1447783561357965
