model_name,n_subjects,total_distance,dis_perc_gs,dis_perc_ge,dis_perc_gm,dis_perc_ss,dis_ws_rt_gs,dis_ws_rt_ge,dis_ws_rt_se,dis_ks_rt_gs,dis_ks_rt_se,dis_ssd_mean
5p_v2_Filtered,3567,3.004290177495759,0.035187495427040534,0.008731383274653804,0.03772150527720107,0.017420780785659652,0.02916325284022734,0.1381832321788434,0.06234605267097088,0.11474462607293733,0.21008616737294963,2.350705681595275
