model_name,n_subjects,total_distance,dis_perc_gs,dis_perc_ge,dis_perc_gm,dis_perc_ss,dis_ws_rt_gs,dis_ws_rt_ge,dis_ws_rt_se,dis_ks_rt_gs,dis_ks_rt_se,dis_ssd_mean
6p_v7_Filtered,3567,2.7529908052541336,0.02062701709668803,0.017831091027397505,0.03231343201626025,0.016737745645566373,0.03157019720091434,0.1826575693557591,0.06687506833356104,0.09604545274036,0.2083689292803629,2.0799643025572636
